Bid Royalty,Opex,Capital,Overall Rate,Commodity Price,Oil (Mbbl),Gas (MMcf),NGL & Cond (Mbbl),Res. (mboe),NPV10 (M$),ROR (%),Capital (M$),Sensitivity,PI ($/$),F&D ($/boe),Res Value ($/boe),,Range,
0.35,0.0,0.0,-0.1,0.0,26594.15805560849,84430.36451587254,269.1939011948011,40935.07937611538,278725.24373150046,0.46583735469877485,124100.0,Overall Rate,=J133/L133,=L133/I133,=J133/I133,,,
0.35,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,332389.0540365758,0.513566038949806,124100.0,Overall Rate,=J134/L134,=L134/I134,=J134/I134,,,
0.35,0.0,0.0,0.1,0.0,32503.970956854853,103192.66774162202,329.01476812697894,50031.763681918834,388136.2014251715,0.5591917577133465,124100.0,Overall Rate,=J135/L135,=L135/I135,=J135/I135,,,
0.35,0.0,0.0,0.2,0.0,35458.87740747796,112573.81935449666,358.92520159306787,54580.105834820526,445659.67713702517,0.5938952510162183,124100.0,Overall Rate,=J136/L136,=L136/I136,=J136/I136,,,
0.35,0.0,0.0,0.0,-0.2,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,221882.8589687898,0.4128932954799547,124100.0,Commodity Price,=J137/L137,=L137/I137,=J137/I137,,,
0.35,0.0,0.0,0.0,-0.1,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,277135.9565026828,0.4660695156631718,124100.0,Commodity Price,=J138/L138,=L138/I138,=J138/I138,,,
0.35,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,332389.0540365758,0.513566038949806,124100.0,Commodity Price,=J139/L139,=L139/I139,=J139/I139,,,
0.35,0.0,0.0,0.0,0.1,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,387642.15157046914,0.5563927548373035,124100.0,Commodity Price,=J140/L140,=L140/I140,=J140/I140,,,
0.35,0.0,0.0,0.0,0.2,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,442895.24910436163,0.595325207305005,124100.0,Commodity Price,=J141/L141,=L141/I141,=J141/I141,,,
0.4,-0.2,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,304308.9614560006,0.4907940807482838,124100.0,Opex,=J142/L142,=L142/I142,=J142/I142,,,
0.4,-0.1,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,294374.3473601894,0.4822714734578657,124100.0,Opex,=J143/L143,=L143/I143,=J143/I143,,,
0.4,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,284439.733264379,0.4736314673214803,124100.0,Opex,=J144/L144,=L144/I144,=J144/I144,,,
0.4,0.1,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,274505.11916856735,0.46486841571205506,124100.0,Opex,=J145/L145,=L145/I145,=J145/I145,,,
0.4,0.2,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,264570.50507275696,0.45597631295649776,124100.0,Opex,=J146/L146,=L146/I146,=J146/I146,,,
0.4,0.0,-0.2,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,302367.80273799313,0.5476851450820179,99280.0,Capital,=J147/L147,=L147/I147,=J147/I147,,,
0.4,0.0,-0.1,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,293403.7680011861,0.5084219224435511,111690.0,Capital,=J148/L148,=L148/I148,=J148/I148,,,
0.4,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,284439.733264379,0.4736314673214803,124100.0,Capital,=J149/L149,=L149/I149,=J149/I149,,,
0.4,0.0,0.1,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,275475.6985275719,0.4425733331083297,136510.0,Capital,=J150/L150,=L150/I150,=J150/I150,,,
0.4,0.0,0.2,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,266511.66379076464,0.41466742761433295,148920.0,Capital,=J151/L151,=L151/I151,=J151/I151,,,
0.4,0.0,0.0,-0.2,0.0,23639.251604985293,75049.21290299778,239.2834677287116,36386.73722321365,190132.6205058206,0.37887356758775326,124100.0,Overall Rate,=J152/L152,=L152/I152,=J152/I152,,,
0.4,0.0,0.0,-0.1,0.0,26594.15805560849,84430.36451587254,269.1939011948011,40935.07937611538,236289.8043767114,0.426740005650454,124100.0,Overall Rate,=J153/L153,=L153/I153,=J153/I153,,,
0.4,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,284439.733264379,0.4736314673214803,124100.0,Overall Rate,=J154/L154,=L154/I154,=J154/I154,,,
0.4,0.0,0.0,0.1,0.0,32503.970956854853,103192.66774162202,329.01476812697894,50031.763681918834,334513.23271552485,0.5186431608818474,124100.0,Overall Rate,=J155/L155,=L155/I155,=J155/I155,,,
0.4,0.0,0.0,0.2,0.0,35458.87740747796,112573.81935449666,358.92520159306787,54580.105834820526,386203.29396988614,0.5535326082504302,124100.0,Overall Rate,=J156/L156,=L156/I156,=J156/I156,,,
0.4,0.0,0.0,0.0,-0.2,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,183952.31504827866,0.3732783793322261,124100.0,Commodity Price,=J157/L157,=L157/I157,=J157/I157,,,
0.4,0.0,0.0,0.0,-0.1,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,234196.02415632876,0.4262280608433633,124100.0,Commodity Price,=J158/L158,=L158/I158,=J158/I158,,,
0.4,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,284439.733264379,0.4736314673214803,124100.0,Commodity Price,=J159/L159,=L159/I159,=J159/I159,,,
0.4,0.0,0.0,0.0,0.1,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,334683.4423724291,0.5164529142855923,124100.0,Commodity Price,=J160/L160,=L160/I160,=J160/I160,,,
0.4,0.0,0.0,0.0,0.2,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,384927.1514804789,0.5554364895201083,124100.0,Commodity Price,=J161/L161,=L161/I161,=J161/I161,,,
0.45,-0.2,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,256359.64068380333,0.44827561627191326,124100.0,Opex,=J162/L162,=L162/I162,=J162/I162,,,
0.45,-0.1,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,246425.02658799264,0.43899766395776396,124100.0,Opex,=J163/L163,=L163/I163,=J163/I163,,,
0.45,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,236490.4124921819,0.429570685699872,124100.0,Opex,=J164/L164,=L164/I164,=J164/I164,,,
0.45,0.1,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,226555.79839637058,0.4199868627722507,124100.0,Opex,=J165/L165,=L165/I165,=J165/I165,,,
0.45,0.2,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,216621.18430056018,0.41023776148065316,124100.0,Opex,=J166/L166,=L166/I166,=J166/I166,,,
0.45,0.0,-0.2,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,254418.48196579595,0.5019901105496434,99280.0,Capital,=J167/L167,=L167/I167,=J167/I167,,,
0.45,0.0,-0.1,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,245454.4472289889,0.4635040799681329,111690.0,Capital,=J168/L168,=L168/I168,=J168/I168,,,
0.45,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,236490.4124921819,0.429570685699872,124100.0,Capital,=J169/L169,=L169/I169,=J169/I169,,,
0.45,0.0,0.1,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,227526.37775537485,0.39941886123688963,136510.0,Capital,=J170/L170,=L170/I170,=J170/I170,,,
0.45,0.0,0.2,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,218562.3430185678,0.37244614920055064,148920.0,Capital,=J171/L171,=L171/I171,=J171/I171,,,
0.45,0.0,0.0,-0.2,0.0,23639.251604985293,75049.21290299778,239.2834677287116,36386.73722321365,153051.29604839854,0.3370686954813449,124100.0,Overall Rate,=J172/L172,=L172/I172,=J172/I172,,,
0.45,0.0,0.0,-0.1,0.0,26594.15805560849,84430.36451587254,269.1939011948011,40935.07937611538,193854.36502192277,0.38374929944123437,124100.0,Overall Rate,=J173/L173,=L173/I173,=J173/I173,,,
0.45,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,236490.4124921819,0.429570685699872,124100.0,Overall Rate,=J174/L174,=L174/I174,=J174/I174,,,
0.45,0.0,0.0,0.1,0.0,32503.970956854853,103192.66774162202,329.01476812697894,50031.763681918834,280890.264005878,0.47377331722542326,124100.0,Overall Rate,=J175/L175,=L175/I175,=J175/I175,,,
0.45,0.0,0.0,0.2,0.0,35458.87740747796,112573.81935449666,358.92520159306787,54580.105834820526,326746.91080274724,0.5088198488243174,124100.0,Overall Rate,=J176/L176,=L176/I176,=J176/I176,,,
0.45,0.0,0.0,0.0,-0.2,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,146021.7711277674,0.3297488541196394,124100.0,Commodity Price,=J177/L177,=L177/I177,=J177/I177,,,
0.45,0.0,0.0,0.0,-0.1,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,191256.09180997455,0.3823535754412912,124100.0,Commodity Price,=J178/L178,=L178/I178,=J178/I178,,,
0.45,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,236490.4124921819,0.429570685699872,124100.0,Commodity Price,=J179/L179,=L179/I179,=J179/I179,,,
0.45,0.0,0.0,0.0,0.1,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,281724.73317438917,0.47231880148960315,124100.0,Commodity Price,=J180/L180,=L180/I180,=J180/I180,,,
0.45,0.0,0.0,0.0,0.2,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,326959.0538565964,0.5113060160850011,124100.0,Commodity Price,=J181/L181,=L181/I181,=J181/I181,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
