Bid Royalty,Opex,Capital,Overall Rate,Commodity Price,Oil (Mbbl),Gas (MMcf),NGL & Cond (Mbbl),Res. (mboe),NPV10 (M$),ROR (%),Capital (M$),Sensitivity,PI ($/$),F&D ($/boe),Res Value ($/boe),,Range,
0.1,0.0,-0.1,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,581099.6926343681,0.7072027148834001,111690.0,Capital,5.202790694,2.455620009,12.77607693,,,
0.1,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,572135.6578975612,0.6703739638327786,124100.0,Capital,4.610279274,2.728466677,12.57899337,,,
0.1,0.0,0.1,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,563171.6231607537,0.6369713064254494,136510.0,Capital,4.125497203,3.001313345,12.38190981,,,
0.1,0.0,0.2,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,554207.5884239465,0.6064968316606762,148920.0,Capital,3.721512144,3.274160012,12.18482625,,,
0.1,0.0,0.0,-0.2,0.0,23639.251604985293,75049.21290299778,239.2834677287116,36386.73722321365,412620.5672503556,0.5690400660232511,124100.0,Overall Rate,3.324903846,3.410583346,11.33986168,,,
0.1,0.0,0.0,-0.1,0.0,26594.15805560849,84430.36451587254,269.1939011948011,40935.07937611538,490902.44050544425,0.6203829011162387,124100.0,Overall Rate,3.955700568,3.031629641,11.99221909,,,
0.1,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,572135.6578975612,0.6703739638327786,124100.0,Overall Rate,4.610279274,2.728466677,12.57899337,,,
0.1,0.0,0.0,0.1,0.0,32503.970956854853,103192.66774162202,329.01476812697894,50031.763681918834,656251.0449734069,0.7175356049904416,124100.0,Overall Rate,5.288082554,2.480424252,13.11668821,,,
0.1,0.0,0.0,0.2,0.0,35458.87740747796,112573.81935449666,358.92520159306787,54580.105834820526,742941.5929727186,0.751420745732509,124100.0,Overall Rate,5.986636527,2.273722231,13.61194856,,,
0.1,0.0,0.0,0.0,-0.2,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,411535.57857134595,0.5697678555568313,124100.0,Commodity Price,3.316160988,2.728466677,9.048034751,,,
0.1,0.0,0.0,0.0,-0.1,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,491835.6182344532,0.6230838674944712,124100.0,Commodity Price,3.963220131,2.728466677,10.81351406,,,
0.1,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,572135.6578975612,0.6703739638327786,124100.0,Commodity Price,4.610279274,2.728466677,12.57899337,,,
0.1,0.0,0.0,0.0,0.1,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,652435.6975606668,0.7127970088715738,124100.0,Commodity Price,5.257338417,2.728466677,14.34447268,,,
0.1,0.0,0.0,0.0,0.2,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,732735.7372237756,0.7512185281537311,124100.0,Commodity Price,5.90439756,2.728466677,16.10995199,,,
0.15,-0.2,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,544055.565316985,0.6559956874018544,124100.0,Opex,4.38400939,2.728466677,11.96162353,,,
0.15,-0.1,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,534120.9512211741,0.6497412960413929,124100.0,Opex,4.303956094,2.728466677,11.74320078,,,
0.15,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,524186.33712536393,0.6434460440432792,124100.0,Opex,4.223902797,2.728466677,11.52477803,,,
0.15,0.1,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,514251.7230295535,0.6371080779957854,124100.0,Opex,4.143849501,2.728466677,11.30635528,,,
0.15,0.2,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,504317.1089337425,0.6307254905522122,124100.0,Opex,4.063796204,2.728466677,11.08793253,,,
0.15,0.0,-0.2,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,542114.4065989781,0.7209392724457713,99280.0,Capital,5.460459373,2.182773342,11.91894515,,,
0.15,0.0,-0.1,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,533150.3718621711,0.6801350670989423,111690.0,Capital,4.773483498,2.455620009,11.72186159,,,
0.15,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,524186.33712536393,0.6434460440432792,124100.0,Capital,4.223902797,2.728466677,11.52477803,,,
0.15,0.0,0.1,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,515222.30238855694,0.6102273717052205,136510.0,Capital,3.77424586,3.001313345,11.32769447,,,
0.15,0.0,0.2,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,506258.26765174983,0.5799717927301202,148920.0,Capital,3.399531746,3.274160012,11.1306109,,,
0.15,0.0,0.0,-0.2,0.0,23639.251604985293,75049.21290299778,239.2834677287116,36386.73722321365,375539.24279293354,0.5427307407722699,124100.0,Overall Rate,3.026101876,3.410583346,10.32077266,,,
0.15,0.0,0.0,-0.1,0.0,26594.15805560849,84430.36451587254,269.1939011948011,40935.07937611538,448467.00115065544,0.5937440604867223,124100.0,Overall Rate,3.613755046,3.031629641,10.95556691,,,
0.15,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,524186.33712536393,0.6434460440432792,124100.0,Overall Rate,4.223902797,2.728466677,11.52477803,,,
0.15,0.0,0.0,0.1,0.0,32503.970956854853,103192.66774162202,329.01476812697894,50031.763681918834,602628.07626376,0.6904259419874661,124100.0,Overall Rate,4.855987722,2.480424252,12.04490971,,,
0.15,0.0,0.0,0.2,0.0,35458.87740747796,112573.81935449666,358.92520159306787,54580.105834820526,683485.2098055818,0.7244416073543407,124100.0,Overall Rate,5.507535937,2.273722231,12.5226069,,,
0.15,0.0,0.0,0.0,-0.2,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,373605.034650835,0.5427026489294446,124100.0,Commodity Price,3.010515992,2.728466677,8.214092566,,,
0.15,0.0,0.0,0.0,-0.1,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,448895.6858880994,0.5960681679670348,124100.0,Commodity Price,3.617209395,2.728466677,9.869435297,,,
0.15,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,524186.33712536393,0.6434460440432792,124100.0,Commodity Price,4.223902797,2.728466677,11.52477803,,,
0.15,0.0,0.0,0.0,0.1,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,599476.9883626289,0.6859751178659472,124100.0,Commodity Price,4.8305962,2.728466677,13.18012076,,,
0.15,0.0,0.0,0.0,0.2,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,674767.6395998924,0.7245097757012626,124100.0,Commodity Price,5.437289602,2.728466677,14.83546349,,,
0.2,-0.2,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,496106.24454478826,0.6278077723944282,124100.0,Opex,3.997632913,2.728466677,10.90740819,,,
0.2,-0.1,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,486171.6304489776,0.621233019138483,124100.0,Opex,3.917579617,2.728466677,10.68898544,,,
0.2,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,476237.01635316707,0.6146081248248798,124100.0,Opex,3.83752632,2.728466677,10.47056269,,,
0.2,0.1,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,466302.4022573558,0.607930880701379,124100.0,Opex,3.757473024,2.728466677,10.25213994,,,
0.2,0.2,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,456367.7881615448,0.6011990029742798,124100.0,Opex,3.677419727,2.728466677,10.03371718,,,
0.2,0.0,-0.2,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,494165.0858267811,0.69178004575015,99280.0,Capital,4.977488777,2.182773342,10.86472981,,,
0.2,0.0,-0.1,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,485201.051089974,0.6511058343729763,111690.0,Capital,4.344176301,2.455620009,10.66764625,,,
0.2,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,476237.01635316707,0.6146081248248798,124100.0,Capital,3.83752632,2.728466677,10.47056269,,,
0.2,0.0,0.1,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,467272.98161635996,0.581628333353045,136510.0,Capital,3.422994518,3.001313345,10.27347913,,,
0.2,0.0,0.2,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,458308.9468795529,0.5516485421320265,148920.0,Capital,3.077551349,3.274160012,10.07639556,,,
0.2,0.0,0.0,-0.2,0.0,23639.251604985293,75049.21290299778,239.2834677287116,36386.73722321365,338457.9183355111,0.5146403830845516,124100.0,Overall Rate,2.727299906,3.410583346,9.30168364,,,
0.2,0.0,0.0,-0.1,0.0,26594.15805560849,84430.36451587254,269.1939011948011,40935.07937611538,406031.56179586705,0.5652568776891949,124100.0,Overall Rate,3.271809523,3.031629641,9.91891473,,,
0.2,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,476237.01635316707,0.6146081248248798,124100.0,Overall Rate,3.83752632,2.728466677,10.47056269,,,
0.2,0.0,0.0,0.1,0.0,32503.970956854853,103192.66774162202,329.01476812697894,50031.763681918834,549005.1075541129,0.6613601552553527,124100.0,Overall Rate,4.423892889,2.480424252,10.97313121,,,
0.2,0.0,0.0,0.2,0.0,35458.87740747796,112573.81935449666,358.92520159306787,54580.105834820526,624028.8266384419,0.6955247897972363,124100.0,Overall Rate,5.028435348,2.273722231,11.43326524,,,
0.2,0.0,0.0,0.0,-0.2,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,335674.4907303239,0.5137682000534527,124100.0,Commodity Price,2.704870997,2.728466677,7.380150381,,,
0.2,0.0,0.0,0.0,-0.1,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,405955.7535417455,0.5671567612231172,124100.0,Commodity Price,3.271198659,2.728466677,8.925356534,,,
0.2,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,476237.01635316707,0.6146081248248798,124100.0,Commodity Price,3.83752632,2.728466677,10.47056269,,,
0.2,0.0,0.0,0.0,0.1,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,546518.2791645884,0.6572368865850393,124100.0,Commodity Price,4.403853982,2.728466677,12.01576884,,,
0.2,0.0,0.0,0.0,0.2,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,616799.54197601,0.6958835205879623,124100.0,Commodity Price,4.970181644,2.728466677,13.56097499,,,
0.25,-0.2,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,448156.923772591,0.5975417173905768,124100.0,Opex,3.611256437,2.728466677,9.853192849,,,
0.25,-0.1,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,438222.30967678054,0.5905944880949159,124100.0,Opex,3.53120314,2.728466677,9.634770097,,,
0.25,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,428287.69558096945,0.583585718390145,124100.0,Opex,3.451149844,2.728466677,9.416347346,,,
0.25,0.1,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,418353.081485159,0.5765127225492659,124100.0,Opex,3.371096547,2.728466677,9.197924594,,,
0.25,0.2,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,408418.4673893482,0.5693727090311098,124100.0,Opex,3.291043251,2.728466677,8.979501842,,,
0.25,0.0,-0.2,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,446215.76505458343,0.6603065557500374,99280.0,Capital,4.494518181,2.182773342,9.81051447,,,
0.25,0.0,-0.1,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,437251.73031777644,0.6198245485872986,111690.0,Capital,3.914869105,2.455620009,9.613430908,,,
0.25,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,428287.69558096945,0.583585718390145,124100.0,Capital,3.451149844,2.728466677,9.416347346,,,
0.25,0.0,0.1,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,419323.66084416234,0.5509156089121641,136510.0,Capital,3.071743175,3.001313345,9.219263783,,,
0.25,0.0,0.2,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,410359.62610735546,0.5212840519714934,148920.0,Capital,2.755570952,3.274160012,9.022180221,,,
0.25,0.0,0.0,-0.2,0.0,23639.251604985293,75049.21290299778,239.2834677287116,36386.73722321365,301376.5938780885,0.4845302847712354,124100.0,Overall Rate,2.428497936,3.410583346,8.282594618,,,
0.25,0.0,0.0,-0.1,0.0,26594.15805560849,84430.36451587254,269.1939011948011,40935.07937611538,363596.12244107807,0.5346637673992181,124100.0,Overall Rate,2.929864,3.031629641,8.882262548,,,
0.25,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,428287.69558096945,0.583585718390145,124100.0,Overall Rate,3.451149844,2.728466677,9.416347346,,,
0.25,0.0,0.0,0.1,0.0,32503.970956854853,103192.66774162202,329.01476812697894,50031.763681918834,495382.13884446607,0.6300499373258077,124100.0,Overall Rate,3.991798057,2.480424252,9.901352709,,,
0.25,0.0,0.0,0.2,0.0,35458.87740747796,112573.81935449666,358.92520159306787,54580.105834820526,564572.443471302,0.6643813118625532,124100.0,Overall Rate,4.549334758,2.273722231,10.34392358,,,
0.25,0.0,0.0,0.0,-0.2,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,297743.9468098125,0.4827077488244056,124100.0,Commodity Price,2.399226002,2.728466677,6.546208196,,,
0.25,0.0,0.0,0.0,-0.1,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,363015.821195391,0.5360825009550965,124100.0,Commodity Price,2.925187923,2.728466677,7.981277771,,,
0.25,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,428287.69558096945,0.583585718390145,124100.0,Commodity Price,3.451149844,2.728466677,9.416347346,,,
0.25,0.0,0.0,0.0,0.1,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,493559.5699665487,0.6263027999211692,124100.0,Commodity Price,3.977111764,2.728466677,10.85141692,,,
0.25,0.0,0.0,0.0,0.2,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,558831.4443521275,0.6650569137657296,124100.0,Commodity Price,4.503073685,2.728466677,12.28648649,,,
0.3,-0.2,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,400207.60300039395,0.5648874469523477,124100.0,Opex,3.22487996,2.728466677,8.798977508,,,
0.3,-0.1,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,390272.9889045833,0.5575033223802208,124100.0,Opex,3.144826663,2.728466677,8.580554756,,,
0.3,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,380338.37480877276,0.5500434324784198,124100.0,Opex,3.064773367,2.728466677,8.362132004,,,
0.3,0.1,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,370403.760712962,0.5425044359709394,124100.0,Opex,2.98472007,2.728466677,8.143709252,,,
0.3,0.2,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,360469.14661715116,0.534882838964517,124100.0,Opex,2.904666774,2.728466677,7.9252865,,,
0.3,0.0,-0.2,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,398266.44428238674,0.6261396435408537,99280.0,Capital,4.011547585,2.182773342,8.756299128,,,
0.3,0.0,-0.1,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,389302.40954557975,0.58593389796469,111690.0,Capital,3.485561908,2.455620009,8.559215566,,,
0.3,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,380338.37480877276,0.5500434324784198,124100.0,Capital,3.064773367,2.728466677,8.362132004,,,
0.3,0.0,0.1,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,371374.34007196577,0.5177752981194086,136510.0,Capital,2.720491833,3.001313345,8.165048442,,,
0.3,0.0,0.2,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,362410.30533515883,0.4885851502781273,148920.0,Capital,2.433590554,3.274160012,7.967964879,,,
0.3,0.0,0.0,-0.2,0.0,23639.251604985293,75049.21290299778,239.2834677287116,36386.73722321365,264295.2694206659,0.45211309075525197,124100.0,Overall Rate,2.129695966,3.410583346,7.263505595,,,
0.3,0.0,0.0,-0.1,0.0,26594.15805560849,84430.36451587254,269.1939011948011,40935.07937611538,321160.68308628997,0.5016520449370514,124100.0,Overall Rate,2.587918478,3.031629641,7.845610366,,,
0.3,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,380338.37480877276,0.5500434324784198,124100.0,Overall Rate,3.064773367,2.728466677,8.362132004,,,
0.3,0.0,0.0,0.1,0.0,32503.970956854853,103192.66774162202,329.01476812697894,50031.763681918834,441759.17013481836,0.5961409762503891,124100.0,Overall Rate,3.559703224,2.480424252,8.829574207,,,
0.3,0.0,0.0,0.2,0.0,35458.87740747796,112573.81935449666,358.92520159306787,54580.105834820526,505116.060304164,0.6306541181229601,124100.0,Overall Rate,4.070234168,2.273722231,9.254581914,,,
0.3,0.0,0.0,0.0,-0.2,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,259813.402889301,0.44921020116993127,124100.0,Commodity Price,2.093581006,2.728466677,5.712266012,,,
0.3,0.0,0.0,0.0,-0.1,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,320075.88884903677,0.5025203288039668,124100.0,Commodity Price,2.579177187,2.728466677,7.037199008,,,
0.3,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,380338.37480877276,0.5500434324784198,124100.0,Commodity Price,3.064773367,2.728466677,8.362132004,,,
0.3,0.0,0.0,0.0,0.1,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,440600.8607685084,0.5928300984930086,124100.0,Commodity Price,3.550369547,2.728466677,9.687065,,,
0.3,0.0,0.0,0.0,0.2,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,500863.34672824433,0.6316820879551637,124100.0,Commodity Price,4.035965727,2.728466677,11.011998,,,
0.35,-0.2,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,352258.2822281975,0.5294635145323792,124100.0,Opex,2.838503483,2.728466677,7.744762166,,,
0.35,-0.1,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,342323.6681323865,0.5215617033288975,124100.0,Opex,2.758450186,2.728466677,7.526339414,,,
0.35,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,332389.0540365758,0.513566038949806,124100.0,Opex,2.67839689,2.728466677,7.307916662,,,
0.35,0.1,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,322454.43994076486,0.5054722506907385,124100.0,Opex,2.598343593,2.728466677,7.08949391,,,
0.35,0.2,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,312519.82584495423,0.49727583991761914,124100.0,Opex,2.518290297,2.728466677,6.871071158,,,
0.35,0.0,-0.2,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,350317.12351018994,0.5888025468280356,99280.0,Capital,3.528576989,2.182773342,7.702083786,,,
0.35,0.0,-0.1,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,341353.0887733828,0.5489881215185131,111690.0,Capital,3.056254712,2.455620009,7.505000224,,,
0.35,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,332389.0540365758,0.513566038949806,124100.0,Capital,2.67839689,2.728466677,7.307916662,,,
0.35,0.0,0.1,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,323425.0192997687,0.48182160831124055,136510.0,Capital,2.36924049,3.001313345,7.1108331,,,
0.35,0.0,0.2,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,314460.98456296173,0.45319398662600463,148920.0,Capital,2.111610157,3.274160012,6.913749538,,,
0.35,0.0,0.0,-0.2,0.0,23639.251604985293,75049.21290299778,239.2834677287116,36386.73722321365,227213.94496324327,0.4170386637094241,124100.0,Overall Rate,1.830893996,3.410583346,6.244416573,,,
0.35,0.0,0.0,-0.1,0.0,26594.15805560849,84430.36451587254,269.1939011948011,40935.07937611538,278725.24373150046,0.46583735469877485,124100.0,Overall Rate,2.245972955,3.031629641,6.808958184,,,
0.35,0.0,0.0,0.0,0.0,29549.064506231658,93811.51612874732,299.10433466088966,45483.421529017054,332389.0540365758,0.513566038949806,124100.0,Overall Rate,2.67839689,2.728466677,7.307916662,,,
0.35,0.0,0.0,0.1,0.0,32503.970956854853,103192.66774162202,329.01476812697894,50031.763681918834,388136.2014251715,0.5591917577133465,124100.0,Overall Rate,3.127608392,2.480424252,7.757795705,,,
0.35,0.0,0.0,0.2,0.0,35458.87740747796,112573.81935449666,358.92520159306787,54580.105834820526,445659.67713702517,0.5938952510162183,124100.0,Overall Rate,3.591133579,2.273722231,8.165240252,,,
