tag,row,type,description,Group,Location,total,Start Timing,Spread Over (mths),Share %,sum_in_model
2022-v4,552,A,"Tec-14 HZ Drill, Complete, Equip",Drill,Tecolutla-14,0.0,2019-01-01,1.0,0.0,0.0
2022-v4,554,A,Tec-7 Workover Basic (no rods or tubing; or pump; short test),Workover,Tecolutla-7,-260000.0,2019-01-01,1.0,0.0,0.0
2022-v4,555,A,Water Disposal Line to Tec 7,Pipeline,Tecolutla-7,0.0,2019-01-01,1.0,0.0,0.0
2022-v4,556,A,Conversion of Tec 7 to Water Disposal (incl. logging),Conversion,Tecolutla-7,0.0,2019-01-01,1.0,0.0,0.0
2022-v4,557,A,Tec-12 Facility expansion #3 (winj skid? & add. Tanks),Pipeline,Battery,0.0,2019-01-01,1.0,0.0,0.0
2022-v4,559,A,2020 START UP CAPITAL,Facility,Battery,-65000.0,2019-01-01,1.0,0.0,0.0
2022-v5,510,A,Oil Facility Phase #1,Facilities,Field,-15900000.0,#N/A,6.0,0.0,0.0
2022-v5,511,A,Oil Facility Phase #2,Facilities,Field,-5100000.0,#N/A,6.0,0.0,0.0
2022-v5,512,A,Gas Facility Phase #1,Facilities,Field,-11800000.0,#N/A,6.0,0.0,0.0
2022-v5,513,A,Gas Facility Phase #2,Facilities,Field,-700000.0,#N/A,6.0,0.0,0.0
2022-v5,514,A,Gas Facility Phase #3,Facilities,Field,-2900000.0,#N/A,6.0,0.0,0.0
2022-v5,515,A,Gas Facility Phase #4,Facilities,Field,-700000.0,#N/A,6.0,0.0,0.0
2022-v5,516,A,Gas Facility Compression Phase #1,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2022-v5,517,A,Gas Facility Compression Phase #2,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2022-v5,518,A,Gas Facility Compression Phase #3,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2022-v5,519,A,Gas Facility Compression Phase #4,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2022-v5,520,A,Pipeline (Gas),Facilities,Field,-4100000.0,#N/A,6.0,0.0,0.0
2022-v5,521,A,Pipeline (Oil),Facilities,Field,-3800000.0,#N/A,6.0,0.0,0.0
2022-v5,524,A,Engineering and Facility Design,Engineering,Field,-30000.0,2019-01-01,1.0,0.0,0.0
2022-v5,525,A,Road Upgrades (Tec-2 WO & Tec-10 Drill),Drill,Field,-15000.0,2019-01-01,1.0,0.0,0.0
2022-v5,526,A,Road Upgrades (Tec-11 Drill +),Drill,Field,-77000.0,2019-01-01,1.0,0.0,0.0
2022-v5,527,A,Tec-2 Survey,Workover,Field,-5000.0,2019-01-01,1.0,0.0,0.0
2022-v5,528,A,Tec-10 VT Survey,Drill,Field,-25000.0,2019-01-01,1.0,0.0,0.0
2022-v5,529,A,Field Surveying,Engineering,Field,-20000.0,2019-01-01,1.0,0.0,0.0
2022-v5,530,A,Tec-2 Wellhead Maintenance,Workover,Tecolutla-2,-10000.0,2019-01-01,1.0,0.0,0.0
2022-v5,531,A,Tec-2 Site Prep,Workover,Tecolutla-2,-10000.0,2019-01-01,1.0,0.0,0.0
2022-v5,532,A,Tec-2 Workover Basic (no rods or tubing; or pump; short test),Workover,Tecolutla-2,-260000.0,2019-01-01,1.0,0.0,0.0
2022-v5,533,A,"Tec- 2 Extras (rods tubing, pump; extended test)",Workover,Tecolutla-2,0.0,2019-01-01,1.0,0.0,0.0
2022-v5,534,A,Tec-2 Equip and Pipeline,Workover,Tecolutla-2,0.0,2019-01-01,1.0,0.0,0.0
2022-v5,535,A,Tec-10 VT Permit,Drill,Tecolutla-10,-15000.0,2019-01-01,1.0,0.0,0.0
2022-v5,536,A,Tec-10 VT Site Construction,Workover,Tecolutla-10,-150000.0,2019-01-01,1.0,0.0,0.0
2022-v5,537,A,Tec-10 VT Drill,Drill,Tecolutla-10,-1800000.0,2019-01-01,1.0,0.0,0.0
2022-v5,538,A,Tec-10 VT Complete,Drill,Tecolutla-10,-450000.0,2019-01-01,1.0,0.0,0.0
2022-v5,539,A,Tec-10 Core Study,Drill,Tecolutla-10,-25500.0,2019-01-01,1.0,0.0,0.0
2022-v5,540,A,Tec-11 HZ Permit,Drill,Tecolutla-11,-25000.0,2019-01-01,1.0,0.0,0.0
2022-v5,541,A,Tec-2 Site Expansion (for Tec 11 Driil),Drill,Tecolutla-11,-200000.0,2019-01-01,1.0,0.0,0.0
2022-v5,542,A,Tec-11 HZ Drill,Drill,Tecolutla-11,-3100000.0,2019-01-01,1.0,0.0,0.0
2022-v5,543,A,Tec-11 HZ Complete,Drill,Tecolutla-11,-800000.0,2019-01-01,1.0,0.0,0.0
2022-v5,544,A,Tec-11 HZ Equip (jack),Drill,Tecolutla-11,0.0,2019-01-01,1.0,0.0,0.0
2022-v5,545,A,Tec-11 Single Well Battery,Facility,Battery,0.0,2019-01-01,1.0,0.0,0.0
2022-v5,546,A,Tec-11 Pipeline (pending success on Tec-12 *Tec-10 Re-Entry),Workover,Tecolutla-11,0.0,2019-01-01,1.0,0.0,0.0
2022-v5,547,A,Tec-12 Drill,Drill,Tecolutla-12,-1250000.0,2022-08-01,1.0,0.0,0.0
2022-v5,548,A,"Tec-12 Complete, Equip",Drill,Tecolutla-12,-250000.0,2022-08-01,1.0,0.0,0.0
2022-v5,549,A,Tec-12 Tie-in,Facility,Tecolutla-12,-50000.0,2022-08-01,1.0,0.0,0.0
2022-v5,550,A,"Tec-12 Battery Upgrade 
(incl Tec-11 WO  <- added this comment 2022-04-11)",Facility,Battery,-250000.0,2022-09-01,1.0,0.0,0.0
2022-v5,551,A,"Tec-13 Drill, Complete, Equip",Drill,Tecolutla-13,-1550000.0,2023-01-01,1.0,0.0,0.0
2022-v5,552,A,Tecolutla Horizontal,Drill,Tecolutla Horizontal,-3000000.0,2022-08-01,1.0,1.0,-3000000.0
2022-v5,554,A,Tec-7 Workover Basic (no rods or tubing; or pump; short test),Workover,Tecolutla-7,-260000.0,2019-01-01,1.0,0.0,0.0
2022-v5,555,A,Water Disposal Line to Tec 7,Pipeline,Tecolutla-7,0.0,2019-01-01,1.0,0.0,0.0
2022-v5,556,A,Conversion of Tec 7 to Water Disposal (incl. logging),Conversion,Tecolutla-7,0.0,2019-01-01,1.0,0.0,0.0
2022-v5,557,A,Tec-12 Facility expansion #3 (winj skid? & add. Tanks),Pipeline,Battery,0.0,2019-01-01,1.0,0.0,0.0
2022-v5,559,A,2020 START UP CAPITAL,Facility,Battery,-65000.0,2019-01-01,1.0,0.0,0.0
2022-v6,513,A,Oil Facility Phase #1,Facilities,Field,-15900000.0,#N/A,6.0,0.0,0.0
2022-v6,514,A,Oil Facility Phase #2,Facilities,Field,-5100000.0,#N/A,6.0,0.0,0.0
2022-v6,515,A,Gas Facility Phase #1,Facilities,Field,-11800000.0,#N/A,6.0,0.0,0.0
2022-v6,516,A,Gas Facility Phase #2,Facilities,Field,-700000.0,#N/A,6.0,0.0,0.0
2022-v6,517,A,Gas Facility Phase #3,Facilities,Field,-2900000.0,#N/A,6.0,0.0,0.0
2022-v6,518,A,Gas Facility Phase #4,Facilities,Field,-700000.0,#N/A,6.0,0.0,0.0
2022-v6,519,A,Gas Facility Compression Phase #1,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2022-v6,520,A,Gas Facility Compression Phase #2,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2022-v6,521,A,Gas Facility Compression Phase #3,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2022-v6,522,A,Gas Facility Compression Phase #4,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2022-v6,523,A,Pipeline (Gas),Facilities,Field,-4100000.0,#N/A,6.0,0.0,0.0
2022-v6,524,A,Pipeline (Oil),Facilities,Field,-3800000.0,#N/A,6.0,0.0,0.0
2022-v6,527,A,Engineering and Facility Design,Engineering,Field,-30000.0,2019-01-01,1.0,0.0,0.0
2022-v6,528,A,Road Upgrades (Tec-2 WO & Tec-10 Drill),Drill,Field,-15000.0,2019-01-01,1.0,0.0,0.0
2022-v6,529,A,Road Upgrades (Tec-11 Drill +),Drill,Field,-77000.0,2019-01-01,1.0,0.0,0.0
2022-v6,530,A,Tec-2 Survey,Workover,Field,-5000.0,2019-01-01,1.0,0.0,0.0
2022-v6,531,A,Tec-10 VT Survey,Drill,Field,-25000.0,2019-01-01,1.0,0.0,0.0
2022-v6,532,A,Field Surveying,Engineering,Field,-20000.0,2019-01-01,1.0,0.0,0.0
2022-v6,533,A,Tec-2 Wellhead Maintenance,Workover,Tecolutla-2,-10000.0,2019-01-01,1.0,0.0,0.0
2022-v6,534,A,Tec-2 Site Prep,Workover,Tecolutla-2,-10000.0,2019-01-01,1.0,0.0,0.0
2022-v6,535,A,Tec-2 Workover Basic (no rods or tubing; or pump; short test),Workover,Tecolutla-2,-260000.0,2019-01-01,1.0,0.0,0.0
2022-v6,536,A,"Tec- 2 Extras (rods tubing, pump; extended test)",Workover,Tecolutla-2,0.0,2019-01-01,1.0,0.0,0.0
2022-v6,537,A,Tec-2 Equip and Pipeline,Workover,Tecolutla-2,0.0,2019-01-01,1.0,0.0,0.0
2022-v6,538,A,Tec-10 VT Permit,Drill,Tecolutla-10,-15000.0,2019-01-01,1.0,0.0,0.0
2022-v6,539,A,Tec-10 VT Site Construction,Workover,Tecolutla-10,-150000.0,2019-01-01,1.0,0.0,0.0
2022-v6,540,A,Tec-10 VT Drill,Drill,Tecolutla-10,-1800000.0,2019-01-01,1.0,0.0,0.0
2022-v6,541,A,Tec-10 VT Complete,Drill,Tecolutla-10,-450000.0,2019-01-01,1.0,0.0,0.0
2022-v6,542,A,Tec-10 Core Study,Drill,Tecolutla-10,-25500.0,2019-01-01,1.0,0.0,0.0
2022-v6,543,A,Tec-11 HZ Permit,Drill,Tecolutla-11,-25000.0,2019-01-01,1.0,0.0,0.0
2022-v6,544,A,Tec-2 Site Expansion (for Tec 11 Driil),Drill,Tecolutla-11,-200000.0,2019-01-01,1.0,0.0,0.0
2022-v6,545,A,Tec-11 HZ Drill,Drill,Tecolutla-11,-3100000.0,2019-01-01,1.0,0.0,0.0
2022-v6,546,A,Tec-11 HZ Complete,Drill,Tecolutla-11,-800000.0,2019-01-01,1.0,0.0,0.0
2022-v6,550,A,"Tec-12 Drill, Complete, Equip",Drill,Tecolutla-12,-1550000.0,2022-11-01,1.0,1.0,0.0
2022-v6,551,A,Battery Upgrade,Facility,Battery,-100000.0,2022-12-01,1.0,1.0,0.0
2022-v6,552,A,"Tec-13 Drill, Complete, Equip",Drill,Tecolutla-13,-1550000.0,2023-04-01,1.0,1.0,0.0
2022-v6,553,A,"Tec-14 Drill, Complete, Equip",Drill,Tecolutla-14,-1550000.0,2024-06-01,1.0,1.0,-1578654.6602059847
2022-v6,554,A,"Tec-15 Drill, Complete, Equip",Drill,Tecolutla-15,-1550000.0,2025-06-01,1.0,1.0,-1610518.7873658433
2022-v6,555,A,Measurement Skid,Drill,Battery,-250000.0,2023-06-01,1.0,1.0,0.0
2022-v6,556,A,Tec-2 Reactivation,Reactivation,Tecolutla-2,-150000.0,2025-05-01,1.0,1.0,-155597.32796191925
2022-v6,557,A,Power Generation (Gas Conservation),Facility,Battery,-500000.0,2025-08-01,1.0,1.0,-521255.37322162185
2022-v6,558,A,Tec-11 Conversion,Conversion,Tecolutla-11,-150000.0,2025-05-01,1.0,1.0,-155597.32796191925
2022-v6,560,A,"Tec-HZ Drill, Complete, Equip",Drill,Tecolutla-14,0.0,2019-01-01,1.0,0.0,0.0
2022-v7,513,A,Oil Facility Phase #1,Facilities,Field,-15900000.0,#N/A,6.0,0.0,0.0
2022-v7,514,A,Oil Facility Phase #2,Facilities,Field,-5100000.0,#N/A,6.0,0.0,0.0
2022-v7,515,A,Gas Facility Phase #1,Facilities,Field,-11800000.0,#N/A,6.0,0.0,0.0
2022-v7,516,A,Gas Facility Phase #2,Facilities,Field,-700000.0,#N/A,6.0,0.0,0.0
2022-v7,517,A,Gas Facility Phase #3,Facilities,Field,-2900000.0,#N/A,6.0,0.0,0.0
2022-v7,518,A,Gas Facility Phase #4,Facilities,Field,-700000.0,#N/A,6.0,0.0,0.0
2022-v7,519,A,Gas Facility Compression Phase #1,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2022-v7,520,A,Gas Facility Compression Phase #2,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2022-v7,521,A,Gas Facility Compression Phase #3,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2022-v7,522,A,Gas Facility Compression Phase #4,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2022-v7,523,A,Pipeline (Gas),Facilities,Field,-4100000.0,#N/A,6.0,0.0,0.0
2022-v7,524,A,Pipeline (Oil),Facilities,Field,-3800000.0,#N/A,6.0,0.0,0.0
2022-v7,527,A,Engineering and Facility Design,Engineering,Field,-30000.0,2019-01-01,1.0,0.0,0.0
2022-v7,528,A,Road Upgrades (Tec-2 WO & Tec-10 Drill),Drill,Field,-15000.0,2019-01-01,1.0,0.0,0.0
2022-v7,529,A,Road Upgrades (Tec-11 Drill +),Drill,Field,-77000.0,2019-01-01,1.0,0.0,0.0
2022-v7,530,A,Tec-2 Survey,Workover,Field,-5000.0,2019-01-01,1.0,0.0,0.0
2022-v7,531,A,Tec-10 VT Survey,Drill,Field,-25000.0,2019-01-01,1.0,0.0,0.0
2022-v7,532,A,Field Surveying,Engineering,Field,-20000.0,2019-01-01,1.0,0.0,0.0
2022-v7,533,A,Tec-2 Wellhead Maintenance,Workover,Tecolutla-2,-10000.0,2019-01-01,1.0,0.0,0.0
2022-v7,534,A,Tec-2 Site Prep,Workover,Tecolutla-2,-10000.0,2019-01-01,1.0,0.0,0.0
2022-v7,535,A,Tec-2 Workover Basic (no rods or tubing; or pump; short test),Workover,Tecolutla-2,-260000.0,2019-01-01,1.0,0.0,0.0
2022-v7,536,A,"Tec- 2 Extras (rods tubing, pump; extended test)",Workover,Tecolutla-2,0.0,2019-01-01,1.0,0.0,0.0
2022-v7,537,A,Tec-2 Equip and Pipeline,Workover,Tecolutla-2,0.0,2019-01-01,1.0,0.0,0.0
2022-v7,538,A,Tec-10 VT Permit,Drill,Tecolutla-10,-15000.0,2019-01-01,1.0,0.0,0.0
2022-v7,539,A,Tec-10 VT Site Construction,Workover,Tecolutla-10,-150000.0,2019-01-01,1.0,0.0,0.0
2022-v7,540,A,Tec-10 VT Drill,Drill,Tecolutla-10,-1800000.0,2019-01-01,1.0,0.0,0.0
2022-v7,541,A,Tec-10 VT Complete,Drill,Tecolutla-10,-450000.0,2019-01-01,1.0,0.0,0.0
2022-v7,542,A,Tec-10 Core Study,Drill,Tecolutla-10,-25500.0,2019-01-01,1.0,0.0,0.0
2022-v7,543,A,Tec-11 HZ Permit,Drill,Tecolutla-11,-25000.0,2019-01-01,1.0,0.0,0.0
2022-v7,544,A,Tec-2 Site Expansion (for Tec 11 Driil),Drill,Tecolutla-11,-200000.0,2019-01-01,1.0,0.0,0.0
2022-v7,545,A,Tec-11 HZ Drill,Drill,Tecolutla-11,-3100000.0,2019-01-01,1.0,0.0,0.0
2022-v7,546,A,Tec-11 HZ Complete,Drill,Tecolutla-11,-800000.0,2019-01-01,1.0,0.0,0.0
2022-v7,550,A,"Tec-12 Drill, Complete, Equip",Drill,Tecolutla-12,-1550000.0,2022-11-01,1.0,1.0,0.0
2022-v7,551,A,Battery Upgrade,Facility,Battery,-100000.0,2022-12-01,1.0,1.0,0.0
2022-v7,552,A,"Tec-13 Drill, Complete, Equip",Drill,Tecolutla-13,-1550000.0,2023-04-01,1.0,1.0,0.0
2022-v7,553,A,"Tec-14 Drill, Complete, Equip",Drill,Tecolutla-14,-1550000.0,2024-06-01,1.0,1.0,-1578654.6602059847
2022-v7,554,A,"Tec-15 Drill, Complete, Equip",Drill,Tecolutla-15,-1550000.0,2025-06-01,1.0,1.0,-1610518.7873658433
2022-v7,555,A,Measurement Skid,Drill,Battery,-250000.0,2023-06-01,1.0,1.0,0.0
2022-v7,556,A,Tec-2 Reactivation,Reactivation,Tecolutla-2,-150000.0,2025-05-01,1.0,1.0,-155597.32796191925
2022-v7,557,A,Power Generation (Gas Conservation),Facility,Battery,-500000.0,2025-08-01,1.0,1.0,-521255.37322162185
2022-v7,558,A,Tec-11 Conversion,Conversion,Tecolutla-11,-150000.0,2025-05-01,1.0,1.0,-155597.32796191925
2022-v7,560,A,"Tec-HZ Drill, Complete, Equip",Drill,Tecolutla-14,0.0,2019-01-01,1.0,0.0,0.0
2022-v8,513,A,Oil Facility Phase #1,Facilities,Field,-15900000.0,#N/A,6.0,0.0,0.0
2022-v8,514,A,Oil Facility Phase #2,Facilities,Field,-5100000.0,#N/A,6.0,0.0,0.0
2022-v8,515,A,Gas Facility Phase #1,Facilities,Field,-11800000.0,#N/A,6.0,0.0,0.0
2022-v8,516,A,Gas Facility Phase #2,Facilities,Field,-700000.0,#N/A,6.0,0.0,0.0
2022-v8,517,A,Gas Facility Phase #3,Facilities,Field,-2900000.0,#N/A,6.0,0.0,0.0
2022-v8,518,A,Gas Facility Phase #4,Facilities,Field,-700000.0,#N/A,6.0,0.0,0.0
2022-v8,519,A,Gas Facility Compression Phase #1,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2022-v8,520,A,Gas Facility Compression Phase #2,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2022-v8,521,A,Gas Facility Compression Phase #3,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2022-v8,522,A,Gas Facility Compression Phase #4,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2022-v8,523,A,Pipeline (Gas),Facilities,Field,-4100000.0,#N/A,6.0,0.0,0.0
2022-v8,524,A,Pipeline (Oil),Facilities,Field,-3800000.0,#N/A,6.0,0.0,0.0
2022-v8,527,A,Engineering and Facility Design,Engineering,Field,-30000.0,2019-01-01,1.0,0.0,0.0
2022-v8,528,A,Road Upgrades (Tec-2 WO & Tec-10 Drill),Drill,Field,-15000.0,2019-01-01,1.0,0.0,0.0
2022-v8,529,A,Road Upgrades (Tec-11 Drill +),Drill,Field,-77000.0,2019-01-01,1.0,0.0,0.0
2022-v8,530,A,Tec-2 Survey,Workover,Field,-5000.0,2019-01-01,1.0,0.0,0.0
2022-v8,531,A,Tec-10 VT Survey,Drill,Field,-25000.0,2019-01-01,1.0,0.0,0.0
2022-v8,532,A,Field Surveying,Engineering,Field,-20000.0,2019-01-01,1.0,0.0,0.0
2022-v8,533,A,Tec-2 Wellhead Maintenance,Workover,Tecolutla-2,-10000.0,2019-01-01,1.0,0.0,0.0
2022-v8,534,A,Tec-2 Site Prep,Workover,Tecolutla-2,-10000.0,2019-01-01,1.0,0.0,0.0
2022-v8,535,A,Tec-2 Workover Basic (no rods or tubing; or pump; short test),Workover,Tecolutla-2,-260000.0,2019-01-01,1.0,0.0,0.0
2022-v8,536,A,"Tec- 2 Extras (rods tubing, pump; extended test)",Workover,Tecolutla-2,0.0,2019-01-01,1.0,0.0,0.0
2022-v8,537,A,Tec-2 Equip and Pipeline,Workover,Tecolutla-2,0.0,2019-01-01,1.0,0.0,0.0
2022-v8,538,A,Tec-10 VT Permit,Drill,Tecolutla-10,-15000.0,2019-01-01,1.0,0.0,0.0
2022-v8,539,A,Tec-10 VT Site Construction,Workover,Tecolutla-10,-150000.0,2019-01-01,1.0,0.0,0.0
2022-v8,540,A,Tec-10 VT Drill,Drill,Tecolutla-10,-1800000.0,2019-01-01,1.0,0.0,0.0
2022-v8,541,A,Tec-10 VT Complete,Drill,Tecolutla-10,-450000.0,2019-01-01,1.0,0.0,0.0
2022-v8,542,A,Tec-10 Core Study,Drill,Tecolutla-10,-25500.0,2019-01-01,1.0,0.0,0.0
2022-v8,543,A,Tec-11 HZ Permit,Drill,Tecolutla-11,-25000.0,2019-01-01,1.0,0.0,0.0
2022-v8,544,A,Tec-2 Site Expansion (for Tec 11 Driil),Drill,Tecolutla-11,-200000.0,2019-01-01,1.0,0.0,0.0
2022-v8,545,A,Tec-11 HZ Drill,Drill,Tecolutla-11,-3100000.0,2019-01-01,1.0,0.0,0.0
2022-v8,546,A,Tec-11 HZ Complete,Drill,Tecolutla-11,-800000.0,2019-01-01,1.0,0.0,0.0
2022-v8,550,A,"Tec-12 Drill, Complete, Equip",Drill,Tecolutla-12,-1550000.0,2022-11-01,1.0,1.0,0.0
2022-v8,551,A,Battery Upgrade,Facility,Battery,-100000.0,2022-12-01,1.0,1.0,0.0
2022-v8,552,A,"Tec-13 Drill, Complete, Equip",Drill,Tecolutla-13,-1550000.0,2023-04-01,1.0,1.0,0.0
2022-v8,553,A,"Tec-14 Drill, Complete, Equip",Drill,Tecolutla-14,-1550000.0,2024-06-01,1.0,0.0,0.0
2022-v8,554,A,"Tec-15 Drill, Complete, Equip",Drill,Tecolutla-15,-1550000.0,2025-06-01,1.0,0.0,0.0
2022-v8,555,A,Measurement Skid,Drill,Battery,-250000.0,2023-06-01,1.0,1.0,0.0
2022-v8,556,A,Tec-2 Reactivation,Reactivation,Tecolutla-2,-150000.0,2025-05-01,1.0,1.0,-155597.32796191925
2022-v8,557,A,Power Generation (Gas Conservation),Facility,Battery,-500000.0,2025-08-01,1.0,1.0,-521255.37322162185
2022-v8,558,A,Tec-11 Conversion,Conversion,Tecolutla-11,-150000.0,2025-05-01,1.0,1.0,-155597.32796191925
2022-v8,560,A,"Tec-HZ Drill, Complete, Equip",Drill,Tecolutla-14,-3000000.0,2024-06-01,1.0,1.0,-3055460.6326567447
2022-v9,513,A,Oil Facility Phase #1,Facilities,Field,-15900000.0,#N/A,6.0,0.0,0.0
2022-v9,514,A,Oil Facility Phase #2,Facilities,Field,-5100000.0,#N/A,6.0,0.0,0.0
2022-v9,515,A,Gas Facility Phase #1,Facilities,Field,-11800000.0,#N/A,6.0,0.0,0.0
2022-v9,516,A,Gas Facility Phase #2,Facilities,Field,-700000.0,#N/A,6.0,0.0,0.0
2022-v9,517,A,Gas Facility Phase #3,Facilities,Field,-2900000.0,#N/A,6.0,0.0,0.0
2022-v9,518,A,Gas Facility Phase #4,Facilities,Field,-700000.0,#N/A,6.0,0.0,0.0
2022-v9,519,A,Gas Facility Compression Phase #1,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2022-v9,520,A,Gas Facility Compression Phase #2,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2022-v9,521,A,Gas Facility Compression Phase #3,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2022-v9,522,A,Gas Facility Compression Phase #4,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2022-v9,523,A,Pipeline (Gas),Facilities,Field,-4100000.0,#N/A,6.0,0.0,0.0
2022-v9,524,A,Pipeline (Oil),Facilities,Field,-3800000.0,#N/A,6.0,0.0,0.0
2022-v9,527,A,Engineering and Facility Design,Engineering,Field,-30000.0,2019-01-01,1.0,0.0,0.0
2022-v9,528,A,Road Upgrades (Tec-2 WO & Tec-10 Drill),Drill,Field,-15000.0,2019-01-01,1.0,0.0,0.0
2022-v9,529,A,Road Upgrades (Tec-11 Drill +),Drill,Field,-77000.0,2019-01-01,1.0,0.0,0.0
2022-v9,530,A,Tec-2 Survey,Workover,Field,-5000.0,2019-01-01,1.0,0.0,0.0
2022-v9,531,A,Tec-10 VT Survey,Drill,Field,-25000.0,2019-01-01,1.0,0.0,0.0
2022-v9,532,A,Field Surveying,Engineering,Field,-20000.0,2019-01-01,1.0,0.0,0.0
2022-v9,533,A,Tec-2 Wellhead Maintenance,Workover,Tecolutla-2,-10000.0,2019-01-01,1.0,0.0,0.0
2022-v9,534,A,Tec-2 Site Prep,Workover,Tecolutla-2,-10000.0,2019-01-01,1.0,0.0,0.0
2022-v9,535,A,Tec-2 Workover Basic (no rods or tubing; or pump; short test),Workover,Tecolutla-2,-260000.0,2019-01-01,1.0,0.0,0.0
2022-v9,536,A,"Tec- 2 Extras (rods tubing, pump; extended test)",Workover,Tecolutla-2,0.0,2019-01-01,1.0,0.0,0.0
2022-v9,537,A,Tec-2 Equip and Pipeline,Workover,Tecolutla-2,0.0,2019-01-01,1.0,0.0,0.0
2022-v9,538,A,Tec-10 VT Permit,Drill,Tecolutla-10,-15000.0,2019-01-01,1.0,0.0,0.0
2022-v9,539,A,Tec-10 VT Site Construction,Workover,Tecolutla-10,-150000.0,2019-01-01,1.0,0.0,0.0
2022-v9,540,A,Tec-10 VT Drill,Drill,Tecolutla-10,-1800000.0,2019-01-01,1.0,0.0,0.0
2022-v9,541,A,Tec-10 VT Complete,Drill,Tecolutla-10,-450000.0,2019-01-01,1.0,0.0,0.0
2022-v9,542,A,Tec-10 Core Study,Drill,Tecolutla-10,-25500.0,2019-01-01,1.0,0.0,0.0
2022-v9,543,A,Tec-11 HZ Permit,Drill,Tecolutla-11,-25000.0,2019-01-01,1.0,0.0,0.0
2022-v9,544,A,Tec-2 Site Expansion (for Tec 11 Driil),Drill,Tecolutla-11,-200000.0,2019-01-01,1.0,0.0,0.0
2022-v9,545,A,Tec-11 HZ Drill,Drill,Tecolutla-11,-3100000.0,2019-01-01,1.0,0.0,0.0
2022-v9,546,A,Tec-11 HZ Complete,Drill,Tecolutla-11,-800000.0,2019-01-01,1.0,0.0,0.0
2022-v9,550,A,"Tec-12 Drill, Complete, Equip",Drill,Tecolutla-12,-1550000.0,2022-11-01,1.0,1.0,0.0
2022-v9,551,A,Battery Upgrade,Facility,Battery,-100000.0,2022-12-01,1.0,1.0,0.0
2022-v9,552,A,"Tec-13 Drill, Complete, Equip",Drill,Tecolutla-13,-1550000.0,2023-04-01,1.0,1.0,0.0
2022-v9,553,A,"Tec-14 Drill, Complete, Equip",Drill,Tecolutla-14,-1550000.0,2024-06-01,1.0,0.0,0.0
2022-v9,554,A,"Tec-15 Drill, Complete, Equip",Drill,Tecolutla-15,-1550000.0,2025-06-01,1.0,0.0,0.0
2022-v9,555,A,Measurement Skid,Drill,Battery,-250000.0,2023-06-01,1.0,1.0,0.0
2022-v9,556,A,Tec-2 Reactivation,Reactivation,Tecolutla-2,-150000.0,2025-05-01,1.0,1.0,-155597.32796191925
2022-v9,557,A,Power Generation (Gas Conservation),Facility,Battery,-500000.0,2025-08-01,1.0,1.0,-521255.37322162185
2022-v9,558,A,Tec-11 Conversion,Conversion,Tecolutla-11,-150000.0,2025-05-01,1.0,1.0,-155597.32796191925
2022-v9,560,A,"Tec-HZ Drill, Complete, Equip",Drill,Tecolutla-14,-3000000.0,2024-06-01,1.0,1.0,-3055460.6326567447
2023-10,509,A,Oil Facility Phase #1,Facilities,Field,-15900000.0,#N/A,6.0,0.0,0.0
2023-10,510,A,Oil Facility Phase #2,Facilities,Field,-5100000.0,#N/A,6.0,0.0,0.0
2023-10,511,A,Gas Facility Phase #1,Facilities,Field,-11800000.0,#N/A,6.0,0.0,0.0
2023-10,512,A,Gas Facility Phase #2,Facilities,Field,-700000.0,#N/A,6.0,0.0,0.0
2023-10,513,A,Gas Facility Phase #3,Facilities,Field,-2900000.0,#N/A,6.0,0.0,0.0
2023-10,514,A,Gas Facility Phase #4,Facilities,Field,-700000.0,#N/A,6.0,0.0,0.0
2023-10,515,A,Gas Facility Compression Phase #1,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2023-10,516,A,Gas Facility Compression Phase #2,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2023-10,517,A,Gas Facility Compression Phase #3,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2023-10,518,A,Gas Facility Compression Phase #4,Facilities,Field,-5000000.0,#N/A,6.0,0.0,0.0
2023-10,519,A,Pipeline (Gas),Facilities,Field,-4100000.0,#N/A,6.0,0.0,0.0
