month,oil_bpd,oil_bbl,water_bbl,field_price,revenue,royalties,opex,netback,live,capital,cf_btax,tax,cf_atax,disc_factor
143,15.343114212438202,466.7375343423701,2620.9085997740817,63.0,29404.464663569317,13238.986338131994,25901.80007324795,-9736.321747810623,False,0.0,0.0,0.0,0.0,0.32244961575249037
144,15.236852991566224,463.50506800344453,2603.7200459039154,63.0,29200.819284217006,13154.915823464737,25822.5018922127,-9776.598431460428,False,0.0,0.0,0.0,0.0,0.3198986986067764
145,15.131981374305372,460.31487340636943,2586.717143733176,63.0,28999.837024601275,13071.944719192095,25744.113549329,-9816.22124391982,False,0.0,0.0,0.0,0.0,0.3173679619108642
146,15.02847274547531,457.166140917359,2569.89790926552,63.0,28801.466877793617,12990.051968225782,25666.62272676379,-9855.207817195955,False,0.0,0.0,0.0,0.0,0.3148572460160741
147,14.926301159388595,454.0580812686011,2553.2603468025486,63.0,28605.659119921867,12909.217043159104,25590.01721630564,-9893.575139542878,False,0.0,0.0,0.0,0.0,0.3123663925367163
148,14.825441319040788,450.9899249252208,2536.802451594805,63.0,28412.365270288912,12829.419929802829,25514.284923390966,-9931.339582904882,False,0.0,0.0,0.0,0.0,0.3098952443400989
149,14.725868556069324,447.9609214756289,2520.5222123205353,63.0,28221.53805296462,12750.641111329278,25439.41387074005,-9968.516929104706,False,0.0,0.0,0.0,0.0,0.3074436455366158
150,14.627558811448216,444.97033904425473,2504.4176134010304,63.0,28033.131359788047,12672.86155299858,25365.392201624196,-10005.122394834729,False,0.0,0.0,0.0,0.0,0.3050114414699123
151,14.53048861688739,442.0174637257144,2488.486637161093,63.0,27847.100214720005,12596.062687442429,25292.208182784983,-10041.170655507407,False,0.0,0.0,0.0,0.0,0.3025984787071291
152,14.43463507690688,439.1015990395073,2472.7272658427396,63.0,27663.40073948896,12520.226400481748,25219.85020702533,-10076.67586801812,False,0.0,0.0,0.0,0.0,0.30020460502922247
153,14.339975851557588,436.22206540438185,2457.137483479937,63.0,27481.990120476057,12445.33501745589,25148.30679549156,-10111.651692471392,False,0.0,0.0,0.0,0.0,0.2978296694213625
154,14.246489139761568,433.3781996315469,2441.7152776417447,63.0,27302.826576787455,12371.37129004201,25077.566599664387,-10146.111312918943,False,0.0,0.0,0.0,0.0,0.29547352206340616
155,14.154153663246223,430.5693544359501,2426.458641051059,63.0,27125.86932946486,12298.318383544318,25007.61840307658,-10180.06745715604,False,0.0,0.0,0.0,0.0,0.2931360143204458
156,14.06294865104785,427.79489796487564,2411.3655730856385,63.0,26951.078571787166,12226.159864633752,24938.451122773673,-10213.532415620259,False,0.0,0.0,0.0,0.0,0.29081699873343303
157,13.972853824561229,425.0542133431526,2396.434081167929,63.0,26778.415440618614,12154.879689519701,24870.053810533624,-10246.518059434711,False,0.0,0.0,0.0,0.0,0.2885163290098765
158,13.88384938311298,422.34669823429687,2381.662182049818,63.0,26607.8419887607,12084.462192536103,24802.41565386056,-10279.035857635961,False,0.0,0.0,0.0,0.0,0.2862338600146128
159,13.795915990037464,419.6717644169397,2367.047902998207,63.0,26439.3211582672,12014.892075125132,24735.525976766985,-10311.096893624916,False,0.0,0.0,0.0,0.0,0.28396944776065114
160,13.709034759234958,417.0288373759275,2352.589282886974,63.0,26272.81675468343,11946.154395202451,24669.374240358142,-10342.711880877163,False,0.0,0.0,0.0,0.0,0.2817229494000899
161,13.62318724219281,414.4173559075053,2338.284373200656,63.0,26108.293422172832,11878.234556888765,24603.950043231547,-10373.89117794748,False,0.0,0.0,0.0,0.0,0.27949422321510525
162,13.538355415451068,411.8367717380215,2324.1312389548857,63.0,25945.716619495357,11811.118300593027,24539.243121704036,-10404.644802801706,False,0.0,0.0,0.0,0.0,0.2772831286090112
163,13.454521668495037,409.28654915561907,2310.1279595384276,63.0,25785.052596804002,11744.791693433403,24475.243349878125,-10434.982446507525,False,0.0,0.0,0.0,0.0,0.27508952609739007
164,13.371668792057877,406.76616465440065,2296.2726294813524,63.0,25626.26837322724,11679.241119982655,24411.9407395588,-10464.913486314212,False,0.0,0.0,0.0,0.0,0.27291327729929316
165,13.289779966817202,404.2751065905793,2282.563359153705,63.0,25469.331715206496,11614.453273325267,24349.325440031243,-10494.446998150015,False,0.0,0.0,0.0,0.0,0.27075424492851136
166,13.20883875247032,401.8128748501472,2268.9982753987892,63.0,25314.211115559272,11550.415146414103,24287.387737709632,-10523.591768564464,False,0.0,0.0,0.0,0.0,0.26861229278491466
167,13.128829077173425,399.3789805276156,2255.5755221049694,63.0,25160.875773239783,11487.114023715032,24226.118055666368,-10552.356306141617,False,0.0,0.0,0.0,0.0,0.2664872857458598
168,13.049735227330729,396.97294561540076,2242.293260719708,63.0,25009.295573770247,11424.537473128423,24165.506953050706,-10580.748852408882,False,0.0,0.0,0.0,0.0,0.2643790897576664
169,12.971541837720071,394.5943027034446,2229.1496707093784,63.0,24859.44107031701,11362.67333817683,24105.545124405457,-10608.777392265276,False,0.0,0.0,0.0,0.0,0.26228757182716045
170,12.894233881942244,392.2425946886831,2216.1429499681385,63.0,24711.283465387034,11301.509730448797,24046.223398889404,-10636.449663951167,False,0.0,0.0,0.0,0.0,0.26021260001328433
171,12.81779666318165,389.9173744939858,2203.271315179067,63.0,24564.794593121103,11241.035022289,23987.532739413364,-10663.77316858126,False,0.0,0.0,0.0,0.0,0.25815404341877374
172,12.742215805266662,387.6182047962119,2190.533002130566,63.0,24419.94690216135,11181.237839725467,23929.464241696878,-10690.755179260994,False,0.0,0.0,0.0,0.0,0.2561117721818999
173,12.667477244018336,385.3446577630378,2177.9262659908068,63.0,24276.71343907138,11122.10705562496,23872.009133252148,-10717.402749805728,False,0.0,0.0,0.0,0.0,0.2540856574682775
174,12.593567218876752,383.0963147982308,2165.449381542966,63.0,24135.067832288543,11063.631783068015,23815.158772301813,-10743.722723081284,False,0.0,0.0,0.0,0.0,0.25207557146273746
175,12.52047226479468,380.8727662950542,2153.100643383761,63.0,23994.984276588413,11005.801368935441,23758.904646636365,-10769.721738983393,False,0.0,0.0,0.0,0.0,0.2500813873612637
176,12.44817920438866,378.67361139750307,2140.878366087675,63.0,23856.437518042694,10948.605387698528,23703.238372416843,-10795.406242072677,False,0.0,0.0,0.0,0.0,0.24810297936299375
177,12.376675140338069,376.4984577690841,2128.7808843391663,63.0,23719.402839452297,10892.033635405412,23648.15169292815,-10820.782488881265,False,0.0,0.0,0.0,0.0,0.24614022266228305
178,12.305947448023062,374.34692136886156,2116.8065530349877,63.0,23583.856046238277,10836.076123856454,23593.636477287953,-10845.85655490613,False,0.0,0.0,0.0,0.0,0.2441929934408315
179,12.235983768392757,372.21862623450767,2104.9537473586633,63.0,23449.77345277398,10780.723074961777,23539.684719115838,-10870.634341303634,False,0.0,0.0,0.0,0.0,0.2422611688598725
180,12.166772001055245,370.1132042721006,2093.2208628290055,63.0,23317.131869142337,10725.964915274291,23486.288535166997,-10895.121581298952,False,0.0,0.0,0.0,0.0,0.24034462705242396
181,12.09830029758154,368.03029505243046,2081.606315324512,63.0,23185.90858830312,10671.792270692,23433.440163934785,-10919.323846323667,False,0.0,0.0,0.0,0.0,0.23844324711560042
182,12.030557055015686,365.96954561357717,2070.10854108533,63.0,23056.08137365536,10618.195961323396,23381.131964225755,-10943.24655189379,False,0.0,0.0,0.0,0.0,0.23655690910298577
183,11.963530909583776,363.9306102695385,2058.725996694404,63.0,22927.628446980925,10565.166996510241,23329.356413710964,-10966.89496324028,False,0.0,0.0,0.0,0.0,0.234685494017067
184,11.89721073059474,361.913150424692,2047.4571590393045,63.0,22800.528476755597,10512.69657000206,23278.10610745676,-10990.274200703221,False,0.0,0.0,0.0,0.0,0.23282888380172714
185,11.831585614526212,359.91683439388737,2036.300525256223,63.0,22674.760566814904,10460.776055277063,23227.37375643841,-11013.389244900569,False,0.0,0.0,0.0,0.0,0.2309869613347977
186,11.766644879288902,357.94133722796846,2025.2546126573918,63.0,22550.304245362015,10409.39700100431,23177.152186039293,-11036.244941681589,False,0.0,0.0,0.0,0.0,0.22915961042067037
187,11.702378058663273,355.9863405445368,2014.3179586432957,63.0,22427.13945430582,10358.551126642162,23127.4343345386,-11058.846006874943,False,0.0,0.0,0.0,0.0,0.22734671578296695
188,11.638774896902522,354.05153236377475,2003.489120600798,63.0,22305.24653891781,10308.230318168362,23078.21325158996,-11081.197030840513,False,0.0,0.0,0.0,0.0,0.22554816305726702
189,11.575825343496122,352.13660694915205,1992.7666757883483,63.0,22184.60623779658,10258.426623937085,23029.482096693486,-11103.302482833991,False,0.0,0.0,0.0,0.0,0.22376383878389366
190,11.51351954808836,350.2412646528479,1982.1492212092999,63.0,22065.19967312942,10209.132250658671,22981.234137663374,-11125.166715192625,False,0.0,0.0,0.0,0.0,0.2219936304007559
191,11.451847855546578,348.36521176572694,1971.6353734743755,63.0,21947.0083412408,10160.339559497756,22933.46274909324,-11146.793967350197,False,0.0,0.0,0.0,0.0,0.22023742623624773
192,11.390800801174024,346.5081603717138,1961.2237686541623,63.0,21830.01410341797,10112.041062285833,22886.161410820954,-11168.188369688818,False,0.0,0.0,0.0,0.0,0.2184951155022036
193,11.33036910606238,344.6698282064176,1950.9130621225609,63.0,21714.19917700431,10064.229417844334,22839.32370639485,-11189.353947234875,False,0.0,0.0,0.0,0.0,0.2167665882869094
194,11.270543672579247,342.8499385198607,1940.7019283919997,63.0,21599.546126751226,10016.897428414455,22792.94332154299,-11210.294623206219,False,0.0,0.0,0.0,0.0,0.21505173554816887
195,11.211315579986074,341.0482199431764,1930.5890609411817,63.0,21486.037856420113,9970.0380361902,22747.014042646868,-11231.014222416956,False,0.0,0.0,0.0,0.0,0.21335044910642456
196,11.152676080182124,339.2644063591402,1920.5731720361027,63.0,21373.657600625833,9923.644319951161,22701.5297552211,-11251.51647454643,False,0.0,0.0,0.0,0.0,0.21166262163793373
197,11.09461659357032,337.49823677640916,1910.6529925450204,63.0,21262.388916913776,9877.70949179168,22656.484442400284,-11271.805017278188,False,0.0,0.0,0.0,0.0,0.2099881466679979
198,11.037128705040908,335.74945520734445,1900.8272717480165,63.0,21152.2156780627,9832.226893943269,22611.8721834343,-11291.88339931487,False,0.0,0.0,0.0,0.0,0.20832691856424582
199,10.980204160069016,334.0178105492995,1891.0947771417334,63.0,21043.12206460587,9787.189995687111,22567.687152193055,-11311.755083274298,False,0.0,0.0,0.0,0.0,0.2066788325299699
200,10.923834860922463,332.3030564692614,1881.454294239886,63.0,20935.09255756347,9742.59239035381,22523.923615681775,-11331.423448472116,False,0.0,0.0,0.0,0.0,0.20504378459751546
201,10.86801286297609,330.6049512917327,1871.9046263700284,63.0,20828.111931379157,9698.427792407396,22480.57593256765,-11350.89179359589,False,0.0,0.0,0.0,0.0,0.20342167162172153
202,10.812730371129224,328.92325788975097,1862.4445944670995,63.0,20722.165247054312,9654.690034610938,22437.638551718766,-11370.163339275392,False,0.0,0.0,0.0,0.0,0.2018123912734144
203,10.757979736322936,327.25774357894375,1853.073036864186,63.0,20617.237845473457,9611.373065271117,22395.106010755946,-11389.241230553605,False,0.0,0.0,0.0,0.0,0.20021584203295245
204,10.703753452153824,325.60818001451935,1843.7888090809543,63.0,20513.31534091472,9568.470945559142,22352.972934618367,-11408.128539262789,False,0.0,0.0,0.0,0.0,0.19863192318382147
205,10.650044151581255,323.9743430911018,1834.590783610113,63.0,20410.383614739414,9525.977846905642,22311.234034143356,-11426.828266309583,False,0.0,0.0,0.0,0.0,0.19706053480628125
206,10.596844603725076,322.35601284531685,1825.4778497023299,63.0,20308.42880925496,9483.888048467106,22269.88410466112,-11445.343343873265,False,0.0,0.0,0.0,0.0,0.19550157777106258
207,10.54414771075091,320.7529733610427,1816.4489131499074,63.0,20207.43732174569,9442.19593466163,22228.918024604758,-11463.676637520699,False,0.0,0.0,0.0,0.0,0.19395495373311322
208,10.49194650484026,319.1650126772407,1807.502896069556,63.0,20107.395798666166,9400.895992771755,22188.330754136052,-11481.83094824164,False,0.0,0.0,0.0,0.0,0.19242056512539427
209,10.440234145242746,317.59192269828435,1798.638736684573,63.0,20008.291129991914,9359.982810612302,22148.117333787424,-11499.809014407812,False,0.0,0.0,0.0,0.0,0.19089831515272535
210,10.389003915407905,316.03349910670846,1789.8553891066967,63.0,19910.11044372263,9319.451074261126,22108.2728831204,-11517.613513658895,False,0.0,0.0,0.0,0.0,0.189388107785678
211,10.33824922019404,314.48954127830274,1781.1518231178975,63.0,19812.84110053307,9279.295565850865,22068.792599400862,-11535.247064718656,False,0.0,0.0,0.0,0.0,0.18788984775451809
212,10.287963583151775,312.95985219947704,1772.5270239523459,63.0,19716.470688567053,9239.51116141976,22029.671756291333,-11552.71222914404,False,0.0,0.0,0.0,0.0,0.18640344054319585
213,10.238140643879936,311.44423838682764,1763.9799920787864,63.0,19620.987018370142,9200.092828819708,21990.905702560558,-11570.011513010124,False,0.0,0.0,0.0,0.0,0.1849287923833832
214,10.188774155451531,309.9425098088356,1755.5097429835137,63.0,19526.378117956643,9161.035625679804,21952.489860810478,-11587.147368533639,False,0.0,0.0,0.0,0.0,0.18346581024855854
215,10.13985798190777,308.4544798096344,1747.1153069541342,63.0,19432.632228006965,9122.33469742366,21914.419726220785,-11604.12219563748,False,0.0,0.0,0.0,0.0,0.18201440184813858
216,10.091386095817894,306.9799650347804,1738.7957288643215,63.0,19339.737797191163,9083.985275338833,21876.690865311204,-11620.938343458874,False,0.0,0.0,0.0,0.0,0.18057447562165585
217,10.043352575902944,305.51878535896753,1730.5500679596828,63.0,19247.683477614955,9045.982674696827,21839.298914721483,-11637.598111803354,False,0.0,0.0,0.0,0.0,0.17914594073298296
218,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.17772870706460234
219,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.1763226852119211
220,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.17492778647763113
221,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.17354392286611392
222,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.17217100707788907
223,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.17080895250410733
224,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.16945767322108712
225,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.1681170839848938
226,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.1667871002259623
227,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.16546763804376233
228,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.16415861420150532
229,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.16285994612089358
230,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.1615715518769112
231,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.16029335019265553
232,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.15902526043421011
233,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.1577672026055581
234,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.1565190973435355
235,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.15528086591282483
236,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.15405243020098827
237,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.1528337127135398
238,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.15162463656905661
239,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.15042512549432938
240,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.14923510381955027
241,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.1480544964735396
242,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.14688322897901016
243,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.14572122744786867
244,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.14456841857655464
245,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.14342472964141645
246,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.1422900884941232
247,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.14116442355711348
248,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.14004766381908024
249,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.1389397388304907
250,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.13784057869914237
251,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.13675011408575397
252,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.13566827619959115
253,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.1345949967941269
254,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.1335302081627365
255,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.13247384313442603
256,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.13142583506959513
257,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.13038611785583312
258,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.12935462590374833
259,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.12833129414283043
260,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.12731605801734566
261,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.12630885348226428
262,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.12530961699922033
263,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.1243182855325036
264,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.12333479654508285
265,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.1223590879946608
266,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.12139109832976044
267,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.12043076648584185
268,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.11947803188145009
269,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.11853283441439373
270,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.11759511445795302
271,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.11666481285711856
272,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.11574187092485969
273,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.11482623043842206
274,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.11391783363565483
275,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.1130166232113669
276,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.11212254231371167
277,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.11123553454060073
278,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.11035554393614586
279,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.10948251498712894
280,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.10861639261950008
281,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.1077571221949034
282,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.10690464950723001
283,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.10605892077919868
284,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.10521988265896334
285,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.10438748221674732
286,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.10356166694150439
287,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.10274238473760626
288,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.10192958392155606
289,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.10112321321872793
290,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.10032322176013259
291,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.09952955907920812
292,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.09874217510863642
293,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.09796102017718489
294,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.09718604500657273
295,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.09641720070836243
296,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.09565443878087576
297,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.09489771110613392
298,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.09414696994682216
299,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.09340216794327842
300,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.0926632581105055
301,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.0919301938352072
302,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.0912029288728478
303,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.09048141734473465
304,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.08976561373512401
305,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.08905547288834989
306,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.0883509500059752
307,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.08765200064396583
308,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.08695858070988705
309,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.08627064646012174
310,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.08558815449711105
311,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.08491106176661674
312,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.08423932555500499
313,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.08357290348655198
314,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.08291175352077072
315,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.08225583394975876
316,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.08160510339556729
317,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.0809595208075908
318,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.08031904545997745
319,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.07968363694905985
320,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.0790532551908064
321,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.07842786041829249
322,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.07780741317919185
323,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.07719187433328793
324,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.07658120505000453
325,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.07597536680595635
326,0.0,0.0,0.0,63.0,0.0,1100.0,14000.0,-15100.0,False,0.0,0.0,0.0,0.0,0.07537432138251883
