top_mmd,base_mmd,pct,desc,gas_units,calcimetry_pct
1795,1800,90 10,"Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",50.0,
1800,1805,90 10,"Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",18.0,
1805,1810,95 5,"Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",12.8,
1810,1815,100 TRZ,"Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",3.0,
1815,1820,100 TRZ,"Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",9.0,
1820,1825,100 TRZ,"Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",7.0,
1825,1830,100 TRZ,"Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",11.0,
1830,1835,100 TRZ,"Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",11.0,
1835,1840,100 TRZ,"Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",6.0,
1840,1845,100 TRZ,"Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",7.0,
1845,1850,95 5,"Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",3.0,
1850,1855,95 5,"Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",28.0,
1855,1860,95 5,"Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",29.0,
1860,1865,100 TRZ,"Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",6.0,
1865,1870,100 TRZ,"Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",3.0,
1870,1875,100 TRZ,"Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",2.0,
1875,1880,100 TRZ,"Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",6.0,
1880,1885,100 TRZ,"Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",4.0,
1885,1890,100 TRZ,"Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",2.0,
1890,1895,100 TRZ,"Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",3.0,
1895,1900,100 TRZ,"Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",3.0,
1900,1905,50 50,"Lutita gris claro, semidura, ligeramente calcarea Lutita arenosa gris claro, semidura a dura, calcárea",9.6,
1905,1910,50 50,"Lutita gris claro, semidura, ligeramente calcarea Lutita arenosa gris claro, semidura a dura, calcárea",4.0,
1910,1915,50 50,"Lutita gris claro, semidura, ligeramente calcarea Lutita arenosa gris claro, semidura a dura, calcárea",1.4,
1915,1920,50 50,"Lutita gris claro, semidura, ligeramente calcarea Lutita arenosa gris claro, semidura a dura, calcárea",4.2,
1920,1925,60 40,"Lutita gris claro, semidura, ligeramente calcarea Lutita arenosa gris claro, semidura a dura, calcárea",3.5,
1925,1930,,,6.0,
1935,1940,60 40,"Lutita gris claro, semidura, ligeramente calcarea Lutita arenosa gris claro, semidura a dura, calcárea. 60 40 Lutita gris claro, semidura, ligeramente calcarea Lutita arenosa gris claro, semidura a dura, calcárea",10.0,
1940,1945,60 40,"Lutita gris claro, semidura, ligeramente calcarea Lutita arenosa gris claro, semidura a dura, calcárea",4.0,
1945,1950,70 30,"Lutita gris claro, semidura, ligeramente calcarea Lutita arenosa gris claro, semidura a dura, calcárea",13.0,
1950,1955,70 30,"Lutita gris claro, semidura, ligeramente calcarea Lutita arenosa gris claro, semidura a dura, calcárea",7.0,
1955,1960,,,12.0,
1960,1965,70 30,"Lutita gris claro, semidura, ligeramente calcarea Lutita arenosa gris claro, semidura a dura, calcárea. 70 30 Lutita gris claro, semidura, ligeramente calcarea Lutita arenosa gris claro, semidura a dura, calcárea",11.95,
1965,1970,70 30,"Lutita gris claro, semidura, ligeramente calcarea Lutita arenosa gris claro, semidura a dura, calcárea",1.6,
1970,1975,70 30 TRZ,"Lutita gris claro, semidura, ligeramente calcarea Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",3.4,
1975,1980,60 20 20,"Lutita gris claro, semidura, ligeramente calcarea Lutita arenosa gris claro, semidura a dura, calcárea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",16.0,
1980,1985,80 20 TRZ,"Lutita gris claro, semidura, ligeramente calcarea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso. Lutita arenosa gris claro, semidura a dura, calcárea",7.0,
1985,1990,90 10 TRZ,"Lutita gris claro, semidura, ligeramente calcarea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso. Lutita arenosa gris claro, semidura a dura, calcárea",4.0,
1990,1995,90 10 TRZ,"Lutita gris claro, semidura, ligeramente calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso. Lutita arenosa gris claro, semidura a dura, calcárea",8.0,
1995,2000,90 10 TRZ,"Lutita gris claro, semidura, ligeramente calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso. Lutita arenosa gris claro, semidura a dura, calcárea",9.0,
2000,2005,90 10,"Lutita gris claro, semidura, ligeramente calcarea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",13.0,
2005,2010,80 20,"Lutita gris claro, semidura, ligeramente calcarea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",5.0,
2010,2015,80 20,"Lutita gris claro, semidura, ligeramente calcarea Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",12.0,
2015,2020,90 10,"Lutita gris claro, semidura, ligeramente calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",4.0,
2020,2025,100 TRZ,"Lutita gris claro, semidura, ligeramente calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",6.0,
2025,2030,100,"Lutita gris claro, semidura, ligeramente calcárea.",4.0,
2030,2035,100,"Lutita gris claro, semidura, ligeramente calcárea.",5.0,
2035,2040,100,"Lutita gris claro, semidura, ligeramente calcárea.",4.0,
2040,2045,100,"Lutita gris claro, semidura, ligeramente calcárea.",10.0,
2045,2050,100,"Lutita gris claro, semidura, ligeramente calcárea.",5.0,
2050,2055,100,"Lutita gris claro, semidura, ligeramente calcárea.",9.0,
2055,2060,100,"Lutita gris claro, semidura, ligeramente calcárea.",6.3,
2060,2065,100,"Lutita gris claro, semidura, ligeramente calcárea.",8.26,
2065,2070,100,"Lutita gris claro, semidura, ligeramente calcárea.",5.6,
2070,2075,100,"Lutita gris claro, semidura, ligeramente calcárea.",2.2,
2075,2080,100,"Lutita gris claro, semidura, ligeramente calcárea.",2.2,
2080,2085,100,"Lutita gris claro, semidura, ligeramente calcárea.",4.5,
2085,2090,100,"Lutita gris claro, semidura, ligeramente calcárea.",3.5,
2090,2095,100,"Lutita gris claro, semidura, ligeramente calcárea.",6.7,
2095,2100,100,"Lutita gris claro, semidura, ligeramente calcárea.",3.4,
2100,2105,100,"Lutita gris claro, semidura, ligeramente calcárea.",3.4,
2105,2110,100,"Lutita gris claro, semidura, ligeramente calcárea.",2.6,
2110,2115,95 5,"Lutita gris claro, semidura, ligeramente calcárea. Arenisca gris oscuro de grano fino a medio, sub redondeado, mal clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",4.5,
2115,2120,95 5,"Lutita gris claro, semidura, ligeramente calcárea. Arenisca gris oscuro de grano fino a medio, sub redondeado, mal clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",4.8,
2120,2125,100 TRZ,"C1 : 100 % Lutita gris claro, semidura, ligeramente calcárea. Mudstone blanco y crema compacto en partes de aspecto cretoso",6.0,
2125,2130,,,7.0,
2130,2135,100 TRZ,"Lutita gris claro, semidura, ligeramente calcárea. mudstone blanco y crema compacto en partes de aspecto cretoso 100 TRZ Lutita gris claro, semidura, ligeramente calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",7.0,
2135,2140,100 TRZ,"Lutita gris claro, semidura, ligeramente calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",7.0,
2140,2145,100 TRZ,"Lutita gris claro, semidura, ligeramente calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",7.0,
2145,2150,100 TRZ,"Lutita gris claro, semidura, ligeramente calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",7.0,
2150,2155,100 TRZ,"Lutita gris claro, semidura, ligeramente calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",6.0,
2155,2160,100 TRZ,"Lutita gris claro, semidura, ligeramente calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",6.0,
2160,2165,100,"Lutita gris claro, semidura, ligeramente calcárea.",9.0,
2165,2170,100,"Lutita gris claro, semidura, ligeramente calcárea.",6.3,
2170,2175,100,"Lutita gris claro, semidura, ligeramente calcárea.",8.26,
2175,2180,100,"Lutita gris claro, semidura, ligeramente calcárea.",5.6,
2180,2185,100 TRZ,"Lutita gris claro, semidura, ligeramente calcárea. mudstone blanco y crema compacto en partes de aspecto cretoso",2.2,
2185,2190,95 5,"Lutita gris claro, semidura, ligeramente calcárea. Mudstone blanco y crema compacto de aspecto Brechoide.",5.2,
2190,2195,95 5,"Lutita gris claro, semidura, ligeramente calcárea. Mudstone blanco y crema compacto de aspecto Brechoide",5.2,
2195,2200,95 5,"Lutita gris claro, semidura, ligeramente calcárea. Mudstone blanco y crema compacto de aspecto Brechoide",5.8,
2200,2205,95 5,"Lutita gris claro, semidura, ligeramente calcárea. Mudstone blanco y crema compacto de aspecto Brechoide",1.6,
2205,2210,95 5,"Lutita gris claro, semidura, ligeramente calcárea. Mudstone blanco y crema compacto de aspecto Brechoide",3.3,
2210,2215,100 TRZ,"Lutita gris claro, semidura, ligeramente calcárea. Mudstone blanco y crema compacto de aspecto Brechoide",2.4,
2215,2220,100 TRZ,"Lutita gris claro, semidura, ligeramente calcárea. Mudstone blanco y crema compacto de aspecto Brechoide",2.3,
2220,2225,100 TRZ,"Lutita gris claro a gris verdoso, semidura, ligeramente calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",2.6,
2225,2230,100 TRZ,"Lutita gris claro a gris verdoso, semidura, ligeramente calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",3.1,
2230,2235,100 TRZ,"Lutita gris claro a gris verdoso, semidura, ligeramente calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, bien consolidado y cementado en material calcáreo y arcilloso.",1.1,
2235,2240,,"100 Lutita gris claro a gris verdoso, semidura, Chromatography C1 : 100 %",2.2,
2240,2245,90 10 TRZ,"Lutita gris claro y gris verdoso, semidura, calcarea de aspecto bentonitico. Mudstone blanco y crema, compacto de aspecto brechoide. Arenisca gris claro y gris oscura de grano fino y medio, sub redondeado, bien clasificado, regularmente consolidada y cementado en material calcáreo y arcilloso.",1.1,
2245,2250,60 40 TRZ,"Lutita gris claro y gris verdoso, semidura, calcarea de aspecto bentonitico. Mudstone blanco y crema, compacto de aspecto brechoide. Arenisca gris claro y gris oscura de grano fino y medio, sub redondeado, bien clasificado, regularmente consolidada y cementado en material calcáreo y arcilloso.",11.0,
2250,2255,50 50 TRZ,"Mudstone blanco y crema, compacto de aspecto brechoide. Lutita gris claro y gris verdoso, semidura, calcarea de aspecto bentonitico. Arenisca gris claro y gris oscura de grano fino y medio, sub redondeado, bien clasificado, regularmente consolidada y cementado en material calcáreo y arcilloso.",2.0,
2255,2260,80 20 TRZ TRZ,"Lutita gris claro y gris verdoso, semidura, calcarea de aspecto bentonitico. Mudstone blanco y crema, compacto de aspecto brechoide. Arenisca gris claro y gris oscura de grano fino y medio, sub redondeado, bien clasificado, regularmente consolidada y cementado en material calcáreo y arcilloso. Bentonita gris claro, suave.",3.0,
2260,2265,50 30 20 TRZ,"Mudstone blanco y crema, compacto de aspecto brechoide. Arenisca gris claro y gris oscura de grano fino y medio, sub redondeado, bien clasificado, regularmente consolidada y cementado en material calcáreo y arcilloso. Lutita gris claro y gris verdoso, semidura, calcarea de aspecto bentonitico. Bentonita gris claro, suave.",4.0,
2265,2270,50 40 10 TRZ,"Arenisca gris claro y gris oscura de grano fino y medio, sub redondeado, bien clasificado, regularmente consolidada y cementado en material calcáreo y arcilloso. Mudstone blanco y crema, compacto de aspecto brechoide. Lutita gris claro y gris verdoso, semidura, calcarea de aspecto bentonitico. Bentonita gris claro, suave.",6.0,
2270,2275,40 40 20 TRZ,"Mudstone blanco y crema, compacto de aspecto brechoide. Lutita gris claro y gris verdoso, semidura, calcarea de aspecto bentonitico. Arenisca gris claro y gris oscura de grano fino y medio, sub redondeado, bien clasificado, regularmente consolidada y cementado en material calcáreo y arcilloso. Bentonita gris claro, suave.",7.0,
2275,2280,70 20 10 TRZ,"Lutita gris claro y gris verdoso, semidura, calcarea de aspecto bentonitico. Arenisca gris claro y gris oscura de grano fino y medio, sub redondeado, bien clasificado, regularmente consolidada y cementado en material calcáreo y arcilloso. Mudstone blanco y crema, compacto de aspecto brechoide. Bentonita gris claro, suave.",4.0,
2280,2285,50 40 10 TRZ,"Arenisca gris claro y gris oscura de grano fino y medio, sub redondeado, bien clasificado, regularmente consolidada y cementado en material calcáreo y arcilloso. Mudstone blanco y crema, compacto de aspecto brechoide. Lutita gris claro y gris verdoso, semidura, calcarea de aspecto bentonitico. Bentonita gris claro, suave.",8.0,
2285,2288,50 30 20 TRZ,"Mudstone blanco y crema, compacto de aspecto brechoide. Lutita gris claro y gris verdoso, semidura, calcarea de aspecto bentonitico. Arenisca gris claro y gris oscura de grano fino y medio, sub redondeado, bien clasificado, regularmente consolidada y cementado en material calcáreo y arcilloso. Bentonita gris claro, suave.",8.0,
2288,2290,50 30 20,"Lutita gris claro, suave, calcárea. Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",3.0,
2290,2292,60 20 20,"Lutita gris claro, suave, calcárea. Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",2.0,
2292,2294,60 20 20,"Lutita gris claro, suave, calcárea. Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",2.0,
2294,2296,60 20 20,"Lutita gris claro, suave, calcárea. Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",1.0,
2296,2298,60 20 20,"Lutita gris claro, suave, calcárea. Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",1.0,
2298,2300,60 20 20,"Lutita gris claro, suave, calcárea. Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",1.0,
2300,2302,60 20 20,"Lutita gris claro, suave, calcárea. Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",2.0,
2302,2304,60 20 20,"Lutita gris claro, suave, calcárea. Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",2.0,
2304,2306,40 40 20,"Lutita gris claro, suave, calcárea. Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",2.0,
2306,2308,40 40 20,"Lutita gris claro, suave, calcárea. Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",2.0,
2308,2310,40 40 20,"Lutita gris claro, suave, calcárea. Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",2.0,
2310,2312,40 40 20,"Lutita gris claro, suave, calcárea. Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",2.0,
2312,2314,40 40 20,"Lutita gris claro, suave, calcárea. Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",2.0,
2314,2316,50 40 10,"Lutita gris claro, suave, calcárea. Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",2.0,
2316,2318,50 40 10,"Lutita gris claro, suave, calcárea. Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",1.0,
2318,2320,50 40 10,"Lutita gris claro, suave, calcárea. Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",2.0,
2320,2322,70 30 TRZ,"Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro, compacto en partes recristalizado. Lutita gris claro, suave, calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",2.0,
2322,2324,70 30 TRZ,"Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro, compacto en partes recristalizado. Lutita gris claro, suave, calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",3.0,
2324,2326,70 30 TRZ,"Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro, compacto en partes recristalizado. Lutita gris claro, suave, calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",3.0,
2326,2328,70 30 TRZ,"Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro, compacto en partes recristalizado. Lutita gris claro, suave, calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",2.0,
2328,2330,70 30 TRZ,"Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro, compacto en partes recristalizado. Lutita gris claro, suave, calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",2.0,
2330,2332,70 30 TRZ,"Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro, compacto en partes recristalizado. Lutita gris claro, suave, calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",2.0,
2332,2334,70 30 TRZ,"Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro, compacto en partes recristalizado. Lutita gris claro, suave, calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",2.0,
2334,2336,70 30 TRZ,"Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro, compacto en partes recristalizado. Lutita gris claro, suave, calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",1.0,
2336,2338,70 30 TRZ,"Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro, compacto en partes recristalizado. Lutita gris claro, suave, calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",,
2338,2340,70 30 TRZ,"Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro, compacto en partes recristalizado. Lutita gris claro, suave, calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",1.0,
2340,2342,70 30 TRZ,"Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro, compacto en partes recristalizado. Lutita gris claro, suave, calcárea. Arenisca gris claro de grano fino a medio, sub redondeado, bien clasificado, moderadamente consolidado y cementado en material calcáreo y arcilloso.",3.0,
2342,2344,70 30,"Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro, compacto en partes recristalizado. Lutita gris claro, suave, calcárea.",1.2,
2344,2346,70 30,"Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro, compacto en partes recristalizado. Lutita gris claro, suave, calcárea.",2.2,78.0
2346,2348,100 TRZ,"Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro, compacto en partes recristalizado. Lutita gris claro, suave, calcárea.",3.0,90.0
2348,2350,100 TRZ,"Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro, compacto en partes recristalizado. Lutita gris claro, suave, calcárea.",2.7,90.0
2350,2352,100 TRZ,"Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro, compacto en partes recristalizado. Lutita gris claro, suave, calcárea.",2.7,90.0
2352,2353,,"100 Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro, compacto en partes recristalizado.",3.0,90.0
2353,2354,,"100 Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro, compacto en partes recristalizado.",2.6,90.0
2354,2356,,"100 Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro, compacto en partes recristalizado.",2.1,89.0
2356,2358,,"100 Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro, compacto en partes recristalizado.",2.4,86.0
2358,2360,,"100 Mudstone blanco a crema, compacto. Mudstone a Wackestone, café claro a café oscuro, compacto en partes recristalizado.",2.3,88.0
2360,2362,,"No se recupero muestra por no circular fondo, por la recuperación del nucleo.",,
2362,2365,100,"Mudstone blanco a crema, compacto. Mudstone a Wackestone, gris claro y café oscuro, compacto en partes recristalizado",6.87,90.0
2365,2370,100,"Mudstone blanco a crema, compacto. Mudstone a Wackestone, gris claro y café oscuro, compacto en partes recristalizado",3.3,89.0
2370,2375,100,"Mudstone blanco a crema, compacto. Mudstone a Wackestone, gris claro y café oscuro, compacto en partes recristalizado",3.3,87.0
2375,2380,,,1.6,88.0
2380,2385,,"100 Mudstone blanco a crema, compacto. Mudstone a Wackestone, gris claro y café oscuro, compacto en partes recristalizado Esporádicos fragmentos de bentonita verde claro.",2.4,90.0
2385,2390,,"100 Mudstone crema a café claro, compacto. Mudstone a Wackestone, gris claro y café oscuro, compacto en partes recristalizado Esporádicos fragmentos de bentonita verde claro.",1.3,91.0
2390,2395,,"100 Mudstone crema a café claro, compacto. Mudstone a Wackestone, gris claro y café oscuro, compacto en partes recristalizado Esporádicos fragmentos de bentonita verde claro.",1.3,90.0
2395,2400,,"100 Mudstone crema a café claro, compacto. Mudstone a Wackestone, gris claro y café oscuro, compacto en partes recristalizado Esporádicos fragmentos de bentonita verde claro.",2.3,86.0
2400,2405,,"100 Mudstone crema a café claro, compacto. Mudstone a Wackestone, gris claro y café oscuro, compacto en partes recristalizado Esporádicos fragmentos de bentonita verde claro. 100 Mudstone crema a café claro, compacto. Chromatography oscuro, compacto en partes recristalizado C1: 100% 88 Esporádicos fragmentos de bentonita verde claro.",2.6,
2405,2410,,"100 Mudstone crema a café claro, compacto. Mudstone a Wackestone, gris claro y café oscuro en partes negro, compacto recristalizado. Esporádicos fragmentos de bentonita verde claro.",3.3,92.0
2410,2415,,,2.9,90.0
2415,2420,,"100 Mudstone crema a café claro, compacto. Mudstone a Wackestone, gris claro y café oscuro, compacto en partes recristalizado Esporádicos fragmentos de bentonita verde claro.",5.6,87.0
