line,datetime,minutes,p_psi,t_degC,dp_psi,p_kpa
346,2018-05-10 20:56:40,3395,844.6012,64.2712,-2.5732,5823.320035908399
347,2018-05-10 20:56:50,3405,841.1104,64.1839,-3.4909,5799.2518181728
348,2018-05-10 20:57:00,3415,838.7378,64.0997,-2.3726,5782.8933177146
349,2018-05-10 20:57:10,3425,837.3496,64.0201,-1.3881,5773.3220160472
350,2018-05-10 20:57:20,3435,841.7758,63.9267,4.4261,5803.8395894806
351,2018-05-10 20:57:30,3445,848.0747,63.8302,6.2989,5847.2689743479
352,2018-05-10 20:57:40,3455,854.9338,63.7598,6.8592,5894.5608020866
353,2018-05-10 20:57:50,3465,859.9893,63.743,5.0554,5929.4172461001
354,2018-05-10 20:58:00,3475,864.5045,63.7583,4.5152,5960.548452906501
355,2018-05-10 20:58:10,3485,868.853,63.7828,4.3485,5990.530303721
356,2018-05-10 20:58:20,3495,874.288,63.8203,5.435,6028.003308016
357,2018-05-10 20:58:30,3505,880.6365,63.8754,6.3486,6071.7746728305
358,2018-05-10 20:58:40,3515,887.8814,63.9864,7.2448,6121.7264978198
359,2018-05-10 20:58:50,3525,891.8409,64.141,3.9596,6149.026288161301
360,2018-05-10 20:59:00,3535,891.4686,64.3049,-0.3723,6146.4593701302
361,2018-05-10 20:59:10,3545,892.041,64.4465,0.5724,6150.4059290370005
362,2018-05-10 20:59:20,3555,892.5103,64.5392,0.4694,6153.641638497101
363,2018-05-10 20:59:30,3565,893.0073,64.5897,0.4969,6157.0683327261
364,2018-05-10 20:59:40,3575,892.9337,64.6211,-0.0736,6156.5608786109005
365,2018-05-10 20:59:50,3585,893.0746,64.6449,0.1408,6157.5323498722
366,2018-05-10 21:00:00,3595,895.0628,64.6656,1.9882,6171.240505739601
367,2018-05-10 21:00:10,3605,896.0575,64.6763,0.9948,6178.0987205275005
368,2018-05-10 21:00:20,3615,891.6719,64.6533,-4.3857,6147.861074228301
369,2018-05-10 21:00:30,3625,885.1555,64.6349,-6.5163,6102.9320797135
370,2018-05-10 21:00:40,3635,882.4538,64.6303,-2.7017,6084.3045147266
371,2018-05-10 21:00:50,3645,887.4192,64.6487,4.9654,6118.5397411344
372,2018-05-10 21:01:00,3655,890.8072,64.6794,3.388,6141.8991778504
373,2018-05-10 21:01:10,3665,889.3524,64.7238,-1.4548,6131.8686853668005
374,2018-05-10 21:01:20,3675,888.5142,64.7881,-0.8382,6126.0895000494
375,2018-05-10 21:01:30,3685,898.0937,64.9191,9.5794,6192.1378247309
376,2018-05-10 21:01:40,3695,907.86,65.1597,9.7663,6259.47409002
377,2018-05-10 21:01:50,3705,913.9099,65.4586,6.0499,6301.1866803943
378,2018-05-10 21:02:00,3715,914.1459,65.7308,0.236,6302.8138430463005
379,2018-05-10 21:02:10,3725,914.1725,65.9255,0.0266,6302.9972435825
380,2018-05-10 21:02:20,3735,919.1695,66.0628,4.997,6337.4503443115
381,2018-05-10 21:02:30,3745,919.7756,66.1817,0.6061,6341.629256529201
382,2018-05-10 21:02:40,3755,915.9554,66.3006,-3.8202,6315.289905837801
383,2018-05-10 21:02:50,3765,918.6101,66.4156,2.6547,6333.5934172457
384,2018-05-10 21:03:00,3775,922.9218,66.497,4.3117,6363.3215410026
385,2018-05-10 21:03:10,3785,926.7523,66.5499,3.8306,6389.7319076911
386,2018-05-10 21:03:20,3795,928.9259,66.5867,2.1736,6404.7183515063
387,2018-05-10 21:03:30,3805,931.3341,66.609,2.4081,6421.322305313701
388,2018-05-10 21:03:40,3815,932.4945,66.6067,1.1604,6429.322981336501
389,2018-05-10 21:03:50,3825,932.5691,66.5867,0.0746,6429.8373302087
390,2018-05-10 21:04:00,3835,928.3869,66.5706,-4.1822,6401.0020774833
391,2018-05-10 21:04:10,3845,921.1353,66.5537,-7.2516,6351.004057622101
392,2018-05-10 21:04:20,3855,912.4668,66.5292,-8.6685,6291.236856567601
393,2018-05-10 21:04:30,3865,905.399,66.4931,-7.0677,6242.506093043
394,2018-05-10 21:04:40,3875,914.9641,66.4425,9.565,6308.455133223701
395,2018-05-10 21:04:50,3885,923.2279,66.4018,8.2639,6365.4320261203
396,2018-05-10 21:05:00,3895,932.3675,66.4195,9.1396,6428.4473471975
397,2018-05-10 21:05:10,3905,942.3729,66.5537,10.0054,6497.4321488853
398,2018-05-10 21:05:20,3915,944.7993,66.7487,2.4264,6514.1615872701
399,2018-05-10 21:05:30,3925,945.8788,66.8853,1.0796,6521.6044774516
400,2018-05-10 21:05:40,3935,945.5288,67.0265,-0.35,6519.191312501601
401,2018-05-10 21:05:50,3945,946.8233,67.1647,1.2945,6528.1165754381
402,2018-05-10 21:06:00,3955,949.2592,67.2968,2.4359,6544.9115140144
403,2018-05-10 21:06:10,3965,952.0371,67.3958,2.7779,6564.0644594847
404,2018-05-10 21:06:20,3975,952.8989,67.4611,0.8619,6570.0063610673005
405,2018-05-10 21:06:30,3985,953.5299,67.4956,0.631,6574.356952734301
406,2018-05-10 21:06:40,3995,955.0163,67.5064,1.4864,6584.6053195391005
407,2018-05-10 21:06:50,4005,956.2311,67.5271,1.2148,6592.9810703427
408,2018-05-10 21:07:00,4015,957.1872,67.5471,0.9561,6599.5731475104
409,2018-05-10 21:07:10,4025,958.7396,67.5517,1.5524,6610.276568277201
410,2018-05-10 21:07:20,4035,961.1227,67.5548,2.3831,6626.707463683901
411,2018-05-10 21:07:30,4045,964.5849,67.5694,3.4622,6650.5784913693
412,2018-05-10 21:07:40,4055,967.2429,67.6109,2.658,6668.9047554753
413,2018-05-10 21:07:50,4065,968.7637,67.6792,1.5207,6679.3903019209
414,2018-05-10 21:08:00,4075,968.1913,67.7276,-0.5724,6675.4437430141
415,2018-05-10 21:08:10,4085,965.9763,67.7445,-2.215,6660.1718562591
416,2018-05-10 21:08:20,4095,963.0683,67.7361,-2.908,6640.121902903101
417,2018-05-10 21:08:30,4105,955.1681,67.7138,-7.9002,6585.6519436517
418,2018-05-10 21:08:40,4115,944.8741,67.6815,-10.294,6514.677315093701
419,2018-05-10 21:08:50,4125,935.7107,67.6254,-9.1634,6451.4978987999
420,2018-05-10 21:09:00,4135,940.2755,67.5517,4.5647,6482.9710855535
421,2018-05-10 21:09:10,4145,946.0472,67.4665,5.7717,6522.7655545304
422,2018-05-10 21:09:20,4155,949.6049,67.4089,3.5577,6547.2950315093
423,2018-05-10 21:09:30,4165,951.3207,67.3551,1.7159,6559.1250555699
424,2018-05-10 21:09:40,4175,953.705,67.3313,2.3843,6575.564224685
425,2018-05-10 21:09:50,4185,957.5039,67.3774,3.7989,6601.756717052301
426,2018-05-10 21:10:00,4195,965.0007,67.5364,7.4968,6653.445331329901
427,2018-05-10 21:10:10,4205,968.9108,67.7599,3.9101,6680.4045206756
428,2018-05-10 21:10:20,4215,973.0125,67.9596,4.1017,6708.6847454625
429,2018-05-10 21:10:30,4225,976.4663,68.1325,3.4538,6732.497857189101
430,2018-05-10 21:10:40,4235,978.5749,68.3254,2.1086,6747.0361417993
431,2018-05-10 21:10:50,4245,979.1226,68.473,0.5476,6750.8124002082
432,2018-05-10 21:11:00,4255,977.942,68.5668,-1.1806,6742.672450094
433,2018-05-10 21:11:10,4265,976.7014,68.6245,-1.2407,6734.118814559801
434,2018-05-10 21:11:20,4275,976.0208,68.6445,-0.6806,6729.4262429456
435,2018-05-10 21:11:30,4285,975.2402,68.6498,-0.7806,6724.0441956314
436,2018-05-10 21:11:40,4295,973.8828,68.6368,-1.3574,6714.6852524796
437,2018-05-10 21:11:50,4305,971.6312,68.606,-2.2516,6699.1610176184
438,2018-05-10 21:12:00,4315,969.3623,68.5553,-2.2688,6683.5175034611
439,2018-05-10 21:12:10,4325,968.5967,68.4861,-0.7657,6678.238877501901
440,2018-05-10 21:12:20,4335,966.3396,68.3861,-2.2571,6662.676721477201
441,2018-05-10 21:12:30,4345,963.0994,68.2501,-3.2402,6640.3363298458
442,2018-05-10 21:12:40,4355,959.7585,68.1164,-3.3409,6617.3016361845
443,2018-05-10 21:12:50,4365,959.0241,67.9904,-0.7343,6612.2381266437
444,2018-05-10 21:13:00,4375,959.1158,67.8782,0.0916,6612.870375860601
445,2018-05-10 21:13:10,4385,952.8506,67.7898,-6.2652,6569.6733443042
446,2018-05-10 21:13:20,4395,945.8867,67.7276,-6.9638,6521.6589460319
447,2018-05-10 21:13:30,4405,943.7125,67.7038,-2.1742,6506.6683653625005
448,2018-05-10 21:13:40,4415,951.2823,67.7568,7.5698,6558.8602969011
449,2018-05-10 21:13:50,4425,957.944,67.8659,6.6617,6604.791099608
450,2018-05-10 21:14:00,4435,963.1896,67.9881,5.2456,6640.9582369272
451,2018-05-10 21:14:10,4445,966.2495,68.0795,3.0599,6662.0555038715
452,2018-05-10 21:14:20,4455,968.4046,68.1456,2.1551,6676.9143946822
453,2018-05-10 21:14:30,4465,968.5191,68.1878,0.1146,6677.7038443587
454,2018-05-10 21:14:40,4475,967.2422,68.214,-1.2769,6668.8999291454
455,2018-05-10 21:14:50,4485,965.0832,68.2201,-2.159,6654.0141487824
456,2018-05-10 21:15:00,4495,962.3343,68.2086,-2.7489,6635.0611512651
457,2018-05-10 21:15:10,4505,959.4806,68.1978,-2.8537,6615.3855832142
458,2018-05-10 21:15:20,4515,957.5209,68.1771,-1.9597,6601.8739279213005
459,2018-05-10 21:15:30,4525,955.5667,68.1502,-1.9542,6588.4001937919
460,2018-05-10 21:15:40,4535,954.5619,68.1195,-1.0048,6581.472341958301
461,2018-05-10 21:15:50,4545,954.6104,68.0741,0.0485,6581.8067376728
462,2018-05-10 21:16:00,4555,955.0046,68.008,0.3942,6584.5246508822
463,2018-05-10 21:16:10,4565,955.3715,67.925,0.3669,6587.0543372255
464,2018-05-10 21:16:20,4575,954.9223,67.8436,-0.4492,6583.957212381099
465,2018-05-10 21:16:30,4585,954.7586,67.7606,-0.1637,6582.8285406602
466,2018-05-10 21:16:40,4595,954.5062,67.6884,-0.2524,6581.088303993401
467,2018-05-10 21:16:50,4605,953.7572,67.6277,-0.749,6575.9241310004
468,2018-05-10 21:17:00,4615,952.502,67.5724,-1.2552,6567.269832014
469,2018-05-10 21:17:10,4625,950.3334,67.5141,-2.1686,6552.3178619838
470,2018-05-10 21:17:20,4635,946.3911,67.4542,-3.9424,6525.1366614627
471,2018-05-10 21:17:30,4645,940.5249,67.4219,-5.8662,6484.6906379493
472,2018-05-10 21:17:40,4655,934.4559,67.395,-6.069,6442.8463577163
473,2018-05-10 21:17:50,4665,928.4095,67.3628,-6.0464,6401.1578989915
474,2018-05-10 21:18:00,4675,924.0813,67.3152,-4.3282,6371.3160117441
475,2018-05-10 21:18:10,4685,922.865,67.253,-1.2163,6362.929918805
476,2018-05-10 21:18:20,4695,921.0544,67.1585,-1.8106,6350.4462717808
477,2018-05-10 21:18:30,4705,919.5083,67.0488,-1.5461,6339.7862879831
478,2018-05-10 21:18:40,4715,918.1947,66.952,-1.3136,6330.729335187901
479,2018-05-10 21:18:50,4725,917.3774,66.863,-0.8174,6325.0942502918
480,2018-05-10 21:19:00,4735,917.1645,66.8031,-0.2128,6323.6263565265
481,2018-05-10 21:19:10,4745,917.222,66.7617,0.0574,6324.022805054
482,2018-05-10 21:19:20,4755,917.6271,66.7203,0.4052,6326.815871114701
483,2018-05-10 21:19:30,4765,918.032,66.6688,0.4049,6329.607558224
484,2018-05-10 21:19:40,4775,917.5823,66.5729,-0.4497,6326.506986001101
485,2018-05-10 21:19:50,4785,917.2327,66.4732,-0.3497,6324.0965789539005
486,2018-05-10 21:20:00,4795,917.1415,66.3942,-0.0911,6323.4677771155
487,2018-05-10 21:20:10,4805,916.9429,66.3435,-0.1986,6322.0984783753
488,2018-05-10 21:20:20,4815,915.6095,66.3213,-1.3335,6312.9050093915
489,2018-05-10 21:20:30,4825,914.9504,66.3151,-0.6591,6308.3606750528
490,2018-05-10 21:20:40,4835,915.5033,66.3013,0.5529,6312.1727861981
491,2018-05-10 21:20:50,4845,918.6915,66.2722,3.1882,6334.154650465501
492,2018-05-10 21:21:00,4855,920.9756,66.2937,2.2841,6349.9029649292
493,2018-05-10 21:21:10,4865,922.8123,66.4164,1.8366,6362.5665651111
494,2018-05-10 21:21:20,4875,924.2365,66.5944,1.4243,6372.3860780305
495,2018-05-10 21:21:30,4885,925.7077,66.7924,1.4712,6382.5296445289005
496,2018-05-10 21:21:40,4895,927.8277,67.0081,2.12,6397.146529368901
497,2018-05-10 21:21:50,4905,929.739,67.2346,1.9113,6410.324478423
498,2018-05-10 21:22:00,4915,931.4676,67.4596,1.7286,6422.2427553731995
499,2018-05-10 21:22:10,4925,932.7681,67.6715,1.3005,6431.2093868517
500,2018-05-10 21:22:20,4935,933.5431,67.8474,0.775,6436.5528235267
501,2018-05-10 21:22:30,4945,933.1262,67.9881,-0.4169,6433.6783993334
502,2018-05-10 21:22:40,4955,934.0344,68.0841,0.9082,6439.9402176408
503,2018-05-10 21:22:50,4965,933.2086,68.1379,-0.8258,6434.246527310201
504,2018-05-10 21:23:00,4975,932.2612,68.1625,-0.9474,6427.7144345284005
505,2018-05-10 21:23:10,4985,931.4319,68.1656,-0.8293,6421.996612548301
506,2018-05-10 21:23:20,4995,930.6393,68.1533,-0.7926,6416.5318281501
507,2018-05-10 21:23:30,5005,930.1871,68.1356,-0.4521,6413.4140190347
508,2018-05-10 21:23:40,5015,930.1804,68.1118,-0.0067,6413.3678241628
509,2018-05-10 21:23:50,5025,929.4661,68.101,-0.7143,6408.4428992377
510,2018-05-10 21:24:00,5035,929.0543,68.0995,-0.4118,6405.6036383051005
511,2018-05-10 21:24:10,5045,927.4847,68.1141,-1.5696,6394.7816277179
512,2018-05-10 21:24:20,5055,926.0599,68.1341,-1.4249,6384.9579779443
513,2018-05-10 21:24:30,5065,923.9923,68.1602,-2.0676,6370.7023783711
514,2018-05-10 21:24:40,5075,921.2421,68.1963,-2.7501,6351.740417669701
515,2018-05-10 21:24:50,5085,919.5789,68.2294,-1.6632,6340.2730578273
516,2018-05-10 21:25:00,5095,921.3222,68.2386,1.7433,6352.2926877054
517,2018-05-10 21:25:10,5105,922.4303,68.2194,1.108,6359.9327679371
518,2018-05-10 21:25:20,5115,923.9219,68.1932,1.4916,6370.2169874783
519,2018-05-10 21:25:30,5125,925.7565,68.1732,1.8346,6382.8661086705
520,2018-05-10 21:25:40,5135,928.0303,68.1725,2.2737,6398.5434071371
521,2018-05-10 21:25:50,5145,930.1898,68.1763,2.1596,6413.4326348786
522,2018-05-10 21:26:00,5155,932.9094,68.1794,2.7196,6432.1836160158
523,2018-05-10 21:26:10,5165,936.7057,68.1341,3.7963,6458.3581820149
524,2018-05-10 21:26:20,5175,939.1936,68.0864,2.4879,6475.5116479552
525,2018-05-10 21:26:30,5185,943.6416,68.1471,4.4481,6506.179527091201
526,2018-05-10 21:26:40,5195,949.8902,68.5468,6.2485,6549.2621056814005
527,2018-05-10 21:26:50,5205,957.2781,69.1867,7.3879,6600.1998809217
528,2018-05-10 21:27:00,5215,971.322,69.9132,14.0439,6697.0291587540005
529,2018-05-10 21:27:10,5225,985.5065,70.6371,14.1845,6794.8278394205
530,2018-05-10 21:27:20,5235,997.4559,71.2892,11.9494,6877.216048716301
531,2018-05-10 21:27:30,5245,1005.8826,71.8298,8.4267,6935.316097528201
532,2018-05-10 21:27:40,5255,1010.0945,72.2303,4.2118,6964.356124536501
533,2018-05-10 21:27:50,5265,1012.6849,72.4935,2.5904,6982.2163030693
534,2018-05-10 21:28:00,5275,1014.4891,72.6448,1.8043,6994.6558236487
535,2018-05-10 21:28:10,5285,1015.4339,72.7228,0.9447,7001.1699900623
536,2018-05-10 21:28:20,5295,1017.6254,72.7599,2.1915,7016.2798500278
537,2018-05-10 21:28:30,5305,1019.2621,72.7769,1.6367,7027.5644988097
538,2018-05-10 21:28:40,5315,1020.9323,72.7776,1.6702,7039.0801219511
539,2018-05-10 21:28:50,5325,1021.1726,72.7483,0.2403,7040.7369320582
540,2018-05-10 21:29:00,5335,1020.772,72.6935,-0.4006,7037.9748924040005
541,2018-05-10 21:29:10,5345,1019.8258,72.624,-0.9462,7031.4510733306
542,2018-05-10 21:29:20,5355,1017.7261,72.5421,-2.0997,7016.9741520577
543,2018-05-10 21:29:30,5365,1018.1172,72.4402,0.3911,7019.6706915204
544,2018-05-10 21:29:40,5375,1017.5273,72.3105,-0.5899,7015.6034743661
545,2018-05-10 21:29:50,5385,1017.207,72.1508,-0.3203,7013.395083699
546,2018-05-10 21:30:00,5395,1015.4738,71.9872,-1.7331,7001.4450908666
547,2018-05-10 21:30:10,5405,1016.8928,71.8344,1.419,7011.2287510496
548,2018-05-10 21:30:20,5415,1015.8232,71.701,-1.0695,7003.8541189624
549,2018-05-10 21:30:30,5425,1015.24,71.6015,-0.5832,6999.83309668
550,2018-05-10 21:30:40,5435,1013.8932,71.5375,-1.3468,6990.5472379524
551,2018-05-10 21:30:50,5445,1013.7163,71.4966,-0.1769,6989.3275554391
552,2018-05-10 21:31:00,5455,1014.048,71.4495,0.3317,6991.614546336
553,2018-05-10 21:31:10,5465,1013.5828,71.4187,-0.4651,6988.407105379601
554,2018-05-10 21:31:20,5475,1012.7148,71.3933,-0.868,6982.4224563036005
555,2018-05-10 21:31:30,5485,1012.1096,71.3786,-0.6052,6978.2497493672
556,2018-05-10 21:31:40,5495,1012.3473,71.3747,0.2377,6979.8886331061
557,2018-05-10 21:31:50,5505,1012.6472,71.3894,0.2999,6981.9563707304005
558,2018-05-10 21:32:00,5515,1013.2217,71.4218,0.5745,6985.9174086269
559,2018-05-10 21:32:10,5525,1014.1421,71.4688,0.9204,6992.263342969701
560,2018-05-10 21:32:20,5535,1014.1289,71.5413,-0.0132,6992.172332177301
561,2018-05-10 21:32:30,5545,1013.3471,71.6377,-0.7818,6986.7820111547
562,2018-05-10 21:32:40,5555,1011.2294,71.7125,-2.1177,6972.1809842558005
563,2018-05-10 21:32:50,5565,1008.8952,71.7503,-2.3342,6956.0872424664
564,2018-05-10 21:33:00,5575,1008.3008,71.7781,-0.5945,6951.9889989056
565,2018-05-10 21:33:10,5585,1009.3879,71.7974,1.0871,6959.4842892403
566,2018-05-10 21:33:20,5595,1010.7601,71.8136,1.3723,6968.9452747957
567,2018-05-10 21:33:30,5605,1012.7743,71.8298,2.0141,6982.8326943451
568,2018-05-10 21:33:40,5615,1014.1433,71.8529,1.3691,6992.2716166781
569,2018-05-10 21:33:50,5625,1014.042,71.883,-0.1013,6991.573177794
570,2018-05-10 21:34:00,5635,1014.4589,71.9301,0.4168,6994.4476019873
571,2018-05-10 21:34:10,5645,1018.121,71.971,3.6621,7019.696891597
572,2018-05-10 21:34:20,5655,1024.4038,72.0242,6.2828,7063.015270876601
573,2018-05-10 21:34:30,5665,1035.4735,72.1037,11.0697,7139.338162439501
574,2018-05-10 21:34:40,5675,1045.1034,72.3005,9.6299,7205.7339828738
575,2018-05-10 21:34:50,5685,1054.6809,72.6603,9.5775,7271.768518041301
576,2018-05-10 21:35:00,5695,1063.8223,73.0935,9.1415,7334.796249681101
577,2018-05-10 21:35:10,5705,1073.268,73.551,9.4457,7399.922055876001
578,2018-05-10 21:35:20,5715,1081.6086,73.9832,8.3407,7457.4284661102
579,2018-05-10 21:35:30,5725,1085.9365,74.3482,4.3279,7487.2682849305
580,2018-05-10 21:35:40,5735,1084.9236,74.6067,-1.0129,7480.2845855652
581,2018-05-10 21:35:50,5745,1084.9508,74.763,0.0272,7480.472122955601
582,2018-05-10 21:36:00,5755,1086.3758,74.852,1.425,7490.2971516806
583,2018-05-10 21:36:10,5765,1088.2357,74.9016,1.8599,7503.1207102249
584,2018-05-10 21:36:20,5775,1090.4263,74.9302,2.1906,7518.224364909101
585,2018-05-10 21:36:30,5785,1091.3542,74.9496,0.9279,7524.6220099294005
586,2018-05-10 21:36:40,5795,1091.0206,74.9604,-0.3336,7522.321918994201
587,2018-05-10 21:36:50,5805,1090.7139,74.9774,-0.3067,7520.2072970223
588,2018-05-10 21:37:00,5815,1090.5158,74.9867,-0.1981,7518.8414456606
589,2018-05-10 21:37:10,5825,1090.3105,74.9921,-0.2053,7517.4259520485
590,2018-05-10 21:37:20,5835,1089.5136,74.9937,-0.7969,7511.9315201952
591,2018-05-10 21:37:30,5845,1088.9403,74.9914,-0.5734,7507.9787560071
592,2018-05-10 21:37:40,5855,1087.8272,74.9883,-1.1131,7500.3042019904
593,2018-05-10 21:37:50,5865,1086.6819,74.9844,-1.1453,7492.407636798301
594,2018-05-10 21:38:00,5875,1085.0402,74.9782,-1.6417,7481.0885142314
595,2018-05-10 21:38:10,5885,1082.6379,74.9681,-2.4023,7464.5252394903
596,2018-05-10 21:38:20,5895,1080.0523,74.9503,-2.5856,7446.6981557911
597,2018-05-10 21:38:30,5905,1077.4699,74.9426,-2.5824,7428.893135314301
598,2018-05-10 21:38:40,5915,1078.0233,74.9341,0.5534,7432.708693838101
599,2018-05-10 21:38:50,5925,1083.7737,74.9836,5.7504,7472.3563044909
600,2018-05-10 21:39:00,5935,1089.9044,75.1547,6.1307,7514.6259912308
601,2018-05-10 21:39:10,5945,1095.1711,75.3638,5.2667,7550.938607922701
602,2018-05-10 21:39:20,5955,1100.6957,75.6179,5.5245,7589.0293824449
603,2018-05-10 21:39:30,5965,1105.3829,75.8419,4.6872,7621.346487455301
604,2018-05-10 21:39:40,5975,1104.7603,76.0434,-0.6226,7617.0538117471
605,2018-05-10 21:39:50,5985,1105.0772,76.2202,0.3169,7619.2387602404
606,2018-05-10 21:40:00,5995,1107.1508,76.3551,2.0735,7633.5357283555995
607,2018-05-10 21:40:10,6005,1111.128,76.4683,3.9773,7660.957555896
608,2018-05-10 21:40:20,6015,1118.5558,76.5614,7.4278,7712.170431940601
609,2018-05-10 21:40:30,6025,1126.5095,76.6777,7.9537,7767.0092606915
610,2018-05-10 21:40:40,6035,1131.9435,76.8383,5.434,7804.475370229501
611,2018-05-10 21:40:50,6045,1136.8675,77.0129,4.924,7838.425153697501
612,2018-05-10 21:41:00,6055,1140.7261,77.1782,3.8587,7865.0292630577005
613,2018-05-10 21:41:10,6065,1142.5446,77.3343,1.8185,7877.5673786622
614,2018-05-10 21:41:20,6075,1144.6447,77.4678,2.1001,7892.047057837901
615,2018-05-10 21:41:30,6085,1146.0972,77.5781,1.4525,7902.0616923804
616,2018-05-10 21:41:40,6095,1145.9787,77.6519,-0.1184,7901.2446636759
617,2018-05-10 21:41:50,6105,1146.6791,77.7016,0.7004,7906.073751478701
618,2018-05-10 21:42:00,6115,1148.4846,77.7311,1.8055,7918.522235242201
619,2018-05-10 21:42:10,6125,1148.4299,77.7505,-0.0547,7918.145092034301
620,2018-05-10 21:42:20,6135,1148.0694,77.756,-0.3605,7915.659532135801
621,2018-05-10 21:42:30,6145,1149.5448,77.7591,1.4754,7925.8320566136
622,2018-05-10 21:42:40,6155,1156.7521,77.7824,7.2073,7975.5246387397
623,2018-05-10 21:42:50,6165,1162.5709,77.8383,5.8189,8015.6438507713
624,2018-05-10 21:43:00,6175,1167.1459,77.9292,4.575,8047.1873640463
625,2018-05-10 21:43:10,6185,1169.3088,78.0512,2.1629,8062.1000339616
626,2018-05-10 21:43:20,6195,1171.0995,78.1647,1.7907,8074.446475321501
627,2018-05-10 21:43:30,6205,1173.5471,78.2657,2.4477,8091.3220825547005
628,2018-05-10 21:43:40,6215,1175.3742,78.3426,1.8271,8103.9194930694
629,2018-05-10 21:43:50,6225,1177.3611,78.4064,1.9868,8117.618685752701
630,2018-05-10 21:44:00,6235,1179.0519,78.446,1.6908,8129.2763408883
631,2018-05-10 21:44:10,6245,1181.0202,78.4849,1.9683,8142.8472910914
632,2018-05-10 21:44:20,6255,1185.332,78.5106,4.3119,8172.576104324001
633,2018-05-10 21:44:30,6265,1192.9588,78.551,7.6268,8225.161037011601
634,2018-05-10 21:44:40,6275,1199.903,78.6505,6.9442,8273.039608571
635,2018-05-10 21:44:50,6285,1203.072,78.7967,3.1689,8294.889093504
636,2018-05-10 21:45:00,6295,1203.3081,78.9484,0.2361,8296.5169456317
637,2018-05-10 21:45:10,6305,1203.0023,79.0706,-0.3058,8294.408528941101
638,2018-05-10 21:45:20,6315,1202.7299,79.1639,-0.2724,8292.5303971343
639,2018-05-10 21:45:30,6325,1203.233,79.2348,0.5031,8295.999149381
640,2018-05-10 21:45:40,6335,1203.7725,79.2931,0.5395,8299.7188707825
641,2018-05-10 21:45:50,6345,1204.4159,79.3492,0.6434,8304.1549574363
642,2018-05-10 21:46:00,6355,1204.1015,79.3998,-0.3144,8301.9872458355
643,2018-05-10 21:46:10,6365,1202.6926,79.4465,-1.4089,8292.2732226982
644,2018-05-10 21:46:20,6375,1201.9113,79.4815,-0.7813,8286.8863490541
645,2018-05-10 21:46:30,6385,1201.9653,79.5227,0.0541,8287.2586659321
646,2018-05-10 21:46:40,6395,1201.1528,79.5578,-0.8126,8281.6566758696
647,2018-05-10 21:46:50,6405,1200.8438,79.5811,-0.3089,8279.526195956601
648,2018-05-10 21:47:00,6415,1202.332,79.5951,1.4882,8289.786973324
649,2018-05-10 21:47:10,6425,1203.8813,79.5936,1.5492,8300.4690203441
650,2018-05-10 21:47:20,6435,1205.013,79.5928,1.1317,8308.271816841
651,2018-05-10 21:47:30,6445,1206.661,79.624,1.648,8319.634376377
