date,hora,choke_in,whp_psig,wht_degF,p_choke_psig,t_choke_degF,p_abs_psia,dp_inH2O,t_gas_degF,orifice_in,gas_sg,gas_mmscfd,gor_scf_bbl,liq_bbl_h,liq_cum_bbl,bsw_pct,oil_sg,oil_bbl_h,oil_bopd,oil_cum_bbl,t_oil_degF,api,wat_bbl_h,wat_bwpd,wat_cum_bbl,ph,salinity_ppm,hour
2018-07-27,23:00,"""12/64""""""",550.0,,,,125.0,70.0,87.0,0.375,0.952,0.066,892.86,11.0,2750.8,72.0,,3.08,73.9,329.74,,,7.92,190.1,2421.12,7.0,21000.0,23
2018-07-28,0:00,"""12/64""""""",560.0,,,,120.0,65.0,90.0,0.375,0.952,0.062,794.87,13.0,3061.8,75.0,,3.25,78.0,412.28,,,9.75,234.0,2649.58,7.0,21000.0,0
2018-07-28,1:00,"""12/64""""""",550.0,,,,120.0,70.0,84.0,0.375,0.952,0.065,911.9,11.0,2773.8,73.0,,2.97,71.28,335.95,,,8.03,192.72,2437.91,7.0,21000.0,1
2018-07-28,2:00,"""12/64""""""",550.0,,,,120.0,70.0,84.0,0.375,0.952,0.065,835.91,12.0,2785.8,73.0,,3.24,77.76,339.19,,,8.76,210.24,2446.67,7.0,21000.0,2
2018-07-28,3:00,"""12/64""""""",550.0,,,,120.0,68.0,84.0,0.375,0.952,0.064,897.87,11.0,2796.8,73.0,,2.97,71.28,342.16,,,8.03,192.72,2454.7,7.0,21000.0,3
2018-07-28,4:00,"""12/64""""""",550.0,,,,120.0,70.0,84.0,0.375,0.952,0.065,801.28,13.0,2809.8,74.0,,3.38,81.1,345.54,,,9.62,230.88,2464.32,7.0,21000.0,4
2018-07-28,5:00,"""12/64""""""",550.0,,,,120.0,70.0,84.0,0.375,0.952,0.065,868.06,12.0,2821.8,74.0,,3.12,74.9,348.66,,,8.88,213.12,2473.2,7.0,21000.0,5
2018-07-28,6:00,"""12/64""""""",550.0,,,,120.0,68.0,84.0,0.375,0.952,0.064,854.7,12.0,2833.8,74.0,,3.12,74.9,351.78,,,8.88,213.12,2482.08,7.0,21000.0,6
2018-07-28,7:00,"""12/64""""""",550.0,,,,120.0,70.0,84.0,0.375,0.952,0.065,833.33,13.0,2846.8,75.0,,3.25,78.0,355.63,,,9.75,234.0,2491.83,7.0,21000.0,7
2018-07-28,8:00,"""12/64""""""",550.0,,,,120.0,70.0,84.0,0.375,0.952,0.065,703.46,11.0,2857.8,65.0,,3.85,92.4,358.38,,,7.15,171.6,2498.98,7.0,21000.0,8
2018-07-28,9:00,"""12/64""""""",550.0,,,,115.0,72.0,88.0,0.375,0.952,0.064,969.7,11.0,2868.8,75.0,,2.75,66.0,361.13,,,8.25,198.0,2507.23,7.0,21000.0,9
2018-07-28,10:00,"""12/64""""""",550.0,,,,115.0,72.0,92.0,0.375,0.952,0.063,954.55,11.0,2879.8,75.0,,2.75,66.0,364.25,,,8.25,198.0,2515.48,7.0,21000.0,10
2018-07-28,11:00,"""12/64""""""",550.0,,,,115.0,72.0,96.0,0.375,0.952,0.063,841.35,12.0,2891.8,75.0,,3.12,74.9,367.85,,,8.88,213.1,2524.36,7.0,21000.0,11
2018-07-28,12:00,"""12/64""""""",550.0,,,,115.0,72.0,100.0,0.375,0.952,0.063,729.17,12.0,2903.8,74.0,,3.6,86.4,371.1,,,8.4,201.6,2532.76,7.0,21000.0,12
2018-07-28,13:00,"""12/64""""""",550.0,,,,120.0,72.0,102.0,0.375,0.952,0.064,820.51,13.0,2916.8,75.0,,3.25,78.0,374.35,,,9.75,234.0,2542.51,7.0,21000.0,13
2018-07-28,14:00,"""12/64""""""",550.0,,,,120.0,71.0,103.0,0.375,0.952,0.064,820.51,13.0,2929.8,75.0,,3.25,78.0,377.6,,,9.75,234.0,2552.26,7.0,21000.0,14
2018-07-28,15:00,"""12/64""""""",550.0,,,,120.0,72.0,103.0,0.375,0.952,0.064,761.9,14.0,2943.8,75.0,,3.5,84.0,381.1,,,10.5,252.0,2562.76,7.0,21000.0,15
2018-07-28,16:00,"""12/64""""""",550.0,,,,120.0,71.0,98.0,0.375,0.952,0.064,854.7,13.0,2956.8,76.0,,3.12,74.9,384.22,,,9.88,237.1,2572.64,7.0,21000.0,16
2018-07-28,17:00,"""12/64""""""",560.0,,,,120.0,71.0,98.0,0.375,0.952,0.064,823.04,12.0,2968.8,73.0,,3.24,77.8,387.46,,,8.76,210.2,2581.4,7.0,21000.0,17
2018-07-28,18:00,"""12/64""""""",560.0,,,,120.0,71.0,97.0,0.375,0.952,0.064,586.08,13.0,2981.8,65.0,,4.55,109.2,392.01,,,8.45,202.8,2589.85,7.0,21000.0,18
2018-07-28,19:00,"""12/64""""""",560.0,,,,120.0,71.0,96.0,0.375,0.952,0.064,732.6,14.0,2995.8,74.0,,3.64,87.4,395.65,,,10.36,248.6,2600.21,7.0,21000.0,19
2018-07-28,20:00,"""12/64""""""",560.0,,,,120.0,65.0,93.0,0.375,0.952,0.062,764.3,13.0,3008.8,74.0,,3.38,81.1,399.03,,,9.62,230.9,2609.83,7.0,21000.0,20
2018-07-28,21:00,"""12/64""""""",560.0,,,,120.0,54.0,90.0,0.375,0.952,0.056,717.95,13.0,3021.8,75.0,,3.25,78.0,402.28,,,9.75,234.0,2619.58,7.0,21000.0,21
2018-07-28,22:00,"""12/64""""""",560.0,,,,120.0,65.0,90.0,0.375,0.952,0.062,794.87,13.0,3034.8,75.0,,3.25,78.0,405.53,,,9.75,234.0,2629.33,7.0,21000.0,22
2018-07-28,23:00,"""12/64""""""",560.0,,,,120.0,64.0,90.0,0.375,0.952,0.061,726.19,14.0,3048.8,75.0,,3.5,84.0,409.03,,,10.5,252.0,2639.83,7.0,21000.0,23
2018-07-29,0:00,"""12/64""""""",580.0,,,,125.0,85.0,87.0,0.375,0.952,0.072,659.34,13.0,3362.8,65.0,,4.55,109.2,493.65,,,8.45,202.8,2869.21,7.0,22000.0,0
2018-07-29,1:00,"""12/64""""""",560.0,,,,125.0,68.0,86.0,0.375,0.952,0.065,801.28,13.0,3074.8,74.0,,3.38,81.12,415.66,,,9.62,230.88,2659.2,7.0,21000.0,1
2018-07-29,2:00,"""12/64""""""",560.0,,,,125.0,78.0,86.0,0.375,0.952,0.069,884.62,13.0,3087.8,75.0,,3.25,78.0,418.91,,,9.75,234.0,2668.95,7.0,22000.0,2
2018-07-29,3:00,"""12/64""""""",560.0,,,,125.0,80.0,84.0,0.375,0.952,0.071,812.73,13.0,3100.8,72.0,,3.64,87.36,422.55,,,9.36,224.64,2678.31,7.0,22000.0,3
2018-07-29,4:00,"""12/64""""""",560.0,,,,125.0,80.0,84.0,0.375,0.952,0.071,910.25,13.0,3113.8,75.0,,3.25,78.0,425.8,,,9.75,234.0,2688.06,7.0,22000.0,4
2018-07-29,5:00,"""12/64""""""",560.0,,,,125.0,79.0,84.0,0.375,0.952,0.07,810.18,12.0,3125.8,70.0,,3.6,86.4,429.4,,,8.4,201.6,2696.46,7.0,22000.0,5
2018-07-29,6:00,"""12/64""""""",560.0,,,,125.0,79.0,84.0,0.375,0.952,0.07,883.84,11.0,3136.8,70.0,,3.3,79.2,432.7,,,7.7,184.8,2704.16,7.0,22000.0,6
2018-07-29,7:00,"""12/64""""""",570.0,,,,125.0,80.0,84.0,0.375,0.952,0.071,1075.76,11.0,3147.8,75.0,,2.75,66.0,435.45,,,8.25,198.0,2712.41,7.0,22000.0,7
2018-07-29,8:00,"""12/64""""""",570.0,,,,125.0,80.0,84.0,0.375,0.952,0.071,948.18,12.0,3159.8,74.0,,3.12,74.9,438.57,,,8.88,213.1,2721.29,7.0,22000.0,8
2018-07-29,9:00,"""12/64""""""",570.0,,,,125.0,79.0,91.0,0.375,0.952,0.07,946.97,11.0,3170.8,72.0,,3.08,73.9,441.65,,,7.92,190.1,2729.21,7.0,22000.0,9
2018-07-29,10:00,"""12/64""""""",570.0,,,,125.0,80.0,98.0,0.375,0.952,0.069,855.65,12.0,3182.8,72.0,,3.36,80.6,445.01,,,8.64,207.4,2737.85,7.0,21000.0,10
2018-07-29,11:00,"""12/64""""""",570.0,,,,125.0,80.0,102.0,0.375,0.952,0.069,789.84,13.0,3195.8,72.0,,3.64,87.4,448.65,,,9.36,224.6,2747.21,7.0,21000.0,11
2018-07-29,12:00,"""12/64""""""",580.0,,,,125.0,84.0,104.0,0.375,0.952,0.071,812.73,13.0,3208.8,72.0,,3.64,87.4,452.29,,,9.36,224.6,2756.57,7.0,21000.0,12
2018-07-29,13:00,"""12/64""""""",580.0,,,,125.0,84.0,104.0,0.375,0.952,0.071,910.26,13.0,3221.8,75.0,,3.25,78.0,455.54,,,9.75,234.0,2766.32,7.0,21000.0,13
2018-07-29,14:00,"""12/64""""""",580.0,,,,125.0,84.0,104.0,0.375,0.952,0.071,948.18,12.0,3233.8,74.0,,3.12,74.9,458.66,,,8.88,213.1,2775.2,7.0,21000.0,14
2018-07-29,15:00,"""12/64""""""",580.0,,,,125.0,86.0,101.0,0.375,0.952,0.072,1048.95,11.0,3244.8,74.0,,2.86,68.6,461.52,,,8.14,195.4,2783.34,7.0,21000.0,15
2018-07-29,16:00,"""12/64""""""",580.0,,,,125.0,86.0,99.0,0.375,0.952,0.072,714.29,12.0,3256.8,65.0,,4.2,100.8,465.72,,,7.8,187.2,2791.14,7.0,22000.0,16
2018-07-29,17:00,"""12/64""""""",580.0,,,,125.0,86.0,97.0,0.375,0.952,0.072,887.57,13.0,3269.8,74.0,,3.38,81.1,469.1,,,9.62,230.9,2800.76,7.0,22000.0,17
2018-07-29,18:00,"""12/64""""""",580.0,,,,125.0,84.0,96.0,0.375,0.952,0.071,845.24,14.0,3283.8,75.0,,3.5,84.0,472.6,,,10.5,252.0,2811.26,7.0,22000.0,18
2018-07-29,19:00,"""12/64""""""",580.0,,,,125.0,84.0,93.0,0.375,0.952,0.072,923.08,13.0,3296.8,75.0,,3.25,78.0,475.85,,,9.75,234.0,2821.01,7.0,22000.0,19
2018-07-29,20:00,"""12/64""""""",580.0,,,,125.0,84.0,92.0,0.375,0.952,0.072,923.08,13.0,3309.8,75.0,,3.25,78.0,479.1,,,9.75,234.0,2830.76,7.0,22000.0,20
2018-07-29,21:00,"""12/64""""""",580.0,,,,125.0,84.0,90.0,0.375,0.952,0.072,857.14,14.0,3323.8,75.0,,3.5,84.0,482.6,,,10.5,252.0,2841.26,7.0,22000.0,21
2018-07-29,22:00,"""12/64""""""",580.0,,,,125.0,84.0,87.0,0.375,0.952,0.072,923.08,13.0,3336.8,75.0,,3.25,78.0,485.85,,,9.75,234.0,2851.01,7.0,22000.0,22
2018-07-29,23:00,"""12/64""""""",580.0,,,,125.0,84.0,87.0,0.375,0.952,0.072,923.08,13.0,3349.8,75.0,,3.25,78.0,489.1,,,9.75,234.0,2860.76,7.0,22000.0,23
2018-07-30,0:00,"""12/64""""""",590.0,,,,125.0,98.0,86.0,0.375,0.952,0.078,714.29,13.0,3677.8,65.0,,4.55,109.2,598.95,,,8.45,202.8,3078.91,7.0,21000.0,0
2018-07-30,1:00,"""12/64""""""",580.0,,,,125.0,87.0,87.0,0.375,0.952,0.073,584.93,13.0,3375.8,60.0,,5.2,124.8,498.85,,,7.8,187.2,2877.01,7.0,22000.0,1
2018-07-30,2:00,"""12/64""""""",580.0,,,,125.0,90.0,87.0,0.375,0.952,0.075,892.85,14.0,3389.8,75.0,,3.5,84.0,502.35,,,10.5,252.0,2887.51,7.0,22000.0,2
2018-07-30,3:00,"""12/64""""""",580.0,,,,125.0,90.0,87.0,0.375,0.952,0.075,930.05,12.0,3401.8,72.0,,3.36,80.64,505.71,,,8.64,207.36,2896.15,7.0,22000.0,3
2018-07-30,4:00,"""12/64""""""",580.0,,,,125.0,90.0,87.0,0.375,0.952,0.075,744.04,14.0,3415.8,70.0,,4.2,100.8,509.91,,,9.8,235.2,2905.95,7.0,22000.0,4
2018-07-30,5:00,"""12/64""""""",580.0,,,,125.0,89.0,85.0,0.375,0.952,0.074,912.22,13.0,3428.8,74.0,,3.38,81.12,513.29,,,9.62,230.88,2915.57,7.0,22000.0,5
2018-07-30,6:00,"""12/64""""""",580.0,,,,125.0,89.0,85.0,0.375,0.952,0.074,847.06,13.0,3441.8,72.0,,3.64,87.36,516.93,,,9.36,224.64,2924.93,7.0,22000.0,6
2018-07-30,7:00,"""12/64""""""",580.0,,,,125.0,89.0,85.0,0.375,0.952,0.074,786.56,14.0,3455.8,72.0,,3.92,94.1,520.85,,,10.08,241.9,2935.01,7.0,22000.0,7
2018-07-30,8:00,"""12/64""""""",580.0,,,,125.0,90.0,85.0,0.375,0.952,0.074,786.56,14.0,3469.8,72.0,,3.92,94.1,524.77,,,10.08,241.9,2945.09,7.0,22000.0,8
2018-07-30,9:00,"""12/64""""""",580.0,,,,125.0,94.0,90.0,0.375,0.952,0.076,811.97,13.0,3482.8,70.0,,3.9,93.6,528.67,,,9.1,218.4,2954.19,7.0,22000.0,9
2018-07-30,10:00,"""12/64""""""",580.0,,,,125.0,98.0,98.0,0.375,0.952,0.077,654.76,14.0,3496.8,65.0,,4.9,117.6,533.57,,,9.1,218.4,2963.29,7.0,22000.0,10
2018-07-30,11:00,"""12/64""""""",590.0,,,,125.0,98.0,103.0,0.375,0.952,0.077,534.72,12.0,3508.8,50.0,,6.0,144.0,539.57,,,6.0,144.0,2969.29,7.0,22000.0,11
2018-07-30,12:00,"""12/64""""""",590.0,,,,125.0,98.0,105.0,0.375,0.952,0.076,879.63,12.0,3520.8,70.0,,3.6,86.4,543.17,,,8.4,201.6,2977.69,7.0,22000.0,12
2018-07-30,13:00,"""12/64""""""",590.0,,,,125.0,94.0,105.0,0.375,0.952,0.075,600.96,13.0,3533.8,60.0,,5.2,124.8,548.37,,,7.8,187.2,2985.49,7.0,22000.0,13
2018-07-30,14:00,"""12/64""""""",590.0,,,,125.0,92.0,102.0,0.375,0.952,0.074,847.07,13.0,3546.8,72.0,,3.64,87.4,552.01,,,9.36,224.6,2994.85,7.0,22000.0,14
2018-07-30,15:00,"""12/64""""""",590.0,,,,125.0,93.0,102.0,0.375,0.952,0.074,847.07,13.0,3559.8,72.0,,3.64,87.4,555.65,,,9.36,224.6,3004.21,7.0,21000.0,15
2018-07-30,16:00,"""12/64""""""",590.0,,,,125.0,95.0,100.0,0.375,0.952,0.076,811.97,13.0,3572.8,70.0,,3.9,93.6,559.55,,,9.1,218.4,3013.31,7.0,21000.0,16
2018-07-30,17:00,"""12/64""""""",590.0,,,,125.0,95.0,100.0,0.375,0.952,0.076,753.97,12.0,3584.8,65.0,,4.2,100.8,563.75,,,7.8,187.2,3021.11,7.0,21000.0,17
2018-07-30,18:00,"""12/64""""""",590.0,,,,125.0,95.0,98.0,0.375,0.952,0.076,487.18,13.0,3597.8,50.0,,6.5,156.0,570.25,,,6.5,156.0,3027.61,7.0,21000.0,18
2018-07-30,19:00,"""12/64""""""",590.0,,,,125.0,93.0,93.0,0.375,0.952,0.075,637.76,14.0,3611.8,65.0,,4.9,117.6,575.15,,,9.1,218.4,3036.71,7.0,21000.0,19
2018-07-30,20:00,"""12/64""""""",590.0,,,,125.0,92.0,90.0,0.375,0.952,0.075,801.28,13.0,3624.8,70.0,,3.9,93.6,579.05,,,9.1,218.4,3045.81,7.0,21000.0,20
2018-07-30,21:00,"""12/64""""""",590.0,,,,125.0,94.0,90.0,0.375,0.952,0.076,608.97,13.0,3637.8,60.0,,5.2,124.8,584.25,,,7.8,187.2,3053.61,7.0,21000.0,21
2018-07-30,22:00,"""12/64""""""",590.0,,,,125.0,92.0,87.0,0.375,0.952,0.075,558.04,14.0,3651.8,60.0,,5.6,134.4,589.85,,,8.4,201.6,3062.01,7.0,21000.0,22
2018-07-30,23:00,"""12/64""""""",590.0,,,,125.0,95.0,96.0,0.375,0.952,0.077,705.13,13.0,3664.8,65.0,,4.55,109.2,594.4,,,8.45,202.8,3070.46,7.0,21000.0,23
2018-07-31,0:00,"""12/64""""""",600.0,,,,125.0,114.0,87.0,0.375,0.952,0.084,841.35,13.0,3978.8,68.0,,4.16,99.8,702.55,,,8.84,212.2,3276.31,7.0,21000.0,0
2018-07-31,1:00,"""12/64""""""",590.0,,,,125.0,100.0,86.0,0.375,0.952,0.079,844.02,13.0,3690.8,70.0,,3.9,93.6,602.85,,,9.1,218.4,3088.01,7.0,22000.0,1
2018-07-31,2:00,"""12/64""""""",590.0,,,,125.0,108.0,84.0,0.375,0.952,0.082,903.88,14.0,3704.8,73.0,,3.78,90.72,606.63,,,10.22,245.28,3098.23,7.0,22000.0,2
2018-07-31,3:00,"""12/64""""""",590.0,,,,125.0,108.0,84.0,0.375,0.952,0.082,750.92,13.0,3717.8,65.0,,4.55,109.2,611.18,,,8.45,202.8,3106.68,7.0,22000.0,3
2018-07-31,4:00,"""12/64""""""",590.0,,,,125.0,106.0,84.0,0.375,0.952,0.081,803.57,12.0,3729.8,65.0,,4.2,100.8,615.38,,,7.8,187.2,3114.48,7.0,22000.0,4
2018-07-31,5:00,"""12/64""""""",590.0,,,,125.0,104.0,84.0,0.375,0.952,0.081,865.38,13.0,3742.8,70.0,,3.9,93.6,619.28,,,9.1,218.4,3123.58,7.0,22000.0,5
2018-07-31,6:00,"""12/64""""""",590.0,,,,125.0,104.0,84.0,0.375,0.952,0.081,703.13,12.0,3754.8,60.0,,4.8,115.2,624.08,,,7.2,172.8,3130.78,7.0,22000.0,6
2018-07-31,7:00,"""12/64""""""",590.0,,,,125.0,106.0,83.0,0.375,0.952,0.081,803.57,12.0,3766.8,65.0,,4.2,100.8,628.28,,,7.8,187.2,3138.58,7.0,21000.0,7
2018-07-31,8:00,"""12/64""""""",590.0,,,,125.0,108.0,83.0,0.375,0.952,0.082,711.81,12.0,3778.8,60.0,,4.8,115.2,633.08,,,7.2,172.8,3145.78,7.0,21000.0,8
2018-07-31,9:00,"""12/64""""""",590.0,,,,125.0,108.0,90.0,0.375,0.952,0.082,621.21,11.0,3789.8,50.0,,5.5,132.0,638.58,,,5.5,132.0,3151.28,7.0,21000.0,9
2018-07-31,10:00,"""12/64""""""",590.0,,,,125.0,108.0,95.0,0.375,0.952,0.081,741.76,13.0,3802.8,65.0,,4.55,109.2,643.13,,,8.45,202.8,3159.73,7.0,21000.0,10
2018-07-31,11:00,"""12/64""""""",590.0,,,,125.0,110.0,102.0,0.375,0.952,0.081,937.5,12.0,3814.8,70.0,,3.6,86.4,646.73,,,8.4,201.6,3168.13,7.0,21000.0,11
2018-07-31,12:00,"""12/64""""""",600.0,,,,125.0,112.0,102.0,0.375,0.952,0.082,1220.24,10.0,3824.8,72.0,,2.8,67.2,649.53,,,7.2,172.8,3175.33,7.0,21000.0,12
2018-07-31,13:00,"""12/64""""""",600.0,,,,125.0,112.0,102.0,0.375,0.952,0.082,1054.53,12.0,3836.8,73.0,,3.24,77.8,652.77,,,8.76,210.2,3184.09,7.0,21000.0,13
2018-07-31,14:00,"""12/64""""""",600.0,,,,125.0,112.0,102.0,0.375,0.952,0.082,1150.39,11.0,3847.8,73.0,,2.97,71.3,655.74,,,8.03,192.7,3192.12,7.0,21000.0,14
2018-07-31,15:00,"""12/64""""""",600.0,,,,125.0,112.0,100.0,0.375,0.952,0.082,889.76,12.0,3859.8,68.0,,3.84,92.2,659.58,,,8.16,195.8,3200.28,7.0,21000.0,15
2018-07-31,16:00,"""12/64""""""",600.0,,,,125.0,110.0,100.0,0.375,0.952,0.08,1111.11,12.0,3871.8,75.0,,3.0,72.0,662.58,,,9.0,216.0,3209.28,7.0,21000.0,16
2018-07-31,17:00,"""12/64""""""",600.0,,,,125.0,112.0,100.0,0.375,0.952,0.082,813.49,14.0,3885.8,70.0,,4.2,100.8,666.78,,,9.8,235.2,3219.08,7.0,21000.0,17
2018-07-31,18:00,"""12/64""""""",600.0,,,,125.0,112.0,96.0,0.375,0.952,0.082,611.21,13.0,3898.8,57.0,,5.59,134.2,672.37,,,7.41,177.8,3226.49,7.0,21000.0,18
2018-07-31,19:00,"""12/64""""""",600.0,,,,125.0,112.0,95.0,0.375,0.952,0.083,548.94,14.0,3912.8,55.0,,6.3,151.2,678.67,,,7.7,184.8,3234.19,7.0,21000.0,19
2018-07-31,20:00,"""12/64""""""",600.0,,,,125.0,114.0,92.0,0.375,0.952,0.084,708.5,13.0,3925.8,62.0,,4.94,118.6,683.61,,,8.06,193.4,3242.25,7.0,21000.0,20
2018-07-31,21:00,"""12/64""""""",600.0,,,,125.0,112.0,90.0,0.375,0.952,0.083,554.22,13.0,3938.8,52.0,,6.24,149.8,689.85,,,6.76,162.2,3249.01,7.0,21000.0,21
2018-07-31,22:00,"""12/64""""""",600.0,,,,125.0,112.0,90.0,0.375,0.952,0.083,950.09,13.0,3951.8,72.0,,3.64,87.4,693.49,,,9.36,224.6,3258.37,7.0,21000.0,22
2018-07-31,23:00,"""12/64""""""",600.0,,,,125.0,113.0,87.0,0.375,0.952,0.084,714.29,14.0,3965.8,65.0,,4.9,117.6,698.39,,,9.1,218.4,3267.47,7.0,21000.0,23
2018-08-01,0:00,"""12/64""""""",600.0,,,,130.0,115.0,84.0,0.375,0.952,0.086,725.37,13.0,4271.8,62.0,,4.94,118.6,820.63,,,8.06,193.4,3451.23,7.0,21000.0,0
2018-08-01,1:00,"""12/64""""""",600.0,,,,125.0,112.0,87.0,0.375,0.952,0.083,554.22,13.0,3991.8,52.0,,6.24,149.76,708.79,,,6.76,162.24,3283.07,7.0,21000.0,1
2018-08-01,2:00,"""12/64""""""",600.0,,,,125.0,112.0,86.0,0.375,0.952,0.083,591.17,13.0,4004.8,55.0,,5.85,140.4,714.64,,,7.15,171.6,3290.22,7.0,21000.0,2
2018-08-01,3:00,"""12/64""""""",600.0,,,,125.0,112.0,86.0,0.375,0.952,0.084,714.29,14.0,4018.8,65.0,,4.9,117.6,719.54,,,9.1,218.4,3299.32,7.0,21000.0,3
2018-08-01,4:00,"""12/64""""""",600.0,,,,125.0,112.0,85.0,0.375,0.952,0.084,972.22,12.0,4030.8,70.0,,3.6,86.4,723.14,,,8.4,201.6,3307.72,7.0,21000.0,4
2018-08-01,5:00,"""12/64""""""",600.0,,,,125.0,108.0,84.0,0.375,0.952,0.082,691.63,13.0,4043.8,62.0,,4.94,118.56,728.08,,,8.06,193.44,3315.78,7.0,21000.0,5
2018-08-01,6:00,"""12/64""""""",600.0,,,,125.0,110.0,84.0,0.375,0.952,0.083,827.35,11.0,4054.8,62.0,,4.18,100.32,732.26,,,6.82,163.68,3322.6,7.0,21000.0,6
2018-08-01,7:00,"""12/64""""""",600.0,,,,125.0,110.0,84.0,0.375,0.952,0.082,776.52,11.0,4065.8,60.0,,4.4,105.6,736.66,,,6.6,158.4,3329.2,7.0,21000.0,7
2018-08-01,8:00,"""12/64""""""",600.0,,,,125.0,110.0,85.0,0.375,0.952,0.082,790.9,12.0,4077.8,64.0,,4.32,103.7,740.98,,,7.68,184.3,3336.88,7.0,21000.0,8
2018-08-01,9:00,"""12/64""""""",600.0,,,,125.0,112.0,87.0,0.375,0.952,0.083,718.99,13.0,4090.8,63.0,,4.81,115.4,745.79,,,8.19,196.6,3345.07,7.0,21000.0,9
2018-08-01,10:00,"""12/64""""""",600.0,,,,125.0,112.0,95.0,0.375,0.952,0.083,800.54,12.0,4102.8,64.0,,4.32,103.7,750.11,,,7.68,184.3,3352.75,7.0,21000.0,10
2018-08-01,11:00,"""12/64""""""",600.0,,,,125.0,112.0,102.0,0.375,0.952,0.083,847.63,12.0,4114.8,66.0,,4.08,97.9,754.19,,,7.92,190.1,3360.67,7.0,21000.0,11
2018-08-01,12:00,"""12/64""""""",600.0,,,,125.0,112.0,102.0,0.375,0.952,0.083,578.32,13.0,4127.8,54.0,,5.98,143.5,760.17,,,7.02,168.5,3367.69,7.0,21000.0,12
2018-08-01,13:00,"""12/64""""""",600.0,,,,125.0,112.0,102.0,0.375,0.952,0.083,847.63,12.0,4139.8,66.0,,4.08,97.9,764.25,,,7.92,190.1,3375.61,7.0,21000.0,13
2018-08-01,14:00,"""12/64""""""",600.0,,,,125.0,112.0,101.0,0.375,0.952,0.082,749.27,12.0,4151.8,62.0,,4.56,109.4,768.81,,,7.44,178.6,3383.05,7.0,21000.0,14
2018-08-01,15:00,"""12/64""""""",600.0,,,,125.0,116.0,98.0,0.375,0.952,0.084,729.17,12.0,4163.8,60.0,,4.8,115.2,773.61,,,7.2,172.8,3390.25,7.0,21000.0,15
2018-08-01,16:00,"""12/64""""""",600.0,,,,125.0,116.0,96.0,0.375,0.952,0.084,648.15,12.0,4175.8,55.0,,5.4,129.6,779.01,,,6.6,158.4,3396.85,7.0,21000.0,16
2018-08-01,17:00,"""12/64""""""",600.0,,,,130.0,116.0,96.0,0.375,0.952,0.086,663.58,12.0,4187.8,55.0,,5.4,129.6,784.41,,,6.6,158.4,3403.45,7.0,21000.0,17
2018-08-01,18:00,"""12/64""""""",600.0,,,,130.0,114.0,96.0,0.375,0.952,0.085,590.28,12.0,4199.8,50.0,,6.0,144.0,790.41,,,6.0,144.0,3409.45,7.0,21000.0,18
2018-08-01,19:00,"""12/64""""""",600.0,,,,130.0,114.0,92.0,0.375,0.952,0.085,590.28,12.0,4211.8,50.0,,6.0,144.0,796.41,,,6.0,144.0,3415.45,7.0,21000.0,19
2018-08-01,20:00,"""12/64""""""",600.0,,,,130.0,116.0,87.0,0.375,0.952,0.087,503.47,12.0,4223.8,40.0,,7.2,172.8,803.61,,,4.8,115.2,3420.25,7.0,21000.0,20
2018-08-01,21:00,"""12/64""""""",600.0,,,,130.0,114.0,87.0,0.375,0.952,0.086,853.17,12.0,4235.8,65.0,,4.2,100.8,807.81,,,7.8,187.2,3428.05,7.0,21000.0,21
2018-08-01,22:00,"""12/64""""""",600.0,,,,130.0,114.0,86.0,0.375,0.952,0.086,746.53,12.0,4247.8,60.0,,4.8,115.2,812.61,,,7.2,172.8,3435.25,7.0,21000.0,22
2018-08-01,23:00,"""12/64""""""",600.0,,,,130.0,113.0,84.0,0.375,0.952,0.086,1163.42,11.0,4258.8,72.0,,3.08,73.9,815.69,,,7.92,190.1,3443.17,7.0,21000.0,23
2018-08-02,0:00,"""12/64""""""",610.0,,,,130.0,119.0,82.0,0.375,0.952,0.088,825.83,12.0,4582.3,63.0,,4.44,106.6,942.51,,,7.56,181.4,3640.35,7.0,21000.0,0
2018-08-02,1:00,"""12/64""""""",600.0,,,,130.0,116.0,84.0,0.375,0.952,0.087,1078.87,12.0,4283.3,72.0,,3.36,80.64,823.99,,,8.64,207.36,3459.87,7.0,21000.0,1
2018-08-02,2:00,"""12/64""""""",600.0,,,,130.0,116.0,84.0,0.375,0.952,0.087,863.1,14.0,4297.3,70.0,,4.2,100.8,828.19,,,9.8,235.2,3469.67,7.0,21000.0,2
2018-08-02,3:00,"""12/64""""""",600.0,,,,130.0,116.0,84.0,0.375,0.952,0.087,784.63,14.0,4311.3,67.0,,4.62,110.88,832.81,,,9.38,225.12,3479.05,7.0,21000.0,3
2018-08-02,4:00,"""12/64""""""",600.0,,,,130.0,116.0,84.0,0.375,0.952,0.087,739.8,14.0,4325.3,65.0,,4.9,117.6,837.71,,,9.1,218.4,3488.15,7.0,21000.0,4
2018-08-02,5:00,"""12/64""""""",600.0,,,,130.0,118.0,84.0,0.375,0.952,0.088,641.03,13.0,4338.3,56.0,,5.72,137.28,843.43,,,7.28,174.72,3495.43,7.0,21000.0,5
2018-08-02,6:00,"""12/64""""""",600.0,,,,130.0,118.0,84.0,0.375,0.952,0.088,854.7,13.0,4351.3,67.0,,4.29,102.96,847.72,,,8.71,209.04,3504.14,7.0,21000.0,6
