DEPT,CGXT,DNND,DNFD,SMTU,gr,CCLG,NPRS,NPOR,nprl,NPRD,BIT,mss
2221.8,98.291267,3250.668701,174.771271,1973.749878,59.582802,-1415.564209,0.37545,0.388052,0.31855,0.289779,9.5,2217.8
2221.9,98.304802,3247.794922,126.029327,1972.499878,62.290108,-1108.916992,0.378487,0.391947,0.321964,0.292914,9.5,2217.9
2222.0,98.30191,3124.973633,171.96489,1969.999878,63.845539,-57.557129,0.379901,0.393751,0.323538,0.294359,9.5,2218.0
2222.1,98.322922,3190.21875,162.513092,1969.999878,65.04509,814.833313,0.379882,0.393747,0.323547,0.294368,9.5,2218.1
2222.2,98.314514,3257.856934,157.562271,1968.749878,63.780659,1183.848755,0.37072,0.38219,0.313534,0.285177,9.5,2218.2
2222.3,98.344681,3202.851563,140.62178,1968.749878,63.723286,-22.317017,0.358633,0.366986,0.300389,0.27311,9.5,2218.3
2222.4,98.341934,3227.179443,190.706665,1968.749878,63.370277,-601.528931,0.344522,0.349243,0.285052,0.259031,9.5,2218.4
2222.5,98.342804,3459.201172,192.269455,1969.999878,63.63229,-1148.400391,0.336207,0.338782,0.276007,0.25073,9.5,2218.5
2222.6,98.365181,3444.518555,201.709442,1969.999878,62.331161,347.544312,0.334043,0.336072,0.273671,0.248586,9.5,2218.6
2222.7,98.353859,3417.779053,176.492157,1972.499878,62.105106,726.094238,0.343898,0.348551,0.284512,0.258541,9.5,2218.7
2222.8,98.366257,3247.688965,189.11058,1972.499878,61.335892,787.150024,0.36098,0.370228,0.303377,0.275866,9.5,2218.8
2222.9,98.372665,3236.836914,154.993164,1974.999878,61.692852,44.877686,0.378909,0.392925,0.323096,0.293975,9.5,2218.9
2223.0,98.379578,3196.943604,135.485474,1976.249878,63.478413,-522.549438,0.388739,0.405393,0.333943,0.303935,9.5,2219.0
2223.1,98.390045,3155.552979,160.7202,1979.999878,65.97541,733.235718,0.388251,0.404736,0.333351,0.303392,9.5,2219.1
2223.2,98.398537,3260.825928,144.162018,1979.999878,67.634445,-406.761597,0.379169,0.393161,0.323253,0.294121,9.5,2219.2
2223.3,98.396988,3230.070801,170.175827,1981.249878,68.87999,-996.417969,0.367133,0.377733,0.309737,0.281706,9.5,2219.3
2223.4,98.408043,3304.874268,201.737961,1982.499878,70.181282,54.126709,0.356575,0.364177,0.297846,0.270783,9.5,2219.4
2223.5,98.421959,3332.611816,157.558258,1982.499878,70.470779,-116.060669,0.350041,0.3558,0.290505,0.264039,9.5,2219.5
2223.6,98.423035,3206.946045,165.231369,1982.499878,70.280586,-19.288696,0.347123,0.352113,0.287309,0.261106,9.5,2219.6
2223.7,98.436775,3271.28418,179.643143,1981.249878,70.219887,-210.22168,0.343598,0.347765,0.283597,0.257698,9.5,2219.7
2223.8,98.437996,3302.438232,173.333664,1981.249878,70.454803,268.987305,0.336924,0.339515,0.276545,0.251224,9.5,2219.8
2223.9,98.436028,3338.875244,184.363831,1982.499878,69.564987,974.592163,0.327063,0.327344,0.266151,0.241681,9.5,2219.9
2224.0,98.451614,3351.177246,182.79837,1981.249878,67.429367,89.857178,0.317936,0.31608,0.256531,0.232848,9.5,2220.0
2224.1,98.465446,3165.355225,214.351593,1981.249878,65.177116,289.622437,0.311516,0.308182,0.249801,0.226668,9.5,2220.1
2224.2,98.465446,3334.960938,182.796234,1982.499878,62.921841,620.049866,0.31059,0.307035,0.248819,0.225767,9.5,2220.2
2224.3,98.461304,3309.225098,193.825287,1982.499878,60.540062,173.721405,0.314757,0.312167,0.253196,0.229786,9.5,2220.3
2224.4,98.48127,3338.210205,201.733704,1982.499878,59.055645,-477.316895,0.324341,0.323998,0.263301,0.239064,9.5,2220.4
2224.5,98.478767,3435.650879,170.18129,1983.749878,58.929192,-297.019928,0.335918,0.338346,0.275587,0.250343,9.5,2220.5
2224.6,98.480499,3357.342773,178.183777,1982.499878,60.894001,257.288757,0.345531,0.350263,0.285792,0.259711,9.5,2220.6
2224.7,98.48494,3267.102783,175.303162,1984.999878,62.675434,-18.965759,0.347892,0.35326,0.288395,0.262098,9.5,2220.7
2224.8,98.5019,3307.165527,158.103226,1987.499878,64.528549,-599.795776,0.341883,0.345919,0.282163,0.256372,9.5,2220.8
2224.9,98.513077,3317.529053,173.617233,1987.499878,65.543335,-1379.520142,0.331055,0.3326,0.270809,0.245944,9.5,2220.9
2225.0,98.501007,3333.982178,209.467743,1986.249878,66.622452,24.509766,0.320975,0.320105,0.260107,0.236119,9.5,2221.0
2225.1,98.528458,3250.902344,220.178894,1986.249878,66.138916,1137.634399,0.315538,0.313313,0.254264,0.230757,9.5,2221.1
2225.2,98.523773,3431.46167,182.800888,1986.249878,66.011284,-57.664307,0.317861,0.316107,0.256611,0.232914,9.5,2221.2
2225.3,98.519753,3464.790039,181.310471,1986.249878,65.581215,-425.75415,0.326029,0.326121,0.26513,0.24074,9.5,2221.3
2225.4,98.536087,3446.063965,189.160965,1984.999878,64.857819,-8338.484375,0.335805,0.338109,0.27533,0.250108,9.5,2221.4
2225.5,98.55069,3599.686279,184.445862,1983.749878,62.642765,-14897.289063,0.339329,0.342426,0.279,0.253479,9.5,2221.5
2225.6,98.559303,3690.21582,179.822769,1983.749878,61.0326,4029.293945,0.338529,0.341443,0.278164,0.252711,9.5,2221.6
2225.7,98.542641,3515.461426,203.199707,1981.249878,60.921589,15269.935547,0.33318,0.33484,0.272523,0.247533,9.5,2221.7
2225.8,98.55352,3304.421143,186.05127,1981.249878,62.482426,4956.333496,0.328323,0.328818,0.267367,0.242801,9.5,2221.8
2225.9,98.592567,3176.473633,221.461929,1978.749878,63.380318,464.728638,0.32148,0.320373,0.260157,0.236181,9.5,2221.9
2226.0,98.568542,3450.588867,158.115906,1979.999878,64.279701,-274.264282,0.316654,0.314452,0.255117,0.231553,9.5,2222.0
2226.1,98.575127,3589.17334,207.784988,1979.999878,63.995178,-375.87854,0.310515,0.306971,0.248777,0.225726,9.5,2222.1
2226.2,98.590599,3809.331299,221.978424,1982.499878,62.875015,38.785706,0.303748,0.298824,0.241918,0.219416,9.5,2222.2
2226.3,98.580345,3854.594727,209.168274,1959.999878,59.958496,-303.0,0.293743,0.286809,0.231817,0.210122,9.5,2222.3
2226.4,98.598854,4037.247559,247.061005,1982.499878,57.640724,208.462036,0.283993,0.275187,0.222087,0.201161,9.5,2222.4
2226.5,98.594292,3877.314453,251.236679,1982.499878,55.745274,785.285645,0.274213,0.263595,0.212412,0.192243,9.5,2222.5
2226.6,98.595604,4000.124268,272.122589,1984.999878,54.8661,-918.859131,0.264226,0.251903,0.202716,0.183292,9.5,2222.6
2226.7,98.613487,3978.306396,259.551514,1986.249878,53.692024,-545.114258,0.253317,0.239276,0.192307,0.173663,9.5,2222.7
2226.8,98.620911,4227.777832,272.124939,1988.749878,53.590073,736.676453,0.242678,0.227063,0.182282,0.164378,9.5,2222.8
2226.9,98.61969,4026.94165,306.54248,1988.749878,54.253838,-20.238892,0.234369,0.217572,0.174512,0.157175,9.5,2222.9
2227.0,98.633011,4459.693359,337.946289,1989.999878,55.794796,-266.929382,0.231036,0.213778,0.171412,0.154299,9.5,2223.0
2227.1,98.637451,4678.532715,353.804382,1987.499878,57.264168,-231.823853,0.23407,0.217295,0.174314,0.156982,9.5,2223.1
2227.2,98.637093,4300.012695,300.319916,1987.499878,59.444622,330.06427,0.242863,0.227408,0.182622,0.164675,9.5,2223.2
2227.3,98.656227,4009.626709,275.206238,1987.499878,61.571266,1002.901367,0.253431,0.239527,0.192564,0.173885,9.5,2223.3
2227.4,98.664932,3995.887939,263.898804,1988.749878,62.878277,67.195679,0.262915,0.250391,0.201471,0.182138,9.5,2223.4
2227.5,98.655991,3853.340088,252.346191,1988.749878,62.51054,-1187.78186,0.268514,0.256819,0.206746,0.187024,9.5,2223.5
2227.6,98.680634,3869.426025,256.494476,1987.499878,61.485073,232.211304,0.270508,0.259111,0.208628,0.188767,9.5,2223.6
2227.7,98.67363,4010.483398,268.057587,1987.499878,59.740723,1037.979004,0.269485,0.257911,0.207632,0.187848,9.5,2223.7
2227.8,98.691307,3981.97583,243.898758,1988.749878,57.771431,-108.866211,0.268304,0.256527,0.206484,0.186788,9.5,2223.8
2227.9,98.680397,3911.143311,251.237411,1988.749878,55.686989,-1176.971436,0.266557,0.254489,0.204799,0.185231,9.5,2223.9
2228.0,98.690834,3916.265625,266.771912,1984.999878,55.163277,-183.805054,0.264234,0.251788,0.202567,0.183169,9.5,2224.0
2228.1,98.71685,3952.611328,269.884796,1986.249878,55.18782,363.05603,0.259023,0.245763,0.197604,0.178578,9.5,2224.1
2228.2,98.70636,4067.197998,243.930481,1984.999878,55.082359,-1237.047119,0.253204,0.239051,0.192082,0.173468,9.5,2224.2
2228.3,98.714409,4156.274902,301.635834,1983.749878,54.66021,-517.744141,0.24724,0.232178,0.18643,0.168237,9.5,2224.3
2228.4,98.738098,4003.821045,283.13205,1984.999878,54.517216,989.253662,0.244392,0.228895,0.183729,0.165738,9.5,2224.4
2228.5,98.748863,4117.993652,312.815643,1984.999878,54.3801,193.516602,0.244402,0.228913,0.183747,0.165753,9.5,2224.5
2228.6,98.747551,3969.293457,276.11322,1986.249878,54.601921,456.536377,0.2487,0.233874,0.18783,0.169531,9.5,2224.6
2228.7,98.755386,4172.433105,269.996887,1986.249878,55.133827,1212.628906,0.255654,0.241918,0.194458,0.175662,9.5,2224.7
2228.8,98.757149,4133.545898,276.964966,1986.249878,55.900166,-141.811035,0.263486,0.250982,0.201928,0.182571,9.5,2224.8
2228.9,98.780869,4230.577148,257.454865,1984.999878,56.133499,-393.000305,0.26928,0.257713,0.207486,0.187708,9.5,2224.9
2229.0,98.778725,4270.224121,271.722076,1984.999878,55.708157,461.246765,0.272055,0.260938,0.21015,0.19017,9.5,2225.0
2229.1,98.786354,4043.846436,257.448944,1982.499878,55.517963,-458.06427,0.272058,0.260939,0.21015,0.19017,9.5,2225.1
2229.2,98.780457,3859.365967,256.525635,1981.249878,54.899052,-438.898254,0.270443,0.259045,0.208578,0.188719,9.5,2225.2
2229.3,98.808411,3793.467041,273.033508,1981.249878,54.187214,-332.61853,0.268267,0.256493,0.20646,0.186764,9.5,2225.3
2229.4,98.793541,3983.481934,253.29303,1978.749878,53.005871,-544.515991,0.26595,0.253778,0.204208,0.184686,9.5,2225.4
2229.5,98.810112,3951.723389,257.44989,1976.249878,51.775894,277.918457,0.263775,0.251239,0.202107,0.182745,9.5,2225.5
2229.6,98.808144,4147.813477,260.556152,1974.999878,49.868229,442.624695,0.261835,0.248982,0.200242,0.181022,9.5,2225.6
2229.7,98.816994,4131.069824,270.902863,1977.499878,48.988785,-318.521362,0.260942,0.247947,0.199388,0.180233,9.5,2225.7
2229.8,98.843254,3991.980713,283.907227,1974.999878,50.00428,-852.024719,0.26121,0.248268,0.199657,0.18048,9.5,2225.8
2229.9,98.834312,3599.907471,247.021011,1974.999878,53.108074,500.099976,0.264825,0.252533,0.203208,0.183754,9.5,2225.9
2230.0,98.841522,3622.474121,263.745026,1973.749878,57.155952,437.365356,0.271597,0.260544,0.209887,0.189911,9.5,2226.0
2230.1,98.853233,3531.485596,218.856094,1973.749878,60.039387,-942.997192,0.281744,0.272565,0.219917,0.199156,9.5,2226.1
2230.2,98.861488,3532.172363,223.315536,1973.749878,62.142399,632.998901,0.290834,0.283348,0.228923,0.207455,9.5,2226.2
2230.3,98.8685,3552.27832,195.330612,1974.999878,62.397213,1479.247192,0.298154,0.29204,0.236183,0.214145,9.5,2226.3
2230.4,98.876396,3579.300293,206.349869,1973.749878,62.458992,-1193.12854,0.301591,0.296125,0.239597,0.21729,9.5,2226.4
2230.5,98.881195,3859.404785,225.171646,1976.249878,62.642639,-1335.935669,0.302857,0.297621,0.240844,0.218439,9.5,2226.5
2230.6,98.907272,3932.377686,230.094803,1976.249878,63.586239,-493.081787,0.301316,0.295759,0.239274,0.216995,9.5,2226.6
2230.7,98.907005,3636.419678,214.355347,1976.249878,65.16848,751.349976,0.299914,0.294065,0.237845,0.215681,9.5,2226.7
2230.8,98.912216,3567.637939,220.207611,1976.249878,65.726265,169.810303,0.299214,0.293218,0.23713,0.215024,9.5,2226.8
2230.9,98.919106,3733.883545,231.369522,1974.999878,65.81813,504.197754,0.299354,0.293387,0.237273,0.215156,9.5,2226.9
2231.0,98.922089,3666.677734,222.006042,1973.749878,64.436989,1059.37085,0.296707,0.29025,0.234655,0.212743,9.5,2227.0
2231.1,98.927628,3923.983398,208.045013,1972.499878,64.669464,226.063416,0.292353,0.28508,0.230336,0.208764,9.5,2227.1
2231.2,98.942291,3841.432129,236.423264,1972.499878,64.388069,211.864929,0.285883,0.277405,0.223928,0.202859,9.5,2227.2
2231.3,98.932426,3773.427734,241.964233,1974.999878,65.667183,-328.105652,0.280124,0.270564,0.218211,0.197592,9.5,2227.3
2231.4,98.940353,3831.694092,278.481354,1973.749878,65.583191,259.599976,0.275173,0.264677,0.213289,0.193058,9.5,2227.4
2231.5,98.952393,4028.384521,225.11058,1973.749878,66.011993,251.563416,0.275656,0.265242,0.213758,0.193491,9.5,2227.5
2231.6,98.973022,3839.272217,259.585083,1972.499878,65.247002,77.271423,0.280386,0.270874,0.21847,0.197831,9.5,2227.6
2231.7,98.965126,3609.213623,251.254547,1971.249878,64.296021,-731.197815,0.287505,0.279334,0.225541,0.204345,9.5,2227.7
2231.8,98.972961,3751.097168,195.419403,1969.999878,62.449081,-323.567322,0.293539,0.286511,0.231542,0.209873,9.5,2227.8
2231.9,98.977341,3848.268066,223.25119,1969.999878,61.719109,596.993164,0.29897,0.292982,0.236958,0.214861,9.5,2227.9
2232.0,98.993225,3562.218262,233.335403,1968.749878,61.649658,80.854004,0.302465,0.297163,0.240466,0.21809,9.5,2228.0
2232.1,98.996567,3499.483887,211.315552,1967.499878,62.478313,-389.464233,0.304182,0.299232,0.242207,0.219691,9.5,2228.1
2232.2,99.001396,3597.204346,206.321518,1968.749878,62.720833,-76.593445,0.306198,0.301674,0.24427,0.221588,9.5,2228.2
2232.3,99.016357,3709.968506,214.087006,1967.499878,62.911552,482.871399,0.308873,0.304915,0.247008,0.224104,9.5,2228.3
2232.4,99.016121,3630.151855,213.967133,1968.749878,62.508419,-95.821777,0.310223,0.306555,0.248395,0.225379,9.5,2228.4
2232.5,99.027237,3627.174316,201.552246,1968.749878,61.505028,-29.321472,0.3083,0.304243,0.246451,0.223591,9.5,2228.5
2232.6,99.023094,3791.188477,206.096985,1969.999878,59.957069,-280.87146,0.304798,0.300024,0.242898,0.220323,9.5,2228.6
2232.7,99.05191,3833.395508,240.790802,1967.499878,59.479187,-207.04303,0.299879,0.294097,0.237907,0.215732,9.5,2228.7
2232.8,99.049469,3649.174316,226.365051,1968.749878,60.130108,-545.914307,0.294558,0.287684,0.232507,0.210765,9.5,2228.8
2232.9,99.050957,3915.418945,231.394257,1967.499878,60.600506,-350.349792,0.290946,0.283334,0.228843,0.207396,9.5,2228.9
2233.0,99.074982,3879.842285,233.815277,1967.499878,60.705822,654.964355,0.293115,0.285985,0.231094,0.209463,9.5,2229.0
2233.1,99.070808,3845.438232,252.247879,1966.249878,59.866215,393.75824,0.299064,0.293206,0.237201,0.215077,9.5,2229.1
2233.2,99.076294,3727.178467,223.789368,1966.249878,58.666664,478.899963,0.305171,0.300608,0.243455,0.220826,9.5,2229.2
2233.3,99.080437,3804.918213,201.580292,1964.999878,56.807392,91.098877,0.308074,0.304117,0.246416,0.223549,9.5,2229.3
2233.4,99.109642,3772.508789,200.062561,1964.999878,55.481876,-538.637024,0.307655,0.303609,0.245987,0.223154,9.5,2229.4
2233.5,99.098114,3620.218262,226.993118,1963.749878,54.950108,-1651.828613,0.304705,0.300025,0.242954,0.220367,9.5,2229.5
2233.6,99.122849,3940.280518,256.458313,1963.749878,54.717838,-255.363037,0.29921,0.293357,0.237316,0.215185,9.5,2229.6
2233.7,99.126427,3775.038574,223.370468,1961.249878,54.05542,1635.735718,0.294637,0.287796,0.232609,0.210858,9.5,2229.7
2233.8,99.124039,3868.468262,225.113525,1959.999878,53.983448,144.916382,0.291958,0.28455,0.229866,0.208337,9.5,2229.8
2233.9,99.129257,3696.631592,212.583527,1959.999878,53.225792,-1448.998901,0.29494,0.288171,0.232929,0.211152,9.5,2229.9
2234.0,99.155304,3450.069092,255.405823,1961.249878,52.954773,739.069397,0.299688,0.293946,0.237818,0.215645,9.5,2230.0
2234.1,99.143173,3496.155518,203.214661,1959.999878,52.197624,1466.432617,0.30702,0.302861,0.245364,0.222581,9.5,2230.1
2234.2,99.165886,3602.510254,212.310547,1961.249878,52.978336,-1650.400146,0.3115,0.308309,0.249977,0.22682,9.5,2230.2
2234.3,99.16198,3510.280762,170.18364,1959.999878,53.10511,-488.777832,0.313553,0.310826,0.252117,0.228785,9.5,2230.3
2234.4,99.181389,3424.706787,196.94342,1961.249878,54.822945,1218.607178,0.309627,0.306088,0.248123,0.225111,9.5,2230.4
2234.5,99.182251,3514.101807,215.744232,1962.499878,55.642544,-38.434448,0.302061,0.296951,0.240417,0.218024,9.5,2230.5
2234.6,99.183563,3476.904785,224.614151,1964.999878,57.597298,-1186.271484,0.291701,0.284423,0.229845,0.208303,9.5,2230.6
2234.7,99.183113,3719.98584,240.763138,1966.249878,56.673435,-1417.428589,0.282273,0.273101,0.220326,0.199543,9.5,2230.7
2234.8,99.203621,3626.48584,196.956207,1967.499878,55.246571,-511.135742,0.275709,0.265264,0.213757,0.193494,9.5,2230.8
2234.9,99.198166,3866.426514,251.247513,1966.249878,51.667377,608.964233,0.272786,0.261817,0.21089,0.19085,9.5,2230.9
2235.0,99.2108,4078.214844,275.288483,1966.249878,49.414719,-9471.136719,0.27266,0.261677,0.210776,0.190744,9.5,2231.0
2235.1,99.214287,3975.750732,243.8862,1966.249878,47.421402,-14375.685547,0.274533,0.2639,0.212633,0.192455,9.5,2231.1
2235.2,99.214615,4053.795898,255.411987,1966.249878,47.916615,6467.968262,0.279855,0.270223,0.217917,0.197323,9.5,2231.2
2235.3,99.238464,3646.055908,236.459625,1967.499878,49.412842,15399.485352,0.288759,0.280849,0.22682,0.205521,9.5,2231.3
2235.4,99.23584,3243.716309,210.861786,1966.249878,51.805157,5063.840332,0.298143,0.292073,0.236234,0.214188,9.5,2231.4
2235.5,99.278816,3267.395508,212.615952,1966.249878,54.418251,-451.013916,0.305009,0.300309,0.243154,0.220556,9.5,2231.5
2235.6,99.250923,3720.700928,201.74649,1964.999878,56.528599,-744.279968,0.306278,0.301852,0.244459,0.221755,9.5,2231.6
2235.7,99.256317,3916.198975,181.29332,1964.999878,58.406837,68.421021,0.303537,0.298583,0.241722,0.219235,9.5,2231.7
2235.8,99.260727,3734.757813,237.725006,1963.749878,59.186222,-133.340576,0.297986,0.29191,0.236109,0.214071,9.5,2231.8
2235.9,99.262245,3548.842773,232.601517,1964.999878,60.923363,54.459351,0.294856,0.288148,0.232946,0.21116,9.5,2231.9
2236.0,99.27578,3656.485107,245.924286,1964.999878,61.45747,-639.529541,0.295299,0.288695,0.233412,0.211589,9.5,2232.0
2236.1,99.290146,3547.400635,218.878403,1966.249878,62.294712,-415.02356,0.300182,0.294589,0.238381,0.216158,9.5,2232.1
2236.2,99.289604,3639.574951,190.68364,1966.249878,60.792599,160.714355,0.304742,0.300063,0.242982,0.220392,9.5,2232.2
2236.3,99.293633,3392.24292,186.037308,1968.749878,61.145298,369.62793,0.307732,0.303631,0.24597,0.223144,9.5,2232.3
2236.4,99.297775,3410.783691,220.184433,1972.499878,61.081284,1617.185669,0.306537,0.302157,0.244713,0.22199,9.5,2232.4
2236.5,99.312828,3498.408691,204.902817,1974.999878,62.215012,188.508301,0.303201,0.298099,0.241277,0.218832,9.5,2232.5
2236.6,99.316101,3338.825684,212.664825,1973.749878,62.451672,-676.766602,0.299141,0.293166,0.237103,0.214996,9.5,2232.6
2236.7,99.315865,3569.201416,206.409378,1974.999878,64.360931,-140.769165,0.296631,0.290125,0.234535,0.212636,9.5,2232.7
2236.8,99.331779,3684.813477,207.759537,1974.999878,65.317154,629.014038,0.294211,0.287234,0.232112,0.210405,9.5,2232.8
2236.9,99.343132,4013.230469,234.53598,1976.249878,65.852333,-185.524292,0.290515,0.282844,0.228444,0.207025,9.5,2232.9
2237.0,99.344002,4084.374512,231.365326,1976.249878,64.769783,-1330.475952,0.284979,0.27627,0.222951,0.201965,9.5,2233.0
2237.1,99.349869,3965.437012,253.366302,1976.249878,63.872852,88.13147,0.279314,0.26954,0.217328,0.196784,9.5,2233.1
2237.2,99.358604,3585.948242,258.560516,1976.249878,61.841545,596.457153,0.274855,0.264246,0.212906,0.192711,9.5,2233.2
2237.3,99.363998,3774.57959,245.934326,1978.749878,59.336483,922.575684,0.270705,0.259364,0.208847,0.188966,9.5,2233.3
2237.4,99.371033,3771.390869,243.920425,1978.749878,56.40736,673.592834,0.265237,0.253031,0.203625,0.184137,9.5,2233.4
2237.5,99.373657,4138.943848,249.087723,1979.999878,54.674343,-195.114288,0.257988,0.244676,0.196755,0.177778,9.5,2233.5
2237.6,99.381943,4408.285645,266.799255,1977.499878,52.276901,12.450012,0.249757,0.2352,0.188966,0.170568,9.5,2233.6
2237.7,99.398361,4294.244629,331.245514,1977.499878,51.314651,-1310.678589,0.240294,0.224332,0.180044,0.162305,9.5,2233.7
2237.8,99.399796,4383.17041,337.901062,1978.749878,50.051914,-1080.778564,0.229401,0.211955,0.169937,0.152925,9.5,2233.8
2237.9,99.412994,4904.790527,306.60257,1982.499878,49.213917,-547.515381,0.218066,0.199236,0.159616,0.143323,9.5,2233.9
2238.0,99.405693,4962.512207,353.913574,1983.749878,47.838173,250.142822,0.209073,0.18924,0.151545,0.135799,9.5,2234.0
2238.1,99.41127,4820.617676,435.151093,1984.999878,48.377491,817.68689,0.204532,0.184226,0.14751,0.132032,9.5,2234.1
2238.2,99.416809,4438.928223,416.354218,1986.249878,50.470409,485.828613,0.207572,0.187755,0.150422,0.134724,9.5,2234.2
2238.3,99.415291,4152.638672,381.822449,1989.999878,54.35714,455.914185,0.218998,0.200784,0.161082,0.144611,9.5,2234.3
2238.4,99.42292,4009.233154,282.349152,1991.249878,58.481869,40.164246,0.238172,0.222651,0.178976,0.161208,9.5,2234.4
2238.5,99.446945,3841.862793,243.892914,1993.749878,60.573952,202.107178,0.259865,0.247482,0.199335,0.180082,9.5,2234.5
2238.6,99.444946,3447.041748,231.409348,1994.999878,59.556255,-475.971375,0.277171,0.267367,0.215672,0.195215,9.5,2234.6
2238.7,99.449059,3740.911621,237.625671,1996.249878,55.669876,-134.807129,0.282142,0.27316,0.220465,0.199645,9.5,2234.7
2238.8,99.451714,4402.294922,226.385818,1994.999878,52.083199,-83.228638,0.272758,0.262538,0.211806,0.191602,9.5,2234.8
2238.9,99.478119,5235.597656,262.728973,1993.749878,48.796024,361.728577,0.251666,0.238621,0.192289,0.173477,9.5,2234.9
2239.0,99.485931,5340.898438,366.009918,1994.999878,46.883358,-884.435791,0.225287,0.208737,0.16791,0.150829,9.5,2235.0
2239.1,99.490936,5363.541504,488.52066,1994.999878,45.592331,-578.100037,0.199284,0.179355,0.143972,0.128581,9.5,2235.1
2239.2,99.500954,5161.394531,515.731079,1993.749878,44.995831,1496.621582,0.178957,0.156558,0.12547,0.111358,9.5,2235.2
2239.3,99.491142,5290.390625,514.928711,1993.749878,44.04031,-860.37146,0.166272,0.142588,0.114236,0.100862,9.5,2235.3
2239.4,99.504799,5477.211426,462.782166,1994.999878,42.940781,-1190.657227,0.159689,0.135519,0.108624,0.095587,9.5,2235.4
2239.5,99.508163,6155.537109,545.158203,1996.249878,42.954277,161.046143,0.156176,0.1318,0.105693,0.092822,9.5,2235.5
2239.6,99.513794,5918.766602,611.074585,1996.249878,44.259079,1138.049194,0.153537,0.12901,0.103496,0.090748,9.5,2235.6
2239.7,99.52298,6019.160645,590.585022,1997.499878,46.064846,187.0896,0.151652,0.127014,0.101922,0.089263,9.5,2235.7
2239.8,99.519493,5958.467285,610.053223,1999.999878,46.600723,-347.413452,0.150433,0.125723,0.100904,0.088303,9.5,2235.8
2239.9,99.524292,5743.951172,549.63208,1998.749878,46.622875,517.987915,0.149978,0.125245,0.100529,0.087948,9.5,2235.9
2240.0,99.53344,5767.991211,578.185669,1997.499878,46.207176,478.413452,0.148612,0.123815,0.099409,0.086888,9.5,2236.0
2240.1,99.545242,5670.866211,579.671448,1997.499878,45.852135,225.054932,0.146117,0.121207,0.097365,0.084953,9.5,2236.1
2240.2,99.554153,5982.89209,611.083923,1997.499878,44.00222,-945.118042,0.143166,0.118118,0.094944,0.082662,9.5,2236.2
2240.3,99.538712,5908.245605,619.705688,1998.749878,41.990761,-281.899902,0.14135,0.116217,0.093454,0.081251,9.5,2236.3
2240.4,99.551529,5739.416992,612.445923,1998.749878,40.757114,919.504578,0.140692,0.115525,0.09291,0.080738,9.5,2236.4
2240.5,99.56572,5894.90918,641.567993,1997.499878,40.343857,121.771362,0.140192,0.115008,0.092507,0.080354,9.5,2236.5
2240.6,99.568756,6454.634277,582.842834,1998.749878,39.968494,-670.799988,0.139069,0.113846,0.091602,0.079495,9.5,2236.6
2240.7,99.575493,6392.540527,617.453491,1998.749878,40.862106,182.848145,0.136633,0.111324,0.089635,0.077628,9.5,2236.7
2240.8,99.593254,6175.502441,711.76947,1999.999878,42.69384,-93.778564,0.133156,0.107721,0.086826,0.07496,9.5,2236.8
2240.9,99.596985,6088.199219,711.862488,1996.249878,44.56776,482.166138,0.128114,0.102513,0.08277,0.071106,9.5,2236.9
2241.0,99.605385,6110.650879,670.91864,1997.499878,44.992474,598.385742,0.122481,0.096725,0.078274,0.066828,9.5,2237.0
2241.1,99.596001,6699.83252,743.550354,1997.499878,45.393456,3.700134,0.116401,0.090517,0.073467,0.062244,9.5,2237.1
2241.2,99.620857,7373.944336,787.726257,1997.499878,45.738853,-570.599976,0.110557,0.084576,0.068877,0.057861,9.5,2237.2
2241.3,99.613312,7782.250488,979.937805,1996.249878,45.723759,-71.657288,0.104591,0.078523,0.064205,0.053397,9.5,2237.3
2241.4,99.618469,8060.557617,1009.769592,1997.499878,44.470024,706.214233,0.099335,0.073205,0.060106,0.049476,9.5,2237.4
2241.5,99.616295,8130.850098,1029.560791,1996.249878,42.990536,-1958.582275,0.095079,0.068915,0.056805,0.046315,9.5,2237.5
2241.6,99.632835,8341.224609,1116.137695,1996.249878,41.250919,-1989.974609,0.092652,0.06648,0.054936,0.044523,9.5,2237.6
2241.7,99.634354,8323.59082,1141.399902,1994.999878,39.912045,871.637939,0.091408,0.065235,0.053981,0.043607,9.5,2237.7
2241.8,99.641121,8187.566406,1144.634033,1996.249878,38.686741,1660.760376,0.091603,0.065432,0.054132,0.043752,9.5,2237.8
2241.9,99.642227,8118.45752,1169.925293,1996.249878,38.202335,615.794312,0.092758,0.06659,0.055021,0.044604,9.5,2237.9
2242.0,99.662079,8005.800293,1005.300354,1997.499878,38.989388,-959.964355,0.095267,0.069105,0.056951,0.046455,9.5,2238.0
2242.1,99.648308,7708.45459,1062.677612,1996.249878,39.446575,-92.049927,0.097721,0.071565,0.058838,0.048266,9.5,2238.1
2242.2,99.661179,7380.47168,970.652771,1996.249878,38.671249,586.135742,0.099048,0.072897,0.059861,0.049247,9.5,2238.2
2242.3,99.671227,7313.939941,946.864685,1998.749878,37.304825,469.791809,0.097762,0.071616,0.058881,0.048304,9.5,2238.3
2242.4,99.665115,7910.601074,951.516052,1999.999878,36.632404,-2013.90271,0.094303,0.068168,0.056243,0.045769,9.5,2238.4
2242.5,99.669914,8031.378906,1078.19104,1998.749878,35.418358,-2213.006104,0.088868,0.062753,0.052101,0.041787,9.5,2238.5
