DEPT,mss,gr,nprl,dprl,den,pe,res_ild,phi,sw,sw_m1p8,pay_6_50,pay_4_60
2255.0,2225.076206896552,60.478545,0.155005,0.239713,2.301593,12.890742,20000000.0,0.197359,0.00026332691302154664,0.00022388290915503973,True,True
2255.025,2225.099775862069,59.949037,0.14943,0.233492,2.313211,12.931426,20000000.0,0.191461,0.000271438758948399,0.00023008054280181694,True,True
2255.05,2225.123344827586,59.811352,0.146953,0.22548,2.325871,12.870594,20000000.0,0.1862165,0.0002790834121950495,0.0002359042907768023,True,True
2255.075,2225.146913793103,60.957539,0.148481,0.216833,2.339682,12.782409,20000000.0,0.182657,0.0002845220069694533,0.00024003772141103932,True,True
2255.1,2225.1704827586204,62.270453,0.153628,0.207575,2.352896,12.655428,20000000.0,0.1806015,0.0002877602690288809,0.00024249509928892337,True,True
2255.125,2225.194051724138,62.452758,0.161237,0.199291,2.36323,12.535065,20000000.0,0.18026399999999998,0.00028829902935150354,0.00024290367224760745,True,True
2255.15,2225.217620689655,60.528448,0.168371,0.19482,2.368967,12.520376,20000000.0,0.1815955,0.00028618515451660106,0.00024130015994553477,True,True
2255.175,2225.2411896551725,58.129047,0.17208,0.195251,2.368604,12.654953,20000000.0,0.1836655,0.00028295970787665307,0.00023885116119989127,True,True
2255.2,2225.2647586206895,55.51367,0.173105,0.200086,2.361697,12.78944,20000000.0,0.18659550000000003,0.00027851655708213447,0.00023547300957428257,True,True
2255.225,2225.288327586207,52.904413,0.174548,0.208683,2.351222,12.912947,20000000.0,0.1916155,0.0002712198972787662,0.00022991357306477962,True,True
2255.25,2225.311896551724,50.735341,0.177164,0.219528,2.340714,13.026994,20000000.0,0.198346,0.00026201655807033886,0.00022287999122178775,True,True
2255.275,2225.3354655172416,50.69058,0.179648,0.225472,2.333696,13.106157,20000000.0,0.20256000000000002,0.000256565640931178,0.0002187025588594581,True,True
2255.3,2225.359034482759,51.916922,0.181186,0.225975,2.331436,13.035623,20000000.0,0.2035805,0.0002552795391848405,0.0002177156381919636,True,True
2255.325,2225.3826034482754,52.485082,0.181395,0.220579,2.334578,12.923649,20000000.0,0.200987,0.0002585736203188237,0.00022024244153740925,True,True
