DEPT,TVD,ROP,gr,dtc,DTS,mss,sphi_wyllie
2352.9,2246.785,,,,,2242.085,
2353.0,2246.833,,,,,2242.1330000000003,
2353.1,2246.882,,,,,2242.1820000000002,
2353.2,2246.93,,,,,2242.23,
2353.3,2246.978,,,,,2242.2780000000002,
2353.4,2247.026,,,,,2242.326,
2353.5,2247.074,,,,,2242.3740000000003,
2353.6,2247.122,,,,,2242.422,
2353.7,2247.17,,,,,2242.4700000000003,
2353.8,2247.218,,,,,2242.518,
2353.9,2247.266,4.603,38.19,71.51,,2242.5660000000003,0.1696819787985866
2354.0,2247.314,5.686,39.62,70.99,,2242.614,0.16600706713780916
2354.1,2247.362,6.91,40.18,70.42,,2242.6620000000003,0.16197879858657244
2354.2,2247.41,6.995,40.84,70.02,,2242.71,0.1591519434628975
2354.3,2247.459,7.197,41.91,69.48,,2242.759,0.15533568904593642
2354.4,2247.507,6.658,43.8,69.03,,2242.8070000000002,0.15215547703180213
2354.5,2247.555,5.624,46.8,68.49,,2242.855,0.14833922261484095
2354.6,2247.603,5.241,43.3,68.32,,2242.9030000000002,0.14713780918727912
2354.7,2247.651,4.24,41.12,68.07,,2242.951,0.14537102473498228
2354.8,2247.699,3.808,40.29,67.65,,2242.9990000000003,0.1424028268551237
2354.9,2247.747,3.71,39.23,67.53,,2243.047,0.14155477031802122
2355.0,2247.795,3.413,37.22,67.47,,2243.0950000000003,0.14113074204946996
2355.1,2247.843,3.268,38.43,67.38,,2243.143,0.14049469964664307
2355.2,2247.891,3.038,38.81,66.59,,2243.1910000000003,0.13491166077738517
2355.3,2247.938,2.948,39.48,66.73,,2243.2380000000003,0.1359010600706714
2355.4,2247.986,2.836,41.78,66.49,,2243.286,0.1342049469964664
2355.5,2248.034,2.726,43.49,66.24,,2243.3340000000003,0.13243816254416957
2355.6,2248.082,2.515,44.69,66.06,,2243.382,0.1311660777385159
2355.7,2248.13,2.575,46.12,65.87,,2243.4300000000003,0.12982332155477036
2355.8,2248.178,2.519,46.17,66.3,,2243.478,0.13286219081272083
2355.9,2248.226,2.298,47.28,66.36,,2243.5260000000003,0.13328621908127208
2356.0,2248.274,2.349,46.63,66.45,,2243.574,0.13392226148409897
2356.1,2248.322,2.391,45.21,66.72,,2243.6220000000003,0.1358303886925795
2356.2,2248.37,2.337,45.93,66.56,,2243.67,0.13469964664310954
2356.3,2248.418,2.648,47.39,66.85,,2243.7180000000003,0.1367491166077738
2356.4,2248.466,2.96,47.28,67.11,,2243.766,0.13858657243816255
2356.5,2248.513,3.272,47.28,67.31,,2243.813,0.14
2356.6,2248.561,3.584,52.8,67.21,,2243.8610000000003,0.13929328621908124
2356.7,2248.609,3.895,52.8,66.87,,2243.909,0.13689045936395763
2356.8,2248.657,4.207,40.06,66.25,,2243.9570000000003,0.13250883392226148
2356.9,2248.705,4.519,27.38,65.02,,2244.005,0.1238162544169611
2357.0,2248.753,6.405,27.38,63.46,,2244.0530000000003,0.11279151943462898
2357.1,2248.8,7.495,27.38,61.31,,2244.1000000000004,0.09759717314487634
2357.2,2248.848,5.784,27.38,59.53,,2244.148,0.08501766784452297
2357.3,2248.896,6.571,21.94,57.39,,2244.1960000000004,0.06989399293286219
2357.4,2248.944,6.311,20.45,55.5,,2244.244,0.05653710247349823
2357.5,2248.992,6.127,18.89,54.35,,2244.2920000000004,0.04840989399293287
2357.6,2249.04,6.24,17.38,53.25,,2244.34,0.04063604240282685
2357.7,2249.087,6.472,16.03,52.56,,2244.387,0.03575971731448765
2357.8,2249.135,6.484,11.73,52.22,,2244.4350000000004,0.03335689045936395
2357.9,2249.183,6.498,10.28,52.08,,2244.483,0.032367491166077726
2358.0,2249.231,6.344,9.9,51.96,,2244.5310000000004,0.031519434628975274
2358.1,2249.278,6.17,9.51,51.74,,2244.578,0.029964664310954077
2358.2,2249.326,6.368,9.14,50.98,,2244.626,0.02459363957597171
2358.3,2249.374,5.904,11.97,50.56,,2244.674,0.02162544169611309
2358.4,2249.422,5.934,12.56,49.74,,2244.722,0.01583038869257952
2358.5,2249.469,6.08,13.87,49.01,,2244.7690000000002,0.010671378091872777
2358.6,2249.517,5.926,14.45,48.43,,2244.817,0.006572438162544167
2358.7,2249.565,6.8,15.33,47.8,,2244.8650000000002,0.0021201413427561636
2358.8,2249.612,7.337,15.7,47.03,,2244.9120000000003,0.0
2358.9,2249.66,9.09,16.21,47.29,,2244.96,0.0
2359.0,2249.708,11.175,15.37,47.54,,2245.0080000000003,0.00028268551236748516
2359.1,2249.755,13.555,14.72,48.35,,2245.0550000000003,0.006007067137809198
2359.2,2249.803,16.926,14.6,51.1,,2245.103,0.025441696113074216
2359.3,2249.851,20.402,12.84,51.1,,2245.1510000000003,0.025441696113074216
2359.4,2249.898,20.376,12.99,53.67,,2245.1980000000003,0.04360424028268552
2359.5,2249.946,19.623,12.99,53.67,,2245.246,0.04360424028268552
2359.6,2249.994,19.566,13.69,53.67,,2245.2940000000003,0.04360424028268552
2359.7,2250.041,17.936,13.69,53.35,,2245.3410000000003,0.041342756183745596
2359.8,2250.089,15.911,13.69,53.04,,2245.389,0.03915194346289752
2359.9,2250.137,12.547,13.63,52.73,,2245.4370000000004,0.036961130742049444
2360.0,2250.184,10.997,13.58,52.42,,2245.4840000000004,0.034770318021201424
2360.1,2250.232,10.296,13.58,52.11,,2245.532,0.032579505300353355
2360.2,2250.279,8.704,13.58,51.8,,2245.579,0.03038869257950528
2360.3,2250.327,7.456,13.58,51.48,,2245.6270000000004,0.02812720848056535
2360.4,2250.375,6.753,13.58,51.17,,2245.675,0.025936395759717328
2360.5,2250.422,6.709,13.58,50.86,,2245.722,0.023745583038869252
2360.6,2250.47,6.511,13.58,50.55,,2245.77,0.02155477031802118
2360.7,2250.517,5.96,11.97,50.24,,2245.817,0.01936395759717316
2360.8,2250.565,5.875,11.59,50.24,,2245.8650000000002,0.01936395759717316
2360.9,2250.612,5.881,11.22,51.46,,2245.9120000000003,0.027985865724381633
2361.0,2250.66,6.0,9.78,51.46,,2245.96,0.027985865724381633
2361.1,2250.707,6.084,9.78,51.46,,2246.007,0.027985865724381633
2361.2,2250.755,6.296,9.78,51.77,,2246.0550000000003,0.030176678445229706
2361.3,2250.802,6.331,9.78,52.43,,2246.1020000000003,0.03484098939929328
2361.4,2250.85,6.933,9.78,52.68,,2246.15,0.03660777385159011
2361.5,2250.897,7.089,9.78,52.8,,2246.197,0.03745583038869256
2361.6,2250.945,7.068,9.78,52.93,,2246.2450000000003,0.038374558303886926
2361.7,2250.992,6.5,10.76,53.68,,2246.2920000000004,0.04367491166077738
2361.8,2251.04,6.111,11.73,53.69,,2246.34,0.04374558303886924
2361.9,2251.087,5.219,11.73,56.01,,2246.387,0.060141342756183734
2362.0,2251.135,4.729,10.32,56.64,,2246.4350000000004,0.06459363957597174
2362.1,2251.182,3.225,9.8,57.3,,2246.482,0.06925795053003532
2362.2,2251.23,2.936,9.8,57.95,,2246.53,0.07385159010600709
2362.3,2251.277,2.541,9.73,60.41,,2246.577,0.09123674911660774
2362.4,2251.325,2.195,9.48,60.41,,2246.625,0.09123674911660774
2362.5,2251.372,2.141,9.4,60.41,,2246.672,0.09123674911660774
2362.6,2251.419,2.283,9.26,60.41,,2246.719,0.09123674911660774
2362.7,2251.467,2.458,9.23,60.41,,2246.7670000000003,0.09123674911660774
2362.8,2251.514,2.571,9.21,57.14,,2246.8140000000003,0.06812720848056537
2362.9,2251.562,2.793,9.17,53.67,,2246.862,0.04360424028268552
2363.0,2251.609,3.046,8.99,58.94,,2246.909,0.08084805653710246
2363.1,2251.656,3.609,9.19,57.94,,2246.956,0.07378091872791517
2363.2,2251.704,3.648,9.29,57.94,,2247.0040000000004,0.07378091872791517
2363.3,2251.751,3.924,9.35,58.11,,2247.0510000000004,0.07498233215547703
2363.4,2251.798,4.011,9.63,58.83,,2247.098,0.08007067137809186
2363.5,2251.846,4.061,9.88,58.86,,2247.146,0.08028268551236749
2363.6,2251.893,3.996,10.15,58.67,,2247.193,0.07893992932862191
2363.7,2251.94,3.496,15.19,58.82,,2247.2400000000002,0.08
2363.8,2251.988,2.757,15.97,59.73,,2247.288,0.0864310954063604
2363.9,2252.035,2.358,17.2,58.8,,2247.335,0.07985865724381623
2364.0,2252.082,1.879,17.27,56.67,,2247.382,0.06480565371024737
2364.1,2252.13,1.412,18.86,57.03,,2247.4300000000003,0.06734982332155477
2364.2,2252.177,1.188,24.09,56.38,,2247.4770000000003,0.06275618374558306
2364.3,2252.224,0.96,25.34,56.9,,2247.5240000000003,0.06643109540636041
2364.4,2252.272,0.86,25.82,56.26,,2247.572,0.06190812720848055
2364.5,2252.319,0.777,32.12,59.98,,2247.619,0.08819787985865722
2364.6,2252.366,0.766,36.93,62.6,,2247.666,0.10671378091872792
2364.7,2252.413,0.788,38.41,63.42,,2247.713,0.11250883392226149
2364.8,2252.461,0.81,43.04,65.25,,2247.761,0.1254416961130742
2364.9,2252.508,0.873,44.85,67.7,,2247.808,0.14275618374558305
2365.0,2252.555,0.965,49.16,68.23,,2247.855,0.14650176678445231
2365.1,2252.602,1.126,49.49,68.68,,2247.902,0.1496819787985866
2365.2,2252.65,1.251,51.87,68.87,,2247.9500000000003,0.15102473498233218
2365.3,2252.697,1.451,49.92,69.7,,2247.9970000000003,0.15689045936395762
2365.4,2252.744,1.566,47.5,69.47,,2248.0440000000003,0.1552650176678445
2365.5,2252.791,1.666,44.89,69.39,,2248.0910000000003,0.15469964664310953
2365.6,2252.838,1.761,44.81,68.8,,2248.1380000000004,0.15053003533568904
2365.7,2252.886,1.808,42.99,68.65,,2248.186,0.149469964664311
2365.8,2252.933,1.934,42.33,68.51,,2248.233,0.14848056537102478
2365.9,2252.98,2.061,43.73,68.85,,2248.28,0.15088339222614838
2366.0,2253.027,1.012,44.57,69.09,,2248.327,0.15257950530035339
2366.1,2253.074,0.827,52.38,69.09,,2248.3740000000003,0.15257950530035339
2366.2,2253.121,0.759,53.18,69.09,,2248.4210000000003,0.15257950530035339
2366.3,2253.169,0.468,54.29,70.35,,2248.469,0.1614840989399293
2366.4,2253.216,0.147,55.09,70.35,,2248.516,0.1614840989399293
2366.5,2253.263,-0.12,55.24,71.07,,2248.563,0.16657243816254413
2366.6,2253.31,0.345,55.61,71.79,,2248.61,0.17166077738515906
2366.7,2253.357,0.635,55.4,72.51,,2248.657,0.1767491166077739
2366.8,2253.404,0.824,55.08,73.23,,2248.704,0.1818374558303887
2366.9,2253.451,1.029,54.87,73.95,,2248.751,0.18692579505300355
2367.0,2253.498,2.239,54.7,74.67,,2248.7980000000002,0.1920141342756184
2367.1,2253.545,2.274,50.62,74.67,,2248.8450000000003,0.1920141342756184
2367.2,2253.592,2.273,50.17,73.14,,2248.8920000000003,0.18120141342756185
2367.3,2253.639,2.463,49.04,73.14,,2248.9390000000003,0.18120141342756185
2367.4,2253.687,2.63,49.01,73.14,,2248.987,0.18120141342756185
2367.5,2253.734,2.695,48.09,72.82,,2249.034,0.17893992932862185
2367.6,2253.781,2.696,48.18,72.41,,2249.081,0.1760424028268551
2367.7,2253.828,2.118,48.48,72.07,,2249.128,0.1736395759717314
2367.8,2253.875,1.859,48.89,72.07,,2249.175,0.1736395759717314
2367.9,2253.922,1.744,48.89,72.07,,2249.222,0.1736395759717314
2368.0,2253.969,1.561,48.89,70.51,,2249.2690000000002,0.16261484098939932
2368.1,2254.016,1.229,48.89,70.5,,2249.3160000000003,0.1625441696113074
2368.2,2254.063,1.112,48.89,70.32,,2249.3630000000003,0.16127208480565366
2368.3,2254.11,1.062,48.09,70.32,,2249.4100000000003,0.16127208480565366
2368.4,2254.157,0.992,47.28,70.32,,2249.4570000000003,0.16127208480565366
2368.5,2254.204,0.923,46.48,70.29,,2249.5040000000004,0.16106007067137815
2368.6,2254.251,0.91,45.68,70.25,,2249.5510000000004,0.1607773851590106
2368.7,2254.298,1.022,44.87,70.21,,2249.598,0.16049469964664306
2368.8,2254.345,1.05,44.07,70.21,,2249.645,0.16049469964664306
2368.9,2254.391,1.141,43.27,70.21,,2249.6910000000003,0.16049469964664306
2369.0,2254.438,1.242,42.47,70.06,,2249.7380000000003,0.15943462897526503
2369.1,2254.485,1.978,41.66,70.06,,2249.7850000000003,0.15943462897526503
2369.2,2254.532,2.458,40.86,68.48,,2249.8320000000003,0.14826855123674915
2369.3,2254.579,3.186,40.06,66.89,,2249.8790000000004,0.13703180212014135
2369.4,2254.626,4.483,39.25,65.31,,2249.9260000000004,0.12586572438162547
2369.5,2254.673,7.89,38.45,63.73,,2249.973,0.11469964664310951
2369.6,2254.72,11.368,37.65,62.14,,2250.02,0.10346289752650177
2369.7,2254.767,11.779,36.85,60.56,,2250.067,0.09229681978798589
2369.8,2254.814,9.483,36.04,58.98,,2250.114,0.08113074204946995
2369.9,2254.86,7.462,35.24,57.39,,2250.1600000000003,0.06989399293286219
2370.0,2254.907,6.259,34.44,55.81,,2250.2070000000003,0.05872791519434631
2370.1,2254.954,4.736,33.63,54.23,,2250.2540000000004,0.04756183745583037
2370.2,2255.001,3.851,32.83,52.64,,2250.3010000000004,0.03632508833922262
2370.3,2255.048,3.279,32.03,52.64,,2250.348,0.03632508833922262
2370.4,2255.095,3.251,31.23,52.64,,2250.395,0.03632508833922262
2370.5,2255.141,2.802,30.42,52.64,,2250.4410000000003,0.03632508833922262
2370.6,2255.188,2.859,29.62,52.64,,2250.4880000000003,0.03632508833922262
2370.7,2255.235,2.835,28.82,52.64,,2250.5350000000003,0.03632508833922262
2370.8,2255.282,3.058,28.01,52.64,,2250.5820000000003,0.03632508833922262
2370.9,2255.328,3.006,27.21,52.64,,2250.628,0.03632508833922262
2371.0,2255.375,2.745,26.41,52.64,,2250.675,0.03632508833922262
2371.1,2255.422,2.469,25.61,52.64,,2250.722,0.03632508833922262
2371.2,2255.468,2.36,24.8,55.64,,2250.768,0.057526501766784456
2371.3,2255.515,2.095,24.0,55.64,,2250.815,0.057526501766784456
2371.4,2255.562,1.881,23.2,55.64,,2250.862,0.057526501766784456
2371.5,2255.608,1.779,22.39,53.49,,2250.9080000000004,0.04233215547703181
2371.6,2255.655,1.676,21.59,53.62,,2250.9550000000004,0.04325088339222613
2371.7,2255.702,1.668,20.79,53.47,,2251.0020000000004,0.04219081272084805
2371.8,2255.748,1.666,19.98,53.43,,2251.0480000000002,0.04190812720848056
2371.9,2255.795,1.693,19.18,53.29,,2251.0950000000003,0.04091872791519434
2372.0,2255.841,1.794,18.38,53.28,,2251.141,0.04084805653710248
2372.1,2255.888,1.881,17.58,53.35,,2251.188,0.041342756183745596
2372.2,2255.934,1.977,17.58,53.32,,2251.2340000000004,0.04113074204946997
2372.3,2255.981,2.188,17.58,53.35,,2251.2810000000004,0.041342756183745596
2372.4,2256.027,2.374,18.45,53.38,,2251.327,0.04155477031802122
2372.5,2256.074,2.236,18.45,53.55,,2251.3740000000003,0.04275618374558302
2372.6,2256.12,2.465,18.53,53.55,,2251.42,0.04275618374558302
2372.7,2256.167,2.504,18.81,53.55,,2251.467,0.04275618374558302
2372.8,2256.213,2.443,18.91,53.51,,2251.5130000000004,0.042473498233215536
2372.9,2256.26,2.748,19.0,53.63,,2251.5600000000004,0.04332155477031804
2373.0,2256.306,2.986,19.26,53.79,,2251.606,0.04445229681978798
2373.1,2256.352,4.064,19.47,53.68,,2251.652,0.04367491166077738
2373.2,2256.399,5.182,19.66,53.68,,2251.699,0.04367491166077738
2373.3,2256.445,6.271,20.39,54.5,,2251.7450000000003,0.04946996466431095
2373.4,2256.492,9.227,20.59,54.99,,2251.7920000000004,0.05293286219081274
2373.5,2256.538,18.89,22.17,55.7,,2251.838,0.05795053003533571
2373.6,2256.584,18.838,22.56,56.56,,2251.884,0.06402826855123676
2373.7,2256.63,18.457,22.9,57.08,,2251.9300000000003,0.06770318021201412
2373.8,2256.677,17.89,23.43,57.52,,2251.9770000000003,0.07081272084805657
2373.9,2256.723,16.824,23.34,58.32,,2252.023,0.07646643109540636
2374.0,2256.769,16.574,23.26,58.18,,2252.069,0.07547703180212013
2374.1,2256.816,16.546,23.09,57.94,,2252.116,0.07378091872791517
2374.2,2256.862,16.79,23.29,57.64,,2252.1620000000003,0.07166077738515901
2374.3,2256.908,17.033,23.76,56.41,,2252.208,0.06296819787985863
2374.4,2256.954,17.112,26.2,56.17,,2252.2540000000004,0.06127208480565372
2374.5,2257.0,17.727,28.5,55.31,,2252.3,0.055194346289752665
2374.6,2257.046,18.07,30.08,55.31,,2252.346,0.055194346289752665
2374.7,2257.093,18.781,31.22,57.47,,2252.393,0.07045936395759717
2374.8,2257.139,19.709,32.93,59.15,,2252.4390000000003,0.0823321554770318
2374.9,2257.185,20.291,33.99,59.47,,2252.485,0.08459363957597173
2375.0,2257.231,20.559,34.59,61.47,,2252.5310000000004,0.09872791519434629
2375.1,2257.277,21.395,33.82,62.18,,2252.577,0.10374558303886926
2375.2,2257.323,21.851,32.74,62.64,,2252.623,0.10699646643109541
2375.3,2257.369,22.009,32.16,63.04,,2252.6690000000003,0.10982332155477031
2375.4,2257.415,21.926,28.92,63.08,,2252.715,0.1101060070671378
2375.5,2257.461,22.259,27.24,62.25,,2252.761,0.10424028268551237
2375.6,2257.507,21.879,25.02,61.85,,2252.8070000000002,0.10141342756183747
2375.7,2257.553,21.149,23.88,61.89,,2252.853,0.10169611307420495
2375.8,2257.599,20.486,22.65,60.96,,2252.8990000000003,0.09512367491166078
2375.9,2257.645,20.385,21.57,60.61,,2252.945,0.09265017667844523
2376.0,2257.691,20.031,21.66,60.0,,2252.991,0.08833922261484099
2376.1,2257.737,19.532,21.06,60.37,,2253.0370000000003,0.09095406360424027
2376.2,2257.783,19.172,21.06,59.24,,2253.083,0.08296819787985867
2376.3,2257.829,19.417,21.67,57.75,,2253.1290000000004,0.07243816254416961
2376.4,2257.875,19.522,22.58,56.97,,2253.175,0.06692579505300353
2376.5,2257.921,19.327,23.25,56.14,,2253.221,0.06106007067137809
2376.6,2257.966,19.463,23.79,54.8,,2253.266,0.051590106007067114
2376.7,2258.012,19.873,24.73,53.11,,2253.3120000000004,0.03964664310954063
2376.8,2258.058,20.046,25.57,51.89,,2253.358,0.03102473498233216
2376.9,2258.104,20.046,26.03,51.65,,2253.404,0.029328621908127198
2377.0,2258.15,20.409,27.23,50.98,,2253.4500000000003,0.02459363957597171
2377.1,2258.195,20.803,28.94,50.93,,2253.4950000000003,0.024240282685512364
2377.2,2258.241,20.501,30.33,50.72,,2253.541,0.022756183745583032
2377.3,2258.287,20.131,31.49,49.54,,2253.587,0.014416961130742043
2377.4,2258.333,20.249,32.75,49.54,,2253.6330000000003,0.014416961130742043
2377.5,2258.378,20.449,33.84,49.54,,2253.6780000000003,0.014416961130742043
2377.6,2258.424,20.086,34.36,52.47,,2253.724,0.03512367491166077
2377.7,2258.47,19.706,34.87,55.41,,2253.77,0.05590106007067135
2377.8,2258.515,20.014,35.16,58.35,,2253.815,0.076678445229682
2377.9,2258.561,19.566,34.8,61.29,,2253.8610000000003,0.09745583038869257
2378.0,2258.607,19.991,34.68,64.23,,2253.907,0.1182332155477032
2378.1,2258.652,19.37,32.26,64.23,,2253.952,0.1182332155477032
2378.2,2258.698,19.829,29.59,64.23,,2253.998,0.1182332155477032
2378.3,2258.744,19.468,28.02,62.99,,2254.0440000000003,0.10946996466431097
2378.4,2258.789,18.991,27.05,62.99,,2254.0890000000004,0.10946996466431097
2378.5,2258.835,18.327,25.53,62.68,,2254.135,0.1072791519434629
2378.6,2258.88,18.119,25.33,62.29,,2254.1800000000003,0.10452296819787986
2378.7,2258.926,17.159,26.42,61.9,,2254.226,0.10176678445229681
2378.8,2258.971,16.589,26.21,61.55,,2254.271,0.09929328621908125
2378.9,2259.017,15.809,28.36,60.11,,2254.317,0.08911660777385158
2379.0,2259.062,15.124,31.09,58.46,,2254.362,0.07745583038869258
2379.1,2259.108,14.75,35.67,58.05,,2254.4080000000004,0.07455830388692578
2379.2,2259.153,14.615,38.29,57.64,,2254.453,0.07166077738515901
2379.3,2259.199,14.754,43.34,56.11,,2254.4990000000003,0.06084805653710247
2379.4,2259.244,14.953,45.84,59.1,,2254.5440000000003,0.08197879858657245
2379.5,2259.289,15.559,47.91,59.71,,2254.5890000000004,0.08628975265017669
2379.6,2259.335,16.73,48.4,60.28,,2254.635,0.09031802120141344
2379.7,2259.38,17.853,49.07,60.59,,2254.6800000000003,0.0925088339222615
2379.8,2259.426,18.721,49.23,60.78,,2254.726,0.09385159010600708
2379.9,2259.471,20.112,49.66,61.41,,2254.771,0.09830388692579503
2380.0,2259.516,21.177,49.41,61.39,,2254.8160000000003,0.09816254416961132
2380.1,2259.562,20.987,49.55,62.94,,2254.862,0.10911660777385157
2380.2,2259.607,21.411,50.22,63.43,,2254.907,0.11257950530035335
2380.3,2259.652,21.686,50.58,65.4,,2254.952,0.12650176678445232
2380.4,2259.697,22.182,50.92,68.41,,2254.9970000000003,0.14777385159010598
2380.5,2259.743,22.434,51.96,70.35,,2255.043,0.1614840989399293
2380.6,2259.788,22.342,50.12,71.28,,2255.088,0.1680565371024735
2380.7,2259.833,22.83,54.37,72.54,,2255.1330000000003,0.17696113074204953
2380.8,2259.878,23.359,54.13,73.93,,2255.1780000000003,0.18678445229681984
2380.9,2259.924,23.207,53.58,74.63,,2255.224,0.19173144876325085
2381.0,2259.969,22.222,53.62,72.77,,2255.2690000000002,0.1785865724381625
2381.1,2260.014,21.907,54.34,71.3,,2255.3140000000003,0.16819787985865722
2381.2,2260.059,20.677,52.13,69.45,,2255.3590000000004,0.1551236749116608
2381.3,2260.104,20.096,50.07,67.7,,2255.404,0.14275618374558305
2381.4,2260.149,19.147,48.22,64.73,,2255.449,0.12176678445229684
2381.5,2260.194,18.691,46.18,62.38,,2255.494,0.10515901060070673
2381.6,2260.239,18.675,45.01,62.82,,2255.539,0.10826855123674912
2381.7,2260.284,18.521,40.87,62.58,,2255.5840000000003,0.10657243816254416
2381.8,2260.33,18.579,41.17,62.55,,2255.63,0.10636042402826854
2381.9,2260.375,18.754,41.68,63.16,,2255.675,0.11067137809187277
2382.0,2260.42,19.459,41.02,63.97,,2255.7200000000003,0.11639575971731447
2382.1,2260.465,19.711,40.66,63.97,,2255.7650000000003,0.11639575971731447
2382.2,2260.51,20.18,38.57,64.04,,2255.8100000000004,0.11689045936395764
2382.3,2260.555,20.22,36.56,64.14,,2255.855,0.11759717314487633
2382.4,2260.6,20.214,34.5,64.07,,2255.9,0.11710247349823316
2382.5,2260.644,20.453,32.75,63.77,,2255.944,0.11498233215547705
2382.6,2260.689,20.566,30.94,63.09,,2255.989,0.1101766784452297
2382.7,2260.734,20.596,33.94,62.86,,2256.034,0.1085512367491166
2382.8,2260.779,19.769,38.77,62.8,,2256.079,0.10812720848056535
2382.9,2260.824,19.57,41.27,62.37,,2256.1240000000003,0.10508833922261482
2383.0,2260.869,19.976,43.93,62.54,,2256.1690000000003,0.10628975265017668
2383.1,2260.914,19.882,45.98,63.6,,2256.2140000000004,0.11378091872791521
2383.2,2260.959,20.372,48.24,63.98,,2256.259,0.11646643109540634
2383.3,2261.003,20.569,48.46,64.29,,2256.3030000000003,0.11865724381625446
2383.4,2261.048,21.674,47.0,65.17,,2256.348,0.12487632508833924
2383.5,2261.093,22.593,46.48,65.3,,2256.393,0.12579505300353355
2383.6,2261.138,22.614,45.87,65.45,,2256.438,0.12685512367491167
2383.7,2261.183,22.025,44.92,65.39,,2256.483,0.12643109540636044
2383.8,2261.227,23.071,40.63,65.49,,2256.527,0.12713780918727913
2383.9,2261.272,22.457,39.77,65.53,,2256.572,0.12742049469964664
2384.0,2261.317,21.22,39.27,65.6,,2256.617,0.1279151943462897
2384.1,2261.361,21.063,38.89,64.4,,2256.661,0.11943462897526506
2384.2,2261.406,20.395,38.55,64.03,,2256.706,0.11681978798586573
2384.3,2261.451,20.077,37.97,63.58,,2256.751,0.11363957597173144
2384.4,2261.495,20.225,37.84,63.48,,2256.795,0.1129328621908127
2384.5,2261.54,20.199,37.15,63.37,,2256.84,0.1121554770318021
2384.6,2261.585,20.472,36.76,62.57,,2256.885,0.10650176678445229
2384.7,2261.629,20.68,36.34,62.87,,2256.929,0.10862190812720847
2384.8,2261.674,21.136,36.05,63.13,,2256.974,0.11045936395759719
2384.9,2261.718,21.601,35.2,62.77,,2257.018,0.10791519434628978
2385.0,2261.763,21.903,34.72,62.33,,2257.063,0.10480565371024733
2385.1,2261.808,21.531,33.83,62.55,,2257.108,0.10636042402826854
2385.2,2261.852,21.78,33.04,62.63,,2257.152,0.10692579505300355
2385.3,2261.897,22.282,32.27,62.84,,2257.197,0.10840989399293288
2385.4,2261.941,21.066,31.79,62.84,,2257.241,0.10840989399293288
2385.5,2261.986,19.014,31.7,62.99,,2257.286,0.10946996466431097
2385.6,2262.03,18.191,32.63,63.64,,2257.3300000000004,0.1140636042402827
2385.7,2262.075,17.789,33.07,63.65,,2257.375,0.11413427561837455
2385.8,2262.119,17.678,34.67,63.74,,2257.4190000000003,0.11477031802120143
2385.9,2262.163,17.634,35.47,63.95,,2257.463,0.11625441696113076
2386.0,2262.208,18.27,36.86,63.64,,2257.5080000000003,0.1140636042402827
2386.1,2262.252,19.483,38.68,63.16,,2257.552,0.11067137809187277
2386.2,2262.297,20.321,39.71,62.48,,2257.597,0.10586572438162542
2386.3,2262.341,20.18,38.36,60.55,,2257.641,0.09222614840989397
2386.4,2262.385,21.657,37.79,59.95,,2257.6850000000004,0.08798586572438165
2386.5,2262.43,22.585,35.74,60.28,,2257.73,0.09031802120141344
2386.6,2262.474,22.885,33.82,59.9,,2257.7740000000003,0.08763250883392225
2386.7,2262.518,23.109,32.69,59.72,,2257.818,0.08636042402826855
2386.8,2262.562,22.695,30.79,59.67,,2257.862,0.0860070671378092
2386.9,2262.607,22.129,30.52,59.08,,2257.907,0.08183745583038868
2387.0,2262.651,21.62,30.47,59.03,,2257.951,0.08148409893992933
2387.1,2262.695,20.663,30.05,58.28,,2257.9950000000003,0.07618374558303888
2387.2,2262.739,20.568,30.08,57.58,,2258.039,0.07123674911660777
2387.3,2262.784,19.62,28.22,56.97,,2258.0840000000003,0.06692579505300353
2387.4,2262.828,18.266,27.24,56.67,,2258.128,0.06480565371024737
2387.5,2262.872,18.339,26.3,55.81,,2258.172,0.05872791519434631
2387.6,2262.916,18.141,25.08,55.75,,2258.2160000000003,0.05830388692579505
2387.7,2262.96,17.903,23.75,55.84,,2258.26,0.05893992932862193
2387.8,2263.004,17.338,22.9,55.97,,2258.304,0.05985865724381625
2387.9,2263.049,17.229,22.46,55.87,,2258.349,0.05915194346289751
2388.0,2263.093,18.244,21.83,55.75,,2258.393,0.05830388692579505
2388.1,2263.137,18.514,21.98,55.82,,2258.4370000000004,0.058798586572438166
2388.2,2263.181,18.295,22.16,55.89,,2258.481,0.059293286219081275
2388.3,2263.225,18.837,22.13,55.33,,2258.525,0.05533568904593639
2388.4,2263.269,19.456,22.51,55.37,,2258.569,0.05561837455830387
2388.5,2263.313,19.832,22.86,56.23,,2258.6130000000003,0.061696113074204924
2388.6,2263.357,19.502,22.69,56.26,,2258.657,0.06190812720848055
2388.7,2263.401,18.854,22.56,56.13,,2258.701,0.060989399293286235
2388.8,2263.445,18.452,22.61,56.24,,2258.7450000000003,0.06176678445229684
2388.9,2263.489,18.763,22.24,56.59,,2258.789,0.06424028268551239
2389.0,2263.533,17.174,21.5,56.43,,2258.833,0.0631095406360424
2389.1,2263.577,16.876,21.15,56.16,,2258.8770000000004,0.061201413427561815
2389.2,2263.621,16.929,20.87,55.97,,2258.9210000000003,0.05985865724381625
2389.3,2263.664,16.991,21.07,56.22,,2258.9640000000004,0.061625441696113066
2389.4,2263.708,17.039,21.28,56.03,,2259.0080000000003,0.0602826855123675
