DEPT,TVD,ROP,gr,dtc,DTS,mss,sphi_wyllie
2431.5,2280.285,9.349,37.62,64.74,,2275.585,0.12183745583038866
2431.6,2280.319,9.834,38.07,65.13,,2275.619,0.12459363957597169
2431.7,2280.353,10.636,41.93,65.73,,2275.6530000000002,0.12883392226148413
2431.8,2280.387,11.453,44.56,65.78,,2275.6870000000004,0.12918727915194347
2431.9,2280.421,12.783,47.98,65.92,,2275.721,0.1301766784452297
2432.0,2280.455,15.051,51.23,66.61,,2275.755,0.1350530035335689
2432.1,2280.489,16.527,52.25,66.96,,2275.789,0.1375265017667844
2432.2,2280.523,17.956,57.2,67.63,,2275.8230000000003,0.1422614840989399
2432.3,2280.556,18.661,57.48,68.79,,2275.856,0.1504593639575972
2432.4,2280.59,19.478,58.36,69.43,,2275.8900000000003,0.15498233215547708
2432.5,2280.624,20.091,75.1,69.9,,2275.924,0.15830388692579508
2432.6,2280.658,19.93,77.07,69.85,,2275.958,0.15795053003533566
2432.7,2280.692,20.059,77.84,69.78,,2275.992,0.1574558303886926
2432.8,2280.725,20.08,76.86,69.97,,2276.025,0.15879858657243814
2432.9,2280.759,19.857,78.89,70.23,,2276.059,0.1606360424028269
2433.0,2280.793,19.084,78.62,70.29,,2276.0930000000003,0.16106007067137815
2433.1,2280.826,16.202,74.69,70.32,,2276.126,0.16127208480565366
2433.2,2280.86,15.423,69.94,70.13,,2276.1600000000003,0.1599293286219081
2433.3,2280.893,13.953,67.7,70.07,,2276.193,0.15950530035335683
2433.4,2280.927,12.193,64.97,69.09,,2276.2270000000003,0.15257950530035339
2433.5,2280.961,10.103,38.86,68.34,,2276.261,0.14727915194346292
2433.6,2280.994,8.811,38.19,67.28,,2276.2940000000003,0.13978798586572438
2433.7,2281.027,8.054,37.8,66.73,,2276.327,0.1359010600706714
2433.8,2281.061,8.045,36.96,66.23,,2276.3610000000003,0.13236749116607777
2433.9,2281.094,7.441,35.67,65.77,,2276.3940000000002,0.12911660777385156
2434.0,2281.128,7.108,33.95,65.45,,2276.4280000000003,0.12685512367491167
2434.1,2281.161,7.412,33.64,65.41,,2276.4610000000002,0.12657243816254415
2434.2,2281.194,7.708,34.58,64.92,,2276.494,0.12310954063604242
2434.3,2281.228,7.797,34.21,64.26,,2276.5280000000002,0.11844522968197883
2434.4,2281.261,7.909,34.01,64.05,,2276.561,0.11696113074204945
2434.5,2281.294,8.512,34.28,63.77,,2276.594,0.11498233215547705
2434.6,2281.327,8.84,35.22,63.23,,2276.6270000000004,0.11116607773851588
2434.7,2281.361,9.505,35.68,63.6,,2276.661,0.11378091872791521
2434.8,2281.394,9.727,35.43,64.23,,2276.694,0.1182332155477032
2434.9,2281.427,10.107,38.61,64.65,,2276.7270000000003,0.12120141342756188
2435.0,2281.46,10.667,40.66,64.36,,2276.76,0.11915194346289752
2435.1,2281.493,10.996,40.46,64.37,,2276.793,0.11922261484098944
2435.2,2281.526,9.906,40.27,64.53,,2276.826,0.12035335689045937
2435.3,2281.559,9.343,42.35,64.43,,2276.8590000000004,0.11964664310954068
2435.4,2281.592,9.124,43.05,63.47,,2276.8920000000003,0.11286219081272084
2435.5,2281.625,8.797,45.07,63.06,,2276.925,0.10996466431095409
2435.6,2281.658,8.698,45.98,62.55,,2276.958,0.10636042402826854
2435.7,2281.691,9.121,48.41,63.5,,2276.991,0.11307420494699646
2435.8,2281.724,9.758,51.17,63.75,,2277.0240000000003,0.11484098939929328
2435.9,2281.757,10.529,53.47,65.35,,2277.0570000000002,0.1261484098939929
2436.0,2281.79,11.469,55.53,67.7,,2277.09,0.14275618374558305
2436.1,2281.822,12.751,55.97,68.18,,2277.1220000000003,0.14614840989399297
2436.2,2281.855,14.352,57.44,69.45,,2277.155,0.1551236749116608
2436.3,2281.888,15.12,58.18,69.82,,2277.188,0.15773851590106003
2436.4,2281.921,15.24,57.29,71.16,,2277.221,0.167208480565371
2436.5,2281.953,15.522,57.2,71.58,,2277.253,0.17017667844522966
2436.6,2281.986,15.265,57.54,71.14,,2277.286,0.16706713780918728
2436.7,2282.019,15.429,56.95,71.22,,2277.319,0.16763250883392225
2436.8,2282.051,15.962,55.87,70.71,,2277.351,0.1640282685512367
2436.9,2282.084,15.985,54.65,70.23,,2277.384,0.1606360424028269
2437.0,2282.116,16.105,54.65,69.78,,2277.416,0.1574558303886926
2437.1,2282.149,16.462,54.84,69.58,,2277.449,0.1560424028268551
2437.2,2282.181,15.972,53.75,68.55,,2277.481,0.1487632508833922
2437.3,2282.214,16.014,53.94,69.31,,2277.514,0.15413427561837456
2437.4,2282.246,15.997,55.02,69.65,,2277.5460000000003,0.15653710247349828
2437.5,2282.279,15.537,55.9,69.88,,2277.579,0.15816254416961129
2437.6,2282.311,15.321,56.58,70.67,,2277.6110000000003,0.16374558303886927
2437.7,2282.344,15.216,56.18,70.64,,2277.6440000000002,0.16353356890459364
2437.8,2282.376,15.202,55.93,70.59,,2277.6760000000004,0.1631802120141343
2437.9,2282.408,14.538,56.49,70.58,,2277.708,0.16310954063604238
2438.0,2282.44,13.903,55.45,70.5,,2277.7400000000002,0.1625441696113074
2438.1,2282.473,13.658,53.7,70.6,,2277.773,0.1632508833922261
2438.2,2282.505,13.612,52.18,70.61,,2277.8050000000003,0.163321554770318
2438.3,2282.537,13.074,53.21,70.74,,2277.837,0.16424028268551233
2438.4,2282.569,12.951,52.46,70.76,,2277.869,0.16438162544169616
2438.5,2282.601,13.543,53.33,70.77,,2277.9010000000003,0.16445229681978796
2438.6,2282.634,13.609,53.63,70.73,,2277.934,0.16416961130742053
2438.7,2282.666,13.597,53.82,70.73,,2277.9660000000003,0.16416961130742053
2438.8,2282.698,13.715,53.58,70.51,,2277.998,0.16261484098939932
2438.9,2282.73,13.997,53.32,70.4,,2278.03,0.16183745583038872
2439.0,2282.762,13.975,52.31,69.99,,2278.0620000000004,0.15893992932862186
2439.1,2282.794,13.244,51.66,69.67,,2278.094,0.156678445229682
2439.2,2282.826,12.852,55.01,69.38,,2278.126,0.15462897526501765
2439.3,2282.858,12.134,54.67,66.98,,2278.1580000000004,0.13766784452296824
2439.4,2282.889,11.493,54.54,66.57,,2278.1890000000003,0.13477031802120137
2439.5,2282.921,10.954,54.19,66.16,,2278.221,0.1318727915194346
2439.6,2282.953,10.654,54.46,64.89,,2278.253,0.12289752650176679
2439.7,2282.985,10.349,54.12,64.25,,2278.2850000000003,0.11837455830388692
2439.8,2283.017,10.679,53.05,63.28,,2278.317,0.11151943462897528
2439.9,2283.048,10.925,52.32,63.51,,2278.348,0.11314487632508832
2440.0,2283.08,11.872,52.02,62.89,,2278.38,0.10876325088339223
2440.1,2283.112,12.836,51.67,64.89,,2278.4120000000003,0.12289752650176679
2440.2,2283.144,13.77,43.28,65.44,,2278.444,0.12678445229681978
2440.3,2283.175,15.494,44.22,68.69,,2278.4750000000004,0.14975265017667844
2440.4,2283.207,16.109,48.58,69.23,,2278.507,0.15356890459363962
2440.5,2283.238,16.238,51.33,69.88,,2278.538,0.15816254416961129
2440.6,2283.27,15.737,52.38,70.36,,2278.57,0.1615547703180212
2440.7,2283.301,15.288,53.67,70.89,,2278.601,0.16530035335689047
2440.8,2283.333,14.016,55.65,72.12,,2278.6330000000003,0.17399293286219084
2440.9,2283.364,13.637,53.75,71.07,,2278.664,0.16657243816254413
2441.0,2283.396,12.743,52.55,70.75,,2278.6960000000004,0.16431095406360424
2441.1,2283.427,11.912,51.44,68.96,,2278.7270000000003,0.15166077738515896
2441.2,2283.459,11.797,49.62,68.18,,2278.759,0.14614840989399297
2441.3,2283.49,11.653,48.7,66.17,,2278.79,0.1319434628975265
2441.4,2283.521,11.104,45.87,65.64,,2278.8210000000004,0.12819787985865724
2441.5,2283.553,10.563,46.47,64.09,,2278.853,0.11724381625441699
2441.6,2283.584,10.384,46.67,64.3,,2278.884,0.11872791519434626
2441.7,2283.615,10.422,45.98,64.69,,2278.915,0.12148409893992931
2441.8,2283.646,10.14,45.55,65.05,,2278.9460000000004,0.12402826855123673
2441.9,2283.678,9.944,45.98,65.03,,2278.978,0.12388692579505302
2442.0,2283.709,10.3,46.03,65.76,,2279.009,0.12904593639575976
2442.1,2283.74,10.947,45.77,67.13,,2279.04,0.13872791519434627
2442.2,2283.771,10.39,45.96,67.21,,2279.0710000000004,0.13929328621908124
2442.3,2283.802,9.986,46.3,67.43,,2279.1020000000003,0.14084805653710253
2442.4,2283.833,9.892,46.86,67.45,,2279.1330000000003,0.14098939929328624
2442.5,2283.864,9.812,46.31,67.55,,2279.164,0.14169611307420493
2442.6,2283.895,9.08,46.27,67.55,,2279.195,0.14169611307420493
2442.7,2283.926,8.437,45.49,67.16,,2279.226,0.1389399293286219
2442.8,2283.957,8.088,43.95,67.09,,2279.257,0.1384452296819788
2442.9,2283.988,8.003,43.06,67.06,,2279.288,0.1382332155477032
2443.0,2284.019,7.321,40.61,66.87,,2279.319,0.13689045936395763
2443.1,2284.05,6.806,38.91,65.62,,2279.3500000000004,0.12805653710247353
2443.2,2284.081,6.712,37.36,65.23,,2279.3810000000003,0.1253003533568905
2443.3,2284.112,6.744,36.98,62.86,,2279.4120000000003,0.1085512367491166
2443.4,2284.142,6.442,35.79,62.06,,2279.442,0.1028975265017668
2443.5,2284.173,6.245,35.5,60.92,,2279.473,0.0948409893992933
2443.6,2284.204,6.19,35.39,60.61,,2279.5040000000004,0.09265017667844523
2443.7,2284.234,6.287,34.65,59.45,,2279.534,0.08445229681978801
2443.8,2284.265,6.187,34.52,59.71,,2279.565,0.08628975265017669
2443.9,2284.296,5.995,33.93,60.37,,2279.596,0.09095406360424027
2444.0,2284.326,6.072,33.46,60.99,,2279.626,0.09533568904593641
2444.1,2284.357,6.18,33.26,61.02,,2279.657,0.09554770318021204
2444.2,2284.388,6.095,32.85,60.95,,2279.688,0.09505300353356892
2444.3,2284.418,5.844,33.08,60.84,,2279.7180000000003,0.09427561837455833
2444.4,2284.449,6.041,33.06,60.34,,2279.7490000000003,0.09074204946996468
2444.5,2284.479,5.613,33.78,58.09,,2279.779,0.0748409893992933
2444.6,2284.509,5.244,34.05,59.15,,2279.809,0.0823321554770318
2444.7,2284.54,4.874,35.06,58.98,,2279.84,0.08113074204946995
2444.8,2284.57,4.933,35.63,59.8,,2279.8700000000003,0.08692579505300352
2444.9,2284.601,4.922,37.44,63.52,,2279.9010000000003,0.11321554770318024
2445.0,2284.631,5.107,39.1,64.21,,2279.931,0.11809187279151939
2445.1,2284.661,5.456,46.15,64.55,,2279.9610000000002,0.12049469964664308
2445.2,2284.692,6.176,47.3,64.83,,2279.992,0.12247349823321553
2445.3,2284.722,6.986,49.58,65.49,,2280.0220000000004,0.12713780918727913
2445.4,2284.752,7.816,50.25,65.56,,2280.052,0.12763250883392227
2445.5,2284.782,5.786,50.86,65.58,,2280.0820000000003,0.12777385159010599
2445.6,2284.812,5.925,50.26,65.68,,2280.112,0.12848056537102479
2445.7,2284.843,5.422,50.73,65.78,,2280.143,0.12918727915194347
2445.8,2284.873,4.698,50.5,65.94,,2280.1730000000002,0.13031802120141342
2445.9,2284.903,4.329,50.05,66.49,,2280.203,0.1342049469964664
2446.0,2284.933,4.413,49.27,66.3,,2280.233,0.13286219081272083
2446.1,2284.963,4.842,49.25,66.31,,2280.2630000000004,0.13293286219081274
2446.2,2284.993,5.296,49.16,66.25,,2280.293,0.13250883392226148
2446.3,2285.023,5.711,49.03,64.91,,2280.3230000000003,0.1230388692579505
2446.4,2285.053,5.935,48.66,64.65,,2280.353,0.12120141342756188
2446.5,2285.083,8.31,48.59,64.28,,2280.3830000000003,0.11858657243816255
2446.6,2285.113,7.29,48.3,63.78,,2280.413,0.11505300353356891
2446.7,2285.142,6.805,48.08,62.48,,2280.442,0.10586572438162542
2446.8,2285.172,5.727,48.16,61.78,,2280.472,0.10091872791519435
2446.9,2285.202,5.089,47.9,61.63,,2280.5020000000004,0.09985865724381628
2447.0,2285.232,4.559,47.28,60.41,,2280.532,0.09123674911660774
2447.1,2285.262,4.235,47.37,61.44,,2280.5620000000004,0.09851590106007066
2447.2,2285.291,3.944,47.71,61.54,,2280.5910000000003,0.09922261484098939
2447.3,2285.321,3.932,48.26,63.03,,2280.621,0.10975265017667846
2447.4,2285.351,4.172,48.32,63.49,,2280.6510000000003,0.11300353356890461
2447.5,2285.38,4.294,49.65,63.91,,2280.6800000000003,0.11597173144876323
2447.6,2285.41,4.649,51.55,64.2,,2280.71,0.11802120141342758
2447.7,2285.439,5.032,53.4,64.48,,2280.739,0.12000000000000002
2447.8,2285.469,5.926,55.99,66.15,,2280.7690000000002,0.1318021201413428
2447.9,2285.499,5.747,57.2,66.38,,2280.799,0.1334275618374558
2448.0,2285.528,6.048,59.26,66.82,,2280.828,0.13653710247349818
2448.1,2285.557,6.35,60.71,67.58,,2280.857,0.14190812720848056
2448.2,2285.587,6.657,62.86,67.56,,2280.887,0.14176678445229685
2448.3,2285.616,6.89,64.68,67.82,,2280.916,0.14360424028268545
2448.4,2285.646,7.748,64.27,67.69,,2280.9460000000004,0.14268551236749116
2448.5,2285.675,8.884,65.6,67.59,,2280.9750000000004,0.14197879858657247
2448.6,2285.704,10.602,66.0,67.9,,2281.0040000000004,0.14416961130742054
2448.7,2285.734,12.622,66.34,68.01,,2281.034,0.14494699646643114
2448.8,2285.763,14.134,66.04,68.37,,2281.063,0.14749116607773854
2448.9,2285.792,15.231,66.42,68.68,,2281.092,0.1496819787985866
2449.0,2285.821,16.716,66.97,69.46,,2281.121,0.1551943462897526
2449.1,2285.851,17.19,67.8,69.69,,2281.1510000000003,0.1568197879858657
2449.2,2285.88,17.624,68.13,70.81,,2281.1800000000003,0.1647349823321555
2449.3,2285.909,17.89,67.71,71.42,,2281.2090000000003,0.16904593639575974
2449.4,2285.938,17.695,68.6,71.61,,2281.2380000000003,0.17038869257950529
2449.5,2285.967,17.505,68.47,72.37,,2281.2670000000003,0.17575971731448767
2449.6,2285.996,17.44,68.29,73.05,,2281.2960000000003,0.18056537102473497
2449.7,2286.025,17.412,68.13,73.01,,2281.3250000000003,0.18028268551236754
2449.8,2286.054,16.951,68.3,73.51,,2281.3540000000003,0.18381625441696117
2449.9,2286.083,16.522,68.98,72.56,,2281.3830000000003,0.17710247349823324
2450.0,2286.112,16.249,69.41,72.57,,2281.4120000000003,0.17717314487632504
2450.1,2286.141,15.977,68.91,72.42,,2281.4410000000003,0.176113074204947
2450.2,2286.17,15.916,68.95,71.9,,2281.4700000000003,0.17243816254416966
2450.3,2286.199,15.743,69.41,72.08,,2281.4990000000003,0.17371024734982332
2450.4,2286.228,15.573,69.46,72.26,,2281.5280000000002,0.17498233215547707
2450.5,2286.256,16.062,68.51,72.6,,2281.556,0.17738515901060067
2450.6,2286.285,16.364,68.19,72.96,,2281.585,0.17992932862190808
2450.7,2286.314,16.728,66.99,73.52,,2281.614,0.18388692579505297
2450.8,2286.343,17.293,66.1,73.71,,2281.643,0.18522968197879855
2450.9,2286.371,18.149,65.22,74.46,,2281.6710000000003,0.190530035335689
2451.0,2286.4,18.618,65.03,74.21,,2281.7000000000003,0.1887632508833922
2451.1,2286.428,18.764,64.69,73.07,,2281.728,0.18070671378091868
2451.2,2286.457,19.345,64.91,72.35,,2281.757,0.17561837455830384
2451.3,2286.486,19.609,65.31,71.54,,2281.786,0.16989399293286223
2451.4,2286.514,19.877,65.65,71.89,,2281.8140000000003,0.17236749116607775
2451.5,2286.543,12.677,65.78,71.43,,2281.8430000000003,0.16911660777385165
2451.6,2286.571,11.643,66.25,71.6,,2281.871,0.1703180212014134
2451.7,2286.6,10.729,68.05,71.81,,2281.9,0.17180212014134277
2451.8,2286.628,9.407,69.15,71.99,,2281.9280000000003,0.17307420494699643
2451.9,2286.657,8.212,69.61,72.3,,2281.9570000000003,0.1752650176678445
2452.0,2286.685,8.786,69.94,72.13,,2281.985,0.17406360424028267
2452.1,2286.713,9.145,69.95,71.77,,2282.0130000000004,0.17151943462897523
2452.2,2286.742,9.5,69.62,71.49,,2282.0420000000004,0.1695406360424028
2452.3,2286.77,10.703,69.29,71.27,,2282.07,0.1679858657243816
2452.4,2286.798,11.268,68.01,70.63,,2282.098,0.16346289752650173
2452.5,2286.826,16.552,67.35,70.57,,2282.126,0.16303886925795047
2452.6,2286.855,16.887,66.19,70.58,,2282.155,0.16310954063604238
2452.7,2286.883,17.192,64.87,70.6,,2282.183,0.1632508833922261
2452.8,2286.911,17.739,63.63,70.33,,2282.2110000000002,0.16134275618374558
2452.9,2286.939,18.026,64.12,70.2,,2282.239,0.16042402826855126
2453.0,2286.967,17.875,64.52,70.2,,2282.2670000000003,0.16042402826855126
2453.1,2286.995,17.948,64.56,70.13,,2282.295,0.1599293286219081
2453.2,2287.023,17.941,64.76,70.07,,2282.3230000000003,0.15950530035335683
2453.3,2287.051,17.705,65.4,70.07,,2282.351,0.15950530035335683
2453.4,2287.079,17.651,66.03,70.17,,2282.3790000000004,0.16021201413427563
2453.5,2287.107,17.521,65.78,70.92,,2282.407,0.1655123674911661
2453.6,2287.135,17.16,65.78,71.19,,2282.4350000000004,0.16742049469964662
2453.7,2287.163,16.853,65.51,72.0,,2282.463,0.17314487632508835
2453.8,2287.191,16.66,65.67,72.97,,2282.491,0.18
2453.9,2287.219,16.08,64.45,73.02,,2282.5190000000002,0.18035335689045934
2454.0,2287.246,15.81,63.69,73.08,,2282.5460000000003,0.1807773851590106
2454.1,2287.274,15.477,63.7,72.98,,2282.574,0.1800706713780919
2454.2,2287.302,15.333,63.94,72.71,,2282.6020000000003,0.17816254416961128
2454.3,2287.33,14.998,63.95,72.16,,2282.63,0.17427561837455827
2454.4,2287.357,15.267,63.43,71.9,,2282.657,0.17243816254416966
2454.5,2287.385,14.831,63.41,71.3,,2282.6850000000004,0.16819787985865722
2454.6,2287.413,15.33,63.48,71.16,,2282.713,0.167208480565371
2454.7,2287.44,15.702,62.75,70.76,,2282.7400000000002,0.16438162544169616
2454.8,2287.468,16.064,61.95,70.76,,2282.768,0.16438162544169616
2454.9,2287.496,15.906,61.58,70.72,,2282.7960000000003,0.1640989399293286
2455.0,2287.523,16.364,61.55,70.71,,2282.8230000000003,0.1640282685512367
2455.1,2287.551,16.624,60.93,70.74,,2282.851,0.16424028268551233
2455.2,2287.578,16.405,60.94,70.74,,2282.878,0.16424028268551233
2455.3,2287.606,16.318,60.91,70.77,,2282.9060000000004,0.16445229681978796
2455.4,2287.633,16.27,61.19,70.79,,2282.933,0.16459363957597178
2455.5,2287.661,16.806,61.07,70.71,,2282.9610000000002,0.1640282685512367
2455.6,2287.688,16.564,61.0,70.68,,2282.9880000000003,0.16381625441696118
2455.7,2287.715,16.648,61.21,70.69,,2283.0150000000003,0.16388692579505298
2455.8,2287.743,16.394,61.46,70.64,,2283.043,0.16353356890459364
2455.9,2287.77,16.267,61.42,70.58,,2283.07,0.16310954063604238
2456.0,2287.797,15.66,61.61,70.66,,2283.097,0.16367491166077736
2456.1,2287.825,15.426,61.43,70.42,,2283.125,0.16197879858657244
2456.2,2287.852,15.146,61.51,70.43,,2283.152,0.16204946996466435
2456.3,2287.879,14.541,61.21,70.39,,2283.179,0.16176678445229684
2456.4,2287.906,14.374,60.57,70.36,,2283.206,0.1615547703180212
2456.5,2287.933,14.414,60.38,70.3,,2283.233,0.16113074204946995
2456.6,2287.96,14.677,60.5,70.15,,2283.26,0.16007067137809192
2456.7,2287.988,14.945,60.18,70.11,,2283.288,0.15978798586572437
2456.8,2288.015,15.439,60.16,70.23,,2283.315,0.1606360424028269
2456.9,2288.042,16.59,60.41,70.24,,2283.342,0.1607067137809187
2457.0,2288.069,17.31,60.24,70.21,,2283.369,0.16049469964664306
2457.1,2288.096,17.499,60.62,70.49,,2283.396,0.16247349823321552
2457.2,2288.123,18.107,60.95,70.54,,2283.4230000000002,0.16282685512367495
2457.3,2288.15,18.58,61.64,70.51,,2283.4500000000003,0.16261484098939932
2457.4,2288.177,18.796,62.17,70.52,,2283.4770000000003,0.16268551236749113
2457.5,2288.203,18.403,61.49,70.52,,2283.503,0.16268551236749113
2457.6,2288.23,18.431,62.09,70.59,,2283.53,0.1631802120141343
2457.7,2288.257,18.382,61.26,70.21,,2283.5570000000002,0.16049469964664306
2457.8,2288.284,18.382,60.5,70.01,,2283.5840000000003,0.15908127208480569
2457.9,2288.311,17.97,59.4,70.01,,2283.6110000000003,0.15908127208480569
2458.0,2288.338,18.243,58.65,69.94,,2283.6380000000004,0.15858657243816252
2458.1,2288.364,11.397,58.08,69.84,,2283.664,0.15787985865724383
2458.2,2288.391,7.165,57.48,69.8,,2283.6910000000003,0.1575971731448763
2458.3,2288.418,6.276,57.51,69.97,,2283.7180000000003,0.15879858657243814
2458.4,2288.444,5.97,58.27,70.13,,2283.744,0.1599293286219081
2458.5,2288.471,5.124,59.51,70.24,,2283.771,0.1607067137809187
2458.6,2288.498,4.512,59.62,70.31,,2283.7980000000002,0.16120141342756186
2458.7,2288.524,5.346,60.48,70.62,,2283.824,0.16339222614840992
2458.8,2288.551,5.725,60.1,70.6,,2283.851,0.1632508833922261
2458.9,2288.577,6.745,59.59,70.59,,2283.8770000000004,0.1631802120141343
2459.0,2288.604,7.871,59.25,70.55,,2283.904,0.16289752650176675
2459.1,2288.63,12.066,59.26,70.55,,2283.9300000000003,0.16289752650176675
2459.2,2288.657,20.461,58.69,70.55,,2283.9570000000003,0.16289752650176675
2459.3,2288.683,21.315,58.59,70.55,,2283.983,0.16289752650176675
2459.4,2288.71,21.084,58.78,70.36,,2284.01,0.1615547703180212
2459.5,2288.736,21.419,60.0,70.29,,2284.036,0.16106007067137815
2459.6,2288.762,22.306,60.74,70.19,,2284.0620000000004,0.16035335689045935
2459.7,2288.789,22.028,59.86,70.1,,2284.0890000000004,0.15971731448763246
2459.8,2288.815,21.719,59.87,69.97,,2284.1150000000002,0.15879858657243814
2459.9,2288.841,21.118,60.43,69.88,,2284.141,0.15816254416961129
2460.0,2288.867,21.158,60.32,69.96,,2284.1670000000004,0.15872791519434626
2460.1,2288.894,20.081,59.53,70.07,,2284.194,0.15950530035335683
2460.2,2288.92,20.084,59.28,70.21,,2284.2200000000003,0.16049469964664306
2460.3,2288.946,19.711,59.54,70.24,,2284.246,0.1607067137809187
2460.4,2288.972,19.764,59.09,70.52,,2284.2720000000004,0.16268551236749113
2460.5,2288.998,19.579,57.2,70.52,,2284.2980000000002,0.16268551236749113
2460.6,2289.024,18.746,56.88,70.52,,2284.324,0.16268551236749113
2460.7,2289.05,18.478,56.62,70.51,,2284.3500000000004,0.16261484098939932
2460.8,2289.076,17.48,56.05,70.52,,2284.376,0.16268551236749113
2460.9,2289.102,16.478,55.46,70.51,,2284.402,0.16261484098939932
2461.0,2289.128,15.093,55.41,70.09,,2284.4280000000003,0.15964664310954066
2461.1,2289.154,13.711,55.29,70.02,,2284.454,0.1591519434628975
2461.2,2289.18,12.553,56.04,69.93,,2284.48,0.1585159010600707
2461.3,2289.206,11.783,56.59,69.89,,2284.5060000000003,0.15823321554770317
2461.4,2289.232,11.34,57.43,69.79,,2284.532,0.1575265017667845
2461.5,2289.258,10.737,58.08,69.79,,2284.558,0.1575265017667845
2461.6,2289.284,10.693,58.04,69.78,,2284.5840000000003,0.1574558303886926
2461.7,2289.31,10.912,58.49,69.78,,2284.61,0.1574558303886926
2461.8,2289.335,10.911,59.94,69.72,,2284.635,0.15703180212014134
2461.9,2289.361,11.107,59.75,69.69,,2284.661,0.1568197879858657
2462.0,2289.387,11.412,60.29,70.0,,2284.6870000000004,0.15901060070671377
2462.1,2289.412,12.082,59.99,70.0,,2284.712,0.15901060070671377
2462.2,2289.438,12.216,60.59,70.08,,2284.7380000000003,0.15957597173144875
2462.3,2289.464,12.629,59.1,69.9,,2284.764,0.15830388692579508
2462.4,2289.489,13.231,53.54,69.91,,2284.789,0.15837455830388691
2462.5,2289.515,13.201,51.98,70.67,,2284.815,0.16374558303886927
2462.6,2289.54,13.321,51.34,70.4,,2284.84,0.16183745583038872
2462.7,2289.566,13.345,50.89,70.45,,2284.866,0.16219081272084807
2462.8,2289.592,13.437,49.18,70.29,,2284.8920000000003,0.16106007067137815
2462.9,2289.617,13.301,48.71,70.46,,2284.9170000000004,0.1622614840989399
2463.0,2289.642,13.257,50.89,70.04,,2284.942,0.15929328621908131
2463.1,2289.668,8.413,52.02,69.34,,2284.9680000000003,0.1543462897526502
2463.2,2289.693,7.666,53.1,69.09,,2284.9930000000004,0.15257950530035339
2463.3,2289.719,7.05,53.69,68.94,,2285.0190000000002,0.15151943462897524
2463.4,2289.744,6.256,60.36,68.06,,2285.0440000000003,0.14530035335689048
2463.5,2289.769,5.728,60.01,66.75,,2285.069,0.13604240282685512
2463.6,2289.795,5.995,59.2,66.38,,2285.0950000000003,0.1334275618374558
2463.7,2289.82,6.643,58.12,66.21,,2285.1200000000003,0.13222614840989394
2463.8,2289.845,7.571,57.62,66.13,,2285.145,0.13166077738515897
2463.9,2289.87,8.004,57.77,66.28,,2285.17,0.1327208480565371
2464.0,2289.896,8.827,54.61,66.48,,2285.1960000000004,0.1341342756183746
2464.1,2289.921,14.034,53.97,66.66,,2285.221,0.13540636042402823
2464.2,2289.946,14.016,53.37,67.1,,2285.246,0.13851590106007064
2464.3,2289.971,14.317,53.56,67.19,,2285.271,0.1391519434628975
2464.4,2289.996,14.262,53.02,67.82,,2285.2960000000003,0.14360424028268545
2464.5,2290.021,14.043,52.62,67.83,,2285.3210000000004,0.14367491166077737
2464.6,2290.046,13.806,53.3,67.79,,2285.346,0.14339222614840993
2464.7,2290.071,13.788,53.9,67.76,,2285.371,0.1431802120141343
2464.8,2290.096,13.787,53.99,67.6,,2285.396,0.14204946996466428
2464.9,2290.121,13.559,54.17,67.52,,2285.4210000000003,0.1414840989399293
2465.0,2290.146,13.369,56.34,67.66,,2285.4460000000004,0.14247349823321553
2465.1,2290.171,12.915,56.44,67.73,,2285.471,0.14296819787985868
2465.2,2290.196,12.745,56.34,67.72,,2285.496,0.14289752650176676
2465.3,2290.221,12.14,55.69,68.13,,2285.521,0.14579505300353354
2465.4,2290.246,11.708,55.92,68.24,,2285.5460000000003,0.14657243816254414
2465.5,2290.27,11.215,55.86,68.16,,2285.57,0.14600706713780917
2465.6,2290.295,11.128,54.9,68.18,,2285.5950000000003,0.14614840989399297
2465.7,2290.32,10.956,54.46,68.77,,2285.6200000000003,0.1503180212014134
2465.8,2290.345,10.678,53.83,68.8,,2285.645,0.15053003533568904
2465.9,2290.369,10.896,53.48,68.66,,2285.6690000000003,0.1495406360424028
2466.0,2290.394,11.251,52.45,68.19,,2285.694,0.1462190812720848
2466.1,2290.419,11.714,51.04,68.37,,2285.719,0.14749116607773854
2466.2,2290.443,11.855,52.23,68.37,,2285.7430000000004,0.14749116607773854
2466.3,2290.468,12.196,52.54,67.75,,2285.768,0.1431095406360424
2466.4,2290.492,12.532,52.65,67.42,,2285.7920000000004,0.14077738515901062
2466.5,2290.517,12.627,52.73,67.82,,2285.817,0.14360424028268545
2466.6,2290.541,12.373,53.1,67.88,,2285.8410000000003,0.1440282685512367
2466.7,2290.566,12.474,53.07,66.81,,2285.866,0.13646643109540638
2466.8,2290.59,12.412,52.72,66.94,,2285.8900000000003,0.1373851590106007
2466.9,2290.615,12.494,52.51,67.09,,2285.915,0.1384452296819788
2467.0,2290.639,12.397,52.28,67.3,,2285.9390000000003,0.1399293286219081
2467.1,2290.664,12.617,52.67,67.18,,2285.9640000000004,0.1390812720848057
2467.2,2290.688,12.605,51.89,67.04,,2285.9880000000003,0.13809187279151947
2467.3,2290.712,11.964,51.35,66.95,,2286.012,0.1374558303886926
2467.4,2290.737,11.419,51.2,66.83,,2286.0370000000003,0.1366077738515901
