DEPT,gr,GR_NRM,res_ln,MINV,MNOR,nphi,res_sn,SP,SP_NRM,mss
2323.7,41.335,36.004,344.886,254.182,247.404,0.039,229.722,88.465,-33.42,2319.7
2323.8,40.349,34.226,346.586,248.596,257.734,0.038,230.519,92.558,-30.917,2319.8
2323.9,39.364,32.448,348.04,247.159,257.495,0.037,231.664,96.652,-28.415,2319.9
2324.0,38.378,30.671,349.231,252.147,257.256,0.037,233.269,100.746,-25.913,2320.0
2324.1,37.977,29.948,350.278,,,0.036,235.68,104.839,-23.41,2320.1
2324.2,38.177,30.308,351.27,,,0.035,239.029,108.933,-20.908,2320.2
2324.3,38.376,30.668,352.141,257.828,,0.034,243.101,113.026,-18.405,2320.3
2324.4,38.576,31.027,352.823,256.843,257.071,0.034,247.683,114.709,-17.377,2320.4
2324.5,37.803,29.634,353.251,253.851,256.727,0.033,252.561,116.297,-16.406,2320.5
2324.6,36.606,27.475,353.356,250.859,251.301,0.033,257.524,117.884,-15.436,2320.6
2324.7,35.409,25.317,353.074,242.616,245.875,0.033,262.356,119.472,-14.465,2320.7
2324.8,36.058,26.486,352.337,239.546,240.448,0.034,266.846,121.059,-13.495,2320.8
2324.9,38.332,30.587,351.078,242.205,248.386,0.035,270.779,122.647,-12.524,2320.9
2325.0,40.606,34.689,349.231,244.865,,0.036,273.942,124.234,-11.554,2321.0
2325.1,42.88,38.79,346.968,247.525,,0.038,276.405,125.822,-10.584,2321.1
2325.2,45.154,42.892,344.507,,,0.04,278.362,127.41,-9.613,2321.2
2325.3,47.429,46.993,341.852,,,0.041,279.792,128.997,-8.643,2321.3
2325.4,49.214,50.213,339.006,,,0.043,280.671,130.585,-7.672,2321.4
2325.5,49.073,49.959,335.971,257.828,,0.045,280.975,132.172,-6.702,2321.5
2325.6,48.932,49.705,332.751,257.483,,0.047,280.682,127.564,-9.519,2321.6
2325.7,48.791,49.451,329.349,248.386,,0.048,279.769,122.536,-12.592,2321.7
2325.8,48.651,49.197,325.767,239.289,,0.05,278.213,117.509,-15.665,2321.8
2325.9,48.51,48.943,322.009,230.192,257.071,0.052,275.99,112.482,-18.738,2321.9
2326.0,48.369,48.689,318.077,231.654,252.896,0.053,273.077,107.454,-21.811,2322.0
2326.1,48.228,48.435,314.044,244.586,244.65,0.055,269.312,102.427,-24.884,2322.1
2326.2,48.087,48.181,309.983,,245.535,0.057,264.618,97.4,-27.957,2322.2
2326.3,47.947,47.927,305.902,,252.318,0.058,259.102,92.373,-31.031,2322.3
2326.4,47.806,47.673,301.81,,,0.06,252.87,87.346,-34.104,2322.4
2326.5,45.682,43.843,297.712,257.828,,0.061,246.03,82.563,-37.027,2322.5
2326.6,41.065,35.516,293.616,234.808,257.576,0.063,238.689,78.088,-39.763,2322.6
2326.7,36.448,27.19,289.53,227.47,251.539,0.065,230.953,73.613,-42.498,2322.7
2326.8,31.831,18.864,285.461,223.53,244.916,0.066,222.928,69.138,-45.233,2322.8
2326.9,27.273,10.643,281.416,219.59,238.293,0.068,214.722,64.664,-47.969,2322.9
2327.0,27.273,10.643,277.404,215.65,231.67,0.069,206.442,60.189,-50.704,2323.0
2327.1,27.273,10.643,273.427,211.71,225.047,0.07,197.116,55.714,-53.44,2323.1
2327.2,27.273,10.643,269.482,211.179,218.423,0.071,186.038,51.239,-56.175,2323.2
2327.3,26.886,9.946,265.563,211.259,215.889,0.071,173.718,48.036,-58.133,2323.3
2327.4,25.091,6.708,261.665,211.338,216.288,0.071,160.664,49.473,-57.255,2323.4
2327.5,23.296,3.47,257.784,212.046,216.687,0.07,147.384,50.909,-56.377,2323.5
2327.6,21.5,0.232,253.916,213.043,217.086,0.07,134.387,52.346,-55.499,2323.6
2327.7,21.371,0.0,250.054,214.04,217.485,0.069,122.182,53.782,-54.621,2323.7
2327.8,23.566,3.958,246.194,215.038,221.715,0.068,111.276,55.218,-53.743,2323.8
2327.9,25.76,7.915,242.332,224.874,229.495,0.067,102.179,56.654,-52.865,2323.9
2328.0,27.954,11.873,238.462,233.866,237.275,0.066,95.398,58.091,-51.986,2324.0
2328.1,30.149,15.83,234.317,241.647,245.056,0.064,90.722,59.527,-51.108,2324.1
2328.2,32.343,19.788,229.809,249.162,252.836,0.062,87.516,60.964,-50.23,2324.2
2328.3,34.538,23.745,225.205,253.95,,0.059,85.648,62.4,-49.352,2324.3
2328.4,36.732,27.703,220.768,,,0.057,84.987,63.836,-48.474,2324.4
2328.5,36.465,27.22,216.763,,,0.054,85.403,67.868,-46.01,2324.5
2328.6,35.667,25.781,213.456,,,0.051,86.766,72.458,-43.204,2324.6
2328.7,36.589,27.445,211.111,,,0.05,88.943,77.048,-40.398,2324.7
2328.8,37.653,29.364,209.994,,,0.048,91.806,81.638,-37.593,2324.8
2328.9,38.717,31.282,210.368,,,0.047,95.222,86.228,-34.787,2324.9
2329.0,39.781,33.201,212.5,,,0.047,99.063,90.818,-31.981,2325.0
2329.1,40.845,35.12,216.671,,,0.047,103.002,95.408,-29.175,2325.1
2329.2,41.909,37.039,222.778,,,0.047,106.876,99.998,-26.369,2325.2
2329.3,42.973,38.958,230.514,257.576,257.828,0.047,110.793,104.588,-23.563,2325.3
2329.4,44.037,40.876,239.568,254.409,239.98,0.047,114.861,109.179,-20.757,2325.4
2329.5,45.101,42.795,249.63,251.117,239.454,0.048,119.187,113.769,-17.952,2325.5
2329.6,46.165,44.714,260.391,,246.796,0.048,123.878,118.359,-15.146,2325.6
2329.7,47.229,46.633,271.541,,254.137,0.048,129.044,122.949,-12.34,2325.7
2329.8,47.287,46.737,282.771,,,0.048,134.791,127.539,-9.534,2325.8
2329.9,46.458,45.243,293.771,,,0.047,141.228,129.334,-8.437,2325.9
2330.0,45.629,43.748,304.231,,,0.047,148.462,123.409,-12.059,2326.0
2330.1,44.801,42.254,314.548,,,0.046,156.157,117.484,-15.681,2326.1
2330.2,43.972,40.759,325.244,,,0.046,163.903,112.877,-18.497,2326.2
2330.3,43.143,39.265,336.197,257.323,,0.046,171.696,108.748,-21.021,2326.3
2330.4,42.315,37.77,347.285,251.99,257.576,0.045,179.532,104.618,-23.545,2326.4
2330.5,41.486,36.276,358.385,225.657,227.677,0.045,187.406,100.489,-26.07,2326.5
2330.6,40.657,34.781,369.376,234.006,224.399,0.044,195.315,96.359,-28.594,2326.6
2330.7,39.829,33.287,380.136,244.699,235.172,0.044,203.254,92.23,-31.118,2326.7
2330.8,39.0,31.793,390.543,255.392,245.944,0.044,211.219,88.1,-33.642,2326.8
2330.9,38.171,30.298,400.474,,256.717,0.043,219.207,83.971,-36.167,2326.9
2331.0,37.343,28.804,409.808,,,0.043,227.212,79.841,-38.691,2327.0
2331.1,36.514,27.309,418.199,,,0.043,235.29,75.711,-41.215,2327.1
2331.2,35.685,25.815,425.452,,,0.042,243.48,71.582,-43.74,2327.2
2331.3,34.857,24.32,431.67,,,0.042,251.752,67.452,-46.264,2327.3
2331.4,34.024,22.819,436.955,,,0.042,260.075,63.323,-48.788,2327.4
2331.5,33.147,21.236,441.409,,,0.041,268.42,59.193,-51.313,2327.5
2331.6,32.269,19.653,445.135,,,0.041,276.757,55.064,-53.837,2327.6
2331.7,31.391,18.07,448.235,,,0.041,285.056,51.915,-55.762,2327.7
2331.8,30.513,16.487,450.813,,,0.04,293.286,49.588,-57.184,2327.8
2331.9,29.635,14.904,452.969,,,0.04,301.419,47.261,-58.606,2327.9
2332.0,28.758,13.321,454.808,,,0.04,309.423,44.934,-60.029,2328.0
2332.1,27.88,11.738,456.497,,,0.039,316.8,42.608,-61.451,2328.1
2332.2,27.002,10.155,458.096,,,0.039,323.132,40.281,-62.874,2328.2
2332.3,26.124,8.572,459.541,,,0.039,328.51,37.954,-64.296,2328.3
2332.4,26.542,9.325,460.767,,,0.038,333.025,35.627,-65.718,2328.4
2332.5,27.888,11.753,461.713,,,0.038,336.771,33.3,-67.141,2328.5
2332.6,29.235,14.181,462.314,257.576,257.576,0.038,339.837,30.973,-68.563,2328.6
2332.7,30.581,16.61,462.507,256.558,255.636,0.038,342.317,28.646,-69.986,2328.7
2332.8,31.928,19.039,462.228,255.261,242.869,0.037,344.302,26.319,-71.408,2328.8
2332.9,33.286,21.487,461.413,255.0,247.071,0.037,345.884,23.992,-72.83,2328.9
2333.0,34.654,23.954,460.0,257.793,253.454,0.037,347.154,21.666,-74.253,2329.0
2333.1,36.022,26.421,458.236,,,0.037,348.188,19.338,-75.675,2329.1
2333.2,37.39,28.888,456.411,,,0.037,348.947,17.012,-77.098,2329.2
2333.3,38.519,30.924,454.522,,,0.037,349.349,14.809,-78.444,2329.3
2333.4,37.189,28.526,452.565,,,0.037,349.314,12.655,-79.761,2329.4
2333.5,35.859,26.127,450.538,257.323,,0.037,348.761,10.5,-81.078,2329.5
2333.6,34.529,23.729,448.437,252.967,258.081,0.037,347.609,8.345,-82.395,2329.6
2333.7,33.199,21.33,446.258,238.005,257.692,0.037,345.776,6.191,-83.712,2329.7
2333.8,31.869,18.932,444.0,223.043,242.331,0.037,343.182,4.036,-85.029,2329.8
2333.9,31.374,18.039,441.659,219.141,226.97,0.037,339.745,1.882,-86.346,2329.9
2334.0,32.172,19.478,439.231,218.742,218.667,0.037,335.385,-0.273,-87.663,2330.0
2334.1,32.97,20.917,436.736,218.798,217.603,0.038,330.514,-2.427,-88.98,2330.1
2334.2,33.768,22.356,434.197,220.394,220.943,0.038,325.598,-4.582,-90.297,2330.2
2334.3,34.566,23.796,431.615,221.99,227.283,0.038,320.634,-6.736,-91.614,2330.3
2334.4,35.364,25.235,428.99,223.901,233.622,0.038,315.619,-8.891,-92.931,2330.4
2334.5,35.106,24.77,426.323,230.485,239.962,0.039,310.552,-10.938,-94.182,2330.5
2334.6,34.388,23.475,423.616,237.068,246.301,0.039,305.428,-11.386,-94.457,2330.6
2334.7,33.67,22.18,420.87,243.651,252.641,0.04,300.247,-11.835,-94.731,2330.7
2334.8,32.824,20.655,418.085,,,0.04,295.005,-12.284,-95.006,2330.8
2334.9,31.867,18.928,415.262,,,0.041,289.699,-12.733,-95.28,2330.9
2335.0,30.909,17.201,412.404,,,0.041,284.327,-13.182,-95.554,2331.0
2335.1,29.951,15.474,409.354,,,0.042,278.949,-13.631,-95.829,2331.1
2335.2,28.994,13.747,405.982,,,0.042,273.611,-14.079,-96.103,2331.2
2335.3,28.036,12.02,402.323,,,0.043,268.294,-14.528,-96.377,2331.3
2335.4,27.151,10.424,398.414,,,0.044,262.974,-14.977,-96.652,2331.4
2335.5,26.553,9.345,394.291,257.828,257.576,0.045,257.63,-15.426,-96.926,2331.5
2335.6,25.954,8.266,389.99,239.76,256.546,0.045,252.241,-15.875,-97.201,2331.6
2335.7,25.356,7.186,385.548,226.0,229.414,0.046,246.786,-16.324,-97.475,2331.7
2335.8,24.758,6.107,381.0,231.586,233.707,0.047,241.243,-16.773,-97.749,2331.8
2335.9,25.076,6.681,376.382,237.172,247.273,0.047,235.591,-17.222,-98.024,2331.9
2336.0,27.959,11.881,371.731,236.276,255.513,0.048,229.808,-17.671,-98.298,2332.0
2336.1,27.818,11.627,366.264,234.44,246.934,0.048,223.912,-17.285,-98.062,2332.1
2336.2,27.677,11.373,359.398,232.605,238.356,0.049,217.946,-16.777,-97.752,2332.2
2336.3,27.537,11.119,351.462,236.125,241.939,0.049,211.922,-16.271,-97.442,2332.3
2336.4,27.396,10.865,342.789,241.843,250.518,0.049,205.853,-15.764,-97.132,2332.4
2336.5,27.255,10.611,333.711,234.145,256.115,0.05,199.752,-15.257,-96.823,2332.5
2336.6,27.114,10.357,324.559,225.899,247.869,0.05,193.633,-14.75,-96.513,2332.6
2336.7,26.973,10.103,315.665,219.524,239.623,0.05,187.508,-14.243,-96.203,2332.7
2336.8,26.832,9.849,307.361,217.994,231.377,0.05,181.391,-13.736,-95.893,2332.8
2336.9,26.692,9.595,299.977,216.465,225.786,0.05,175.294,-13.229,-95.583,2332.9
2337.0,26.551,9.341,293.846,214.935,224.532,0.05,169.231,-12.722,-95.273,2333.0
2337.1,27.608,11.247,289.885,214.237,223.279,0.049,163.193,-12.215,-94.963,2333.1
2337.2,29.071,13.886,288.373,214.329,222.024,0.048,157.171,-11.708,-94.653,2333.2
2337.3,30.534,16.524,288.688,214.03,220.771,0.048,151.17,-11.201,-94.344,2333.3
2337.4,31.997,19.162,290.206,213.731,220.423,0.047,145.198,-10.694,-94.034,2333.4
2337.5,33.46,21.801,292.305,213.432,220.124,0.046,139.263,-10.187,-93.724,2333.5
2337.6,34.773,24.169,294.361,213.133,219.825,0.045,133.371,-9.68,-93.414,2333.6
2337.7,33.276,21.471,295.75,212.97,219.525,0.045,127.531,-9.173,-93.104,2333.7
2337.8,31.78,18.772,295.851,213.568,219.226,0.044,121.748,-8.666,-92.794,2333.8
2337.9,31.992,19.155,294.039,214.167,220.889,0.043,116.03,-8.159,-92.484,2333.9
2338.0,33.788,22.393,289.692,215.596,222.804,0.043,110.385,-7.652,-92.174,2334.0
2338.1,35.583,25.631,283.543,217.534,224.719,0.042,106.099,-7.146,-91.864,2334.1
2338.2,34.424,23.54,276.783,219.472,224.677,0.042,104.132,-5.721,-90.993,2334.2
2338.3,33.227,21.382,269.473,221.41,223.879,0.042,104.001,-2.623,-89.1,2334.3
2338.4,32.03,19.223,261.676,224.647,223.687,0.042,105.221,0.474,-87.207,2334.4
2338.5,30.979,17.328,253.455,233.424,226.081,0.041,107.31,3.571,-85.314,2334.5
2338.6,30.552,16.557,244.873,,228.475,0.041,109.783,6.668,-83.42,2334.6
2338.7,30.125,15.786,235.991,,239.098,0.041,112.157,9.765,-81.527,2334.7
2338.8,29.697,15.015,226.872,,253.993,0.041,113.948,12.863,-79.634,2334.8
2338.9,29.27,14.244,217.578,,,0.041,114.672,15.96,-77.741,2334.9
2339.0,28.842,13.473,208.173,,,0.042,113.846,19.057,-75.847,2335.0
2339.1,28.415,12.702,198.137,,,0.045,111.644,22.154,-73.954,2335.1
2339.2,27.987,11.931,187.09,,,0.049,108.685,26.384,-71.368,2335.2
2339.3,27.559,11.16,175.304,,,0.053,105.158,34.454,-66.435,2335.3
2339.4,27.949,11.863,163.05,,,0.058,101.249,42.524,-61.502,2335.4
2339.5,30.005,15.57,150.6,257.071,257.576,0.063,97.145,50.594,-56.569,2335.5
2339.6,32.06,19.277,138.223,248.48,254.288,0.067,93.032,58.664,-51.636,2335.6
2339.7,34.116,22.985,126.193,249.48,250.165,0.071,89.097,66.734,-46.703,2335.7
2339.8,36.172,26.692,114.779,255.462,252.433,0.073,85.527,74.804,-41.77,2335.8
2339.9,38.227,30.399,104.254,246.558,255.42,0.073,82.509,82.874,-36.837,2335.9
2340.0,40.283,34.106,94.887,237.655,250.918,0.072,80.229,90.943,-31.904,2336.0
2340.1,42.339,37.814,87.195,231.508,235.644,0.07,78.731,99.013,-26.971,2336.1
2340.2,44.394,41.521,81.45,253.511,244.564,0.066,77.921,107.008,-22.084,2336.2
2340.3,46.45,45.228,77.563,,253.485,0.062,77.78,114.234,-17.668,2336.3
2340.4,48.505,48.935,75.447,,,0.058,78.287,121.459,-13.251,2336.4
2340.5,50.561,52.642,75.012,,,0.054,79.424,128.685,-8.834,2336.5
2340.6,51.594,54.506,76.17,,,0.05,81.171,135.91,-4.417,2336.6
2340.7,52.519,56.174,78.832,,,0.046,83.508,143.136,0.0,2336.7
2340.8,53.444,57.842,82.909,,,0.043,86.415,138.927,-2.573,2336.8
2340.9,54.37,59.511,88.313,,,0.042,89.874,134.645,-5.19,2336.9
2341.0,55.295,61.179,94.954,,,0.041,93.864,130.364,-7.807,2337.0
2341.1,55.907,62.284,102.972,,,0.04,99.367,126.082,-10.425,2337.1
2341.2,55.015,60.675,112.358,,,0.039,107.043,121.8,-13.042,2337.2
2341.3,54.123,59.066,122.807,,,0.038,116.388,117.518,-15.66,2337.3
2341.4,53.231,57.458,134.014,,,0.037,126.897,113.236,-18.277,2337.4
2341.5,52.339,55.849,145.672,,,0.037,138.068,108.954,-20.895,2337.5
2341.6,51.258,53.898,157.476,257.323,,0.036,149.395,104.673,-23.512,2337.6
2341.7,47.888,47.821,169.121,253.515,,0.036,160.375,100.391,-26.129,2337.7
2341.8,44.518,41.743,180.3,243.62,,0.035,170.503,96.109,-28.747,2337.8
2341.9,41.148,35.666,190.708,245.151,,0.035,179.277,91.827,-31.364,2337.9
2342.0,38.463,30.824,200.038,245.944,,0.035,186.192,87.546,-33.981,2338.0
2342.1,37.783,29.599,208.654,,,0.034,191.606,83.264,-36.599,2338.1
2342.2,37.104,28.373,217.006,,,0.034,196.18,81.082,-37.933,2338.2
2342.3,36.424,27.147,224.923,,,0.034,199.868,78.941,-39.241,2338.3
2342.4,35.745,25.922,232.232,,,0.034,202.623,76.8,-40.55,2338.4
2342.5,29.44,14.552,238.761,,,0.034,204.397,74.659,-41.859,2338.5
2342.6,28.779,13.36,244.339,,,0.034,205.144,72.518,-43.167,2338.6
2342.7,28.119,12.169,248.792,,,0.034,204.817,70.377,-44.476,2338.7
2342.8,27.458,10.977,251.951,,,0.035,203.369,68.236,-45.785,2338.8
2342.9,26.797,9.785,253.641,,,0.035,200.754,66.096,-47.093,2338.9
2343.0,26.136,8.594,253.692,257.323,,0.037,196.923,68.026,-45.913,2339.0
2343.1,26.173,8.66,249.532,246.121,,0.04,190.836,71.696,-43.67,2339.1
2343.2,27.146,10.415,239.608,255.801,,0.044,181.967,75.366,-41.426,2339.2
2343.3,28.119,12.169,225.274,,,0.048,171.046,79.036,-39.183,2339.3
2343.4,29.092,13.925,207.887,,,0.053,158.8,81.073,-37.938,2339.4
2343.5,30.065,15.68,188.8,,,0.058,145.96,77.996,-39.819,2339.5
2343.6,31.039,17.435,169.368,,,0.063,133.252,74.918,-41.7,2339.6
2343.7,32.012,19.189,150.948,,,0.067,121.407,71.841,-43.582,2339.7
2343.8,32.933,20.851,134.893,257.323,,0.07,111.152,68.763,-45.463,2339.8
2343.9,33.782,22.383,122.56,249.092,257.576,0.072,103.217,65.686,-47.344,2339.9
2344.0,34.632,23.915,115.302,235.151,237.337,0.073,98.329,62.608,-49.225,2340.0
2344.1,35.482,25.447,111.087,220.101,226.646,0.074,95.294,59.53,-51.107,2340.1
2344.2,36.331,26.98,107.01,217.71,224.333,0.076,92.445,56.453,-52.988,2340.2
2344.3,37.181,28.512,103.118,219.032,222.02,0.077,89.808,53.375,-54.869,2340.3
2344.4,38.03,30.044,99.458,217.74,219.708,0.077,87.412,50.332,-56.73,2340.4
2344.5,38.88,31.576,96.078,215.262,218.191,0.078,85.282,47.923,-58.202,2340.5
2344.6,39.729,33.108,93.023,213.052,216.902,0.079,83.444,45.515,-59.674,2340.6
2344.7,39.752,33.15,90.341,212.486,215.614,0.08,81.925,43.106,-61.146,2340.7
2344.8,38.96,31.72,88.078,211.919,214.325,0.081,80.751,40.698,-62.619,2340.8
2344.9,38.167,30.29,86.282,211.353,213.037,0.081,79.949,38.289,-64.091,2340.9
2345.0,37.374,28.86,85.0,210.786,214.45,0.082,79.546,39.913,-63.099,2341.0
2345.1,36.581,27.43,83.967,219.343,217.126,0.082,79.383,41.724,-61.991,2341.1
2345.2,35.788,26.0,82.917,232.162,221.698,0.083,79.287,43.536,-60.884,2341.2
2345.3,34.995,24.57,81.898,,238.548,0.083,79.257,45.347,-59.776,2341.3
2345.4,34.202,23.14,80.957,,,0.084,79.294,47.159,-58.669,2341.4
2345.5,34.545,23.759,80.139,,,0.084,79.398,48.97,-57.562,2341.5
2345.6,35.074,24.712,79.492,,,0.084,79.567,50.782,-56.454,2341.6
2345.7,35.603,25.666,79.063,,,0.084,79.803,52.593,-55.347,2341.7
2345.8,36.131,26.619,78.897,,,0.084,80.106,56.795,-52.778,2341.8
2345.9,36.66,27.572,79.043,257.576,258.081,0.084,80.474,62.148,-49.507,2341.9
2346.0,37.617,29.299,89.091,247.071,258.003,0.082,80.909,67.5,-46.235,2342.0
2346.1,41.51,36.318,86.452,233.327,257.844,0.079,81.518,72.852,-42.963,2342.1
2346.2,45.402,43.339,84.063,248.74,257.686,0.074,82.4,78.204,-39.691,2342.2
2346.3,49.295,50.359,82.071,,,0.069,83.545,83.557,-36.42,2342.3
2346.4,53.187,57.379,80.625,,,0.062,84.943,88.909,-33.148,2342.4
2346.5,57.08,64.399,79.875,,,0.056,86.582,94.005,-30.033,2342.5
2346.6,60.972,71.419,79.968,,,0.05,88.452,91.3,-31.686,2342.6
2346.7,64.567,77.901,81.053,,,0.044,90.542,88.596,-33.339,2342.7
2346.8,65.994,80.474,83.279,,,0.04,92.841,85.892,-34.992,2342.8
2346.9,67.421,83.049,86.796,,,0.037,95.338,83.188,-36.645,2342.9
2347.0,68.849,85.623,91.75,257.323,,0.036,98.023,80.483,-38.298,2343.0
2347.1,81.746,108.883,97.592,252.312,,0.035,102.612,77.779,-39.952,2343.1
2347.2,85.313,115.316,103.64,251.621,,0.034,110.311,75.075,-41.605,2343.2
2347.3,83.727,112.456,109.85,253.306,,0.033,120.344,72.37,-43.258,2343.3
2347.4,82.141,109.596,116.175,252.343,,0.033,131.934,69.666,-44.911,2343.4
2347.5,80.556,106.736,122.57,243.624,,0.033,144.305,66.962,-46.564,2343.5
2347.6,78.97,103.876,128.989,248.778,,0.033,156.68,64.257,-48.217,2343.6
2347.7,77.384,101.016,135.388,,,0.033,168.283,61.553,-49.87,2343.7
2347.8,75.798,98.156,141.719,,,0.034,178.337,58.106,-51.977,2343.8
2347.9,74.212,95.296,147.939,,,0.035,186.066,54.602,-54.119,2343.9
2348.0,72.626,92.436,154.0,257.323,,0.036,190.692,51.099,-56.26,2344.0
2348.1,70.826,89.189,159.974,234.338,,0.038,193.216,47.596,-58.402,2344.1
2348.2,67.258,82.753,165.944,226.483,,0.04,195.143,44.093,-60.543,2344.2
2348.3,63.689,76.318,171.888,226.748,,0.043,196.458,40.589,-62.685,2344.3
2348.4,60.121,69.883,177.781,224.388,257.323,0.045,197.146,37.086,-64.826,2344.4
2348.5,56.553,63.448,183.601,221.811,254.766,0.048,197.19,33.583,-66.968,2344.5
2348.6,53.019,57.075,189.323,217.967,245.846,0.05,196.577,30.079,-69.109,2344.6
2348.7,52.137,55.484,194.925,212.599,236.926,0.052,195.29,26.576,-71.251,2344.7
2348.8,51.255,53.894,200.382,212.335,228.005,0.054,193.313,23.073,-73.393,2344.8
2348.9,50.373,52.303,205.671,212.071,222.034,0.055,190.632,19.569,-75.534,2344.9
2349.0,49.491,50.712,210.769,211.806,219.457,0.055,187.231,16.066,-77.676,2345.0
2349.1,48.609,49.121,214.878,211.672,216.88,0.054,183.442,12.563,-79.817,2345.1
2349.2,47.727,47.531,217.342,211.873,217.29,0.052,179.605,12.469,-79.874,2345.2
2349.3,46.845,45.94,218.349,212.534,217.97,0.05,175.717,12.683,-79.743,2345.3
2349.4,45.962,44.349,218.085,213.194,218.649,0.048,171.773,12.897,-79.613,2345.4
2349.5,45.081,42.758,216.741,213.855,219.329,0.046,167.769,13.111,-79.482,2345.5
2349.6,44.198,41.167,214.503,214.101,219.576,0.043,163.702,13.325,-79.351,2345.6
2349.7,43.316,39.577,211.56,212.515,219.311,0.042,159.568,13.54,-79.22,2345.7
2349.8,42.434,37.986,208.099,224.942,218.829,0.041,155.362,15.656,-77.926,2345.8
2349.9,41.552,36.395,204.309,238.741,218.167,0.041,151.081,19.343,-75.673,2345.9
2350.0,40.67,34.804,200.376,250.404,217.505,0.042,146.72,23.029,-73.419,2346.0
2350.1,39.788,33.214,195.917,,216.843,0.043,142.205,26.716,-71.165,2346.1
2350.2,38.906,31.623,190.563,,219.376,0.045,137.491,30.403,-68.912,2346.2
2350.3,38.024,30.032,184.531,,223.067,0.047,132.625,34.09,-66.658,2346.3
2350.4,38.629,31.123,178.038,,228.475,0.05,127.655,37.777,-64.404,2346.4
2350.5,39.526,32.742,171.301,257.323,,0.053,122.625,41.464,-62.151,2346.5
2350.6,40.424,34.361,164.537,256.543,,0.056,117.582,45.15,-59.897,2346.6
2350.7,41.322,35.98,157.962,235.995,,0.059,112.573,48.532,-57.83,2346.7
2350.8,42.22,37.599,151.793,234.625,257.828,0.062,107.644,51.764,-55.854,2346.8
2350.9,44.525,41.756,146.246,238.914,252.662,0.065,102.841,54.995,-53.879,2346.9
2351.0,47.245,46.662,141.538,247.929,240.539,0.069,98.21,58.227,-51.903,2347.0
2351.1,49.966,51.568,137.702,257.566,252.774,0.074,93.861,61.459,-49.928,2347.1
2351.2,52.686,56.474,134.58,250.77,257.576,0.08,89.987,64.691,-47.952,2347.2
2351.3,55.406,61.38,132.11,243.788,253.212,0.086,86.766,67.923,-45.977,2347.3
2351.4,58.127,66.286,130.228,236.275,240.444,0.093,84.373,71.154,-44.001,2347.4
2351.5,60.847,71.192,128.869,228.096,227.677,0.1,82.985,74.386,-42.025,2347.5
2351.6,63.195,75.427,127.97,219.917,223.475,0.106,82.777,77.618,-40.05,2347.6
2351.7,65.456,79.505,127.466,214.283,221.28,0.111,83.925,80.85,-38.074,2347.7
2351.8,67.717,83.582,127.295,212.631,219.614,0.115,86.607,82.708,-36.938,2347.8
2351.9,69.978,87.66,127.391,214.394,219.314,0.118,90.997,81.007,-37.978,2347.9
2352.0,72.239,91.737,127.692,218.641,219.015,0.117,97.273,79.306,-39.018,2348.0
2352.1,74.5,95.815,128.891,224.892,221.1,0.112,105.363,77.605,-40.058,2348.1
2352.2,76.761,99.892,131.646,231.572,223.992,0.104,114.879,75.904,-41.097,2348.2
2352.3,79.022,103.97,135.844,239.818,229.439,0.093,125.524,74.203,-42.137,2348.3
2352.4,81.283,108.047,141.372,,244.202,0.082,136.996,72.502,-43.177,2348.4
2352.5,83.544,112.125,148.114,,,0.07,148.996,70.801,-44.217,2348.5
2352.6,85.805,116.202,155.957,,,0.058,161.226,69.1,-45.257,2348.6
2352.7,87.121,118.576,164.787,,,0.049,173.385,67.4,-46.296,2348.7
2352.8,87.121,118.576,174.49,257.323,,0.042,185.173,65.699,-47.336,2348.8
2352.9,87.121,118.576,184.952,252.509,,0.039,196.292,63.998,-48.376,2348.9
2353.0,87.121,118.576,196.058,243.232,,0.038,206.442,62.777,-49.122,2349.0
2353.1,87.121,118.576,210.585,233.956,,0.037,215.927,62.973,-49.002,2349.1
2353.2,87.121,118.576,230.52,234.035,,0.037,225.241,63.169,-48.883,2349.2
2353.3,86.258,117.019,254.564,239.417,,0.036,234.371,63.364,-48.763,2349.3
2353.4,85.061,114.86,281.419,249.798,,0.035,243.307,63.56,-48.643,2349.4
2353.5,83.864,112.701,309.786,,,0.035,252.034,63.756,-48.523,2349.5
2353.6,82.667,110.543,338.365,,,0.035,260.541,63.952,-48.404,2349.6
2353.7,85.341,115.366,365.86,,,0.035,268.815,63.126,-48.909,2349.7
2353.8,88.333,120.762,390.971,257.323,,0.035,276.844,59.811,-50.935,2349.8
2353.9,89.34,122.578,412.399,257.323,,0.035,284.615,56.496,-52.961,2349.9
2354.0,87.273,118.85,428.846,,,0.035,292.115,53.182,-54.987,2350.0
2354.1,85.205,115.121,441.644,,,0.035,298.87,49.867,-57.014,2350.1
2354.2,83.138,111.392,452.791,,,0.036,304.371,46.552,-59.04,2350.2
2354.3,81.07,107.664,461.992,,,0.036,308.564,43.238,-61.066,2350.3
2354.4,79.003,103.935,468.95,,,0.036,311.389,39.923,-63.092,2350.4
2354.5,76.935,100.207,473.37,,,0.037,312.791,36.932,-64.921,2350.5
2354.6,73.697,94.367,474.955,,,0.037,312.712,38.727,-63.823,2350.6
2354.7,68.909,85.732,473.408,,,0.038,311.094,40.523,-62.726,2350.7
2354.8,64.121,77.097,468.435,,,0.039,307.882,42.318,-61.628,2350.8
2354.9,59.333,68.462,459.737,,,0.04,303.017,44.168,-60.497,2350.9
