DEPT,gr,GR_NRM,res_ln,MINV,MNOR,nphi,res_sn,SP,SP_NRM,mss
2355.0,58.442,66.854,447.019,,,0.041,296.442,46.169,-59.274,2351.0
2355.1,59.809,69.321,431.372,,,0.043,287.584,48.169,-58.051,2351.1
2355.2,61.178,71.788,414.31,,,0.046,276.282,50.17,-56.828,2351.2
2355.3,62.545,74.255,396.176,,,0.049,263.103,52.171,-55.605,2351.3
2355.4,63.567,76.098,377.311,,,0.052,248.611,54.171,-54.382,2351.4
2355.5,63.225,75.481,358.055,257.576,257.576,0.056,233.372,56.172,-53.159,2351.5
2355.6,62.883,74.864,338.752,256.954,257.303,0.059,217.952,58.173,-51.937,2351.6
2355.7,62.541,74.248,319.742,240.596,250.121,0.062,202.916,60.173,-50.714,2351.7
2355.8,62.199,73.631,301.366,245.29,244.676,0.064,188.83,61.364,-49.986,2351.8
2355.9,63.353,75.713,283.966,256.195,249.962,0.066,176.259,61.364,-49.986,2351.9
2356.0,64.95,78.591,267.885,,255.249,0.067,165.769,61.364,-49.986,2352.0
2356.1,66.546,81.469,252.465,,,0.067,156.553,61.364,-49.986,2352.1
2356.2,68.141,84.347,236.934,,,0.068,147.494,61.364,-49.986,2352.2
2356.3,66.237,80.914,221.457,257.071,,0.068,138.695,63.108,-48.92,2352.3
2356.4,64.242,77.316,206.2,255.818,257.576,0.067,130.262,68.21,-45.801,2352.4
2356.5,62.248,73.718,191.329,239.327,252.98,0.067,122.295,73.313,-42.681,2352.5
2356.6,60.776,71.064,177.01,225.574,242.606,0.066,114.9,78.416,-39.562,2352.6
2356.7,61.733,72.791,163.407,224.536,232.232,0.065,108.18,83.519,-36.443,2352.7
2356.8,62.691,74.518,150.688,223.499,226.511,0.064,102.236,88.622,-33.323,2352.8
2356.9,63.621,76.195,139.016,222.543,232.845,0.063,97.174,93.725,-30.204,2352.9
2357.0,62.424,74.037,128.558,227.929,239.179,0.061,93.097,98.828,-27.085,2353.0
2357.1,61.227,71.878,119.517,,245.513,0.058,89.979,103.931,-23.965,2353.1
2357.2,60.03,69.719,111.93,,251.847,0.054,87.683,109.034,-20.846,2353.2
2357.3,58.833,67.561,105.713,,,0.051,86.145,114.136,-17.727,2353.3
2357.4,60.889,71.268,100.782,,,0.046,85.3,119.239,-14.608,2353.4
2357.5,65.278,79.183,97.054,,,0.043,85.083,123.182,-12.197,2353.5
2357.6,69.667,87.098,94.445,,,0.039,85.428,124.618,-11.319,2353.6
2357.7,74.056,95.013,92.871,,,0.036,86.271,126.055,-10.441,2353.7
2357.8,78.444,102.928,92.249,,,0.035,87.547,127.491,-9.563,2353.8
2357.9,82.833,110.843,92.494,,,0.035,89.19,128.927,-8.685,2353.9
2358.0,87.222,118.758,93.523,,,0.036,91.136,130.364,-7.807,2354.0
2358.1,91.611,126.674,95.053,,,0.037,94.213,127.011,-9.857,2354.1
2358.2,89.539,122.937,96.85,,,0.039,98.977,120.727,-13.698,2354.2
2358.3,87.385,119.052,98.898,,,0.041,104.961,114.443,-17.539,2354.3
2358.4,85.23,115.166,101.183,257.576,,0.043,111.694,108.159,-21.381,2354.4
2358.5,87.1,118.537,103.689,255.843,257.576,0.045,118.707,101.875,-25.222,2354.5
2358.6,89.835,123.471,106.403,246.716,247.56,0.048,125.53,95.591,-29.063,2354.6
2358.7,92.571,128.405,109.309,237.589,236.72,0.05,131.694,89.307,-32.905,2354.7
2358.8,95.307,133.34,112.394,228.462,225.881,0.051,136.73,82.998,-36.761,2354.8
2358.9,94.219,131.376,115.642,219.335,216.446,0.053,140.168,75.751,-41.191,2354.9
2359.0,87.208,118.733,119.038,211.37,216.7,0.054,141.538,68.504,-45.621,2355.0
2359.1,80.197,106.089,123.207,211.42,216.954,0.055,140.573,61.257,-50.051,2355.1
2359.2,73.186,93.445,128.539,211.47,217.208,0.057,137.631,54.01,-54.481,2355.2
2359.3,66.175,80.802,134.667,211.52,217.462,0.058,133.186,46.763,-58.911,2355.3
2359.4,62.126,73.498,141.228,211.569,217.716,0.059,127.709,39.516,-63.341,2355.4
2359.5,58.193,66.405,147.856,211.667,217.97,0.06,121.674,32.744,-67.481,2355.5
2359.6,54.26,59.313,154.186,212.465,218.412,0.061,115.552,33.014,-67.316,2355.6
2359.7,50.327,52.22,159.853,213.722,219.808,0.062,109.818,33.283,-67.151,2355.7
2359.8,48.212,48.406,164.493,217.313,221.204,0.062,104.942,33.552,-66.987,2355.8
2359.9,47.699,47.481,167.741,215.167,221.307,0.062,101.399,33.822,-66.822,2355.9
2360.0,47.186,46.556,169.231,213.636,220.659,0.061,99.66,34.091,-66.657,2356.0
2360.1,46.673,45.631,168.364,212.838,220.01,0.06,99.106,34.36,-66.493,2356.1
2360.2,46.16,44.706,165.131,212.04,219.362,0.059,98.802,34.63,-66.328,2356.2
2360.3,45.647,43.78,160.054,211.242,218.713,0.058,98.742,34.899,-66.163,2356.3
2360.4,45.134,42.855,153.654,211.333,219.912,0.057,98.922,35.168,-65.999,2356.4
2360.5,44.621,41.93,146.45,211.599,221.414,0.055,99.34,35.438,-65.834,2356.5
2360.6,44.108,41.005,138.964,212.737,220.417,0.054,99.991,36.198,-65.369,2356.6
2360.7,44.45,41.622,131.717,212.917,219.419,0.053,100.871,36.992,-64.884,2356.7
2360.8,45.212,42.996,125.229,212.598,223.721,0.051,101.976,37.786,-64.399,2356.8
2360.9,45.974,44.369,120.022,212.279,229.586,0.05,103.302,38.579,-63.914,2356.9
2361.0,46.736,45.743,116.615,212.727,235.451,0.049,104.846,39.373,-63.428,2357.0
2361.1,47.497,47.117,114.26,214.244,241.316,0.048,107.287,40.167,-62.943,2357.1
2361.2,48.259,48.491,111.876,216.771,247.181,0.047,111.045,40.961,-62.458,2357.2
2361.3,49.021,49.864,109.493,219.298,253.047,0.046,115.729,41.755,-61.973,2357.3
2361.4,47.828,47.714,107.142,221.825,251.747,0.045,120.947,42.548,-61.487,2357.4
2361.5,45.833,44.116,104.851,223.276,241.439,0.045,126.308,43.342,-61.002,2357.5
2361.6,46.23,44.832,102.649,223.376,231.132,0.044,131.42,44.136,-60.517,2357.6
2361.7,47.188,46.559,100.567,223.476,220.825,0.043,135.891,44.93,-60.032,2357.7
2361.8,48.145,48.286,98.633,239.727,231.338,0.043,139.328,47.88,-58.228,2357.8
2361.9,41.693,36.65,96.878,,253.283,0.043,141.342,51.04,-56.297,2357.9
2362.0,43.788,40.427,95.329,,258.362,0.043,141.538,54.2,-54.365,2358.0
2362.1,45.883,44.205,93.897,257.323,257.723,0.044,139.797,57.36,-52.433,2358.1
2362.2,45.242,43.05,92.467,253.502,257.085,0.046,136.482,60.52,-50.502,2358.2
2362.3,41.651,36.574,91.04,235.748,244.815,0.048,131.936,63.68,-48.57,2358.3
2362.4,40.639,34.749,89.618,217.992,224.2,0.05,126.501,66.84,-46.638,2358.4
2362.5,41.477,36.26,88.199,212.156,217.459,0.053,120.518,70.0,-44.707,2358.5
2362.6,42.315,37.771,86.785,211.836,217.139,0.055,114.329,73.16,-42.775,2358.6
2362.7,43.153,39.282,85.376,211.517,216.82,0.057,108.275,74.01,-42.255,2358.7
2362.8,43.991,40.793,83.973,211.405,216.501,0.059,102.698,71.64,-43.704,2358.8
2362.9,44.829,42.304,82.574,211.485,216.182,0.06,97.939,69.27,-45.153,2358.9
2363.0,46.01,44.435,81.182,211.565,215.863,0.061,94.341,66.9,-46.602,2359.0
2363.1,48.205,48.392,79.778,211.616,215.665,0.062,91.394,64.53,-48.05,2359.1
2363.2,50.399,52.35,78.356,211.616,215.69,0.063,88.421,62.16,-49.499,2359.2
2363.3,52.593,56.307,76.928,211.642,215.715,0.064,85.51,60.215,-50.688,2359.3
2363.4,52.315,55.806,75.508,211.699,215.74,0.064,82.748,62.639,-49.207,2359.4
2363.5,49.083,49.977,74.11,211.756,215.765,0.064,80.223,65.063,-47.725,2359.5
2363.6,45.852,44.149,72.748,211.813,215.79,0.065,78.023,67.486,-46.243,2359.6
2363.7,42.62,38.32,71.435,211.862,215.815,0.065,76.236,69.91,-44.762,2359.7
2363.8,39.388,32.492,70.185,211.596,215.84,0.065,74.949,72.323,-43.287,2359.8
2363.9,36.156,26.664,69.011,211.381,215.865,0.065,74.25,74.312,-42.071,2359.9
2364.0,33.463,21.807,67.927,211.513,215.89,0.064,74.227,76.301,-40.855,2360.0
2364.1,34.489,23.657,67.15,212.04,216.255,0.063,75.066,78.29,-39.639,2360.1
2364.2,35.515,25.508,66.84,213.902,217.771,0.061,76.752,80.278,-38.424,2360.2
2364.3,36.541,27.358,66.927,218.916,219.287,0.059,79.074,82.267,-37.208,2360.3
2364.4,37.567,29.208,67.341,230.353,220.998,0.056,81.822,84.256,-35.992,2360.4
2364.5,34.545,23.759,68.01,241.505,225.586,0.054,84.783,86.245,-34.776,2360.5
2364.6,32.72,20.466,68.864,252.278,241.636,0.052,87.747,88.234,-33.561,2360.6
2364.7,34.814,24.244,69.834,,,0.051,90.502,91.536,-31.542,2360.7
2364.8,36.909,28.022,70.848,,,0.05,92.836,95.172,-29.32,2360.8
2364.9,36.045,26.464,71.836,,,0.05,94.538,98.807,-27.097,2360.9
2365.0,34.849,24.305,72.727,,,0.051,95.398,102.443,-24.875,2361.0
2365.1,33.651,22.147,73.581,,,0.052,95.733,106.079,-22.652,2361.1
2365.2,32.844,20.691,74.493,,,0.053,96.006,109.715,-20.43,2361.2
2365.3,35.495,25.471,75.448,,,0.055,96.219,113.351,-18.207,2361.3
2365.4,38.145,30.251,76.433,,257.576,0.057,96.373,116.986,-15.985,2361.4
2365.5,40.795,35.031,77.434,257.071,247.636,0.059,96.471,120.622,-13.762,2361.5
2365.6,43.446,39.81,78.436,236.566,239.724,0.061,96.514,124.258,-11.54,2361.6
2365.7,46.096,44.59,79.425,243.881,243.98,0.063,96.505,127.061,-9.826,2361.7
2365.8,48.747,49.37,80.386,243.99,248.236,0.065,96.445,129.454,-8.363,2361.8
2365.9,51.397,54.15,81.306,233.516,252.492,0.066,96.337,131.849,-6.9,2361.9
2366.0,54.048,58.93,82.171,223.043,227.591,0.067,96.182,134.242,-5.436,2362.0
2366.1,56.464,63.287,82.884,218.145,216.101,0.069,95.884,136.636,-3.973,2362.1
2366.2,58.139,66.309,83.388,214.056,216.001,0.069,95.381,139.03,-2.51,2362.2
2366.3,59.815,69.332,83.727,211.466,215.901,0.07,94.724,133.745,-5.74,2362.3
2366.4,61.491,72.353,83.942,211.765,215.802,0.071,93.964,128.261,-9.093,2362.4
2366.5,63.167,75.376,84.075,212.064,215.702,0.072,93.154,122.777,-12.445,2362.5
2366.6,64.842,78.398,84.169,213.091,218.263,0.072,92.344,117.293,-15.797,2362.6
2366.7,66.518,81.42,84.266,214.288,223.051,0.072,91.588,111.808,-19.15,2362.7
2366.8,63.151,75.348,84.409,219.151,226.551,0.072,90.935,106.324,-22.502,2362.8
2366.9,59.295,68.393,84.639,225.736,229.343,0.072,90.438,100.977,-25.771,2362.9
2367.0,55.438,61.437,85.0,228.051,232.136,0.071,90.148,106.364,-22.478,2363.0
2367.1,51.581,54.481,85.766,,234.929,0.069,90.469,111.75,-19.186,2363.1
2367.2,47.724,47.526,87.131,,239.225,0.066,91.682,117.136,-15.893,2363.2
2367.3,45.792,44.041,89.021,,249.0,0.062,93.66,120.436,-13.876,2363.3
2367.4,50.879,53.215,91.356,,,0.058,96.271,116.127,-16.51,2363.4
2367.5,55.966,62.389,94.061,,,0.053,99.387,111.818,-19.144,2363.5
2367.6,57.926,65.925,97.058,,,0.048,102.878,107.509,-21.778,2363.6
2367.7,58.439,66.85,100.269,,,0.044,106.614,103.2,-24.412,2363.7
2367.8,58.952,67.775,103.619,,,0.04,110.466,99.618,-26.602,2363.8
2367.9,59.465,68.701,107.03,,,0.037,114.305,100.097,-26.309,2363.9
2368.0,64.091,77.043,110.424,,,0.035,118.0,100.576,-26.016,2364.0
2368.1,69.795,87.329,116.46,,,0.033,123.049,101.055,-25.724,2364.1
2368.2,68.731,85.41,127.015,,,0.031,130.554,101.533,-25.431,2364.2
2368.3,67.667,83.491,140.844,,,0.03,139.792,102.012,-25.138,2364.3
2368.4,66.603,81.572,156.7,,,0.029,150.038,102.027,-25.129,2364.4
2368.5,65.539,79.653,173.337,,,0.029,160.571,101.489,-25.458,2364.5
2368.6,64.475,77.735,189.508,,,0.03,170.666,100.95,-25.788,2364.6
2368.7,60.128,69.895,203.968,,,0.032,179.602,102.287,-24.97,2364.7
2368.8,55.511,61.569,215.47,,,0.035,186.654,103.779,-24.058,2364.8
2368.9,50.894,53.242,222.768,,,0.04,191.099,105.271,-23.146,2364.9
2369.0,46.277,44.916,224.615,,,0.047,192.215,106.762,-22.235,2365.0
2369.1,44.629,41.944,221.047,,,0.057,189.554,108.254,-21.323,2365.1
2369.2,46.025,44.462,213.516,,,0.07,183.618,109.746,-20.411,2365.2
2369.3,47.422,46.981,202.903,,,0.084,175.113,111.237,-19.499,2365.3
2369.4,48.818,49.499,190.087,,,0.1,164.744,112.729,-18.587,2365.4
2369.5,50.215,52.017,175.948,257.323,258.081,0.116,153.213,111.682,-19.227,2365.5
2369.6,51.611,54.536,161.369,254.46,256.965,0.131,141.227,109.527,-20.544,2365.6
2369.7,53.008,57.054,147.228,256.596,250.182,0.146,129.49,107.373,-21.861,2365.7
2369.8,54.404,59.573,134.407,,252.208,0.159,118.706,105.218,-23.178,2365.8
2369.9,51.533,54.396,123.785,,255.227,0.169,109.579,103.064,-24.495,2365.9
2370.0,48.182,48.351,116.243,257.576,253.601,0.177,102.815,100.909,-25.813,2366.0
2370.1,44.83,42.307,110.526,236.02,241.419,0.186,97.451,104.555,-23.584,2366.1
2370.2,44.159,41.097,104.865,225.414,232.154,0.194,92.109,108.201,-21.355,2366.2
2370.3,44.458,41.636,99.368,218.106,223.154,0.202,86.865,111.848,-19.126,2366.3
2370.4,45.0,42.613,94.142,212.629,,0.209,81.798,115.494,-16.897,2366.4
2370.5,46.496,45.312,89.295,212.646,,0.216,76.984,119.14,-14.668,2366.5
2370.6,47.992,48.01,84.934,212.663,,0.223,72.502,122.786,-12.44,2366.6
2370.7,49.489,50.708,81.169,212.681,,0.229,68.428,126.432,-10.211,2366.7
2370.8,50.985,53.406,78.105,212.698,,0.234,64.84,130.078,-7.982,2366.8
2370.9,52.412,55.98,75.852,212.715,,,61.816,131.037,-7.396,2366.9
2371.0,53.409,57.779,978.275,212.733,,,,131.203,-7.294,2367.0
2371.1,54.407,59.577,976.802,212.75,,,,131.369,-7.193,2367.1
2371.2,55.404,61.376,975.329,212.767,,,,131.534,-7.092,2367.2
2371.3,55.311,61.208,973.856,212.785,,,,131.7,-6.99,2367.3
2371.4,53.116,57.25,972.382,212.802,,,,131.866,-6.889,2367.4
2371.5,50.922,53.293,,212.819,,,,132.031,-6.788,2367.5
2371.6,48.727,49.335,,212.837,,,,132.197,-6.687,2367.6
2371.7,,,,212.854,,,,,,2367.7
2371.8,,,,212.871,,,,,,2367.8
