DEPT,CGXT,SMTU,gr,nprl,CLDC,DCOR,den,pe,dprl,GRGM,HVOL,AVOL,NPOR,NPRS,NPRD,DPOR,DPRS,DPRD,HDEN,CILS,CILM,CILD,res_ilm,res_ild,BIT,mss
2255.0,91.729405,2398.0,60.478545,0.155005,6.296603,-0.54701,2.301593,12.890742,0.239713,83.47195,0.000502,0.000246,0.171546,0.213052,0.139039,0.239713,0.212067,0.304765,2.30009,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.076206896552
2255.025,91.732881,2396.75,59.949037,0.14943,6.296603,-0.547814,2.313211,12.931426,0.233492,82.613225,0.000502,0.000246,0.165319,0.206786,0.133836,0.233492,0.205619,0.299076,2.310729,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.099775862069
2255.05,91.750186,2397.75,59.811352,0.146953,6.296603,-0.547995,2.325871,12.870594,0.22548,81.631728,0.000502,0.000246,0.162549,0.203977,0.131521,0.22548,0.197315,0.291749,2.32443,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.123344827586
2255.075,91.793671,2398.0,60.957539,0.148481,6.296603,-0.547576,2.339682,12.782409,0.216833,79.911061,0.000502,0.000246,0.164247,0.20563,0.132939,0.216833,0.188355,0.283842,2.339215,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.146913793103
2255.1,91.734775,2397.5,62.270453,0.153628,6.296603,-0.547168,2.352896,12.655428,0.207575,78.515689,0.000502,0.000246,0.169985,0.211325,0.137732,0.207575,0.17876,0.275376,2.355047,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.1704827586204
2255.125,91.733867,2399.0,62.452758,0.161237,6.296603,-0.547421,2.36323,12.535065,0.199291,77.360429,0.000502,0.000246,0.178472,0.219784,0.144823,0.199291,0.170175,0.267801,2.369212,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.194051724138
2255.15,91.71642,2400.75,60.528448,0.168371,6.296603,-0.548767,2.368967,12.520376,0.19482,76.859676,0.000502,0.000246,0.186434,0.227744,0.151475,0.19482,0.16554,0.263712,2.376858,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.217620689655
2255.175,91.714108,2400.5,58.129047,0.17208,6.296578,-0.551542,2.368604,12.654953,0.195251,76.945351,0.000502,0.000246,0.190575,0.231897,0.154934,0.195251,0.165988,0.264107,2.37612,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.2411896551725
2255.2,91.741563,2399.25,55.51367,0.173105,6.29656,-0.555793,2.361697,12.78944,0.200086,78.458156,0.000502,0.000246,0.191716,0.233022,0.155888,0.200086,0.170998,0.268528,2.367853,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.2647586206895
2255.225,91.74173,2400.25,52.904413,0.174548,6.296558,-0.560392,2.351222,12.912947,0.208683,81.257838,0.000502,0.000246,0.193312,0.234527,0.157221,0.208683,0.179908,0.27639,2.353151,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.288327586207
2255.25,91.707878,2400.5,50.735341,0.177164,6.296583,-0.564149,2.340714,13.026994,0.219528,84.670554,0.000502,0.000246,0.19621,0.237286,0.159643,0.219528,0.191147,0.286306,2.334607,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.311896551724
2255.275,91.735429,2399.25,50.69058,0.179648,6.296601,-0.56588,2.333696,13.106157,0.225472,87.687874,0.000502,0.000246,0.198963,0.239919,0.161943,0.225472,0.197307,0.291742,2.324443,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.3354655172416
2255.3,91.744424,2398.75,51.916922,0.181186,6.296603,-0.565152,2.331436,13.035623,0.225975,88.965695,0.000502,0.000246,0.200671,0.24157,0.163369,0.225975,0.197829,0.292202,2.323582,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.359034482759
2255.325,91.734477,2398.75,52.485082,0.181395,6.296603,-0.561804,2.334578,12.923649,0.220579,87.945905,0.000502,0.000246,0.200906,0.241819,0.163565,0.220579,0.192237,0.287268,2.332809,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.3826034482754
2255.35,91.75367,2398.0,52.603289,0.179955,6.296578,-0.557072,2.339958,12.871593,0.215257,85.203438,0.000502,0.000246,0.199313,0.240317,0.162235,0.215257,0.186721,0.282401,2.34191,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.406172413793
2255.375,91.78192,2397.5,52.969248,0.178434,6.29656,-0.552315,2.34411,12.869242,0.21032,82.257274,0.000502,0.000246,0.197629,0.238718,0.160828,0.21032,0.181604,0.277886,2.350353,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.42974137931
2255.4,91.761717,2399.0,53.785468,0.179545,6.296558,-0.548617,2.344004,12.894293,0.209725,79.620067,0.000502,0.000246,0.198863,0.239909,0.161858,0.209725,0.180988,0.277342,2.35137,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.4533103448275
2255.425,91.766,2399.25,54.70543,0.183655,6.296583,-0.545815,2.340172,12.901982,0.213819,78.773991,0.000502,0.000246,0.20342,0.24428,0.165665,0.213819,0.185231,0.281086,2.344369,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.476879310345
2255.45,91.784618,2397.25,56.324487,0.188347,6.296601,-0.543808,2.332877,12.883693,0.220901,80.239238,0.000502,0.000246,0.208624,0.249275,0.170013,0.220901,0.19257,0.287562,2.33226,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.500448275862
2255.475,91.743913,2396.25,58.487222,0.191495,6.296603,-0.542356,2.323007,12.756401,0.226492,83.197829,0.000502,0.000246,0.212115,0.25263,0.172929,0.226492,0.198364,0.292674,2.322699,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.524017241379
2255.5,91.777379,2395.5,61.11468,0.192718,6.296603,-0.541118,2.312067,12.609129,0.231681,85.841614,0.000502,0.000246,0.213473,0.253943,0.174063,0.231681,0.203742,0.29742,2.313825,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.5475862068965
2255.525,91.787653,2394.25,64.067137,0.192272,6.296579,-0.539937,2.301166,12.505184,0.238622,87.928893,0.000502,0.000246,0.212982,0.253491,0.173653,0.238622,0.210936,0.303767,2.301956,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.571155172414
2255.55,91.798604,2394.5,66.898857,0.1912,6.296561,-0.538938,2.290332,12.498208,0.245856,90.006813,0.000502,0.000246,0.211796,0.252373,0.172661,0.245856,0.218432,0.310381,2.289587,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.5947241379313
2255.575,91.766458,2395.75,69.416289,0.190746,6.29656,-0.538223,2.279682,12.573944,0.252831,91.250723,0.000502,0.000246,0.211295,0.251904,0.172243,0.252831,0.225661,0.31676,2.277659,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.618293103448
2255.6,91.762439,2396.25,71.3793,0.190477,6.296583,-0.537289,2.271045,12.72894,0.258208,90.35878,0.000502,0.000246,0.210996,0.25161,0.171993,0.258208,0.231234,0.321677,2.268464,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.6418620689656
2255.625,91.736276,2395.5,72.967302,0.189015,6.296601,-0.535839,2.265284,12.88272,0.262847,88.294595,0.000502,0.000246,0.209372,0.250034,0.170636,0.262847,0.236041,0.325919,2.260532,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.6654310344825
2255.65,91.713475,2396.5,72.326689,0.186166,6.296578,-0.534005,2.261887,12.984268,0.263907,86.348346,0.000502,0.000246,0.206209,0.246982,0.167995,0.263907,0.23714,0.326889,2.258718,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.689
2255.675,91.707686,2396.75,69.676196,0.182992,6.296536,-0.531906,2.260693,13.057275,0.262729,84.193352,0.000502,0.000246,0.202688,0.243596,0.165053,0.262729,0.235919,0.325811,2.260734,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.712568965517
2255.7,91.781818,2396.25,66.5424,0.18039,6.296515,-0.529502,2.262097,13.09962,0.262772,81.824362,0.000502,0.000246,0.199804,0.240835,0.162643,0.262772,0.235964,0.32585,2.26066,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.736137931034
2255.725,91.769521,2396.25,64.114223,0.178789,6.296538,-0.527141,2.26527,13.07814,0.261683,79.831917,0.000502,0.000246,0.19803,0.239146,0.161162,0.261683,0.234835,0.324854,2.262523,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.7597068965515
2255.75,91.747554,2397.75,62.564758,0.178199,6.296581,-0.525441,2.268517,13.019212,0.258706,78.871695,0.000502,0.000246,0.197378,0.238531,0.160616,0.258706,0.231749,0.322132,2.267613,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.783275862069
2255.775,91.747574,2400.25,61.754794,0.178234,6.296601,-0.524243,2.272476,12.942856,0.254588,78.794321,0.000502,0.000246,0.197418,0.238577,0.16065,0.254588,0.227482,0.318367,2.274654,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.8068448275862
2255.8,91.743788,2401.25,61.967389,0.178273,6.296603,-0.52368,2.276622,12.864,0.253179,80.077055,0.000502,0.000246,0.197461,0.23862,0.160686,0.253179,0.226021,0.317078,2.277065,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.8304137931036
2255.825,91.793225,2401.25,62.891246,0.177963,6.296603,-0.524037,2.280003,12.742867,0.25116,83.083461,0.000502,0.000246,0.197118,0.238289,0.160399,0.25116,0.223929,0.315232,2.280517,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.8539827586205
2255.85,91.825877,2400.5,64.80954,0.177578,6.296603,-0.525584,2.281462,12.640316,0.249562,86.760497,0.000502,0.000246,0.19669,0.237878,0.160042,0.249562,0.222273,0.313771,2.283249,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.877551724138
2255.875,91.807513,2398.5,66.43965,0.177558,6.296603,-0.527646,2.282515,12.578465,0.248857,88.57283,0.000502,0.000246,0.196669,0.23786,0.160024,0.248857,0.221543,0.313126,2.284454,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.9011206896553
2255.9,91.790077,2397.5,67.440782,0.179005,6.296603,-0.529735,2.283957,12.594002,0.250359,88.290927,0.000502,0.000246,0.198273,0.239397,0.161365,0.250359,0.223099,0.314499,2.281887,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.9246896551726
2255.925,91.788028,2398.25,67.371065,0.182911,6.296578,-0.531841,2.285629,12.591623,0.250132,87.15217,0.000502,0.000246,0.202597,0.2435,0.164978,0.250132,0.222864,0.314292,2.282274,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.9482586206896
2255.95,91.733061,2398.75,65.866174,0.189167,6.29656,-0.533977,2.287165,12.578803,0.246963,86.469823,0.000502,0.000246,0.209516,0.250031,0.170761,0.246963,0.21958,0.311394,2.287693,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.9718275862065
2255.975,91.737692,2398.0,62.214625,0.196816,6.296558,-0.536181,2.288566,12.571223,0.244657,86.687228,0.000502,0.000246,0.217973,0.258,0.177831,0.244657,0.21719,0.309285,2.291636,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2225.995396551724
2256.0,91.802769,2398.25,59.054652,0.204286,6.296583,-0.53859,2.289618,12.592172,0.244315,87.402815,0.000502,0.000246,0.226235,0.2658,0.184736,0.244315,0.216835,0.308972,2.292222,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.018965517241
2256.025,91.817197,2398.75,59.226735,0.210159,6.296601,-0.541249,2.290365,12.605596,0.24622,89.034839,0.000502,0.000246,0.232732,0.271947,0.190167,0.24622,0.218809,0.310714,2.288964,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.0425344827586
2256.05,91.778685,2399.5,63.082877,0.214442,6.296603,-0.543775,2.291583,12.615097,0.247016,90.763538,0.000502,0.000246,0.237464,0.276384,0.194124,0.247016,0.219635,0.311442,2.287603,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.066103448276
2256.075,91.778212,2400.75,67.635266,0.217685,6.296603,-0.545806,2.294108,12.669918,0.244743,91.486588,0.000502,0.000246,0.241035,0.279671,0.197114,0.244743,0.217279,0.309364,2.29149,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.089672413793
2256.1,91.788617,2402.0,71.165927,0.219759,6.296603,-0.547059,2.298498,12.764694,0.241073,91.145605,0.000502,0.000246,0.243313,0.281731,0.199022,0.241073,0.213475,0.306008,2.297766,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.1132413793102
2256.125,91.754485,2402.5,72.437923,0.220074,6.296603,-0.547494,2.304422,12.814882,0.236941,91.478189,0.000502,0.000246,0.243653,0.28201,0.199309,0.236941,0.209193,0.302229,2.304831,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.1368103448276
2256.15,91.71994,2401.75,71.088884,0.218195,6.296603,-0.547388,2.310614,12.826562,0.233391,92.162755,0.000502,0.000246,0.241576,0.280056,0.197573,0.233391,0.205514,0.298983,2.310901,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.160379310345
2256.175,91.746408,2402.75,67.971434,0.213295,6.296578,-0.546891,2.316706,12.827945,0.229698,92.892378,0.000502,0.000246,0.236168,0.275013,0.19305,0.229698,0.201687,0.295606,2.317217,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.1839482758623
2256.2,91.790991,2403.75,65.086739,0.204864,6.29656,-0.545807,2.323215,12.827943,0.226629,93.508905,0.000502,0.000246,0.226861,0.266327,0.185266,0.226629,0.198507,0.2928,2.322464,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.2075172413793
2256.225,91.815126,2403.0,63.765123,0.194993,6.296558,-0.543562,2.331494,12.785698,0.223252,94.235075,0.000502,0.000246,0.215961,0.256133,0.176149,0.223252,0.195007,0.289712,2.328239,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.2310862068966
2256.25,91.8293,2402.5,63.197569,0.18785,6.296583,-0.540347,2.340886,12.74639,0.217896,94.848763,0.000502,0.000246,0.208069,0.248725,0.16955,0.217896,0.189455,0.284814,2.337399,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.2546551724135
2256.275,91.803772,2402.5,63.234219,0.184931,6.296601,-0.536757,2.349793,12.66789,0.209183,94.63549,0.000502,0.000246,0.204841,0.245677,0.166852,0.209183,0.180426,0.276847,2.352296,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.278224137931
2256.3,91.767636,2401.75,63.231705,0.184189,6.296603,-0.533263,2.356626,12.614747,0.202239,94.64724,0.000502,0.000246,0.204017,0.244885,0.166164,0.202239,0.173229,0.270496,2.364172,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.3017931034483
2256.325,91.807651,2400.5,63.335588,0.183911,6.296578,-0.530082,2.36075,12.568614,0.200588,94.240234,0.000502,0.000246,0.203709,0.244586,0.165906,0.200588,0.171518,0.268986,2.366995,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.325362068965
2256.35,91.811169,2401.5,62.98274,0.184303,6.296536,-0.527434,2.361396,12.584003,0.203268,92.627725,0.000502,0.000246,0.204143,0.245001,0.166268,0.203268,0.174296,0.271438,2.362412,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.3489310344826
2256.375,91.796214,2404.0,62.783087,0.185716,6.296515,-0.524946,2.359623,12.632983,0.205825,90.273079,0.000502,0.000246,0.205709,0.246496,0.167577,0.205825,0.176946,0.273776,2.358038,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.3725
2256.4,91.738301,2406.5,62.951702,0.188261,6.296538,-0.52203,2.356994,12.729047,0.20727,88.043767,0.000502,0.000246,0.208524,0.24916,0.16993,0.20727,0.178444,0.275097,2.355568,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.3960689655173
2256.425,91.752977,2409.0,63.29058,0.191676,6.296581,-0.518406,2.35469,12.828887,0.207393,85.82675,0.000502,0.000246,0.212302,0.252734,0.173088,0.207393,0.178571,0.27521,2.355358,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.4196379310347
2256.45,91.799347,2410.0,63.578917,0.195208,6.296601,-0.51482,2.35097,12.930692,0.208267,83.804378,0.000502,0.000246,0.216213,0.256445,0.176356,0.208267,0.179477,0.276009,2.353863,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.4432068965516
2256.475,91.820618,2407.75,64.339751,0.197721,6.296603,-0.511869,2.344492,12.993761,0.210009,83.258516,0.000502,0.000246,0.218997,0.259104,0.178682,0.210009,0.181282,0.277602,2.350885,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.466775862069
2256.5,91.793103,2392.0,65.543727,0.198844,6.296603,-0.509762,2.334841,13.02843,0.216716,84.250813,0.000502,0.000246,0.220243,0.260295,0.179722,0.216716,0.188233,0.283735,2.339415,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.4903448275863
2256.525,91.739882,2390.75,66.088182,0.19857,6.296603,-0.508085,2.32356,12.978656,0.226238,85.209706,0.000502,0.000246,0.219941,0.260016,0.17947,0.226238,0.198102,0.292443,2.323132,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.5139137931033
2256.55,91.768301,2402.25,66.068301,0.196728,6.296603,-0.506662,2.311465,12.832692,0.23564,84.648192,0.000502,0.000246,0.217901,0.258083,0.177765,0.23564,0.207846,0.30104,2.307055,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.5374827586206
2256.575,91.796735,2407.75,66.571948,0.193289,6.296603,-0.505006,2.300374,12.636215,0.241283,83.11543,0.000502,0.000246,0.21409,0.25444,0.174581,0.241283,0.213693,0.3062,2.297406,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.5610517241375
2256.6,91.824037,2408.0,66.905574,0.188145,6.296603,-0.503268,2.290773,12.517742,0.245423,81.783638,0.000502,0.000246,0.20838,0.248921,0.169811,0.245423,0.217984,0.309986,2.290327,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.584620689655
2256.625,91.803123,2406.0,66.373907,0.18083,6.296603,-0.501836,2.282245,12.539542,0.249229,80.100262,0.000502,0.000246,0.200255,0.241047,0.163024,0.249229,0.221928,0.313466,2.283819,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.6081896551723
2256.65,91.736961,2402.75,64.73024,0.172115,6.296578,-0.501526,2.273004,12.679628,0.254397,79.416824,0.000502,0.000246,0.190579,0.231686,0.15494,0.254397,0.227284,0.318192,2.274981,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.6317586206897
2256.675,91.738148,2385.5,63.219878,0.164576,6.296536,-0.502594,2.262524,12.862978,0.260637,79.702051,0.000502,0.000246,0.18221,0.223603,0.147949,0.260637,0.233751,0.323898,2.264311,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.655327586207
2256.7,91.783981,2375.75,61.682001,0.159816,6.296515,-0.504741,2.251659,13.007206,0.268342,81.572052,0.000502,0.000246,0.176923,0.218476,0.143533,0.268342,0.241736,0.330944,2.251135,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.678896551724
2256.725,91.825612,2398.0,60.245924,0.156797,6.296514,-0.50746,2.241733,13.067865,0.276103,83.399939,0.000502,0.000246,0.173559,0.215149,0.140722,0.276103,0.249779,0.33804,2.237864,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.7024655172413
2256.75,91.801944,2438.75,58.481145,0.154342,6.296538,-0.510401,2.23382,13.003599,0.281027,84.852826,0.000502,0.000246,0.170817,0.212396,0.138432,0.281027,0.254882,0.342543,2.229445,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.7260344827587
2256.775,91.733537,2441.25,56.77617,0.152957,6.296533,-0.513191,2.229193,12.885915,0.283433,85.164201,0.000502,0.000246,0.169267,0.21082,0.137136,0.283433,0.257376,0.344743,2.22533,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.749603448276
2256.8,91.74147,2429.75,54.159222,0.153113,6.29654,-0.515108,2.229879,12.807673,0.283781,84.385913,0.000502,0.000246,0.169438,0.210964,0.137279,0.283781,0.257736,0.345061,2.224735,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.7731724137934
2256.825,91.754958,2411.5,51.191128,0.15494,6.296557,-0.515836,2.236414,12.79411,0.281837,82.837297,0.000502,0.000246,0.171473,0.212967,0.138978,0.281837,0.255721,0.343284,2.22806,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.7967413793103
2256.85,91.793379,2398.5,48.481947,0.158888,6.296583,-0.515433,2.248043,12.815118,0.27403,81.559116,0.000502,0.000246,0.175873,0.21733,0.142653,0.27403,0.247631,0.336145,2.241408,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.8203103448272
2256.875,91.804308,2410.25,47.501998,0.164686,6.296601,-0.514319,2.263047,12.824144,0.26182,81.079556,0.000502,0.000246,0.182337,0.223745,0.148053,0.26182,0.234977,0.32498,2.262288,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.8438793103446
2256.9,91.800369,2419.5,48.140555,0.170913,6.296603,-0.512831,2.279761,12.829145,0.249338,80.59604,0.000502,0.000246,0.189273,0.2306,0.153847,0.249338,0.222041,0.313566,2.283632,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.867448275862
2256.925,91.774231,2418.5,50.056787,0.176691,6.296603,-0.511802,2.295049,12.775016,0.239832,79.674907,0.000502,0.000246,0.195696,0.236861,0.159212,0.239832,0.212189,0.304873,2.299888,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.8910172413794
2256.95,91.82475,2403.25,52.024075,0.182349,6.296603,-0.511913,2.306339,12.694005,0.232918,78.229163,0.000502,0.000246,0.201972,0.242894,0.164456,0.232918,0.205024,0.29855,2.311711,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.9145862068963
2256.975,91.834676,2393.0,54.081305,0.187794,6.296578,-0.512924,2.313736,12.6214,0.229292,76.56246,0.000502,0.000246,0.208008,0.248673,0.169498,0.229292,0.201266,0.295235,2.31791,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.9381551724136
2257.0,91.851877,2393.25,55.781024,0.191301,6.296558,-0.514055,2.319105,12.611899,0.228777,76.018617,0.000502,0.000246,0.211895,0.25239,0.172746,0.228777,0.200732,0.294764,2.318792,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.961724137931
2257.025,91.823756,2392.25,56.546535,0.191164,6.296556,-0.514835,2.323526,12.582659,0.227679,77.050284,0.000502,0.000246,0.21174,0.25222,0.172617,0.227679,0.199595,0.29376,2.320668,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2226.9852931034484
2257.05,91.763243,2408.5,55.989333,0.187224,6.296582,-0.515134,2.327407,12.529673,0.224101,79.798141,0.000502,0.000246,0.207367,0.247997,0.168964,0.224101,0.195887,0.290488,2.326787,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2227.0088620689658
2257.075,91.778624,2420.75,55.959069,0.180606,6.296601,-0.514729,2.331239,12.476227,0.219967,83.25047,0.000502,0.000246,0.200023,0.240923,0.162828,0.219967,0.191603,0.286708,2.333856,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2227.0324310344827
2257.1,91.800659,2407.75,57.54257,0.173492,6.296603,-0.51363,2.335024,12.448036,0.21794,87.380289,0.000502,0.000246,0.19213,0.233327,0.156235,0.21794,0.189501,0.284854,2.337323,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2227.056
2257.125,91.828119,2398.75,59.726969,0.168639,6.296603,-0.512128,2.33807,12.42785,0.217592,91.325327,0.000502,0.000246,0.186746,0.228145,0.151737,0.217592,0.189141,0.284536,2.337918,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2227.0795689655174
2257.15,91.823781,2398.0,61.33212,0.16806,6.296603,-0.510523,2.339907,12.431748,0.216652,93.788962,0.000502,0.000246,0.186104,0.227533,0.151201,0.216652,0.188167,0.283677,2.339525,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2227.1031379310343
2257.175,91.809166,2397.5,62.390429,0.172714,6.296603,-0.508922,2.340449,12.5095,0.215247,94.877811,0.000502,0.000246,0.191264,0.232477,0.155512,0.215247,0.18671,0.282392,2.341928,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2227.1267068965517
2257.2,91.828264,2396.0,63.56131,0.18189,6.296603,-0.507262,2.339908,12.618941,0.214645,96.305698,0.000502,0.000246,0.201428,0.242164,0.164006,0.214645,0.186087,0.281841,2.342957,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2227.1502758620686
2257.225,91.844626,2395.75,64.385922,0.193233,6.296603,-0.505881,2.337353,12.691567,0.21639,98.07966,0.000502,0.000246,0.213985,0.254086,0.174502,0.21639,0.187895,0.283436,2.339974,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2227.173844827586
2257.25,91.834618,2395.5,65.184392,0.204072,6.296603,-0.505094,2.331855,12.707513,0.219183,98.518143,0.000502,0.000246,0.225979,0.265451,0.184527,0.219183,0.19079,0.285991,2.335196,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2227.1974137931034
2257.275,91.810864,2394.25,66.532274,0.21228,6.296603,-0.50501,2.323248,12.768429,0.22412,98.003944,0.000502,0.000246,0.235061,0.274046,0.192118,0.22412,0.195906,0.290505,2.326755,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2227.2209827586207
2257.3,91.782919,2393.75,69.597137,0.215956,6.296603,-0.505068,2.313526,12.914452,0.231334,97.80755,0.000502,0.000246,0.239129,0.277903,0.195518,0.231334,0.203382,0.297102,2.314419,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2227.244551724138
2257.325,91.756447,2394.5,74.18533,0.214588,6.296603,-0.505042,2.30386,13.066102,0.239843,97.548901,0.000502,0.000246,0.237624,0.276526,0.194257,0.239843,0.2122,0.304883,2.299869,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2227.268120689655
2257.35,91.789857,2395.75,79.1741,0.210583,6.296603,-0.504753,2.295073,13.165633,0.244834,95.749933,0.000502,0.000246,0.233206,0.272424,0.190562,0.244834,0.217373,0.309447,2.291334,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2227.2916896551724
2257.375,91.823218,2397.0,81.934547,0.207257,6.296603,-0.503971,2.28806,13.218627,0.247424,94.348421,0.000502,0.000246,0.229538,0.269017,0.187494,0.247424,0.220058,0.311815,2.286905,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2227.3152586206897
2257.4,91.843199,2398.25,81.998721,0.205537,6.296578,-0.502435,2.283571,13.227341,0.249775,94.58916,0.000502,0.000246,0.22764,0.267253,0.185907,0.249775,0.222495,0.313966,2.282884,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2227.338827586207
2257.425,91.811562,2398.75,79.540155,0.204629,6.29656,-0.500635,2.279822,13.156095,0.251809,95.466922,0.000502,0.000246,0.226638,0.266319,0.185069,0.251809,0.224602,0.315826,2.279406,5e-05,5e-05,5e-05,20000000.0,20000000.0,8.75,2227.3623965517245
