DEPTH,gr,neut_counts,mss
2298.0652,3.2524,218.2352,2292.0652
2298.2175,3.0523,214.427,2292.2175
2298.3699,2.9952,236.8717,2292.3699
2298.5225,3.2959,248.307,2292.5225
2298.6748,3.5107,272.4451,2292.6748
2298.8271,3.7397,309.2636,2292.8271
2298.9795,3.9402,336.8117,2292.9795
2299.1318,3.6972,342.7423,2293.1318
2299.2844,3.5543,341.4742,2293.2844
2299.4368,3.4257,341.9002,2293.4368
2299.5891,3.197,344.02,2293.5891
2299.7415,3.0252,349.1038,2293.7415
2299.894,2.8397,357.575,2293.894
2300.0464,3.1973,369.0421,2294.0464
2300.1987,3.2543,380.2939,2294.1987
2300.3511,3.1682,390.5811,2294.3511
2300.5037,3.2252,387.2594,2294.5037
2300.656,2.8959,381.1865,2294.656
2300.8083,2.681,371.4791,2294.8083
2300.9607,2.4948,368.1552,2294.9607
2301.113,2.3514,365.1932,2295.113
2301.2656,2.1795,365.1004,2295.2656
2301.418,1.9646,374.9252,2295.418
2301.5703,1.7498,385.5035,2295.5703
2301.7227,1.5917,391.0042,2295.7227
2301.8752,1.4059,390.5811,2295.8752
2302.0276,1.2483,386.3498,2296.0276
2302.1799,1.2909,376.1946,2296.1799
2302.3323,1.2191,376.776,2296.3323
2302.4849,1.1045,389.7883,2296.4849
2302.6372,1.3187,385.5885,2296.6372
2302.7896,1.3758,390.3405,2296.7896
2302.9419,1.3469,398.7457,2296.9419
2303.0942,1.4324,401.4432,2297.0942
2303.2468,1.5466,406.2323,2297.2468
2303.3992,1.6894,414.7621,2297.3992
2303.5515,1.8322,421.2745,2297.5515
2303.7039,1.9321,429.086,2297.7039
2303.8564,2.0177,416.8152,2297.8564
2304.0088,2.0026,431.7941,2298.0088
2304.1611,1.8884,417.197,2298.1611
2304.3135,1.8452,410.0934,2298.3135
2304.4661,1.802,407.2969,2298.4661
2304.6184,1.7302,402.4224,2298.6184
2304.7708,1.6584,397.8905,2298.7708
2304.9231,1.5866,387.3412,2298.9231
2305.0754,1.5291,368.5504,2299.0754
2305.228,1.4574,355.1292,2299.228
2305.3804,1.3427,361.4226,2299.3804
2305.5327,1.1564,366.8857,2299.5327
2305.6851,1.056,357.3725,2299.6851
2305.8376,1.0414,353.4885,2299.8376
2305.99,1.0412,350.2323,2299.99
2306.1423,1.0123,347.4217,2300.1423
2306.2947,0.9543,350.44,2300.2947
2306.4473,0.926,354.615,2300.4473
2306.5996,1.2548,359.6925,2300.5996
2306.752,1.1686,363.0776,2300.752
2306.9043,0.9681,356.7306,2300.9043
2307.0566,0.8963,354.2682,2301.0566
2307.2092,1.1249,366.8857,2301.2092
2307.3616,1.2391,376.6178,2301.3616
2307.5139,1.2818,386.3498,2301.5139
2307.6663,1.3817,388.5374,2301.6663
2307.8188,1.5531,385.2112,2301.8188
2307.9712,1.7245,387.4443,2301.9712
2308.1235,1.5812,394.4416,2302.1235
2308.2759,1.4951,402.1104,2302.2759
2308.4285,1.4376,414.4027,2302.4285
2308.5808,1.3515,417.5436,2302.5808
2308.7332,1.4228,408.2919,2302.7332
2308.8855,1.3939,403.9716,2302.8855
2309.0378,1.3221,391.9076,2303.0378
2309.1904,1.6079,381.8076,2303.1904
2309.3428,1.7937,380.426,2303.3428
2309.4951,1.9937,389.9949,2303.4951
2309.6475,2.1651,396.9426,2303.6475
2309.8,2.2936,402.4288,2303.8
2309.9524,2.5795,417.6028,2303.9524
2310.1047,2.2931,437.4437,2304.1047
2310.2571,2.393,449.3963,2304.2571
2310.4097,2.6216,454.897,2304.4097
2310.562,2.421,471.9484,2304.562
2310.7144,2.335,497.3401,2304.7144
2310.8667,2.8217,522.7317,2304.8667
2311.019,3.0068,532.1537,2305.019
2311.1716,3.1496,518.5056,2305.1716
2311.324,3.4498,511.6161,2305.324
2311.4763,3.564,501.9421,2305.4763
2311.6287,3.1059,491.7745,2305.6287
2311.7812,2.7909,484.9394,2305.7812
2311.9336,3.0911,506.6867,2305.9336
2312.0859,3.3198,524.0509,2306.0859
2312.2383,2.8903,535.1446,2306.2383
2312.3909,2.6611,545.4471,2306.3909
2312.5432,2.4463,534.6532,2306.5432
2312.6956,2.1885,523.4443,2306.6956
2312.8479,1.8878,513.7123,2306.8479
2313.0002,1.5012,503.9803,2307.0002
2313.1528,1.4295,490.4531,2307.1528
2313.3052,1.4865,451.0194,2307.3052
2313.4575,1.2716,413.2077,2307.4575
2313.6099,1.1998,377.5195,2307.6099
2313.7625,1.4141,347.357,2307.7625
2313.9148,1.5569,337.2594,2307.9148
2314.0671,1.6568,325.4189,2308.0671
2314.2195,1.7423,332.1017,2308.2195
2314.3721,1.8137,347.9561,2308.3721
2314.5244,1.8992,363.8104,2308.5244
2314.6768,2.042,379.6648,2308.6768
2314.8291,2.1276,387.3727,2308.8291
2314.9814,2.2132,370.2708,2308.9814
2315.134,2.4132,376.1946,2309.134
2315.2864,2.5417,385.9267,2309.2864
2315.4387,2.6274,390.4259,2309.4387
2315.5911,2.7844,397.0397,2309.5911
2315.7437,3.0641,418.9526,2309.7437
2315.896,3.3275,445.6844,2309.896
2316.0483,3.785,478.1693,2310.0483
2316.2007,4.1138,491.2863,2310.2007
2316.3533,4.2852,498.0564,2310.3533
2316.5056,4.6675,505.6058,2310.5056
2316.658,5.2289,504.7466,2310.658
2316.8103,5.6149,492.9789,2310.8103
2316.9626,5.7584,489.1707,2310.9626
2317.1152,6.015,479.8618,2311.1152
2317.2676,6.2436,454.1731,2311.2676
2317.4199,6.0001,429.086,2311.4199
2317.5723,5.914,410.9405,2311.5723
2317.7249,5.8565,397.3965,2311.7249
2317.8772,5.799,384.6417,2311.8772
2318.0295,5.6164,387.6192,2312.0295
2318.1819,4.511,400.7362,2312.1819
2318.3345,4.153,407.9295,2312.3345
2318.4868,3.6378,413.4302,2312.4868
2318.6392,2.7362,419.194,2312.6392
2318.7915,2.5786,412.9997,2312.7915
2318.9438,2.4353,407.2804,2312.9438
2319.0964,2.1489,408.2642,2313.0964
2319.2488,1.9626,424.4316,2313.2488
2319.4011,1.8336,467.7122,2313.4011
2319.5535,1.7476,507.6017,2313.5535
2319.7061,1.8045,544.1777,2313.7061
2319.8584,1.5324,532.4646,2313.8584
2320.0107,1.3748,517.8414,2314.0107
2320.1631,1.6034,503.2182,2314.1631
2320.3157,1.8607,500.1721,2314.3157
2320.468,1.7889,509.2954,2314.468
2320.6204,2.1176,518.3677,2314.6204
2320.7727,2.475,522.1749,2314.7727
2320.925,2.8324,526.4062,2314.925
2321.0776,3.4239,537.4076,2315.0776
2321.23,3.9192,553.0635,2315.23
2321.3823,4.467,562.3723,2315.3823
2321.5347,5.1776,550.9478,2315.5347
2321.6873,5.864,562.3723,2315.6873
2321.8396,6.3502,577.1819,2315.8396
2321.9919,6.7219,571.5252,2315.9919
2322.1443,6.8361,557.4229,2316.1443
2322.2966,7.0672,551.3459,2316.2966
2322.4492,7.6367,560.6798,2316.4492
2322.6016,7.8224,551.3709,2316.6016
2322.7539,8.1512,545.024,2316.7539
2322.9062,7.5501,540.3695,2316.9062
2323.0588,7.1206,534.314,2317.0588
2323.2112,7.335,535.4781,2317.2112
2323.3635,6.9055,543.5403,2317.3635
2323.5159,6.6907,539.0592,2317.5159
2323.6685,6.1986,535.9775,2317.6685
2323.8208,5.6085,520.4824,2317.8208
2323.9731,5.1734,506.8409,2317.9731
2324.1255,4.7154,490.659,2318.1255
2324.2778,4.4433,474.477,2318.2778
2324.4304,4.2999,476.6943,2318.4304
2324.5828,4.314,491.1465,2318.5828
2324.7351,4.3996,505.5988,2318.7351
2324.8875,4.5567,520.0511,2318.8875
2325.04,4.4033,517.9938,2319.04
2325.1924,4.1702,508.0734,2319.1924
2325.3447,4.0987,496.5156,2319.3447
2325.4971,3.9413,480.9264,2319.4971
2325.6497,3.7124,463.7828,2319.6497
2325.802,3.226,443.4725,2319.802
2325.9543,2.8541,415.969,2319.9543
2326.1067,2.5536,410.0451,2320.1067
2326.259,2.4249,405.8138,2320.259
2326.4116,2.2818,396.927,2320.4116
2326.564,2.1817,385.3596,2320.564
2326.7163,2.0386,366.6113,2320.7163
2326.8687,1.9528,369.0749,2320.8687
2327.0212,2.0959,387.9857,2321.0212
2327.1736,1.9385,410.0451,2321.1736
2327.3259,1.7811,426.5739,2321.3259
2327.4783,1.5665,436.6118,2321.4783
2327.6309,1.4807,424.8547,2321.6309
2327.7832,1.7096,439.1485,2321.7832
2327.9355,1.6953,442.0594,2321.9355
2328.0879,1.6953,450.0898,2322.0879
2328.2402,1.7382,463.8642,2322.2402
2328.3928,1.9242,485.6049,2322.3928
2328.5452,2.2675,508.2116,2322.5452
2328.6975,2.2103,533.93,2322.6975
2328.8499,2.0672,550.5732,2322.8499
2329.0024,2.0529,537.441,2323.0024
2329.1548,2.0815,523.112,2323.1548
2329.3071,2.1388,507.7895,2323.3071
2329.4595,1.9099,492.4669,2323.4595
2329.6121,1.824,473.9011,2323.6121
2329.7644,2.1102,453.5642,2323.7644
2329.9167,2.2961,433.2274,2323.9167
2330.0691,2.3677,418.4361,2324.0691
2330.2214,2.3963,421.743,2324.2214
2330.374,2.4106,424.163,2324.374
2330.5264,2.4249,419.5969,2324.5264
2330.6787,2.3104,409.4286,2324.6787
2330.8311,2.1245,398.9767,2324.8311
2330.9836,2.1102,388.5248,2324.9836
2331.136,2.2961,389.898,2325.136
2331.2883,2.1674,401.2135,2325.2883
2331.4407,2.0529,412.529,2325.4407
2331.5933,1.9671,429.6569,2325.5933
2331.7456,1.867,452.3912,2325.7456
2331.8979,1.7811,458.6955,2325.8979
2332.0503,1.6953,445.8441,2326.0503
2332.2026,1.6524,432.9926,2326.2026
2332.3552,1.7239,420.1411,2326.3552
2332.5076,1.8097,417.6615,2326.5076
2332.6599,1.9385,431.6789,2326.6599
2332.8123,2.0971,456.4799,2326.8123
2332.9648,2.4106,476.3818,2326.9648
2333.1172,2.7682,478.1693,2327.1172
2333.2695,2.9971,483.9433,2327.2695
2333.4219,3.1688,495.5176,2327.4219
2333.5745,3.6695,490.8138,2327.5745
2333.7268,4.0272,485.7856,2327.7268
2333.8792,4.2418,479.0155,2327.8792
2334.0315,4.1273,472.7212,2328.0315
2334.1838,3.9986,466.64,2328.1838
2334.3364,4.1702,464.6205,2328.3364
2334.4888,4.3848,473.3732,2328.4888
2334.6411,4.0987,493.3102,2328.6411
2334.7935,3.784,508.7093,2328.7935
2334.946,3.6759,505.8083,2328.946
2335.0984,,502.2877,2329.0984
2335.2507,,508.3318,2329.2507
2335.4031,,513.2892,2329.4031
2335.5557,,506.0881,2329.5557
2335.708,,496.3116,2329.708
2335.8604,,488.6867,2329.8604
