porosity,m,clay_sep_pu,anchor,rw_app_ohmm,zone,sw_median,sw_p25,vsh_median,phie_median
phi_den,1.8,25,B produced Sw=0.55,0.0542,upper El Abra 2270-2294,1.208,1.071,0.169,0.065
phi_den,1.8,25,B produced Sw=0.55,0.0542,TEC-12 window 2294-2311,1.176,1.046,0.135,0.057
phi_den,1.8,25,B produced Sw=0.55,0.0542,perforated 2311-2320,0.607,0.311,0.0,0.058
phi_den,1.8,25,B produced Sw=0.55,0.0542,lower produced 2320-2332,0.639,0.451,0.0,0.079
phi_den,1.8,25,B produced Sw=0.55,0.0542,tight 2332-2374,0.621,0.506,0.0,0.037
phi_den,1.8,25,B produced Sw=0.55,0.0542,below LKO 2374-2447,,,,
phi_den,1.8,25,C book Rw 0.054,0.054,upper El Abra 2270-2294,1.206,1.069,0.169,0.065
phi_den,1.8,25,C book Rw 0.054,0.054,TEC-12 window 2294-2311,1.174,1.044,0.135,0.057
phi_den,1.8,25,C book Rw 0.054,0.054,perforated 2311-2320,0.606,0.311,0.0,0.058
phi_den,1.8,25,C book Rw 0.054,0.054,lower produced 2320-2332,0.638,0.45,0.0,0.079
phi_den,1.8,25,C book Rw 0.054,0.054,tight 2332-2374,0.62,0.505,0.0,0.037
phi_den,1.8,25,C book Rw 0.054,0.054,below LKO 2374-2447,,,,
phi_den,1.8,30,A aquifer Sw=1,0.1493,upper El Abra 2270-2294,1.5,1.5,0.141,0.067
phi_den,1.8,30,A aquifer Sw=1,0.1493,TEC-12 window 2294-2311,1.5,1.5,0.112,0.059
phi_den,1.8,30,A aquifer Sw=1,0.1493,perforated 2311-2320,1.002,0.516,0.0,0.058
phi_den,1.8,30,A aquifer Sw=1,0.1493,lower produced 2320-2332,1.061,0.748,0.0,0.079
phi_den,1.8,30,A aquifer Sw=1,0.1493,tight 2332-2374,1.029,0.839,0.0,0.037
phi_den,1.8,30,A aquifer Sw=1,0.1493,below LKO 2374-2447,,,,
phi_den,1.8,30,B produced Sw=0.55,0.0542,upper El Abra 2270-2294,1.2,1.065,0.141,0.067
phi_den,1.8,30,B produced Sw=0.55,0.0542,TEC-12 window 2294-2311,1.172,1.044,0.112,0.059
phi_den,1.8,30,B produced Sw=0.55,0.0542,perforated 2311-2320,0.607,0.311,0.0,0.058
phi_den,1.8,30,B produced Sw=0.55,0.0542,lower produced 2320-2332,0.639,0.451,0.0,0.079
phi_den,1.8,30,B produced Sw=0.55,0.0542,tight 2332-2374,0.621,0.506,0.0,0.037
phi_den,1.8,30,B produced Sw=0.55,0.0542,below LKO 2374-2447,,,,
phi_den,1.8,30,C book Rw 0.054,0.054,upper El Abra 2270-2294,1.198,1.064,0.141,0.067
phi_den,1.8,30,C book Rw 0.054,0.054,TEC-12 window 2294-2311,1.17,1.042,0.112,0.059
phi_den,1.8,30,C book Rw 0.054,0.054,perforated 2311-2320,0.606,0.311,0.0,0.058
phi_den,1.8,30,C book Rw 0.054,0.054,lower produced 2320-2332,0.638,0.45,0.0,0.079
phi_den,1.8,30,C book Rw 0.054,0.054,tight 2332-2374,0.62,0.505,0.0,0.037
phi_den,1.8,30,C book Rw 0.054,0.054,below LKO 2374-2447,,,,
phi_den,2.0,0,A aquifer Sw=1,0.0792,upper El Abra 2270-2294,1.5,1.5,0.0,0.079
phi_den,2.0,0,A aquifer Sw=1,0.0792,TEC-12 window 2294-2311,1.5,1.5,0.0,0.067
phi_den,2.0,0,A aquifer Sw=1,0.0792,perforated 2311-2320,0.991,0.466,0.0,0.058
phi_den,2.0,0,A aquifer Sw=1,0.0792,lower produced 2320-2332,0.996,0.678,0.0,0.079
phi_den,2.0,0,A aquifer Sw=1,0.0792,tight 2332-2374,1.045,0.829,0.0,0.037
phi_den,2.0,0,A aquifer Sw=1,0.0792,below LKO 2374-2447,,,0.0,
phi_den,2.0,0,B produced Sw=0.55,0.0307,upper El Abra 2270-2294,1.101,0.992,0.0,0.079
phi_den,2.0,0,B produced Sw=0.55,0.0307,TEC-12 window 2294-2311,1.133,0.982,0.0,0.067
phi_den,2.0,0,B produced Sw=0.55,0.0307,perforated 2311-2320,0.617,0.29,0.0,0.058
phi_den,2.0,0,B produced Sw=0.55,0.0307,lower produced 2320-2332,0.62,0.422,0.0,0.079
phi_den,2.0,0,B produced Sw=0.55,0.0307,tight 2332-2374,0.65,0.516,0.0,0.037
phi_den,2.0,0,B produced Sw=0.55,0.0307,below LKO 2374-2447,,,0.0,
phi_den,2.0,0,C book Rw 0.054,0.054,upper El Abra 2270-2294,1.461,1.316,0.0,0.079
phi_den,2.0,0,C book Rw 0.054,0.054,TEC-12 window 2294-2311,1.5,1.303,0.0,0.067
phi_den,2.0,0,C book Rw 0.054,0.054,perforated 2311-2320,0.818,0.385,0.0,0.058
phi_den,2.0,0,C book Rw 0.054,0.054,lower produced 2320-2332,0.823,0.56,0.0,0.079
phi_den,2.0,0,C book Rw 0.054,0.054,tight 2332-2374,0.863,0.685,0.0,0.037
phi_den,2.0,0,C book Rw 0.054,0.054,below LKO 2374-2447,,,0.0,
phi_den,2.0,20,A aquifer Sw=1,0.0792,upper El Abra 2270-2294,1.5,1.5,0.212,0.061
phi_den,2.0,20,A aquifer Sw=1,0.0792,TEC-12 window 2294-2311,1.5,1.5,0.169,0.054
phi_den,2.0,20,A aquifer Sw=1,0.0792,perforated 2311-2320,0.967,0.466,0.0,0.058
phi_den,2.0,20,A aquifer Sw=1,0.0792,lower produced 2320-2332,0.989,0.678,0.0,0.079
phi_den,2.0,20,A aquifer Sw=1,0.0792,tight 2332-2374,1.041,0.826,0.0,0.037
phi_den,2.0,20,A aquifer Sw=1,0.0792,below LKO 2374-2447,,,,
phi_den,2.0,20,B produced Sw=0.55,0.0307,upper El Abra 2270-2294,1.217,1.064,0.212,0.061
phi_den,2.0,20,B produced Sw=0.55,0.0307,TEC-12 window 2294-2311,1.181,1.044,0.169,0.054
phi_den,2.0,20,B produced Sw=0.55,0.0307,perforated 2311-2320,0.615,0.29,0.0,0.058
phi_den,2.0,20,B produced Sw=0.55,0.0307,lower produced 2320-2332,0.62,0.422,0.0,0.079
phi_den,2.0,20,B produced Sw=0.55,0.0307,tight 2332-2374,0.648,0.515,0.0,0.037
phi_den,2.0,20,B produced Sw=0.55,0.0307,below LKO 2374-2447,,,,
phi_den,2.0,20,C book Rw 0.054,0.054,upper El Abra 2270-2294,1.5,1.362,0.212,0.061
phi_den,2.0,20,C book Rw 0.054,0.054,TEC-12 window 2294-2311,1.479,1.325,0.169,0.054
phi_den,2.0,20,C book Rw 0.054,0.054,perforated 2311-2320,0.803,0.385,0.0,0.058
phi_den,2.0,20,C book Rw 0.054,0.054,lower produced 2320-2332,0.823,0.56,0.0,0.079
phi_den,2.0,20,C book Rw 0.054,0.054,tight 2332-2374,0.859,0.682,0.0,0.037
phi_den,2.0,20,C book Rw 0.054,0.054,below LKO 2374-2447,,,,
phi_den,2.0,25,A aquifer Sw=1,0.0792,upper El Abra 2270-2294,1.5,1.5,0.169,0.065
phi_den,2.0,25,A aquifer Sw=1,0.0792,TEC-12 window 2294-2311,1.5,1.5,0.135,0.057
phi_den,2.0,25,A aquifer Sw=1,0.0792,perforated 2311-2320,0.972,0.466,0.0,0.058
phi_den,2.0,25,A aquifer Sw=1,0.0792,lower produced 2320-2332,0.996,0.678,0.0,0.079
phi_den,2.0,25,A aquifer Sw=1,0.0792,tight 2332-2374,1.041,0.826,0.0,0.037
phi_den,2.0,25,A aquifer Sw=1,0.0792,below LKO 2374-2447,,,,
phi_den,2.0,25,B produced Sw=0.55,0.0307,upper El Abra 2270-2294,1.199,1.048,0.169,0.065
phi_den,2.0,25,B produced Sw=0.55,0.0307,TEC-12 window 2294-2311,1.177,1.034,0.135,0.057
phi_den,2.0,25,B produced Sw=0.55,0.0307,perforated 2311-2320,0.617,0.29,0.0,0.058
phi_den,2.0,25,B produced Sw=0.55,0.0307,lower produced 2320-2332,0.62,0.422,0.0,0.079
phi_den,2.0,25,B produced Sw=0.55,0.0307,tight 2332-2374,0.649,0.515,0.0,0.037
phi_den,2.0,25,B produced Sw=0.55,0.0307,below LKO 2374-2447,,,,
phi_den,2.0,25,C book Rw 0.054,0.054,upper El Abra 2270-2294,1.5,1.357,0.169,0.065
phi_den,2.0,25,C book Rw 0.054,0.054,TEC-12 window 2294-2311,1.495,1.334,0.135,0.057
phi_den,2.0,25,C book Rw 0.054,0.054,perforated 2311-2320,0.808,0.385,0.0,0.058
phi_den,2.0,25,C book Rw 0.054,0.054,lower produced 2320-2332,0.823,0.56,0.0,0.079
phi_den,2.0,25,C book Rw 0.054,0.054,tight 2332-2374,0.859,0.683,0.0,0.037
phi_den,2.0,25,C book Rw 0.054,0.054,below LKO 2374-2447,,,,
phi_den,2.0,30,A aquifer Sw=1,0.0792,upper El Abra 2270-2294,1.5,1.5,0.141,0.067
phi_den,2.0,30,A aquifer Sw=1,0.0792,TEC-12 window 2294-2311,1.5,1.5,0.112,0.059
phi_den,2.0,30,A aquifer Sw=1,0.0792,perforated 2311-2320,0.976,0.466,0.0,0.058
phi_den,2.0,30,A aquifer Sw=1,0.0792,lower produced 2320-2332,0.996,0.678,0.0,0.079
phi_den,2.0,30,A aquifer Sw=1,0.0792,tight 2332-2374,1.041,0.827,0.0,0.037
phi_den,2.0,30,A aquifer Sw=1,0.0792,below LKO 2374-2447,,,,
phi_den,2.0,30,B produced Sw=0.55,0.0307,upper El Abra 2270-2294,1.185,1.042,0.141,0.067
phi_den,2.0,30,B produced Sw=0.55,0.0307,TEC-12 window 2294-2311,1.171,1.027,0.112,0.059
phi_den,2.0,30,B produced Sw=0.55,0.0307,perforated 2311-2320,0.617,0.29,0.0,0.058
phi_den,2.0,30,B produced Sw=0.55,0.0307,lower produced 2320-2332,0.62,0.422,0.0,0.079
phi_den,2.0,30,B produced Sw=0.55,0.0307,tight 2332-2374,0.649,0.516,0.0,0.037
phi_den,2.0,30,B produced Sw=0.55,0.0307,below LKO 2374-2447,,,,
phi_den,2.0,30,C book Rw 0.054,0.054,upper El Abra 2270-2294,1.5,1.35,0.141,0.067
phi_den,2.0,30,C book Rw 0.054,0.054,TEC-12 window 2294-2311,1.5,1.329,0.112,0.059
phi_den,2.0,30,C book Rw 0.054,0.054,perforated 2311-2320,0.817,0.385,0.0,0.058
phi_den,2.0,30,C book Rw 0.054,0.054,lower produced 2320-2332,0.823,0.56,0.0,0.079
phi_den,2.0,30,C book Rw 0.054,0.054,tight 2332-2374,0.86,0.684,0.0,0.037
phi_den,2.0,30,C book Rw 0.054,0.054,below LKO 2374-2447,,,,
phi_den,2.2,0,A aquifer Sw=1,0.042,upper El Abra 2270-2294,1.5,1.484,0.0,0.079
phi_den,2.2,0,A aquifer Sw=1,0.042,TEC-12 window 2294-2311,1.5,1.476,0.0,0.067
phi_den,2.2,0,A aquifer Sw=1,0.042,perforated 2311-2320,0.975,0.423,0.0,0.058
phi_den,2.2,0,A aquifer Sw=1,0.042,lower produced 2320-2332,0.932,0.617,0.0,0.079
phi_den,2.2,0,A aquifer Sw=1,0.042,tight 2332-2374,1.059,0.821,0.0,0.037
phi_den,2.2,0,A aquifer Sw=1,0.042,below LKO 2374-2447,,,0.0,
phi_den,2.2,0,B produced Sw=0.55,0.0174,upper El Abra 2270-2294,1.065,0.954,0.0,0.079
phi_den,2.2,0,B produced Sw=0.55,0.0174,TEC-12 window 2294-2311,1.117,0.949,0.0,0.067
phi_den,2.2,0,B produced Sw=0.55,0.0174,perforated 2311-2320,0.627,0.272,0.0,0.058
phi_den,2.2,0,B produced Sw=0.55,0.0174,lower produced 2320-2332,0.599,0.397,0.0,0.079
phi_den,2.2,0,B produced Sw=0.55,0.0174,tight 2332-2374,0.681,0.528,0.0,0.037
phi_den,2.2,0,B produced Sw=0.55,0.0174,below LKO 2374-2447,,,0.0,
phi_den,2.2,0,C book Rw 0.054,0.054,upper El Abra 2270-2294,1.5,1.5,0.0,0.079
phi_den,2.2,0,C book Rw 0.054,0.054,TEC-12 window 2294-2311,1.5,1.5,0.0,0.067
phi_den,2.2,0,C book Rw 0.054,0.054,perforated 2311-2320,1.106,0.48,0.0,0.058
phi_den,2.2,0,C book Rw 0.054,0.054,lower produced 2320-2332,1.056,0.7,0.0,0.079
phi_den,2.2,0,C book Rw 0.054,0.054,tight 2332-2374,1.201,0.931,0.0,0.037
phi_den,2.2,0,C book Rw 0.054,0.054,below LKO 2374-2447,,,0.0,
phi_den,2.2,20,A aquifer Sw=1,0.042,upper El Abra 2270-2294,1.5,1.5,0.212,0.061
phi_den,2.2,20,A aquifer Sw=1,0.042,TEC-12 window 2294-2311,1.5,1.495,0.169,0.054
phi_den,2.2,20,A aquifer Sw=1,0.042,perforated 2311-2320,0.932,0.423,0.0,0.058
phi_den,2.2,20,A aquifer Sw=1,0.042,lower produced 2320-2332,0.928,0.617,0.0,0.079
phi_den,2.2,20,A aquifer Sw=1,0.042,tight 2332-2374,1.054,0.819,0.0,0.037
phi_den,2.2,20,A aquifer Sw=1,0.042,below LKO 2374-2447,,,,
phi_den,2.2,20,B produced Sw=0.55,0.0174,upper El Abra 2270-2294,1.215,1.047,0.212,0.061
phi_den,2.2,20,B produced Sw=0.55,0.0174,TEC-12 window 2294-2311,1.188,1.033,0.169,0.054
phi_den,2.2,20,B produced Sw=0.55,0.0174,perforated 2311-2320,0.625,0.272,0.0,0.058
phi_den,2.2,20,B produced Sw=0.55,0.0174,lower produced 2320-2332,0.599,0.397,0.0,0.079
phi_den,2.2,20,B produced Sw=0.55,0.0174,tight 2332-2374,0.678,0.528,0.0,0.037
phi_den,2.2,20,B produced Sw=0.55,0.0174,below LKO 2374-2447,,,,
phi_den,2.2,20,C book Rw 0.054,0.054,upper El Abra 2270-2294,1.5,1.5,0.212,0.061
phi_den,2.2,20,C book Rw 0.054,0.054,TEC-12 window 2294-2311,1.5,1.5,0.169,0.054
phi_den,2.2,20,C book Rw 0.054,0.054,perforated 2311-2320,1.055,0.48,0.0,0.058
phi_den,2.2,20,C book Rw 0.054,0.054,lower produced 2320-2332,1.052,0.7,0.0,0.079
phi_den,2.2,20,C book Rw 0.054,0.054,tight 2332-2374,1.195,0.927,0.0,0.037
phi_den,2.2,20,C book Rw 0.054,0.054,below LKO 2374-2447,,,,
phi_den,2.2,25,A aquifer Sw=1,0.042,upper El Abra 2270-2294,1.5,1.5,0.169,0.065
phi_den,2.2,25,A aquifer Sw=1,0.042,TEC-12 window 2294-2311,1.5,1.5,0.135,0.057
phi_den,2.2,25,A aquifer Sw=1,0.042,perforated 2311-2320,0.944,0.423,0.0,0.058
phi_den,2.2,25,A aquifer Sw=1,0.042,lower produced 2320-2332,0.932,0.617,0.0,0.079
phi_den,2.2,25,A aquifer Sw=1,0.042,tight 2332-2374,1.054,0.819,0.0,0.037
phi_den,2.2,25,A aquifer Sw=1,0.042,below LKO 2374-2447,,,,
phi_den,2.2,25,B produced Sw=0.55,0.0174,upper El Abra 2270-2294,1.189,1.027,0.169,0.065
phi_den,2.2,25,B produced Sw=0.55,0.0174,TEC-12 window 2294-2311,1.179,1.019,0.135,0.057
phi_den,2.2,25,B produced Sw=0.55,0.0174,perforated 2311-2320,0.627,0.272,0.0,0.058
phi_den,2.2,25,B produced Sw=0.55,0.0174,lower produced 2320-2332,0.599,0.397,0.0,0.079
phi_den,2.2,25,B produced Sw=0.55,0.0174,tight 2332-2374,0.678,0.528,0.0,0.037
phi_den,2.2,25,B produced Sw=0.55,0.0174,below LKO 2374-2447,,,,
phi_den,2.2,25,C book Rw 0.054,0.054,upper El Abra 2270-2294,1.5,1.5,0.169,0.065
phi_den,2.2,25,C book Rw 0.054,0.054,TEC-12 window 2294-2311,1.5,1.5,0.135,0.057
phi_den,2.2,25,C book Rw 0.054,0.054,perforated 2311-2320,1.057,0.48,0.0,0.058
phi_den,2.2,25,C book Rw 0.054,0.054,lower produced 2320-2332,1.056,0.7,0.0,0.079
phi_den,2.2,25,C book Rw 0.054,0.054,tight 2332-2374,1.195,0.929,0.0,0.037
phi_den,2.2,25,C book Rw 0.054,0.054,below LKO 2374-2447,,,,
phi_den,2.2,30,A aquifer Sw=1,0.042,upper El Abra 2270-2294,1.5,1.5,0.141,0.067
phi_den,2.2,30,A aquifer Sw=1,0.042,TEC-12 window 2294-2311,1.5,1.5,0.112,0.059
phi_den,2.2,30,A aquifer Sw=1,0.042,perforated 2311-2320,0.958,0.423,0.0,0.058
phi_den,2.2,30,A aquifer Sw=1,0.042,lower produced 2320-2332,0.932,0.617,0.0,0.079
phi_den,2.2,30,A aquifer Sw=1,0.042,tight 2332-2374,1.054,0.82,0.0,0.037
phi_den,2.2,30,A aquifer Sw=1,0.042,below LKO 2374-2447,,,,
phi_den,2.2,30,B produced Sw=0.55,0.0174,upper El Abra 2270-2294,1.172,1.017,0.141,0.067
phi_den,2.2,30,B produced Sw=0.55,0.0174,TEC-12 window 2294-2311,1.169,1.008,0.112,0.059
phi_den,2.2,30,B produced Sw=0.55,0.0174,perforated 2311-2320,0.627,0.272,0.0,0.058
phi_den,2.2,30,B produced Sw=0.55,0.0174,lower produced 2320-2332,0.599,0.397,0.0,0.079
phi_den,2.2,30,B produced Sw=0.55,0.0174,tight 2332-2374,0.68,0.528,0.0,0.037
phi_den,2.2,30,B produced Sw=0.55,0.0174,below LKO 2374-2447,,,,
phi_den,2.2,30,C book Rw 0.054,0.054,upper El Abra 2270-2294,1.5,1.5,0.141,0.067
phi_den,2.2,30,C book Rw 0.054,0.054,TEC-12 window 2294-2311,1.5,1.5,0.112,0.059
phi_den,2.2,30,C book Rw 0.054,0.054,perforated 2311-2320,1.071,0.48,0.0,0.058
phi_den,2.2,30,C book Rw 0.054,0.054,lower produced 2320-2332,1.056,0.7,0.0,0.079
phi_den,2.2,30,C book Rw 0.054,0.054,tight 2332-2374,1.195,0.929,0.0,0.037
phi_den,2.2,30,C book Rw 0.054,0.054,below LKO 2374-2447,,,,
