top_mMD,base_mMD,thickness_m,pct_raw,components,dominant,dominant_pct,grainstone_pct,mudwack_pct,oil_show,fluorescence,vuggy,cement_contaminated,description_es,description_en
2460,2470,10,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,scarce,True,False,False,"MUDSTONE- WACKSTONE GRIS CLARO, EN PARTES BLANCO, SEMICOMPACTO, EN PARTES RECRISTALIZADO, CON ESCASA IMPREGNACION DE ACEITE DE  FLUORESCENCIA AMARILLO CLARO, PRESENTA PIRITA DISEMINADA, ESPORADICOS  FRAGMENTOS DE PEDERNAL BLANCO TRASLUCIDO Y AMBAR.  ESPORADICOS FRAGMENTOS DE BENTONITA BLANCA Y GRIS CLARO. ESPORADICOS FRAGMENTOS  DE ARENISCA GRIS CLARO, DE GRANO FINO. MUDSTONE - WACKSTONE  LIGHT GRAY, IN PART  WHITE, SEMICOMPACT.  IN PART WITH RECRYSTALLIZED  WITH SCARCE OIL IMPREGNATION OF YELLOW FLUORESCENCE. WITH DISESEMINATED PYRITE. SPORADICALLY FRAGMENTS TRANSLUCENT WHITE  AND  AMBER CHERT. SPORADICALLY FRAGMENTS WITH AND LIGHT GRAY BENTONITE. SPORADICALLY FRAGMENTS LIGHT GRAY SANDSTONE OF FINE GRAIN.",
2470,2480,10,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,scarce,True,False,False,"MUDSTONE- WACKSTONE GRIS CLARO, EN PARTES BLANCO, SEMICOMPACTO, EN PARTES RECRISTALIZADO, CON ESCASA IMPREGNACION DE ACEITE DE  FLUORESCENCIA AMARILLO CLARO, PRESENTA PIRITA DISEMINADA, ESPORADICOS  FRAGMENTOS DE PEDERNAL BLANCO TRASLUCIDO Y AMBAR.  ESPORADICOS FRAGMENTOS DE BENTONITA BLANCA Y GRIS CLARO. MUDSTONE - WACKSTONE  LIGHT GRAY, IN PART WHITE, SEMICOMPACT.  IN PART WITH RECRYSTALLIZED  WITH SCARCE OIL IMPREGNATION OF YELLOW FLUORESCENCE. WITH DISESEMINATED PYRITE. SPORADICALLY FRAGMENTS TRANSLUCENT WHITE  AND  AMBER CHERT. SPORADICALLY WHITE AND LIGHT GRAY BENTONITE.",
2480,2485,5,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,scarce,True,False,False,"MUDSTONE- WACKSTONE GRIS CLARO, EN PARTES BLANCO, SEMICOMPACTO, EN PARTES RECRISTALIZADO, CON ESCASA IMPREGNACION DE ACEITE DE  FLUORESCENCIA AMARILLO CLARO, PRESENTA PIRITA DISEMINADA, ESPORADICOS  FRAGMENTOS DE PEDERNAL BLANCO TRASLUCIDO Y AMBAR. TRAZAS DE ARENISCA DE CUARZO, GRIS CLARO, GRANO FINO. MUDSTONE - WACKSTONE  LIGHT GRAY, IN PART WHITE, SEMICOMPACT.  IN PART WITH RECRYSTALLIZED  WITH SCARCE OIL IMPREGNATION OF YELLOW FLUORESCENCE. WITH DISESEMINATED PYRITE. SPORADICALLY FRAGMENTS TRANSLUCENT WHITE  AND  AMBER CHERT.",
2485,2490,5,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,poor,True,False,False,"MUDSTONE- WACKSTONE GRIS CLARO, CAFE CLARO Y BLANCO, SEMICOMPACTO, EN PARTES RECRISTALIZADO, CON POBRE IMPREGNACION DE ACEITE DE  FLUORESCENCIA AMARILLO CLARO. TRAZAS DE ARENISCA DE CUARZO, GRIS CLARO, GRANO FINO, SUBREDONDEADO Y SUBANGULOSO, REGULARMENTE CLASIFICADO Y CONSOLIDADO EN MATERIAL ARCILLOCALCAREO. ESPORADICOS FRAGMENTOS DE PEDERNAL BLANCO Y  TRASLUCIDO. ESPORADICOS FRAGMENTOS DE LUTITA GRIS CLARO SUAVE Y LIGERAMENTE CALCAREA. NOTA: ABUNDANTES REBABA METALICA MUDSTONE - WACKSTONE  LIGHT GRAY, LIGHT BROWN  IN PART WHITE, SEMICOMPACT, IN PART WITH RECRYSTALLIZED WITH SCARCE OIL IMPREGNATION OF YELLOW FLUORESCENCE. SPORADICALLY FRAGMENTS TRANSLUCENT WHITE  AND  AMBER CHERT. TRACE LIGHT GRAY SANDSTONE OF FINE GRAIN, SUBANGLE AND SUBWEIGHED, REGULARLY CLASSIFIED AND CONSOLIDATED IN CALCAREOUS CLAY MATERIAL. SPORADICALLY FRAGMENTS WHITE  AND TRANSLUCENT CHERT. SPORADICALLY FRAGMENTS OF LIGHT GRAY, SOFT AND SLIGHTLY CALCAREOUS",SHALE. NOTE: ABUNDANT METAL BURR
2490,2495,5,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,poor,True,False,False,"MUDSTONE- WACKSTONE GRIS CLARO, CAFE CLARO Y BLANCO, SEMICOMPACTO, EN PARTES RECRISTALIZADO, CON POBRE IMPREGNACION DE ACEITE DE  FLUORESCENCIA AMARILLO CLARO. TRAZAS DE ARENISCA DE CUARZO, GRIS CLARO, GRANO FINO, SUBREDONDEADO Y SUBANGULOSO, REGULARMENTE CLASIFICADO Y CONSOLIDADO EN MATERIAL ARCILLOCALCAREO. ESPORADICOS FRAGMENTOS DE PEDERNAL BLANCO Y  TRASLUCIDO. ESPORADICOS FRAGMENTOS DE BENTONITA GRIS CLARO. ESPORADICOS FRAGMENTOS DE LUTITA GRIS CLARO SUAVE Y LIGERAMENTE CALCAREA. PRESENTA ABUNDANTE PIRITA DISEMINADA. NOTA: ABUNDANTE REBABA METALICA. MUDSTONE - WACKSTONE  LIGHT GRAY, LIGHT BROWN  IN PART WHITE, SEMICOMPACT, IN PART WITH RECRYSTALLIZED WITH SCARCE OIL IMPREGNATION OF YELLOW FLUORESCENCE. TRACE LIGHT GRAY SANDSTONE OF FINE GRAIN, SUBANGLE AND SUBWEIGHED, REGULARLY CLASSIFIED AND CONSOLIDATED IN CALCAREOUS CLAY MATERIAL. SPORADICALLY FRAGMENTS WHITE  AND TRANSLUCENT CHERT. SPORADICALLY FRAGMENTS OF LIGHT GRAY BENTONITE. SPORADICALLY FRAGMENTS OF LIGHT GRAY, SOFT AND SLIGHTLY CALCAREOUS",SHALE. WITH ABUNDANT SCATTERED PYRITE. NOTE: ABUNDANT METAL BURR.
2495,2502,7,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,poor,True,False,False,"MUDSTONE- WACKSTONE CAFE CLARO, BLANCO Y CREMA, SEMICOMPACTO, POBRE IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO CLARO. TRAZAS DE ARENISCA DE CUARZO, GRIS CLARO, GRANO FINO, SUBREDONDEADO Y SUBANGULOSO, REGULARMENTE CLASIFICADO Y CONSOLIDADO EN MATERIAL ARCILLOCALCAREO. ESPORADICOS  FRAGMENTOS DE PEDERNAL BLANCO Y TRASLUCIDO. ESPORADICOS FRAGMENTOS DE BENTONITA GRIS CLARO. ABUNDANTE PIRITA DISEMINADA. NOTA: ABUNDANTE REBABA METALICA. MUDSTONE - WACKSTONE  LIGHT GRAY, LIGHT BROWN  IN PART WHITE, SEMICOMPACT, IN PART WITH RECRYSTALLIZED WITH SCARCE OIL IMPREGNATION OF YELLOW FLUORESCENCE. TRACE LIGHT GRAY SANDSTONE OF FINE GRAIN, SUBANGLE AND SUBWEIGHED, REGULARLY CLASSIFIED AND CONSOLIDATED IN CALCAREOUS CLAY MATERIAL. SPORADICALLY FRAGMENTS WHITE  AND TRANSLUCENT CHERT. SPORADICALLY FRAGMENTS OF LIGHT GRAY BENTONITE. SPORADICALLY FRAGMENTS OF LIGHT GRAY, SOFT AND SLIGHTLY CALCAREOUS",SHALE. WITH ABUNDANT SCATTERED PYRITE. NOTE: ABUNDANT METAL BURR.
2502,2505,3,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,poor,True,False,False,"MUDSTONE EN PARTES WACKSTONE CAFE Y GRIS CLARO, SEMICOMPACTO, POBRE IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO CLARO. TRAZAS DE ARENISCA DE CUARZO, GRIS CLARO, GRANO FINO, SUBREDONDEADO Y SUBANGULOSO, REGULARMENTE CLASIFICADO Y CONSOLIDADO EN MATERIAL ARCILLOCALCAREO. ESPORADICOS  FRAGMENTOS DE PEDERNAL BLANCO Y TRASLUCIDO. TRAZAS DE LUTITA GRIS CLARO SUAVE Y LIGERAMENTE CALCAREA. ESPORADICOS FRAGMENTOS DE BENTONITA GRIS CLARO. ABUNDANTE PIRITA DISEMINADA. NOTA: ABUNDANTE REBABA METALICA","MUDSTONE IN PART WACKSTONE  LIGHT GRAY, LIGHT BROWN  IN PART WHITE, SEMICOMPACT, IN PART WITH RECRYSTALLIZED WITH SCARCE OIL IMPREGNATION OF YELLOW FLUORESCENCE. TRACE LIGHT GRAY SANDSTONE OF FINE GRAIN, SUBANGLE AND SUBWEIGHED, REGULARLY CLASSIFIED AND CONSOLIDATED IN CALCAREOUS CLAY MATERIAL. SPORADICALLY FRAGMENTS WHITE  AND TRANSLUCENT CHERT. SPORADICALLY FRAGMENTS OF LIGHT GRAY BENTONITE. SPORADICALLY FRAGMENTS OF LIGHT GRAY, SOFT AND SLIGHTLY CALCAREOUS SHALE. WITH ABUNDANT SCATTERED PYRITE. NOTE: ABUNDANT METAL BURR"
2505,2510,5,90 10,mudstone-wackestone|sandstone,mudstone-wackestone,90.0,0.0,90.0,poor,True,False,False,"MUDSTONE EN PARTES WACKSTONE CAFE Y GRIS CLARO, SEMICOMPACTO, POBRE IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO CLARO. ARENISCA DE CUARZO, GRIS CLARO, GRANO FINO, SUBREDONDEADO Y SUBANGULOSO, REGULARMENTE CLASIFICADO Y CONSOLIDADO EN MATERIAL ARCILLOCALCAREO. TRAZAS DE LUTITA GRIS CLARO SUAVE Y LIGERAMENTE CALCAREA. ESPORADICOS  FRAGMENTOS DE PEDERNAL BLANCO Y TRASLUCIDO.","MUDSTONE IN PART WACKSTONE  LIGHT GRAY, LIGHT BROWN  IN PART WHITE, SEMICOMPACT, IN PART WITH RECRYSTALLIZED WITH SCARCE OIL IMPREGNATION OF YELLOW FLUORESCENCE. LIGHT GRAY SANDSTONE OF FINE GRAIN, SUBANGLE AND SUBWEIGHED, REGULARLY CLASSIFIED AND CONSOLIDATED IN CALCAREOUS CLAY MATERIAL. TRACE FRAGMENTS OF LIGHT GRAY, SOFT AND SLIGHTLY CALCAREOUS SHALE. SPORADICALLY FRAGMENTS WHITE  AND TRANSLUCENT CHERT."
2510,2517,7,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,poor,True,False,False,"MUDSTONE -WACKSTONE CAFE Y GRIS CLARO, EN PARTES BLANCO, SEMICOMPACTO, POBRE IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO CLARO. TRAZAS DE ARENISCA DE CUARZO, GRIS CLARO, GRANO FINO, SUBREDONDEADO Y SUBANGULOSO, REGULARMENTE CLASIFICADO Y CONSOLIDADO EN MATERIAL ARCILLOCALCAREO. ESPORADICOS  FRAGMENTOS DE PEDERNAL AMBAR Y CAFE OSCURO Y TRASLUCIDO. ESPORADICOS FRAGMENTOS DE LUTITA GRIS CLARO SUAVE Y LIGERAMENTE CALCAREA.  TRAZAS DE PIRITA FINA DISEMINADA. MUDSTONE-","WACKSTONE LIGHT BROWN AND LIGHT GRAY, IN PART WHITE, SEMICOMPACT, IN PART WITH RECRYSTALLIZED WITH SCARCE OIL IMPREGNATION OF YELLOW FLUORESCENCE. TRACE LIGHT GRAY SANDSTONE OF FINE GRAIN, SUBANGLE AND SUBWEIGHED, REGULARLY CLASSIFIED AND CONSOLIDATED IN CALCAREOUS CLAY MATERIAL. SPORADICALLY FRAGMENTS WHITE, DARK BROWN AND TRANSLUCENT CHERT. SPORADICALLY FRAGMENTS OF LIGHT GRAY, SOFT AND SLIGHTLY CALCAREOUS SHALE."
2517,2525,8,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,poor,True,False,False,"MUDSTONE -WACKSTONE CAFE CLARO Y BLANCO, EN PARTES GRIS CLARO, SEMICOMPACTO, POBRE IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO CLARO.TRAZAS DE ARENISCA DE CUARZO, GRIS CLARO, GRANO FINO, SUBREDONDEADO Y SUBANGULOSO, REGULARMENTE CLASIFICADO Y CONSOLIDADO EN MATERIAL ARCILLOCALCAREO.TRAZAS DE PIRITA FINA DISEMINADA. ESPORADICOS  FRAGMENTOS DE PEDERNAL CAFE OSCURO. ESPORADICOS FRAGMENTOS DE BENTONITA GRIS CLARO. NOTA: ABUNDANTE REBABA METALICA. MUDSTONE-","WACKSTONE LIGHT BROWN AND LIGHT GRAY, IN PART WHITE, SEMICOMPACT,WITH SCARCE OIL IMPREGNATION OF YELLOW FLUORESCENCE. TRACE LIGHT GRAY SANDSTONE OF FINE GRAIN, SUBANGLE AND SUBWEIGHED, REGULARLY CLASSIFIED AND  CONSOLIDATED IN CALCAREOUS CLAY MATERIAL. TRACE OF PYRITE FINE DISSEMINATED.SPORADICALLY FRAGMENTS OF DARK BROWN CHERT.SPORADICALLY FRAGMENTS OF LIGHT GRAY BENTONITE."
2525,2535,10,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,poor,True,False,False,"MUDSTONE - WACKSTONE BLANCO EN PARTES GRIS Y CAFÉ CLARO, SEMICOMPACTO, POBRE IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO CLARO. TRAZAS DE ARENISCA DE CUARZO, GRIS CLARO, GRANO FINO, SUBREDONDEADO Y SUBANGULOSO, REGULARMENTE CLASIFICADO Y CONSOLIDADO EN MATERIAL ARCILLOCALCAREO. TRAZAS DE BENTONITA GRIS CLARO. TRAZAS DE PEDERNAL CAFE OSCURO. ESPORADICOS FRAGMENTOS DE LUTITA GRIS CLARO. ESPORADICOS FRAGMENTOS DE PIRITA DISEMINADA.","MUDSTONE-WACKSTONE WHITE AND LIGHT GRAY, IN PART LIGHT BROWN, SEMICOMPACT,  WITH SCARCE OIL IMPREGNATION OF YELLOW FLUORESCENCE. TRACE LIGHT GRAY SANDSTONE OF FINE GRAIN, SUBANGLE AND SUBWEIGHED, REGULARLY CLASSIFIED AND  CONSOLIDATED IN CALCAREOUS CLAY MATERIAL. TRACE OF PYRITE FINE DISSEMINATED.SPORADICALLY FRAGMENTS OF DARK BROWN CHERT.SPORADICALLY FRAGMENTS OF LIGHT GRAY BENTONITE."
2535,2545,10,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,none,False,False,False,"MUDSTONE-WACKSTONE BLANCO EN PARTES CAFÉ CLARO Y GRIS CLARO, SEMICOMPACTO. TRAZAS DE ARENISCA DE CUARZO, GRIS CLARO, GRANO FINO, SUBREDONDEADO Y SUBANGULOSO, REGULARMENTE CLASIFICADO Y CONSOLIDADO EN MATERIAL ARCILLOCALCAREO. ESPORADICOS FRAGMENTOS DE BENTONITA GRIS CLARO.","MUDSTONE-WACKSTONE WHITE AND LIGHT GRAY, IN PART LIGHT BROWN, SEMICOMPACT. TRACE LIGHT GRAY SANDSTONE OF FINE GRAIN, SUBANGLE AND SUBWEIGHED, REGULARLY CLASSIFIED AND  CONSOLIDATED IN CALCAREOUS CLAY MATERIAL. SPORADICALLY FRAGMENTS OF LIGHT GRAY BENTONITE"
2545,2555,10,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,none,False,False,False,"MUDSTONE - WACKSTONE BLANCO EN PARTES GRIS Y CAFÉ CLARO, SEMICOMPACTO. TRAZAS DE LUTITA GRIS CLARO, SUAVE Y LIGERAMENTE CALCAREA. ESPORADICOS FRAGMENTOS DE ARENISCA DE CUARZO GRIS CLARO, GRANO FINO, SUBREDONDEADO Y SUBANGULOSO, REGULARMENTE CLASIFICADO Y CONSOLIDADO EN MATERIAL ARCILLOCALCAREO. ESPORADICOS FRAGMENTOS DE PEDERNAL CAFE OSCURO.","MUDSTONE-WACKSTONE WHITE AND LIGHT GRAY, IN PART LIGHT BROWN, SEMICOMPACT. TRACE OF LIGHT GRAY, SOFT AND SLIGHTLY CALCAREOUS SHALE. SPORADICALLY FRAGMENTS LIGHT GRAY SANDSTONE OF FINE GRAIN, SUBANGLE AND SUBWEIGHED, REGULARLY CLASSIFIED AND CONSOLIDATED IN CALCAREOUS CLAY MATERIAL. SPORADICALLY FRAGMENTS DARK BROWN CHERT."
2555,2565,10,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,poor,True,False,False,"MUDSTONE - WACKSTONE GRIS CLARO, CAFE CLARO Y BLANCO, SEMICOMPACTO CON POBRE IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO CLARO. ESPORADICOS FRAGMENTOS DE ARENISCA DE CUARZO GRIS CLARO, GRANO FINO, SUBREDONDEADO Y SUBANGULOSO, REGULARMENTE CLASIFICADO Y CONSOLIDADO EN MATERIAL ARCILLOCALCAREO. ESPORADICOS FRAGMENTOS DE BENTONITA GRIS CLARO. MUDSTONE-","WACKSTONE LIGHT GRAY, LIGHT BROWN AND WHITE, SEMICOMPACT, WITH POOR OIL IMPREGNATION OF YELLOW FLUORESCENCE. SPORADICALLY FRAGMENTS LIGHT GRAY SANDSTONE OF FINE GRAIN, SUBANGLE AND SUBWEIGHED, REGULARLY CLASSIFIED AND CONSOLIDATED IN CALCAREOUS CLAY MATERIAL. SPORADICALLY FRAGMENTS OF LIGHT GRAY BENTONITE."
2565,2570,5,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,poor,True,False,False,"MUDSTONE EN PARTE WACKSTONE BLANCO, GRIS Y CAFE CLARO, SEMICOMPACTO CON POBRE IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO CLARO. ESPORADICOS FRAGMENTOS DE ARENISCA DE CUARZO GRIS CLARO, GRANO FINO, SUBREDONDEADO Y SUBANGULOSO, REGULARMENTE CLASIFICADO Y CONSOLIDADO EN MATERIAL ARCILLOCALCAREO.","MUDSTONE IN PART WACKSTONE WHITE, LIGHT GRAY, LIGHT BROWN AND, SEMICOMPACT, WITH POOR OIL IMPREGNATION OF YELLOW FLUORESCENCE. SPORADICALLY FRAGMENTS LIGHT GRAY SANDSTONE OF FINE GRAIN, SUBANGLE AND SUBWEIGHED, REGULARLY CLASSIFIED AND CONSOLIDATED IN CALCAREOUS CLAY MATERIAL."
2570,2575,5,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,poor,True,False,False,"MUDSTONE-WACKSTONE, BLANCO, GRIS CLARO, EN PARTES CAFE CLARO Y CREMA, SEMICOMPACTO CON POBRE IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO CLARO, PIRITA DISEMINADA. TRAZAS DE BENTONITA GRIS CLARO Y BLANCO SUAVE, ESPORADICOS FRAGMENTOS DE PEDERNAL BLANCO TRANSLUCIDO. ESPORADICOS FRAGMENTOS DE ARENISCA DE CUARZO GRIS CLARO, GRANO FINO, SUBREDONDEADO Y SUBANGULOSO, REGULARMENTE CLASIFICADO Y CONSOLIDADO EN MATERIAL ARCILLOCALCAREO.","MUDSTONE-WACKSTONE, WHITE, LIGHT GRAY IN PART  LIGHT BROWN AND , SEMICOMPACT, WITH POOR OIL IMPREGNATION OF YELLOW FLUORESCENCE. TRACE OF LIGHT GRAY AND WHITE BENTONITE. SPORADICALLY FRAGMENTS WHITE, TRANSLUCENT CHERT. SPORADICALLY FRAGMENT LIGHT GRAY SANDSTONE OF FINE GRAIN, SUBANGLE AND SUBWEIGHED, REGULARLY CLASSIFIED AND CONSOLIDATED IN CALCAREOUS CLAY MATERIAL."
2575,2580,5,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,poor,True,False,False,"MUDSTONE-WACKSTONE, BLANCO,  EN PARTES GRIS CLARO Y CAFE CLARO, SEMICOMPACTO CON POBRE IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO CLARO, PIRITA DISEMINADA. TRAZAS DE BENTONITA GRIS CLARO Y BLANCO SUAVE,  ESPORADICOS FRAGMENTOS DE PEDERNAL BLANCO TRANSLUCIDO.","MUDSTONE-WACKSTONE, WHITE,  IN PART LIGHT BROWN AND LIGHT GRAY AND , SEMICOMPACT, WITH POOR OIL IMPREGNATION OF YELLOW FLUORESCENCE. DISSEMINATED PYRITE. TRACE OF LIGHT GRAY AND WHITE BENTONITE. SPORADICALLY FRAGMENTS WHITE, TRANSLUCENT CHERT."
2580,2584,4,90 10,mudstone-wackestone|bentonite,mudstone-wackestone,90.0,0.0,90.0,poor,True,False,False,"MUDSTONE-WACKSTONE, GRIS CLARO, EN PARTES BLANCO Y CAFE CLARO, SEMICOMPACTO CON POBRE IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO CLARO, PIRITA DISEMINADA. BENTONITA GRIS CLARO Y BLANCO SUAVE,  ESPORADICOS FRAGMENTOS DE PEDERNAL BLANCO TRANSLUCIDO, TRAZAS DE ARENISCA DE CUARZO GRIS CLARO, DE GRANO FINO, SUBREDONDEADO Y SUBANGULOSO, REGULARMENTE CLASIFICADO Y CONSOLIDADO EN MATERIAL ARCILLO CALCAREO. MUDSTONE-","WACKSTONE, LIGHT GRAY, IN PART WHITE, LIGHT BROWN AND , SEMICOMPACT, WITH POOR OIL IMPREGNATION OF YELLOW FLUORESCENCE. TRACE OF LIGHT GRAY AND WHITE BENTONITE AND SOFT. TRACE FRAGMENT LIGHT GRAY SANDSTONE OF FINE GRAIN, SUBANGLE AND SUBWEIGHED, REGULARLY CLASSIFIED AND CONSOLIDATED IN CALCAREOUS CLAY MATERIAL. SPORADICALLY FRAGMENTS WHITE, TRANSLUCENT CHERT."
2584,2590,6,90 10,shale|bentonite,shale,90.0,0.0,0.0,none,False,False,False,"LUTITA BENTONITICA, GRIS CLARO, SUAVE. BENTONITA GRIS CLARO Y BLANCO SUAVE, TRAZAS DE MUDSTONE-WACKESTONE, GRIS CLARO, Y BLANCO, SEMICOMPACTO. TRAZAS DE  ARENISCA DE CUARZO GRIS CLARO, DE GRANO FINO A MEDIO, SUBREDONDEADO Y SUBANGULOSO, MAL CLASIFICADO Y REGULARMENTE CONSOLIDADO EN MATERIAL ARCILLO CALCAREO. ESPORADICOS FRAGMENTOS DE PEDERNAL BLANCO TRANSLUCIDO. BENTONITIC","SHALE, LIGHT GRAY, SOFT. BENTONITE LIGHT GRAY AND WITH, SOFT. TRACE MUDSTONE-WACKSTONE, LIGHT GRAY AND WHITE, SEMICOMPACT. TRACE FRAGMENT LIGHT GRAY SANDSTONE OF FINE GRAIN OR MEDIUM GRAIN, SUBANGLE AND SUBWEIGHED, REGULARLY CLASSIFIED AND  CONSOLIDATED IN CALCAREOUS CLAY MATERIAL. SPORADICALLY FRAGMENTS WHITE, TRANSLUCENT CHERT."
2590,2595,5,MISSING,shale|mudstone-wackestone|bentonite,shale,100.0,0.0,0.0,none,False,False,False,"60-30-10 LUTITA BENTONITICA, GRIS CLARO, SUAVE. MUDSTONE-WACKESTONE, BLANCO, SEMICOMPACTO Y MUDSTONE GRIS CLARO, LIGERAMENTE ARCILLOSO. BENTONITA GRIS CLARO Y BLANCO, SUAVE. ESPORADICOS FRAGMENTOS DE PEDERNAL BLANCO TRASLUCIDO Y AMBAR. BENTONITIC","SHALE, LIGHT GRAY, SOFT. MUDSTONE-WACKESTONE, LIGHT GRAY AND WHITE, SEMICOMPACT AND MUDSTONE LIGHT GRAY, SLIGHTLY CALCAREOUS BENTONITE LIGHT GRAY AND WHITE, SOFT. SPORADICALLY FRAGMENTS WHITE, TRANSLUCENT CHERT."
2595,2605,10,MISSING,shale|mudstone-wackestone|bentonite,shale,100.0,0.0,0.0,none,False,False,False,"70-20-10 LUTITA BENTONITICA, GRIS CLARO, SUAVE. MUDSTONE-WACKESTONE, BLANCO, SEMICOMPACTO Y MUDSTONE GRIS CLARO, LIGERAMENTE ARCILLOSO. BENTONITA GRIS CLARO, BLANCO Y VERDE CLARO, SUAVE. ESPORADICOS FRAGMENTOS DE PEDERNAL BLANCO TRASLUCIDO Y AMBAR. BENTONITIC","SHALE, LIGHT GRAY, SOFT. MUDSTONE-WACKESTONE, LIGHT GRAY AND WHITE, SEMICOMPACT AND MUDSTONE LIGHT GRAY, SLIGHTLY CALCAREOUS BENTONITE LIGHT GRAY AND WITCH, SOFT. SPORADICALLY FRAGMENTS WHITE, TRANSLUCENT CHERT."
2605,2615,10,MISSING,shale|mudstone-wackestone|bentonite,shale,100.0,0.0,0.0,none,False,False,False,"60-30-10 LUTITA BENTONITICA, GRIS CLARO, SUAVE. MUDSTONE-WACKESTONE, BLANCO, SEMICOMPACTO Y MUDSTONE GRIS CLARO, LIGERAMENTE ARCILLOSO. BENTONITA GRIS CLARO Y BLANCO, SUAVE. ESPORADICOS FRAGMENTOS DE PEDERNAL BLANCO TRASLUCIDO Y AMBAR. BENTONITIC","SHALE, LIGHT GRAY, SOFT. MUDSTONE-WACKESTONE, WHITE, SEMICOMPACT AND MUDSTONE LIGHT GRAY, SLIGHTLY CALCAREOUS BENTONITE LIGHT GRAY AND WITCH, SOFT. SPORADICALLY FRAGMENTS WHITE, TRANSLUCENT CHERT."
2615,2630,15,80 20,mudstone-wackestone|bentonite,mudstone-wackestone,80.0,0.0,80.0,none,False,False,False,"MUDSTONE, BLANCO Y GRIS CLARO , SEMICOMPACTO, PIRITA DISEMINADA. BENTONITA BLANCO Y GRIS CLARO  SUAVE. TRAZAS DE LUTITA BENTONITICA, GRIS CLARO, SUAVE. ESPORADICOS FRAGMENTOS DE PEDERNAL BLANCO TRASLUCIDO","MUDSTONE WHITE AND LIGHT GRAY , SEMICOMPACT WITH DISESEMINATED PYRITE. WHITE  AND LIGHT GRAY BENTONITIC. TRACE OF BENTONITIC SHALE, LIGHT GRAY, SOFT. SPORADICALLY FRAGMENTS WHITE TRANSLUCENT CHERT."
2630,2635,5,80 20,mudstone-wackestone|bentonite,mudstone-wackestone,80.0,0.0,80.0,none,False,False,False,"MUDSTONE-WACKESTONE, BLANCO Y GRIS CLARO , SEMICOMPACTO, PIRITA DISEMINADA. BENTONITA BLANCO Y VERDE CLARO  SUAVE. TRAZAS DE LUTITA BENTONITICA, GRIS CLARO, SUEVA. ESPORADICOS FRAGMENTOS DE PEDERNAL BLANCO TRASLUCIDO","MUDSTONE-WACKESTONE  WHITE AND LIGHT GRAY, SEMICOMPACT, WITH DISESEMINATED PYRITE. WHITE  AND LIGHT GRAY BENTONITIC. BENTONITIC SHALE, LIGHT GRAY, SOFT. SPORADICALLY FRAGMENTS WHITE TRANSLUCENT CHERT."
2635,2640,5,90 10,mudstone-wackestone|bentonite,mudstone-wackestone,90.0,0.0,90.0,none,False,False,False,"MUDSTONE-WACKESTONE, BLANCO Y GRIS CLARO , SEMICOMPACTO, PIRITA DISEMINADA. BENTONITA BLANCO Y VERDE CLARO  SUAVE. TRAZAS DE LUTITA BENTONITICA, GRIS CLARO, SUEVA. ESPORADICOS FRAGMENTOS DE PEDERNAL BLANCO TRASLUCIDO.","MUDSTONE-WACKESTONE  WHITE AND LIGHT GRAY, SEMICOMPACT, WITH DISESEMINATED PYRITE. WHITE  AND LIGHT GREEN, SOFT BENTONITIC. TRACE OF BENTONITIC SHALE, LIGHT GRAY, SOFT SPORADICALLY FRAGMENTS WHITE TRANSLUCENT CHERT."
