top_mMD,base_mMD,thickness_m,pct_raw,components,dominant,dominant_pct,grainstone_pct,mudwack_pct,oil_show,fluorescence,vuggy,cement_contaminated,description_es,description_en
3035,3080,45,80 20,mudstone-wackestone|bentonite,mudstone-wackestone,80.0,0.0,80.0,none,False,False,False,"MUDSTONE-WACKESTONE BLANCO Y GRIS CLARO, PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO, ESPORADICO WACKESTONE RECRISTALIZADO CAFE CLARO DE MILIOLIDOS. BENTONITA BLANCA Y GRIS VERDOSO, SUAVE, SE OBSERVA PIRITA DISEMINADA.","MUDSTONE-WACKESTONE WHITE, LIGHT GRAY, IN PART RECRYSTALLIZED, SEMICOMPACT. SPARCE WACKESTONE LIGHT BROWN OF MILIOLIDOS. BENTONITIC WHITE AND GREENISH, SOFT, DISSEMINATED PYRITE IS OBSERVED."
3080,3090,10,90 10,mudstone-wackestone|bentonite,mudstone-wackestone,90.0,0.0,90.0,none,False,False,False,"MUDSTONE-WACKESTONE BLANCO Y GRIS CLARO, PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO. BENTONITA BLANCA Y GRIS VERDOSO, SUAVE, SE OBSERVA PIRITA DISEMINADA.","MUDSTONE-WACKESTONE WHITE, LIGHT GRAY, IN PART RECRYSTALLIZED, SEMICOMPACT. BENTONITIC WHITE AND GREENISH, SOFT, DISSEMINATED PYRITE IS OBSERVED."
3090,3095,5,80 20,mudstone-wackestone|bentonite,mudstone-wackestone,80.0,0.0,80.0,none,False,False,False,"MUDSTONE-WACKESTONE BLANCO Y GRIS CLARO, PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO. BENTONITA BLANCA Y GRIS VERDOSO, SUAVE, SE OBSERVA PIRITA DISEMINADA.","MUDSTONE-WACKESTONE WHITE, LIGHT GRAY, IN PART RECRYSTALLIZED, SEMICOMPACT. BENTONITIC WHITE AND GREENISH, SOFT, DISSEMINATED PYRITE IS OBSERVED."
3095,3103,8,70 30,mudstone-wackestone|bentonite,mudstone-wackestone,70.0,0.0,70.0,none,False,False,False,"MUDSTONE-WACKESTONE BLANCO Y GRIS CLARO, PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO. BENTONITA BLANCA Y GRIS VERDOSO, SUAVE, SE OBSERVA PIRITA DISEMINADA.","MUDSTONE-WACKESTONE WHITE, LIGHT GRAY, PARTIALLY RECRYSTALLIZED, SEMICOMPACT. BENTONITE WHITE AND GRAY GREENISH, SOFT, DISSEMINATED PYRITE IS OBSERVED."
3103,3110,7,70 30,mudstone-wackestone|bentonite,mudstone-wackestone,70.0,0.0,70.0,poor,True,False,False,"MUDSTONE GRIS CLARO, OSCURO Y GRIS VERDOSO - WACKESTONE BLANCO, GRIS Y CAFÉ CLARO PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO. ESCASO WACKESTONE CAFÉ CLARO DE MILIOLIDOS, GRAINSTONE GRIS CLARO Y OSCURO. BENTONITA BLANCA Y GRIS VERDOSO, SUAVE,CON ABUNDANTE PIRITA DISEMINADA. ESPORADICOS FRAGMENTOS DE PEDERNAL CAFE CLARO Y OSCURO. POBRE IMPREGNACION DE ACEITE CON FLUORESCENCIA AMARILLO NARANJA. MUDSTONE LIGHT GRAY, DARK AND GREENISH.","WACKESTONE WHITE, GRAY AND LIGHT BROWN, PARTIALLY RECRYSTALLIZED, SEMICOMPACT. SCARCE WACKESTONE LIGHT BROWN OF MILIOLIDS. GRAINSTONE LIGHT GRAY AND DARK. BENTONITE WHITE AND GRAY GREENISH, SOFT WITH ABUNDANT DISSEMINATED PYRITE. SPORADICALLY FRAGMENTS OF CHERT LIGHT BROWN AND DARK. POOR OIL IMPREGNATION OF YELLOW ORANGE FLUORESCENCE."
3110,3120,10,60 40,mudstone-wackestone|bentonite,mudstone-wackestone,60.0,0.0,60.0,poor,True,False,False,"MUDSTONE GRIS CLARO, OSCURO Y GRIS VERDOSO. WACKESTONE BLANCO, GRIS Y CAFÉ CLARO PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO. ESCASO WACKESTONE CAFÉ CLARO DE MILIOLIDOS, GRAINSTONE GRIS CLARO Y OSCURO. BENTONITA BLANCA Y GRIS VERDOSO, SUAVE,CON ABUNDANTE PIRITA DISEMINADA. ESPORADICOS FRAGMENTOS DE PEDERNAL CAFE CLARO Y OSCURO. POBRE IMPREGNACION DE ACEITE CON FLUORESCENCIA AMARILLO NARANJA. MUDSTONE LIGHT GRAY, DARK AND GRAY GREENISH.","WACKESTONE WHITE, GRAY AND LIGHT BROWN, PARTIALLY RECRYSTALLIZED, SEMICOMPACT. SCARCE WACKESTONE LIGHT BROWN OF MILIOLIDS. GRAINSTONE LIGHT GRAY AND DARK. BENTONITE WHITE AND GREY GREENISH, SOFT WITH ABUNDANT DISSEMINATED PYRITE. SPORADICALLY FRAGMENTS OF CHERT LIGHT BROWN AND DARK. POOR OIL IMPREGNATION OF YELLOW ORANGE FLUORESCENCE."
3120,3135,15,60 40,mudstone-wackestone|bentonite,mudstone-wackestone,60.0,0.0,60.0,poor,True,False,False,"MUDSTONE BLANCO, GRIS CLARO Y GRIS VERDOSO - WACKESTONE BLANCO Y CAFÉ CLARO PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO. ESCASO GRAINSTONE GRIS CLARO Y OSCURO. BENTONITA BLANCA Y GRIS VERDOSO, SUAVE, CON ABUNDANTE PIRITA DISEMINADA. ESPORADICOS FRAGMENTOS DE PEDERNAL CAFE OSCURO. POBRE IMPREGNACION DE ACEITE CON FLUORESCENCIA AMARILLO NARANJA.","MUDSTONE WHITE, LIGHT GRAY, GRAY GREENISH. WACKESTONE WHITE AND LIGHT BROWN PARTIALLY RECRYSTALLIZED, SEMICOMPACT. SCARCE GRAINSTONE LIGHT GRAY AND DARK. BENTONITIC WHITE AND GREENISH, SOFT WITH ABUNDANT DISSEMINATED PIRITE. SPORADICALLY FRAGMENTS OF CHERT DARK BROWN. POOR OIL IMPREGNATION OF YELLOW ORANGE FLUORESCENCE."
3135,3160,25,60 40,wackestone-grainstone|bentonite,wackestone-grainstone,60.0,60.0,0.0,none,False,False,False,"MUDSTONE BLANCO, GRIS CLARO Y GRIS VERDOSO, WACKESTONE BLANCO, CAFÉ CLARO, RECRISTALIZADO, SEMICOMPACTO, EN PARTES GRAINSTONE GRIS CLARO Y OSCURO. BENTONITA BLANCA Y GRIS VERDOSO, SUAVE, CON PIRITA DISEMINADA. ESPORADICOS FRAGMENTOS DE PEDERNAL CAFE OSCURO.","MUDSTONE WHITE, LIGHT GRAY AND GREENISH. WACKESTONE WHITE AND LIGHT BROWN, RECRYSTALLIZED, SEMICOMPACT IN PART  GRAINSTONE LIGHT GRAY AND DARK. BENTONITE WHITE AND GRAY GREENISH, SOFT WITH ABUNDANT DISSEMINATED PYRITE. SPORADICALLY FRAGMENTS OF CHERT DARK BROWN."
3160,3165,5,70 30,wackestone-grainstone|bentonite,wackestone-grainstone,70.0,70.0,0.0,none,False,False,False,"MUDSTONE BLANCO, GRIS CLARO Y GRIS VERDOSO, WACKESTONE BLANCO, CAFÉ CLARO, RECRISTALIZADO, SEMICOMPACTO, EN PARTES GRAINSTONE GRIS CLARO Y OSCURO. BENTONITA BLANCA Y GRIS VERDOSO, SUAVE, CON PIRITA DISEMINADA. ESPORADICOS FRAGMENTOS DE PEDERNAL CAFE OSCURO.","MUDSTONE WHITE, LIGHT GRAY AND GRAY GREENISH, WACKESTONE WHITE AND LIGHT BROWN, RECRYSTALLIZED, SEMICOMPACT. IN PART  GRAINSTONE LIGHT GRAY AND DARK. BENTONITE WHITE AND GRAY GREENISH, SOFT WITH ABUNDANT DISSEMINATED PYRITE. SPORADICALLY FRAGMENTS OF CHERT DARK BROWN."
3165,3175,10,70 30,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,none,False,False,False,"MUDSTONE BLANCO, GRIS CLARO Y GRIS VERDOSO, WACKESTONE BLANCO, CAFÉ CLARO, PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO, ESPORADICOS FRAGMENTOS DE GRAINSTONE DE MILIOLIDOS CAFE CLARO BENTONITA BLANCA Y GRIS VERDOSO, SUAVE, CON PIRITA DISEMINADA. ESPORADICOS FRAGMENTOS DE PEDERNAL CAFE OSCURO.","MUDSTONE WHITE, LIGHT GRAY AND GRAY GREENISH, WACKESTONE WHITE AND LIGHT BROWN PARTIALLY RECRYSTALLIZED, SEMICOMPACT. BENTONITE WHITE AND GRAY GREENISH, SOFT WITH ABUNDANT DISSEMINATED PYRITE. SPORADICALLY FRAGMENTS OF CHERT DARK BROWN"
3175,3195,20,60 40,mudstone-wackestone|bentonite,mudstone-wackestone,60.0,0.0,60.0,none,False,False,False,"MUDSTONE BLANCO Y GRIS CLARO, WACKESTONE BLANCO, CAFÉ CLARO, PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO. BENTONITA BLANCA Y GRIS VERDOSO, SUAVE, CON PIRITA DISEMINADA. ESPORADICOS FRAGMENTOS DE PEDERNAL BLANCO Y CAFE OSCURO.","MUDSTONE WHITE AND LIGHT GRAY, WACKESTONE WHITE AND LIGHT BROWN, PARTIALLY RECRYSTALLIZED, SEMICOMPACT. BENTONITE WHITE AND GRAY GREENISH, SOFT WITH ABUNDANT DISSEMINATED PYRITE. SPORADICALLY FRAGMENTS OF CHERT LIGHT BROWN AND DARK."
3195,3200,5,60 40,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,none,False,False,False,"MUDSTONE BLANCO Y GRIS CLARO, WACKESTONE BLANCO, CAFÉ CLARO, PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO, ESPORADICOS FRAGMENTOS DE GRAINSTONE DE MILIOLIDOS CAFE CLARO BENTONITA BLANCA Y GRIS VERDOSO, SUAVE, CON PIRITA DISEMINADA. ESPORADICOS FRAGMENTOS DE PEDERNAL, BLANCO Y CAFE OSCURO.","MUDSTONE WHITE AND LIGHT GRAY. WACKSTONE WHITE AND LIGH BROWN PARTIALLY RECRYSTALLIZED, SEMICOMPACT. SPORADICALLY FRAGMENT OF GRAINSTONE OF MILIOLIDS LIGH BROWN. BENTONITE WHITE AND GRAY GREENISH, SOFT WITH DISSEMINATED PYRITE. SPORADICALLY FRAGMENTS OF CHERT WHITE AND DARK BROWN."
3200,3200,0,70 30,mudstone-wackestone|bentonite,mudstone-wackestone,70.0,0.0,70.0,none,False,False,False,"MUDSTONE BLANCO Y GRIS CLARO, WACKESTONE BLANCO, CAFÉ CLARO, PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO. BENTONITA BLANCA Y GRIS VERDOSO, SUAVE, CON PIRITA DISEMINADA. ESPORADICOS FRAGMENTOS DE PEDERNAL, BLANCO Y CAFE OSCURO.","MUDSTONE WHITE, LIGHT GRAY. WACKSTONE WHITE, LIGHT BROWN PARTIALLY RECRYSTALLIZED, SEMICOMPACT. BENONITE WHITE AND GRAY GREENISH, SOFT WITH DISSEMINATED PYRITE. SPORADICALLY FRAGMENTS OF CHERT WHITE AND DARK BROWN."
3200,3205,5,70 30,bentonite|mudstone-wackestone,bentonite,70.0,0.0,30.0,none,False,False,False,"BENTONITA BLANCA, GRIS CLARA Y GRIS VERDOSA, SUAVE, CON PIRITA DISEMINADA. MUDSTONE GRIS CLARO, BLANCO Y CAFÉ CLARO DE ASPECTO CRETOSO SEMICOMPACTO.","BENTONITE WHITE, LIGHT GRAY AND GRAY GREENISH, SOFT WITH DESSEMINATED PYRITE. MUDSTONE LIGHT GRAY, WHITE AND LIGHT BROWN OF CRETACEOUS ASPECT, SEMICOMPACT."
3205,3215,10,60 40,mudstone-wackestone|bentonite,mudstone-wackestone,60.0,0.0,60.0,none,False,False,False,"MUDSTONE BLANCO, CAFÉ Y GRIS CLARO-WACKESTONE CAFÉ CLARO, PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO. BENTONITA BLANCA Y GRIS VERDOSA, SUAVE, CON PIRITA DISEMINADA.","MUDSTONE WHITE, LIGHT BROWN AND LIGHT GRAY-WACKSTONE WHITE, LIGHT BROWN PARTIALLY RECRYSTALLIZED, SEMICOMPACT. BENONITE WHITE AND GRAY GREENISH, SOFT WITH DISSEMINATED PYRITE."
3215,3220,5,60 40,bentonite|mudstone-wackestone,bentonite,60.0,0.0,40.0,none,False,False,False,"BENTONITA BLANCA, GRIS CLARA Y VERDOSA, SUAVE, CON PIRITA DISEMINADA. MUDSTONE BLANCO, CAFÉ Y GRIS CLARO DE ASPECTO CRETOSO - ESCASO WACKESTONE CAFÉ CLARO, PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO.","BENTONITE WHITE, LIGHT GRAY AND GRAY GREENISH, SOFT WITH DESSEMINATED PYRITE. MUDSTONE WHITE, BROWN AND LIGHT GRAY OF CHALK ASPECT, SCARCE WACKESTONE LIGHT BROWN, IN PART RECRYSTALLIZED, SEMICOMPACT"
3220,3230,10,70 30,bentonite|mudstone-wackestone,bentonite,70.0,0.0,30.0,none,False,False,False,"BENTONITA BLANCA, GRIS CLARA Y VERDOSA, SUAVE, CON PIRITA DISEMINADA. MUDSTONE BLANCO, CAFÉ Y GRIS CLARO DE ASPECTO CRETOSO - ESCASO WACKESTONE CAFÉ CLARO Y OSCURO, PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO. ESPORADICOS FRAGMENTOS DE MUDSTONE NEGRO.","BENTONITE WHITE, LIGHT GRAY AND GRAY GREENISH, SOFT WITH DESSEMINATED PYRITE. MUDSTONE WHITE, BROWN AND LIGHT GRAY OF CHALKY ASPECT, SCARCE WACKESTONE LIGHT BROWN, IN PART RECRYSTALLIZED, SEMICOMPACT.FRAGMENTS OF BLACK MUDSTONE."
3230,3240,10,60 40,bentonite|mudstone-wackestone,bentonite,60.0,0.0,40.0,none,False,False,False,"BENTONITA BLANCA, GRIS CLARA Y VERDOSA, SUAVE, CON PIRITA DISEMINADA. MUDSTONE BLANCO, CAFÉ Y GRIS CLARO DE ASPECTO CRETOSO - ESCASO WACKESTONE CAFÉ CLARO Y OSCURO, PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO. ESPORADICOS FRAGMENTOS DE MUDSTONE-WACKESTON CAFÉ OSCURO. ESPORADICOS FRAGMENTOS DE PEDERNAL TRANSLUCIDO.","BENTONITE WHITE, LIGHT GRAY AND GRAY GREENISH, SOFT WITH DESSEMINATED PYRITE.MUDSTONE WHITE, BROWN AND LIGHT GRAY OF CHALKY ASPECT, SCARCE WACKESTONE LIGHT BROWN, IN PART RECRYSTALLIZED, SEMICOMPACT.FRAGMENTS OF BLACK MUDSTONE. SPORADICALLY FRAGMENTS OF CHERT LIGHT BROWN AND DARK."
3240,3245,5,60 40,mudstone-wackestone|bentonite,mudstone-wackestone,60.0,0.0,60.0,none,False,False,False,"MUDSTONE BLANCO Y GRIS CLARO DE ASPECTO CRETOSO - ESCASO WACKESTONE CAFÉ CLARO Y OSCURO, PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO. BENTONITA BLANCA, GRIS CLARA Y VERDOSA, SUAVE, CON ABUNDANTE  PIRITA DISEMINADA.","MUDSTONE WHITE AND LIGHT GRAY OF CHALKY ASPECT, SCARCE WACKESTONE LIGHT BROWN, IN PART RECRYSTALLIZED, SEMICOMPACT. BENTONITE WHITE, LIGHT GRAY AND GRAY GREENISH, SOFT WITH DESSEMINATED PYRITE"
3245,3255,10,60 40,mudstone-wackestone|bentonite,mudstone-wackestone,60.0,0.0,60.0,none,False,False,False,"MUDSTONE BLANCO, GRIS CLARO Y OSCURO DE ASPECTO CRETOSO - ESCASO WACKESTONE DE MILIOLIDOS CAFÉ CLARO Y OSCURO, RECRISTALIZADO Y SEMICOMPACTO. BENTONITA BLANCA, GRIS CLARA Y VERDOSA, SUAVE, CON ABUNDANTE  PIRITA DISEMINADA.","MUDSTONE WHITE,LIGHT GRAY AND DARK OF CHALKY ASPECT, SCARCE WACKESTONE OF MILIOLIDOS LIGHT BROWN AND DARK, RECRYSTALLIZED AND SEMICOMPACT. BENTONITE WHITE, LIGHT GRAY AND GRAY GREENISH, SOFT WITH DESSEMINATED PYRITE"
3255,3260,5,60 40,mudstone-wackestone|bentonite,mudstone-wackestone,60.0,0.0,60.0,none,False,False,False,"MUDSTONE BLANCO, GRIS CLARO Y OSCURO DE ASPECTO CRETOSO - ESCASO WACKESTONE CAFÉ CLARO Y OSCURO, RECRISTALIZADO Y SEMICOMPACTO. BENTONITA BLANCA, GRIS Y VERDE CLARO, SUAVE, CON ABUNDANTE  PIRITA DISEMINADA. ESPORADICOS FRAGMENTOS DE PEDERNAL TRANSLUCIDO.","MUDSTONE WHITE, LIGHT GRAY AND DARK OF CHALKY ASPECT, SCARCE WACKESTONE OF MILIOLIDOS LIGHT BROWN AND DARK, RECRYSTALLIZED AND SEMICOMPACT. BENTONITE WHITE, LIGHT GRAY AND GRAY GREENISH, SOFT WITH ABUNDANT PYRITE. SPORADICALLY FRAGMENTS WHITE, TRANSLUCENT CHERT."
3260,3265,5,70 30,mudstone-wackestone|bentonite,mudstone-wackestone,70.0,0.0,70.0,none,False,False,False,"MUDSTONE BLANCO, GRIS CLARO Y OSCURO DE ASPECTO CRETOSO - ESCASO WACKESTONE CAFÉ CLARO Y OSCURO, RECRISTALIZADO Y SEMICOMPACTO. BENTONITA BLANCA, GRIS Y VERDE CLARO, SUAVE, CON ABUNDANTE  PIRITA DISEMINADA. ESPORADICOS FRAGMENTOS DE PEDERNAL CAFÉ OSCURO.","MUDSTONE WHITE, LIGHT GRAY AND DARK OF CHALKY ASPECT, SCARCE WACKESTONE OF MILIOLIDOS LIGHT BROWN AND DARK, RECRYSTALLIZED AND SEMICOMPACT. BENTONITE WHITE, LIGHT GRAY AND GRAY GREENISH, SOFT WITH ABUNDANT PYRITE. SPORADICALLY FRAGMENTS WHITE, TRANSLUCENT CHERT."
3265,3280,15,60 40,mudstone-wackestone|bentonite,mudstone-wackestone,60.0,0.0,60.0,none,False,False,False,"MUDSTONE BLANCO, GRIS CLARO Y OSCURO DE ASPECTO CRETOSO - ESCASO WACKESTONE DE MILIOLIDOS CAFÉ CLARO, RECRISTALIZADO Y SEMICOMPACTO. BENTONITA BLANCA, GRIS Y VERDE CLARO, SUAVE, CON ABUNDANTE  PIRITA DISEMINADA. ESPORADICOS FRAGMENTOS DE PEDERNAL CAFÉ OSCURO.","MUDSTONE WHITE, LIGHT GRAY AND DARK OF CHALKY ASPECT, SCARCE WACKESTONE OF MILIOLIDOS LIGHT BROWN AND DARK, RECRYSTALLIZED AND SEMICOMPACT. BENTONITE WHITE, LIGHT GRAY AND GRAY GREENISH, SOFT WITH ABUNDANT PYRITE. SPORADICALLY FRAGMENTS WHITE, TRANSLUCENT CHERT."
3280,3283,3,60 40,mudstone-wackestone|bentonite,mudstone-wackestone,60.0,0.0,60.0,none,False,False,False,"MUDSTONE BLANCO, GRIS CLARO Y OSCURO DE ASPECTO CRETOSO - ESCASO WACKESTONE BLANCO Y CAFÉ CLARO DE MILIOLIDOS, PARCIALMENTE RECRISTALIZADO Y SEMICOMPACTO. BENTONITA BLANCA, GRIS Y VERDE CLARO, SUAVE, CON ABUNDANTE  PIRITA DISEMINADA. ESPORADICOS FRAGMENTOS DE PEDERNAL BLANCO TRASLUCIDO Y CAFÉ OSCURO.","MUDSTONE WHITE, LIGHT GRAY AND DARK OF CHALKY ASPECT, SCARCE WACKESTONE OF MILIOLIDOS WITHE AND LIGHT BROWN AND DARK, IN PART RECRYSTALLIZED AND SEMICOMPACT. BENTONITE WHITE, LIGHT GRAY AND GRAY GREENISH, SOFT WITH ABUNDANT PYRITE. SPORADICALLY FRAGMENTS WHITE,TRANSLUCENT,WHITE, DARK BROWN CHERT."
