month_on_production,TEC-2,TEC-6,TEC-7,TEC-9,TEC-10,avg_4_pemex_wells,ifr_workbook_average,ifr_workbook_fit,ifr_tec12_curve
206,31.334276001862403,25.162047304172276,,31.334276001862403,,29.276866435965697,29.276866435965697,20.07892739701598,22.666282888573477
207,31.291263955188604,25.000752129145532,,31.291263955188604,,29.194426679840916,29.194426679840916,20.025709920840566,22.59740557945553
208,32.334306087028224,25.162047304172276,,30.334245916696577,,29.27686643596569,29.27686643596569,19.972885505209685,22.528737780351637
209,31.291263955188604,25.334095490867472,,31.291263955188604,,29.305541133748232,29.305541133748232,19.92044940325052,22.460278853348065
210,31.291263955188604,26.12981835433275,,31.291263955188604,,29.570782088236655,29.570782088236655,19.868396947473858,22.392028162465557
211,31.380254396582664,31.334276001862403,,31.334276001862403,,31.349602133435823,31.349602133435823,19.81672354808109,22.323985073680387
212,31.291263955188604,31.291263955188604,,31.291263955188604,,31.2912639551886,31.2912639551886,19.76542469131507,22.25614895487225
213,31.334276001862403,31.291263955188604,,32.66764944875016,,31.764396468600392,31.764396468600392,19.714495937853485,22.188519175871832
214,31.291263955188604,31.334276001862403,,31.291263955188604,,31.305601304079868,31.305601304079868,19.663932921243386,22.121095108424136
215,31.334276001862403,31.291263955188604,,31.291263955188604,,31.305601304079868,31.305601304079868,19.613731346375694,22.053876126178896
216,31.291263955188604,31.334276001862403,,31.380254396582664,,31.335264784544552,31.335264784544552,19.563886987998522,21.986861604705716
217,27.742770104600204,31.291263955188604,,31.291263955188604,,30.10843267165914,30.10843267165914,19.51439568926802,21.920050921477007
218,39.33451668318898,32.581625355402565,,31.334276001862403,,34.41680601348465,34.41680601348465,19.4652533603358,21.85344345586467
219,22.58132450374435,25.518009069748544,,31.291263955188604,,26.463532509560498,26.463532509560498,19.416455976971708,21.78703858911533
220,13.33373446887762,25.162047304172276,,31.334276001862403,,23.276685924970767,23.276685924970767,19.367999579221063,21.720835704379944
221,12.903614002139632,25.334095490867472,,31.291263955188604,,23.1763244827319,23.1763244827319,19.319880270095084,21.654834186684685
222,13.226204352193122,25.162047304172276,,27.742770104600204,,22.04367392032187,22.04367392032187,19.27209421429388,21.589033422930974
223,12.500376064572766,25.334095490867472,,39.33451668318898,,25.722996079543076,25.722996079543076,19.224637636960836,21.523432801875842
224,14.193975402353594,25.162047304172276,,22.58132450374435,,20.645782403423407,20.645782403423407,19.17750682246743,21.458031714155613
225,15.000451277487318,25.162047304172276,,13.33373446887762,,17.832077683512406,17.832077683512406,19.130698113227876,21.392829552260313
226,15.161746452514066,25.334095490867472,,12.903614002139632,,17.799818648507056,17.799818648507056,19.084207908542517,21.327825710524536
227,15.000451277487318,25.162047304172276,,13.226204352193122,,17.796234311284238,17.796234311284238,19.0380326634691,21.263019585132593
228,15.161746452514066,25.334095490867472,,12.500376064572766,,17.665406002651434,17.665406002651434,18.992168887721366,21.19841057411351
229,15.161746452514066,25.162047304172276,,14.193975402353594,,18.17258971967998,18.17258971967998,18.946613144594025,21.13399807732607
230,15.000451277487318,25.162047304172276,,15.000451277487318,,18.387649953048967,18.387649953048967,18.901362049913402,21.06978149645543
231,15.161746452514066,12.500376064572766,,15.161746452514066,,14.274622989866964,14.274622989866964,18.856412271013003,21.005760235015146
232,15.000451277487318,11.290662251872176,,15.000451277487318,,13.763854935615603,13.763854935615603,18.81176052573342,20.941933698340055
233,15.161746452514066,12.667047745433736,,15.161746452514066,,14.330180216820622,14.330180216820622,18.76740358144573,20.878301293565894
234,14.839156102460574,12.581023652086138,,15.161746452514066,,14.193975402353592,14.193975402353592,18.723338254097882,20.81486242964325
235,15.000451277487318,12.667047745433736,,15.000451277487318,,14.222650100136127,14.222650100136127,18.67956140728334,20.75161651732235
