month,low_bpd,base_bpd,high_bpd,ifr_2020_bpd
84,0.0,25.64560181912119,36.05787111812913,37.68943249303386
85,0.0,25.364679108097103,35.755056701336194,37.43255312316947
86,0.0,25.089546062191484,35.4581192911205,37.1803468146111
87,0.0,24.820028538851044,35.1668815421391,36.93267659957949
88,0.0,24.55595925073795,34.88117332885707,36.68941101360459
89,0.0,24.29717743341154,34.60083137720421,36.45042381591087
90,0.0,24.043528532090537,34.32569891874042,36.21559372691628
91,0.0,23.79486390623306,34.055625365731615,35.98480418162357
92,0.0,23.55104055076571,33.79046600566757,35.757943097781485
93,0.0,23.31192083288002,33.53008171386989,35.534902657784244
94,0.0,23.077372243393807,33.27433868294546,35.31557910335947
95,0.0,22.847267161747947,33.02310816793779,35.09987254216976
96,0.0,22.621482633776235,32.77626624611758,34.887686765521195
97,0.0,22.399900161447558,32.533693590435234,34.67892907643443
98,0.0,22.182405503836367,32.295275255731895,34.4735101273909
99,0.0,21.968888488629897,32.06090047687373,34.27134376711865
100,0.0,21.75924283352841,31.8304624780362,34.072346895829824
101,0.0,21.553365976939588,31.60385829242246,33.87643932836567
102,0.0,21.351158917408874,31.380988591751596,33.68354366474466
103,0.0,21.15252606126578,31.161757524901404,33.49358516764611
104,0.0,20.957375078000883,30.94607256513369,33.30649164639551
105,0.0,20.765616762920953,30.733844365371308,33.12219334704843
106,0.0,20.577164906659387,30.524986621033207,32.94062284819875
107,0.0,20.39193617114705,30.319415939968206,32.761714962162856
108,0.0,20.209849971674377,30.11705171906018,32.585406641215904
109,0.0,20.030828364699282,29.917816027106394,32.4116368885782
110,0.0,19.85479594107786,29.721633493597935,32.240346673870796
111,0.0,19.681679724415186,29.528431203055984,32.07147885277791
112,0.0,19.51140907425272,29.338138594601098,31.904978090671595
113,0.0,19.34391559382666,29.150687366453685,31.74079078997042
114,0.0,19.179133042147992,28.966011385083924,31.57886502101863
115,0.0,19.01699725017039,28.784046598747583,31.419150456286445
116,0.0,18.85744604082657,28.604730955161237,31.261598307704983
117,0.0,18.70041915272681,28.428004323086203,31.106161266961237
118,0.0,18.545858167326013,28.253808417604997,30.952793448589603
119,0.0,18.39370643937717,28.082086728888015,30.80145033570688
120,0.0,18.243909030499893,27.912784454260414,30.652088728247076
121,0.0,18.09641264570286,27.74584843339126,30.50466669356151
122,0.0,17.951165572708533,27.581227086437753,30.35914351925766
123,0.0,17.808117623937015,27.418870354987636,30.21547966815819
124,0.0,17.66722008101465,27.258729645652267,30.073636735268742
125,0.0,17.528425641680197,27.10075777617186,29.933577406649583
126,0.0,17.391688368969067,26.944908923902528,29.795265420092626
127,0.0,17.256963642562553,26.79113857656241,29.65866552751121
128,0.0,17.124208112195507,26.639403485121647,29.523743458955245
129,0.0,16.993379653021844,26.48966161872725,29.390465888169608
130,0.0,16.864437322842726,26.34187212156065,29.258800399618334
131,0.0,16.73734132110768,26.195995271531213,29.12871545690167
132,0.0,16.612052949603616,26.051992440714773,29.000180372497045
133,0.0,16.488534574751462,25.909826057451184,28.873165278759128
134,0.0,16.366749591434473,25.76945957001989,28.74764110011757
135,0.0,16.24666238828623,25.630857411816887,28.623579526414623
136,0.0,16.128238314370186,25.49398496796075,28.500952987327864
137,0.0,16.011443647186425,25.358808543259375,28.3797346278264
138,0.0,15.89624556194437,25.2252953314728,28.25989828461165
139,0.0,15.78261210204356,25.093413385810987,28.141418463496446
140,0.0,15.67051215070765,24.963131590608644,28.02427031767875
141,0.0,15.559915403719446,24.834419634122494,27.908429626868543
142,0.0,15.450792343207624,24.707247982398933,27.793872777228678
143,0.0,15.343114212438202,24.581587854163132,27.68057674209251
144,0.0,15.236852991566225,24.457411196682934,27.56851906342311
145,0.0,15.131981374305372,24.33469066256346,27.457677833980654
146,0.0,15.02847274547531,24.213399587430544,27.348031680166326
147,0.0,14.926301159388595,24.09351196846333,27.239559745512654
148,0.0,14.825441319040788,23.975002443738322,27.132241674791803
149,0.0,14.725868556069324,23.857846272349118,27.026057598714686
150,0.0,14.627558811448216,23.742019315267843,26.920988119195204
151,0.0,14.53048861688739,23.627498016916036,26.817014295155143
152,0.0,14.434635076906881,23.51425938741429,26.714117628846523
153,0.0,14.339975851557588,23.402280985481482,26.612280052669288
154,0.0,14.246489139761568,23.29154090195588,26.511483916463295
155,0.0,14.154153663246223,23.182017743911715,26.411711975254693
156,0.0,14.06294865104785,23.073690619346166,26.31294737743757
157,0.0,13.972853824561229,22.96653912241278,26.2151736533728
158,0.0,13.883849383112981,22.860543319178667,26.118374704386824
159,0.0,13.795915990037464,22.755683733883718,26.022534792153962
160,0.0,13.709034759234958,22.651941335681254,25.92763852844653
161,0.0,13.62318724219281,22.54929752584037,25.833670865237867
162,0.0,13.538355415451068,22.447734125391282,25.740617085144066
163,0.0,13.454521668495037,22.347233363195706,25.64846279219073
164,0.0,13.371668792057877,22.24777786442527,25.557193902891946
165,0.0,13.289779966817202,22.14935063943163,25.466796637628942
166,0.0,13.20883875247032,22.051935072992773,25.377257512316785
167,0.0,13.128829077173425,21.955514913920638,25.28856333034769
168,0.0,13.049735227330729,21.86007426501593,25.200701174800344
169,0.0,12.971541837720073,21.76559757335655,25.113658400904775
170,0.0,12.894233881942244,21.672069620906722,25.02742262875311
171,0.0,12.81779666318165,21.579475515434453,24.94198173624668
172,0.0,12.742215805266662,21.487800681725517,24.857323852270564
173,0.0,12.667477244018336,21.397030853082644,24.773437350086976
174,0.0,12.593567218876752,21.30715206309913,24.690310840939226
175,0.0,12.52047226479468,21.21815063769653,24.607933167858413
176,0.0,12.44817920438866,21.13001318741646,24.52629339966535
177,0.0,12.376675140338069,21.04272659995717,24.44538082516042
178,0.0,12.305947448023062,20.956278032945715,24.365184947494566
179,0.0,12.235983768392755,20.87065490693706,24.285695478714697
180,0.0,12.166772001055245,20.78584489863183,24.206902334477235
181,0.0,12.09830029758154,20.701835934304693,24.128795628923726
182,0.0,12.030557055015686,20.61861618343577,24.051365669712627
183,0.0,11.963530909583776,20.536174052537728,23.97460295320179
184,0.0,11.897210730594741,20.45449817917155,23.898498159776164
185,0.0,11.831585614526213,20.37357742614421,23.82304214931572
186,0.0,11.766644879288902,20.293400875881847,23.748225956798496
187,0.0,11.702378058663271,20.213957824972248,23.67404078803421
188,0.0,11.638774896902522,20.13523777887057,23.600478015523773
189,0.0,11.575825343496122,20.057230446762787,23.52752917444039
190,0.0,11.513519548088361,19.979925736581173,23.45518595872808
191,0.0,11.451847855546578,19.90331375016678,23.383440217313524
192,0.0,11.390800801174025,19.827384778573634,23.312283950427485
193,0.0,11.330369106062381,19.75212929750995,23.241709306031968
194,0.0,11.270543672579247,19.677537962911632,23.17170857634963
195,0.0,11.211315579986074,19.603601606643604,23.10227419449201
196,0.0,11.152676080182124,19.53031123232461,23.033398731183226
197,0.0,11.09461659357032,19.457658011271405,22.96507489157599
198,0.0,11.037128705040907,19.385633278558316,22.897295512156955
199,0.0,10.980204160069016,19.31422852918832,22.83005355773832
200,0.0,10.923834860922465,19.243435414371987,22.76334211853301
201,0.0,10.86801286297609,19.173245737910733,22.697154407310627
202,0.0,10.812730371129224,19.103651452680946,22.63148375663154
203,0.0,10.757979736322937,19.034644657215697,22.566323616156698
204,0.0,10.703753452153824,18.96621759238094,22.50166755003063
205,0.0,10.650044151581255,18.898362638143,22.43750923433529
206,0.0,10.596844603725076,18.831072310424627,22.373842454612642
207,0.0,10.54414771075091,18.76433925804656,22.3106611034536
208,0.0,10.49194650484026,18.69815625975209,22.247959178151405
209,0.0,10.440234145242746,18.632516221311796,22.18573077841732
210,0.0,10.389003915407903,18.567412172706096,22.123970104156786
211,0.0,10.33824922019404,18.502837265383086,22.062671453304056
212,0.0,10.287963583151777,18.438784769589276,22.001829219713578
213,0.0,10.238140643879936,18.3752480717711,21.941437891106393
214,0.0,10.188774155451531,18.312220672044834,21.881492047069777
215,0.0,10.13985798190777,18.24969618173295,21.82198635710863
216,0.0,10.091386095817894,18.1876683209648,21.7629155787469
217,0.0,10.043352575902945,18.126130916339694,21.704274555677667
218,0.0,0.0,18.065077898650465,21.646058215960352
219,0.0,0.0,18.004503300665693,21.58826157026362
220,0.0,0.0,17.94440125496881,21.5308797101527
221,0.0,0.0,17.884765991852422,21.473907806419753
222,0.0,0.0,17.82559183726614,21.41734110745596
223,0.0,0.0,17.76687321081637,21.361174937664266
224,0.0,0.0,17.708604623816537,21.30540469591139
225,0.0,0.0,17.650780677386194,21.250025854018155
226,0.0,0.0,17.593396060597644,21.19503395528686
227,0.0,0.0,17.536445548668688,21.140424613064734
228,0.0,0.0,17.479924001200104,21.086193509342404
229,0.0,0.0,17.423826360456598,21.032336393386327
230,0.0,0.0,17.368147649689984,20.978849080404316
231,0.0,0.0,17.31288297150338,20.925727450243137
232,0.0,0.0,17.258027506255175,20.872967446117304
233,0.0,0.0,17.203576510501787,20.820565073368197
234,0.0,0.0,17.1495253154779,20.768516398252657
235,0.0,0.0,17.09586932561338,20.716817546760204
236,0.0,0.0,17.042604017085583,20.66546470345814
237,0.0,0.0,16.98972493640625,20.614454110363724
238,0.0,0.0,16.937227699041923,20.56378206584265
239,0.0,0.0,16.885107988067,20.51344492353319
240,0.0,0.0,16.833361552848533,20.463439091295232
241,0.0,0.0,16.781984207761816,20.413761030183558
242,0.0,0.0,16.73097183093604,20.364407253444668
243,0.0,0.0,16.68032036302907,20.315374325536645
244,0.0,0.0,16.630025806030698,20.266658861171216
245,0.0,0.0,16.580084222093397,20.218257524377673
246,0.0,0.0,16.530491732390058,20.170167027587862
247,0.0,0.0,16.481244515997815,20.122384130741796
248,0.0,0.0,16.432338808807362,20.074905640413327
249,0.0,0.0,16.383770902456995,20.02772840895531
250,0.0,0.0,16.335537143290832,19.980849333663784
251,0.0,0.0,16.28763393134045,19.934265355960697
252,0.0,0.0,16.24005771932944,19.887973460594615
253,0.0,0.0,16.192805011700134,19.84197067485901
254,0.0,0.0,16.145872363662136,19.79625406782769
255,0.0,0.0,16.099256380261842,19.750820749606838
256,0.0,0.0,16.052953715472587,19.705667870603357
257,0.0,0.0,16.006961071304833,19.66079262080901
258,0.0,0.0,15.961275196935821,19.616192229099983
259,0.0,0.0,15.915892887858309,19.571863962551507
260,0.0,0.0,15.870810985047775,19.52780512576713
261,0.0,0.0,15.826026374147732,19.484013060222257
262,0.0,0.0,15.7815359846726,19.440485143621657
263,0.0,0.0,15.737336789227768,19.397218789270532
264,0.0,0.0,15.693425802746361,19.354211445458834
265,0.0,0.0,15.649800081742304,19.311460594858517
266,0.0,0.0,15.60645672357933,19.26896375393336
267,0.0,0.0,15.563392865755416,19.226718472361128
268,0.0,0.0,15.520605685202403,19.184722332467672
269,0.0,0.0,15.478092397600316,19.142972948672767
270,0.0,0.0,15.435850256706091,19.101467966947354
271,0.0,0.0,15.393876553696312,19.060205064281902
272,0.0,0.0,15.352168616523649,19.01918194816565
273,0.0,0.0,15.310723809286625,18.978396356076505
274,0.0,0.0,15.26953953161243,18.9378460549812
275,0.0,0.0,15.22861321805245,18.897528840845656
276,0.0,0.0,15.187942337490176,18.857442538155123
277,0.0,0.0,15.147524392561264,18.81758499944406
278,0.0,0.0,15.107356919085355,18.777954104835302
279,0.0,0.0,15.067437485509489,18.738547761588535
280,0.0,0.0,15.027763692362766,18.699363903657623
281,0.0,0.0,14.988333171721962,18.6604004912568
282,0.0,0.0,14.949143586687947,18.621655510435367
283,0.0,0.0,14.91019263087254,18.583126972660718
284,0.0,0.0,14.871478027895629,18.544812914409622
285,0.0,0.0,14.83299753089226,18.506711396767404
286,0.0,0.0,14.794748922029548,18.468820505034966
287,0.0,0.0,14.756730012033053,18.431138348343392
288,0.0,0.0,14.718938639722548,18.393663059276015
289,0.0,0.0,14.681372671556856,18.356392793497776
290,0.0,0.0,14.644030001187584,18.319325729391668
291,0.0,0.0,14.606908549021552,18.282460067702118
292,0.0,0.0,14.570006261791745,18.245794031185223
293,0.0,0.0,14.533321112136512,18.20932586426555
294,0.0,0.0,14.496851098186939,18.173053832699487
295,0.0,0.0,14.460594243162106,18.136976223244925
296,0.0,0.0,14.424548594972125,18.101091343337135
297,0.0,0.0,14.388712225828744,18.06539752077075
298,0.0,0.0,14.353083231863373,18.029893103387643
299,0.0,0.0,14.317659732752334,17.994576458770656
300,0.0,0.0,14.282439871349222,17.95944597394297
301,0.0,0.0,14.247421813324157,17.924500055073057
302,0.0,0.0,14.212603746809858,17.889737127185068
303,0.0,0.0,14.1779838820543,17.855155633874517
304,0.0,0.0,14.143560451079873,17.820754037029207
305,0.0,0.0,14.109331707348872,17.786530816555203
306,0.0,0.0,14.075295925435203,17.75248447010782
307,0.0,0.0,14.041451400702128,17.71861351282749
308,0.0,0.0,14.007796448985973,17.68491647708035
309,0.0,0.0,13.974329406285625,17.651391912203593
310,0.0,0.0,13.941048628457725,17.618038384255293
311,0.0,0.0,13.907952490917406,17.584854475768775
312,0.0,0.0,13.875039388344495,17.55183878551133
313,0.0,0.0,13.84230773439502,17.518989928247237
314,0.0,0.0,13.809755961417942,17.48630653450499
315,0.0,0.0,13.777382520176985,17.453787250348604
316,0.0,0.0,13.74518587957747,17.421430737152974
317,0.0,0.0,13.71316452639803,17.389235671383222
318,0.0,0.0,13.681316965027113,17.35720074437779
319,0.0,0.0,13.649641717204192,17.325324662135433
320,0.0,0.0,13.61813732176552,17.29360614510586
321,0.0,0.0,13.586802334394445,17.26204392798401
322,0.0,0.0,13.555635327376073,17.230636759507895
323,0.0,0.0,13.524634889356264,17.199383402259915
324,0.0,0.0,13.493799625104852,17.168282632471602
325,0.0,0.0,13.463128155282998,17.137333239831676
326,0.0,0.0,13.432619116214585,17.106534027297435
327,0.0,0.0,13.402271159661607,17.075883810909282
328,0.0,0.0,13.372082952603416,17.045381419608457
329,0.0,0.0,13.342053177019794,17.01502569505785
330,0.0,0.0,13.312180529677764,16.984815491465778
331,0.0,0.0,13.282463721922053,16.954749675412803
332,0.0,0.0,13.252901479469113,16.924827125681404
333,0.0,0.0,13.223492542204712,16.89504673308851
334,0.0,0.0,13.1942356639849,16.86540740032082
335,0.0,0.0,13.16512961244041,16.835908041772882
336,0.0,0.0,13.136173168784312,16.806547583387808
337,0.0,0.0,13.107365127622947,16.777324962500668
338,0.0,0.0,13.078704296770018,16.748239127684446
339,0.0,0.0,13.050189497063815,16.7192890385985
340,0.0,0.0,13.02181956218746,16.69047366583955
341,0.0,0.0,12.993593338492182,16.66179199079507
342,0.0,0.0,12.965509684823505,16.63324300549905
343,0.0,0.0,12.937567472350331,16.60482571249016
344,0.0,0.0,12.909765584396819,16.576539124672127
345,0.0,0.0,12.882102916277068,16.548382265176436
346,0.0,0.0,12.854578375132485,16.520354167227204
347,0.0,0.0,12.827190879771829,16.492453874008223
348,0.0,0.0,12.799939360513866,16.46468043853215
349,0.0,0.0,12.772822759032586,16.43703292351176
350,0.0,0.0,12.74584002820493,16.409510401233263
351,0.0,0.0,12.718990131960972,16.382111953431618
352,0.0,0.0,12.692272045136546,16.354836671167835
353,0.0,0.0,12.665684753328227,16.327683654708206
354,0.0,0.0,12.639227252750631,16.30065201340541
355,0.0,0.0,12.61289855009602,16.273740865581537
356,0.0,0.0,12.586697662396148,16.246949338412893
357,0.0,0.0,12.560623616886271,16.22027656781661
358,0.0,0.0,12.53467545087138,16.193721698339058
359,0.0,0.0,12.508852211594478,16.16728388304592
360,0.0,0.0,12.483152956106995,16.140962283414037
